record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,supplier_id,supplier_name,country_code,currency,lead_time_days,payment_terms,risk_grade,material_ids,active
mdm-02-5dfb8b18b1dd,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8f590da41ad3,SUP-0016,글로벌 원료공급사 16 (가상),CA,USD,50,NET30,LOW,"[""MAT-RA-0073""]",True
mdm-02-958526d55733,tenant-afs-demo-materials,org-afs-metals,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-47778a805e60,SUP-0017,글로벌 원료공급사 17 (가상),KR,KRW,57,NET45,MEDIUM,"[""MAT-RA-0066"", ""MAT-RA-0193""]",True
mdm-02-2292c3e49182,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-053a22fe7715,SUP-0018,글로벌 원료공급사 18 (가상),ID,USD,64,NET60,HIGH,"[""MAT-RA-0175"", ""MAT-CO-0140"", ""MAT-CO-0158""]",True
mdm-02-98516072ac00,tenant-afs-demo-materials,org-afs-metals,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-62edf44545f3,SUP-0019,글로벌 원료공급사 19 (가상),AU,USD,71,NET30,LOW,"[""MAT-CO-0177""]",True
mdm-02-1cecf788e275,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fd1c97647477,SUP-0020,글로벌 원료공급사 20 (가상),CL,USD,78,NET45,MEDIUM,"[""MAT-CO-0134"", ""MAT-CO-0099""]",True
mdm-02-074f55d1d701,tenant-afs-demo-materials,org-afs-metals,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2776f911ed4d,SUP-0021,글로벌 원료공급사 21 (가상),PE,KRW,85,NET60,HIGH,"[""MAT-CO-0099"", ""MAT-CO-0194"", ""MAT-CO-0111""]",True
mdm-02-608b5a26d56c,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-30133439749e,SUP-0022,글로벌 원료공급사 22 (가상),CN,USD,19,NET30,LOW,"[""MAT-RA-0054""]",True
mdm-02-92c1965e071d,tenant-afs-demo-materials,org-afs-metals,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2583d262d6ba,SUP-0023,글로벌 원료공급사 23 (가상),JP,USD,26,NET45,MEDIUM,"[""MAT-RA-0103"", ""MAT-CO-0177""]",True
mdm-02-729660dd720f,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-662e6f6c0e85,SUP-0024,글로벌 원료공급사 24 (가상),CA,USD,33,NET60,HIGH,"[""MAT-CO-0141"", ""MAT-CO-0038"", ""MAT-CO-0189""]",True
mdm-02-34e468e70314,tenant-afs-demo-materials,org-afs-metals,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7f3b61b5ddd5,SUP-0025,글로벌 원료공급사 25 (가상),KR,KRW,40,NET30,LOW,"[""MAT-RA-0055""]",True
mdm-02-a940adaab2cf,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-58c983701e24,SUP-0026,글로벌 원료공급사 26 (가상),ID,USD,47,NET45,MEDIUM,"[""MAT-CO-0014"", ""MAT-RA-0037""]",True
mdm-02-b1c9fd819b9b,tenant-afs-demo-materials,org-afs-metals,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-442f22c26177,SUP-0027,글로벌 원료공급사 27 (가상),AU,USD,54,NET60,HIGH,"[""MAT-CO-0140"", ""MAT-CO-0147"", ""MAT-RA-0127""]",True
mdm-02-4f59c8d04cf8,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-91b6cae37dc5,SUP-0028,글로벌 원료공급사 28 (가상),CL,USD,61,NET30,LOW,"[""MAT-CO-0134""]",True
mdm-02-f7428fd232f9,tenant-afs-demo-materials,org-afs-metals,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d4bef381e02d,SUP-0029,글로벌 원료공급사 29 (가상),PE,KRW,68,NET45,MEDIUM,"[""MAT-CO-0009"", ""MAT-CO-0165""]",True
mdm-02-ec8011b9b931,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8d15cbda42f2,SUP-0030,글로벌 원료공급사 30 (가상),CN,USD,75,NET60,HIGH,"[""MAT-CO-0087"", ""MAT-CO-0140"", ""MAT-RA-0097""]",True
mdm-02-e42ac4fcbe9d,tenant-afs-demo-materials,org-afs-metals,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f589d8e0bd35,SUP-0031,글로벌 원료공급사 31 (가상),JP,USD,82,NET30,LOW,"[""MAT-CO-0021""]",True
mdm-02-d9eb8d276c9e,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4784c64a0d1c,SUP-0032,글로벌 원료공급사 32 (가상),CA,USD,89,NET45,MEDIUM,"[""MAT-CO-0177"", ""MAT-CO-0021""]",True
mdm-02-bff490e1235a,tenant-afs-demo-materials,org-afs-metals,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-813375df9239,SUP-0033,글로벌 원료공급사 33 (가상),KR,KRW,23,NET60,HIGH,"[""MAT-CO-0189"", ""MAT-CO-0051"", ""MAT-CO-0129""]",True
mdm-02-75e4aecceea8,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-69cc09dd99c7,SUP-0034,글로벌 원료공급사 34 (가상),ID,USD,30,NET30,LOW,"[""MAT-CO-0134""]",True
mdm-02-c0a46f276bf0,tenant-afs-demo-materials,org-afs-metals,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-dc4278f2ce8c,SUP-0035,글로벌 원료공급사 35 (가상),AU,USD,37,NET45,MEDIUM,"[""MAT-RA-0084"", ""MAT-CO-0050""]",True
mdm-02-11f26ee01cf2,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cf0077a4082d,SUP-0036,글로벌 원료공급사 36 (가상),CL,USD,44,NET60,HIGH,"[""MAT-CO-0213"", ""MAT-RA-0031"", ""MAT-CO-0098""]",True
mdm-02-6cf3d9bb11f9,tenant-afs-demo-materials,org-afs-metals,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c6acb5c2a48c,SUP-0037,글로벌 원료공급사 37 (가상),PE,KRW,51,NET30,LOW,"[""MAT-CO-0183""]",True
mdm-02-48b1a8378cf3,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-36e2e2979d25,SUP-0038,글로벌 원료공급사 38 (가상),CN,USD,58,NET45,MEDIUM,"[""MAT-CO-0213"", ""MAT-CO-0008""]",True
mdm-02-c6e3406b0175,tenant-afs-demo-materials,org-afs-metals,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0360119a8111,SUP-0039,글로벌 원료공급사 39 (가상),JP,USD,65,NET60,HIGH,"[""MAT-RA-0007"", ""MAT-RA-0133"", ""MAT-RA-0055""]",True
mdm-02-edcd775b5bc9,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7ce8ee3389b0,SUP-0040,글로벌 원료공급사 40 (가상),CA,USD,72,NET30,LOW,"[""MAT-CO-0219""]",True
