record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,transport_event_id,transport_id,shipment_id,event_type,event_at,destination_location_id,delivered_quantity,quantity_uom,status
log-05-1a25402cac9f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a66ec342faf9,TR-000006-1,TR-000006,SHP-000006,DISPATCHED,2024-03-07T00:00:00+00:00,LOC-P2-RAW,0.0,TON,COMPLETED
log-05-e5b4f6384dcc,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ddf6af5a046a,TR-000006-2,TR-000006,SHP-000006,DELIVERED,2024-03-08T00:00:00+00:00,LOC-P2-RAW,51.0,TON,COMPLETED
log-05-37abe5e9380d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-340ac048676a,TR-000007-1,TR-000007,SHP-000007,DISPATCHED,2024-03-29T00:00:00+00:00,LOC-P1-RAW,0.0,EA,COMPLETED
log-05-b67abafe2663,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-25a0282683e7,TR-000007-2,TR-000007,SHP-000007,DELIVERED,2024-03-31T00:00:00+00:00,LOC-P1-RAW,55.5,EA,COMPLETED
log-05-abaad2854d23,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9c6526359d3d,TR-000008-1,TR-000008,SHP-000008,DISPATCHED,2024-04-23T00:00:00+00:00,LOC-P2-RAW,0.0,EA,COMPLETED
log-05-b062ef27fd88,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4a8084c83eeb,TR-000008-2,TR-000008,SHP-000008,DELIVERED,2024-04-24T00:00:00+00:00,LOC-P2-RAW,60.0,EA,COMPLETED
log-05-b4e7757f852c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e5f7e21b2312,TR-000009-1,TR-000009,SHP-000009,DISPATCHED,2024-03-07T00:00:00+00:00,LOC-P1-RAW,0.0,TON,COMPLETED
log-05-1f8bbbb85765,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ab5d0300eef3,TR-000009-2,TR-000009,SHP-000009,DELIVERED,2024-03-09T00:00:00+00:00,LOC-P1-RAW,15.0,TON,COMPLETED
log-05-535e1895e967,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-236ad36282fd,TR-000010-1,TR-000010,SHP-000010,DISPATCHED,2024-05-16T00:00:00+00:00,LOC-P2-RAW,0.0,EA,COMPLETED
log-05-9812073eef28,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e46de198f4b9,TR-000010-2,TR-000010,SHP-000010,DELIVERED,2024-05-17T00:00:00+00:00,LOC-P2-RAW,28.5,EA,COMPLETED
log-05-7d37ff5d6d55,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5a429218296f,TR-000011-1,TR-000011,SHP-000011,DISPATCHED,2024-07-01T00:00:00+00:00,LOC-P2-RAW,0.0,TON,COMPLETED
log-05-6e94d0105e77,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3c0ecba33aab,TR-000011-2,TR-000011,SHP-000011,DELIVERED,2024-07-03T00:00:00+00:00,LOC-P2-RAW,37.5,TON,COMPLETED
log-05-4b8179366e1e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8559040bf27d,TR-000012-1,TR-000012,SHP-000012,DISPATCHED,2024-07-27T00:00:00+00:00,LOC-P1-RAW,0.0,EA,COMPLETED
log-05-d6278687d6a1,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-150fab8b5888,TR-000012-2,TR-000012,SHP-000012,DELIVERED,2024-07-28T00:00:00+00:00,LOC-P1-RAW,42.0,EA,COMPLETED
log-05-67688da9c021,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-aded948b007f,TR-000013-1,TR-000013,SHP-000013,DISPATCHED,2024-08-21T00:00:00+00:00,LOC-P2-RAW,0.0,EA,COMPLETED
log-05-467e60de6447,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-274f0136f60e,TR-000013-2,TR-000013,SHP-000013,DELIVERED,2024-08-23T00:00:00+00:00,LOC-P2-RAW,46.5,EA,COMPLETED
log-05-8cd7000e1eaa,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-623e5ffca379,TR-000014-1,TR-000014,SHP-000014,DISPATCHED,2024-09-09T00:00:00+00:00,LOC-P1-RAW,0.0,TON,COMPLETED
log-05-e2460e079987,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d83805c5ea5e,TR-000014-2,TR-000014,SHP-000014,DELIVERED,2024-09-10T00:00:00+00:00,LOC-P1-RAW,51.0,TON,COMPLETED
log-05-461a91ad8736,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b51356a6a715,TR-000015-1,TR-000015,SHP-000015,DISPATCHED,2024-08-20T00:00:00+00:00,LOC-P1-RAW,0.0,EA,COMPLETED
log-05-6450a4ff6e9f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c6452af5fd4d,TR-000015-2,TR-000015,SHP-000015,DELIVERED,2024-08-22T00:00:00+00:00,LOC-P1-RAW,60.0,EA,COMPLETED
log-05-1863acc39a7e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-52db5f69e9f7,TR-000016-1,TR-000016,SHP-000016,DISPATCHED,2024-09-08T00:00:00+00:00,LOC-P2-RAW,0.0,EA,COMPLETED
log-05-49b4970c6187,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-14a8c4ecd6e8,TR-000016-2,TR-000016,SHP-000016,DELIVERED,2024-09-09T00:00:00+00:00,LOC-P2-RAW,15.0,EA,COMPLETED
log-05-4ed9a4630988,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c96deae4e12f,TR-000017-1,TR-000017,SHP-000017,DISPATCHED,2024-10-04T00:00:00+00:00,LOC-P1-RAW,0.0,TON,COMPLETED
log-05-aa0cd25bcfb2,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-336667ef01f0,TR-000017-2,TR-000017,SHP-000017,DELIVERED,2024-10-06T00:00:00+00:00,LOC-P1-RAW,19.5,TON,COMPLETED
log-05-757cebd6ec44,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-60eebb85fb85,TR-000018-1,TR-000018,SHP-000018,DISPATCHED,2024-10-31T00:00:00+00:00,LOC-P2-RAW,0.0,TON,COMPLETED
log-05-e22455b233c0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-069d904fac0f,TR-000018-2,TR-000018,SHP-000018,DELIVERED,2024-11-01T00:00:00+00:00,LOC-P2-RAW,24.0,TON,COMPLETED
log-05-6ab4a36f9305,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fe8ac342a896,TR-000019-1,TR-000019,SHP-000019,DISPATCHED,2024-11-28T00:00:00+00:00,LOC-P1-RAW,0.0,EA,COMPLETED
log-05-49e1fdd6222e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4e5fddaf20e2,TR-000019-2,TR-000019,SHP-000019,DELIVERED,2024-11-30T00:00:00+00:00,LOC-P1-RAW,28.5,EA,COMPLETED
log-05-949b985c1d07,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-17811e6d26cd,TR-000020-1,TR-000020,SHP-000020,DISPATCHED,2024-12-20T00:00:00+00:00,LOC-P2-RAW,0.0,EA,COMPLETED
log-05-5358c1eb0a63,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0055424c60a1,TR-000020-2,TR-000020,SHP-000020,DELIVERED,2024-12-21T00:00:00+00:00,LOC-P2-RAW,33.0,EA,COMPLETED
log-05-04d689dc60a9,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-830bc7f384f2,TR-000021-1,TR-000021,SHP-000021,DISPATCHED,2025-01-08T00:00:00+00:00,LOC-P1-RAW,0.0,TON,COMPLETED
log-05-1ae63e7135f8,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-31b8cfc4803b,TR-000021-2,TR-000021,SHP-000021,DELIVERED,2025-01-10T00:00:00+00:00,LOC-P1-RAW,37.5,TON,COMPLETED
log-05-459a36751f3e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-19db19e0505c,TR-000022-1,TR-000022,SHP-000022,DISPATCHED,2025-02-04T00:00:00+00:00,LOC-P2-RAW,0.0,TON,COMPLETED
log-05-b75ddfc7bb8c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9cbc3f277b2e,TR-000022-2,TR-000022,SHP-000022,DELIVERED,2025-02-05T00:00:00+00:00,LOC-P2-RAW,42.0,TON,COMPLETED
log-05-0397396f0662,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a1df89f335c6,TR-000023-1,TR-000023,SHP-000023,DISPATCHED,2025-02-26T00:00:00+00:00,LOC-P1-RAW,0.0,EA,COMPLETED
log-05-ec3cdabd2632,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d57ceb1f8077,TR-000023-2,TR-000023,SHP-000023,DELIVERED,2025-02-28T00:00:00+00:00,LOC-P1-RAW,46.5,EA,COMPLETED
log-05-333b82bb7804,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-951f9017fb47,TR-000024-1,TR-000024,SHP-000024,DISPATCHED,2025-03-26T00:00:00+00:00,LOC-P2-RAW,0.0,EA,COMPLETED
log-05-87c0e187ddef,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3b1b64ef68b2,TR-000024-2,TR-000024,SHP-000024,DELIVERED,2025-03-27T00:00:00+00:00,LOC-P2-RAW,51.0,EA,COMPLETED
log-05-ff9630c46616,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e35efdef1730,TR-000025-1,TR-000025,SHP-000025,DISPATCHED,2025-04-16T00:00:00+00:00,LOC-P1-RAW,0.0,TON,COMPLETED
log-05-6e5f956846ca,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-dcfba187e7ac,TR-000025-2,TR-000025,SHP-000025,DELIVERED,2025-04-18T00:00:00+00:00,LOC-P1-RAW,55.5,TON,COMPLETED
log-05-7b49fa9ca1ef,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e8e17adf7fe2,TR-000026-1,TR-000026,SHP-000026,DISPATCHED,2025-02-26T00:00:00+00:00,LOC-P2-RAW,0.0,TON,COMPLETED
log-05-1917d1852ec2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-09fe899e7a69,TR-000026-2,TR-000026,SHP-000026,DELIVERED,2025-02-27T00:00:00+00:00,LOC-P2-RAW,60.0,TON,COMPLETED
log-05-3471f9b42f7f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d799a2f239d4,TR-000027-1,TR-000027,SHP-000027,DISPATCHED,2025-03-29T00:00:00+00:00,LOC-P1-RAW,0.0,EA,COMPLETED
log-05-8dda2aae22ad,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f854666a743a,TR-000027-2,TR-000027,SHP-000027,DELIVERED,2025-03-31T00:00:00+00:00,LOC-P1-RAW,15.0,EA,COMPLETED
log-05-7f3416daea48,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0924a8e8a6d6,TR-000028-1,TR-000028,SHP-000028,DISPATCHED,2025-04-14T00:00:00+00:00,LOC-P2-RAW,0.0,EA,COMPLETED
log-05-70697c6f6103,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-dec31f3a022d,TR-000028-2,TR-000028,SHP-000028,DELIVERED,2025-04-15T00:00:00+00:00,LOC-P2-RAW,19.5,EA,COMPLETED
log-05-4ccfeda1d062,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d8c22b35c1f1,TR-000029-1,TR-000029,SHP-000029,DISPATCHED,2025-06-02T00:00:00+00:00,LOC-P2-RAW,0.0,TON,COMPLETED
log-05-b0278ec7dafa,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-37132d8cc4aa,TR-000029-2,TR-000029,SHP-000029,DELIVERED,2025-06-04T00:00:00+00:00,LOC-P2-RAW,28.5,TON,COMPLETED
log-05-8bbc43ac94d0,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-25b69ce7b682,TR-000030-1,TR-000030,SHP-000030,DISPATCHED,2025-07-05T00:00:00+00:00,LOC-P1-RAW,0.0,EA,COMPLETED
log-05-b47f691cf092,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6b93dc9f7787,TR-000030-2,TR-000030,SHP-000030,DELIVERED,2025-07-06T00:00:00+00:00,LOC-P1-RAW,33.0,EA,COMPLETED
log-05-e6a43668173f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0b737416bd01,TR-000031-1,TR-000031,SHP-000031,DISPATCHED,2025-07-27T00:00:00+00:00,LOC-P2-RAW,0.0,EA,COMPLETED
log-05-d56ecf63b69a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2f571b7ff76a,TR-000031-2,TR-000031,SHP-000031,DELIVERED,2025-07-29T00:00:00+00:00,LOC-P2-RAW,37.5,EA,COMPLETED
log-05-83190f1ac937,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-258c0b120860,TR-000032-1,TR-000032,SHP-000032,DISPATCHED,2025-08-16T00:00:00+00:00,LOC-P1-RAW,0.0,TON,COMPLETED
log-05-19cd7db0473a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-28048c27ca16,TR-000032-2,TR-000032,SHP-000032,DELIVERED,2025-08-17T00:00:00+00:00,LOC-P1-RAW,42.0,TON,COMPLETED
log-05-4b449cdd66da,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-dfeff7f74842,TR-000033-1,TR-000033,SHP-000033,DISPATCHED,2025-08-06T00:00:00+00:00,LOC-P1-RAW,0.0,EA,COMPLETED
log-05-1b9fcaddc040,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ab0e9f1c2aa0,TR-000033-2,TR-000033,SHP-000033,DELIVERED,2025-08-08T00:00:00+00:00,LOC-P1-RAW,51.0,EA,COMPLETED
log-05-7218f6d8d096,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-75e2c88c9a06,TR-000034-1,TR-000034,SHP-000034,DISPATCHED,2025-08-27T00:00:00+00:00,LOC-P1-RAW,0.0,TON,COMPLETED
log-05-2f5d6a92ac70,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-31d23b4ba786,TR-000034-2,TR-000034,SHP-000034,DELIVERED,2025-08-28T00:00:00+00:00,LOC-P1-RAW,55.5,TON,COMPLETED
log-05-0e67df202195,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6b6018e6072f,TR-000035-1,TR-000035,SHP-000035,DISPATCHED,2025-09-26T00:00:00+00:00,LOC-P2-RAW,0.0,TON,COMPLETED
log-05-3eb5f000cd1f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9e5c8ea194d8,TR-000035-2,TR-000035,SHP-000035,DELIVERED,2025-09-28T00:00:00+00:00,LOC-P2-RAW,60.0,TON,COMPLETED
log-05-4ebb67ff3ef4,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b3a7f8872f13,TR-000036-1,TR-000036,SHP-000036,DISPATCHED,2025-10-15T00:00:00+00:00,LOC-P1-RAW,0.0,EA,COMPLETED
log-05-b4e316d0f492,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6301acea091c,TR-000036-2,TR-000036,SHP-000036,DELIVERED,2025-10-16T00:00:00+00:00,LOC-P1-RAW,15.0,EA,COMPLETED
log-05-bf56273cbeb0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-63d854e26051,TR-000037-1,TR-000037,SHP-000037,DISPATCHED,2025-11-19T00:00:00+00:00,LOC-P2-RAW,0.0,EA,COMPLETED
log-05-9011cfb5b7e2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e297bb2c5473,TR-000037-2,TR-000037,SHP-000037,DELIVERED,2025-11-21T00:00:00+00:00,LOC-P2-RAW,19.5,EA,COMPLETED
log-05-d6fcd0602f7d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f619913caf9d,TR-000038-1,TR-000038,SHP-000038,DISPATCHED,2025-12-03T00:00:00+00:00,LOC-P1-RAW,0.0,TON,COMPLETED
log-05-5d9fde3837f8,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6b60728cc3bf,TR-000038-2,TR-000038,SHP-000038,DELIVERED,2025-12-04T00:00:00+00:00,LOC-P1-RAW,24.0,TON,COMPLETED
log-05-fa32f5b6ac69,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9fbc5a8756a1,TR-000039-1,TR-000039,SHP-000039,DISPATCHED,2026-02-18T00:00:00+00:00,LOC-P2-RAW,0.0,EA,COMPLETED
log-05-8d8c3d5da070,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c3b611beb4d8,TR-000039-2,TR-000039,SHP-000039,DELIVERED,2026-02-20T00:00:00+00:00,LOC-P2-RAW,37.5,EA,COMPLETED
log-05-6eefb2057fa7,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-edde4ea23c8a,TR-000040-1,TR-000040,SHP-000040,DISPATCHED,2026-02-08T00:00:00+00:00,LOC-P1-RAW,0.0,EA,COMPLETED
