고유번호,접수번호,보고서명,회사명
00141671,20260323001680,사업보고서 (2025.12),오리콤
00141875,20260318001080,사업보고서 (2025.12),사조오양
00143651,20260318001480,사업보고서 (2025.12),웅진
00144155,,,
00144164,20250312000964,사업보고서 (2024.12),SK가스
00145109,20260312001236,사업보고서 (2025.12),유한양행
00145260,20260316001034,사업보고서 (2025.12),율촌화학
00145552,20260319001212,사업보고서 (2025.12),이수화학
00145880,20260318001506,사업보고서 (2025.12),현대제철
00146436,20260323001278,사업보고서 (2025.12),엔브이에이치코리아
00146649,20260311004252,사업보고서 (2025.12),일진홀딩스
00147860,20260320000787,사업보고서 (2025.12),에스엠벡셀
00148276,20260310002959,사업보고서 (2025.12),제일기획
00148364,20260323001527,사업보고서 (2025.12),하림지주
00148540,20260318001509,사업보고서 (2025.12),CJ
00148610,20260310002967,사업보고서 (2025.12),한화투자증권
00148665,20250325000694,사업보고서 (2024.12),아이엠증권
00148896,20260318000617,사업보고서 (2025.12),OCI홀딩스
00148993,20260318001474,사업보고서 (2025.12),하이트진로홀딩스
00149026,20260323001033,사업보고서 (2025.12),CS홀딩스
00149655,20260312000856,사업보고서 (2025.12),삼성물산
00150244,20260318000752,사업보고서 (2025.12),하이트진로
00150633,20260313000634,사업보고서 (2025.12),지누스
00150828,20260311004416,사업보고서 (2025.12),진흥기업
00151368,20260316001310,사업보고서 (2025.12),인터지스
00152455,20260331003855,사업보고서 (2025.12),현대케피코
00152686,20260319000865,사업보고서 (2025.12),코리아써키트
00152862,20260323001718,사업보고서 (2025.12),코오롱
00152880,20260323001556,사업보고서 (2025.12),코오롱글로벌
00153126,20260318000921,사업보고서 (2025.12),크라운해태홀딩스
00153393,20260323001584,사업보고서 (2025.12),태광산업
00153418,20250331003351,사업보고서 (2024.12),티케이지태광
00153524,20260319001237,사업보고서 (2025.12),태림포장
00153861,20260318001574,사업보고서 (2025.12),태영건설
00154329,20260318001472,사업보고서 (2025.12),TP
00154462,20260318000825,사업보고서 (2025.12),아모레퍼시픽홀딩스
00155151,20260318000311,사업보고서 (2025.12),피에이치에이
00155212,20260313000835,사업보고서 (2025.12),포스코DX
00155258,20260317000684,사업보고서 (2025.12),포스코스틸리온
00155276,20260312000826,사업보고서 (2025.12),포스코퓨처엠
00155319,20260311004517,사업보고서 (2025.12),POSCO홀딩스
00155355,20260323001442,사업보고서 (2025.12),풀무원
00155531,20260312001433,사업보고서 (2025.12),풍산홀딩스
00155692,20260323000543,사업보고서 (2025.12),우리엔터프라이즈
00155948,20260323001366,사업보고서 (2025.12),로젠
00156044,,,
00156691,20260318001058,사업보고서 (2025.12),한국공항
00156859,20260312000604,사업보고서 (2025.12),다올투자증권
00157070,20260312000938,사업보고서 (2025.12),한국단자공업
00157399,20260311004024,사업보고서 (2025.12),한솔테크닉스
00157681,20260311004005,사업보고서 (2025.12),롯데정밀화학
00158219,20260319000661,사업보고서 (2025.12),시그네틱스
00158307,20260311004061,사업보고서 (2025.12),롯데하이마트
00158501,20260311004583,사업보고서 (2025.12),에스원
00158732,,,
00159005,,,
00159023,20260318000532,사업보고서 (2025.12),SK텔레콤
00159102,20260312001222,사업보고서 (2025.12),DB손해보험
00159193,20260317000686,사업보고서 (2025.12),한국전력공사
00159218,20260323000091,사업보고서 (2025.12),한전KPS
00159254,20260319000807,사업보고서 (2025.12),한국전자홀딩스
00159616,20260320001246,사업보고서 (2025.12),두산에너빌리티
00159698,20260313000652,사업보고서 (2025.12),지역난방공사
00159786,20260310002923,사업보고서 (2025.12),유니드
00159874,,,
00159971,20250320001565,사업보고서 (2024.12),KC그린홀딩스
00160047,20260318000997,사업보고서 (2025.12),한국앤컴퍼니
00160418,20260323000529,사업보고서 (2025.12),한국무브넥스
00160588,20260318001426,사업보고서 (2025.12),한화
00160843,20260316001250,사업보고서 (2025.12),DB하이텍
00161116,20260317000824,사업보고서 (2025.12),HL D&I
00161125,20260318000645,사업보고서 (2025.12),한온시스템
00161426,20260320001158,사업보고서 (2025.12),한미사이언스
00161693,20260319001167,사업보고서 (2025.12),한샘
00161976,20260318001537,사업보고서 (2025.12),한세예스24홀딩스
00162063,20260319000721,사업보고서 (2025.12),한신공영
00162221,20260331002541,사업보고서 (2025.12),비에스한양
00162461,20250317001024,사업보고서 (2024.12),한화솔루션
00162993,20260318001536,사업보고서 (2025.12),한일홀딩스
00163114,20260318001577,사업보고서 (2025.12),서연
00163345,20260323001119,사업보고서 (2025.12),DB
00163512,20260316001427,사업보고서 (2025.12),한진
00163673,20260319000097,사업보고서 (2025.12),한진중공업홀딩스
00163682,20260331003763,사업보고서 (2025.12),메리츠증권
00164478,20260318001395,사업보고서 (2025.12),현대건설
00164609,20250317000899,사업보고서 (2024.12),에이치디현대미포
00164636,20260318001262,사업보고서 (2025.12),HDC
00164645,20260318001444,사업보고서 (2025.12),HMM
00164724,20260318001372,사업보고서 (2025.12),현대엘리베이터
00164742,20260318001394,사업보고서 (2025.12),현대자동차
00164779,20260317000635,사업보고서 (2025.12),SK하이닉스
00164788,20260309001878,사업보고서 (2025.12),현대모비스
00164812,20260323001413,사업보고서 (2025.12),현대코퍼레이션
00164830,20260320001032,사업보고서 (2025.12),HD한국조선해양
00164876,20260324000784,사업보고서 (2025.12),케이비증권
00164973,20260312001448,사업보고서 (2025.12),현대해상
00165413,20260312001296,사업보고서 (2025.12),롯데케미칼
00165459,20260331004120,사업보고서 (2025.12),GS칼텍스
00165583,20260319001298,사업보고서 (2025.12),E1
00165653,20260331004734,사업보고서 (2025.12),호텔롯데
00165680,20260311004398,사업보고서 (2025.12),호텔신라
00166227,20260312000403,사업보고서 (2025.12),화승인더스트리
00166272,20260323001005,사업보고서 (2025.12),화승코퍼레이션
00166315,20260316000461,사업보고서 (2025.12),화신
00167068,20260331004251,사업보고서 (2025.12),흥국생명보험
00167192,20260318000932,사업보고서 (2025.12),넥센
00167208,20260318000745,사업보고서 (2025.12),흥아해운
00167341,,,
00168447,,,
00168933,20260327000191,사업보고서 (2025.12),DB생명보험
00170558,20260323000924,사업보고서 (2025.12),코웨이
00171265,20260319001270,사업보고서 (2025.12),파라다이스
00171636,20260318001586,사업보고서 (2025.12),한솔홀딩스
00173078,20260323000909,사업보고서 (2025.12),명신산업
00173874,20260318001435,사업보고서 (2025.12),넥센타이어
00174518,,,
00176835,20260320000311,사업보고서 (2025.12),NH농우바이오
00176914,20260318001606,사업보고서 (2025.12),다우기술
00181712,20260318001157,사업보고서 (2025.12),SK
00182696,20260323000620,사업보고서 (2025.12),대한조선
00184667,20260320001208,사업보고서 (2025.12),유진기업
00186513,20260331003768,사업보고서 (2025.12),코리아세븐
00186559,20260323001544,사업보고서 (2025.12),아이티센씨티에스
00188089,20260313001074,사업보고서 (2025.12),한섬
00189653,20260318000917,사업보고서 (2025.12),엘엑스판토스
00190321,20260323001553,사업보고서 (2025.12),케이티
00191588,20260316001210,사업보고서 (2025.12),삼원강재
00192499,20260323000994,사업보고서 (2025.12),팜스토리
00195229,20260318000916,사업보고서 (2025.12),미스토홀딩스
00200275,20260319001233,사업보고서 (2025.12),YTN
00201450,20260331004398,사업보고서 (2025.12),에스케이렌터카
00203582,20260311003988,사업보고서 (2025.12),한솔홈데코
00204688,20250331003733,사업보고서 (2024.12),대림
00207108,20260331004473,사업보고서 (2025.12),이랜드월드
00207676,20260331004385,사업보고서 (2025.12),롯데글로벌로지스
00207737,20260331003653,사업보고서 (2025.12),세메스
00208514,20260318001032,사업보고서 (2025.12),현대캐피탈
00209443,20260313000957,사업보고서 (2025.12),우리금융캐피탈
00216647,20260319001183,사업보고서 (2025.12),원익홀딩스
00216762,20260313000818,사업보고서 (2025.12),한양이엔지
00217947,20260316001043,사업보고서 (2025.12),신세계건설
00219051,20260327001072,사업보고서 (2025.12),롯데카드
00219097,20260318000777,사업보고서 (2025.12),BGF
00219167,,,
00219361,20260323001389,사업보고서 (2025.12),해성산업
00219486,20260316001238,사업보고서 (2025.12),신세계I&C
00219574,20260317000869,사업보고서 (2025.12),코스맥스비티아이
00219848,20260324000013,사업보고서 (2025.12),서희건설
00220561,20260316001014,사업보고서 (2025.12),광주신세계
00221171,,,
00222374,20260318001407,사업보고서 (2025.12),현대카드
00222532,20260316000756,사업보고서 (2025.12),LG헬로비전
00223762,20260318000742,사업보고서 (2025.12),KT지니뮤직
00225159,20260219002462,사업보고서 (2025.12),SNT홀딩스
00228350,20260318000583,사업보고서 (2025.12),신화인터텍
00228536,20260313000755,사업보고서 (2025.12),현대에버다임
00231363,20260313000442,사업보고서 (2025.12),LG유플러스
00231512,20260313000846,사업보고서 (2025.12),세아창원특수강
00231901,20260318000708,사업보고서 (2025.12),LB인베스트먼트
00231929,20260318000150,사업보고서 (2025.12),지에스이피에스
00234412,20260316001380,사업보고서 (2025.12),신세계인터내셔날
00236614,,,
00238782,20260320001289,사업보고서 (2025.12),다우데이타
00239639,20260320000882,사업보고서 (2025.12),삼표시멘트
00242378,20260323001036,사업보고서 (2025.12),이지홀딩스
00243988,20260331003304,사업보고서 (2025.12),에스케이브로드밴드
00244455,20260318001422,사업보고서 (2025.12),케이티앤지
00244561,20260323001520,사업보고서 (2025.12),그래디언트
00247522,,,
00250270,,,
00252074,,,
00255619,20260323000917,사업보고서 (2025.12),강원랜드
00256742,,,
00256955,20260316001319,사업보고서 (2025.12),테이팩스
00258801,20260318001423,사업보고서 (2025.12),카카오
00258999,,,
00259545,20260330001617,사업보고서 (2025.12),엠에스오토텍
00260383,20260305001191,사업보고서 (2025.12),대한유화
00260408,20260320000233,사업보고서 (2025.12),팜스코
00260930,20260317000781,사업보고서 (2025.12),에스엠
00260958,20260319001242,사업보고서 (2025.12),케이티알파
00261285,20260323001058,사업보고서 (2025.12),한국가스공사
00261443,20260318001448,사업보고서 (2025.12),NC
00264547,20260318000474,사업보고서 (2025.12),KG이니시스
00264945,20260316001148,사업보고서 (2025.12),나이스정보통신
00265041,20260312000778,사업보고서 (2025.12),삼양케이씨아이
00265324,20260318001469,사업보고서 (2025.12),CJ ENM
00266961,20260313001021,사업보고서 (2025.12),NAVER
00274933,20260318000936,사업보고서 (2025.12),신세계푸드
00278373,20260331002872,사업보고서 (2025.12),여천NCC
00280688,20240321001065,사업보고서 (2023.12),스튜디오에스
00288440,,,
00291019,,,
00296078,20260320001312,사업보고서 (2025.12),APS
00296290,20260317000838,사업보고서 (2025.12),키움증권
00299002,20250318001269,사업보고서 (2024.12),HL홀딩스
00300548,20260316001287,사업보고서 (2025.12),현대리바트
00301705,,,
00302634,20260331003163,사업보고서 (2025.12),현대트랜시스
00302926,20260319001275,사업보고서 (2025.12),현대로템
00303192,20260320001406,사업보고서 (2025.12),디에이피
00303873,20260318001114,사업보고서 (2025.12),CJ CGV
00309503,20260318001461,사업보고서 (2025.12),한국항공우주
00311012,,,
00319166,,,
00325185,20260327001158,사업보고서 (2025.12),GS파워
00330424,20260313001082,사업보고서 (2025.12),LS증권
00332468,20260316000855,사업보고서 (2025.12),에이치디현대삼호
00332927,20260318001652,사업보고서 (2025.12),제이에스코퍼레이션
00339391,20260313001225,사업보고서 (2025.12),한화시스템
00340096,20260313001348,사업보고서 (2025.12),미래에셋벤처투자
00340917,20260319000629,사업보고서 (2025.12),동원F&B
00341916,20260331003297,사업보고서 (2025.12),오스템임플란트
00344287,20250317000883,사업보고서 (2024.12),에이치디현대인프라코어
00347062,20260312000632,사업보고서 (2025.12),현대바이오랜드
00347442,,,
00349097,20260318000272,사업보고서 (2025.12),케이티스카이라이프
00349927,20260331003081,사업보고서 (2025.12),현대엔지니어링
00349945,,,
00350312,20260318001288,사업보고서 (2025.12),HDC랩스
00351092,20260318001386,사업보고서 (2025.12),삼보모터스
00356361,20260313001195,사업보고서 (2025.12),LG화학
00356370,20260316000985,사업보고서 (2025.12),LG생활건강
00357740,20260318000635,사업보고서 (2025.12),NHN KCP
00357935,20260318001209,사업보고서 (2025.12),HDC현대EP
00358271,20260323000774,사업보고서 (2025.12),SFA
00359386,,,
00360142,20260319000859,사업보고서 (2025.12),아이마켓코리아
00360595,20260318001205,사업보고서 (2025.12),현대글로비스
00361008,20260318000939,사업보고서 (2025.12),한화엔진
00362441,20260318001324,사업보고서 (2025.12),현대오토에버
00365387,20260318001186,사업보고서 (2025.12),AJ네트웍스
00366137,20260318001667,사업보고서 (2025.12),KG에코솔루션
00366997,,,
00367844,20260316000556,사업보고서 (2025.12),자이에스앤디
00369107,20260323000520,사업보고서 (2025.12),우리바이오
00369170,20260319001060,사업보고서 (2025.12),인터플렉스
00369675,,,
00372253,20250317000823,사업보고서 (2024.12),연우
00372873,20260323001433,사업보고서 (2025.12),KTis
00372882,20260323000707,사업보고서 (2025.12),KTcs
00375302,,,
00377610,20260318001415,사업보고서 (2025.12),세아홀딩스
00382199,20260318000826,사업보고서 (2025.12),신한지주
00398701,20260317000890,사업보고서 (2025.12),엘앤에프
00398792,20260219002256,사업보고서 (2025.12),SNT모티브
00401731,20260313000662,사업보고서 (2025.12),LG전자
00403632,20260313001193,사업보고서 (2025.12),현대퓨처넷
00404701,20260318001022,사업보고서 (2025.12),한국자산신탁
00405278,20260313001362,사업보고서 (2025.12),KG파이낸셜
00406046,20260316001327,사업보고서 (2025.12),HD현대마린엔진
00406392,,,
00411385,20260310002774,사업보고서 (2025.12),유비쿼스홀딩스
00412597,20260316000819,사업보고서 (2025.12),현대홈쇼핑
00413046,20260316001415,사업보고서 (2025.12),셀트리온
00414850,20260318001001,사업보고서 (2025.12),효성 ITX
00414975,20260331002340,사업보고서 (2025.12),에스케이쉴더스
00415646,20260318001215,사업보고서 (2025.12),드림텍
00416593,20260331003686,사업보고서 (2025.12),대신에프앤아이
00425351,20260310002922,사업보고서 (2025.12),멀티캠퍼스
00426086,20260318001039,사업보고서 (2025.12),티케이지휴켐스
00426873,,,
00427483,20260318001528,사업보고서 (2025.12),대웅제약
00428251,20260318001314,사업보고서 (2025.12),현대백화점
00429889,20260318000336,사업보고서 (2025.12),지에스이앤알
00432102,20260319001006,사업보고서 (2025.12),한국금융지주
00436144,,,
00440156,,,
00445054,20260319000032,사업보고서 (2025.12),하나마이크론
00447609,20260318001437,사업보고서 (2025.12),비에이치
00449379,20260318001677,사업보고서 (2025.12),도이치모터스
00458234,20260317000731,사업보고서 (2025.12),아시아나IDT
00459297,,,
00459871,20260318001210,사업보고서 (2025.12),농심홀딩스
00461016,,,
00461593,20260331004100,사업보고서 (2025.12),한화토탈에너지스
00468374,20260323001246,사업보고서 (2025.12),원익QnC
00480048,20260317000527,사업보고서 (2025.12),모다이노칩
00480367,20260323000486,사업보고서 (2025.12),SK오션플랜트
00481454,20260317000836,사업보고서 (2025.12),금호타이어
00486097,20250320000791,사업보고서 (2024.12),KT나스미디어
00486705,20260318001296,사업보고서 (2025.12),아주스틸
00490151,20260311004362,사업보고서 (2025.12),파트론
00498001,20260319000751,사업보고서 (2025.12),모베이스
00499189,,,
00500254,20260318000836,사업보고서 (2025.12),GS
00503668,20260323001211,사업보고서 (2025.12),LIG디펜스앤에어로스페이스
00508344,20260317000411,사업보고서 (2025.12),SK디앤디
00525642,20260318001698,사업보고서 (2025.12),코오롱생명과학
00525679,20260320001318,사업보고서 (2025.12),차바이오텍
00525934,20260318001308,사업보고서 (2025.12),LX세미콘
00536541,20260318001612,사업보고서 (2025.12),에코프로
00539274,20260318001067,사업보고서 (2025.12),대상홀딩스
00541349,20260316001332,사업보고서 (2025.12),셀트리온제약
00545716,20260316000884,사업보고서 (2025.12),롯데렌탈
00547033,,,
00547583,20260316001292,사업보고서 (2025.12),하나금융지주
00553399,,,
00555874,20260318001439,사업보고서 (2025.12),제주항공
00562245,20260318000714,사업보고서 (2025.12),태웅로직스
00563545,20260323001118,사업보고서 (2025.12),두산테스나
00564562,20260318001219,사업보고서 (2025.12),엠씨넥스
00565154,20260310003051,사업보고서 (2025.12),이노션
00572905,20260318000018,사업보고서 (2025.12),ISC
00583424,20260318000785,사업보고서 (2025.12),아모레퍼시픽
00586652,,,
00587457,20260323001081,사업보고서 (2025.12),갤럭시아머니트리
00587466,20260312001263,사업보고서 (2025.12),KPX홀딩스
00593032,20260318001194,사업보고서 (2025.12),LF
00597764,,,
00599595,20260318001144,사업보고서 (2025.12),BGF에코머티리얼즈
00603278,20260318001404,사업보고서 (2025.12),현대커머셜
00615635,,,
00620868,20260323001492,사업보고서 (2025.12),아이티센글로벌
00623555,,,
00623661,20260318000451,사업보고서 (2025.12),원익머트리얼즈
00625942,20260310002866,사업보고서 (2025.12),한솔아이원스
00628189,20260318001421,사업보고서 (2025.12),웅진씽크빅
00629993,,,
00631518,20260316000827,사업보고서 (2025.12),SK이노베이션
00632304,20260318001363,사업보고서 (2025.12),JW홀딩스
00633835,20260319000606,사업보고서 (2025.12),HJ중공업
00635134,20260316001116,사업보고서 (2025.12),CJ제일제당
00651901,20260317000736,사업보고서 (2025.12),에어부산
00653024,20260318000946,사업보고서 (2025.12),진에어
00656951,20260316001224,사업보고서 (2025.12),현대이지웰
00670340,20260318001110,사업보고서 (2025.12),씨에스윈드
00671376,20260323000906,사업보고서 (2025.12),트리니티항공
00679314,20260318001381,사업보고서 (2025.12),동성케미컬
