record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,ledger_line_id,document_id,posting_date,fiscal_period,account_id,cost_center_id,debit_amount,credit_amount,currency,cashflow_line,plan_actual
fin-03-2292fd711aa6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e30d4c924791,GL-00000012,AP-PO-000006-10,2023-12-17,2023-12,2000,CC-PROC,0.0,3933651.13,USD,AP,ACTUAL
fin-03-00a32a12f20d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cb64ed601d9b,GL-00000013,AP-PO-000007-10,2024-01-10,2024-01,1200,CC-PROC,4189152.03,0.0,USD,INVENTORY,ACTUAL
fin-03-22d12cade403,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d6bd06be0b98,GL-00000014,AP-PO-000007-10,2024-01-10,2024-01,2000,CC-PROC,0.0,4189152.03,USD,AP,ACTUAL
fin-03-1ed15a955173,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b486a6ef1b4a,GL-00000015,AP-PO-000008-10,2024-02-04,2024-02,1200,CC-PROC,3189440.71,0.0,USD,INVENTORY,ACTUAL
fin-03-a946d3e928ff,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-12e85479f93f,GL-00000016,AP-PO-000008-10,2024-02-04,2024-02,2000,CC-PROC,0.0,3189440.71,USD,AP,ACTUAL
fin-03-77cac7d6d6ea,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-957783b17f47,GL-00000017,AP-PO-000009-10,2024-02-28,2024-02,1200,CC-PROC,29233.51,0.0,KRW,INVENTORY,ACTUAL
fin-03-11038ea020c3,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-47e64212ad96,GL-00000018,AP-PO-000009-10,2024-02-28,2024-02,2000,CC-PROC,0.0,29233.51,KRW,AP,ACTUAL
fin-03-efc8f23cb951,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ec1e36cccd37,GL-00000019,AP-PO-000010-10,2024-03-23,2024-03,1200,CC-PROC,3383733.07,0.0,USD,INVENTORY,ACTUAL
fin-03-ed16fc06e073,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6d6bfff8f737,GL-00000020,AP-PO-000010-10,2024-03-23,2024-03,2000,CC-PROC,0.0,3383733.07,USD,AP,ACTUAL
fin-03-bbd2745e206d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-daef08651b1a,GL-00000021,AP-PO-000012-10,2024-02-27,2024-02,1200,CC-PROC,3796350.89,0.0,USD,INVENTORY,ACTUAL
fin-03-01041eae3613,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e1658c0a53ad,GL-00000022,AP-PO-000012-10,2024-02-27,2024-02,2000,CC-PROC,0.0,3796350.89,USD,AP,ACTUAL
fin-03-12d98ec0c403,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6eb7ea320aee,GL-00000023,AP-PO-000013-10,2024-03-22,2024-03,1200,CC-PROC,1775053.19,0.0,KRW,INVENTORY,ACTUAL
fin-03-1013ab5b7a61,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4b48ca7f9bea,GL-00000024,AP-PO-000013-10,2024-03-22,2024-03,2000,CC-PROC,0.0,1775053.19,KRW,AP,ACTUAL
fin-03-4e9dcfc7291d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7a7d268d6818,GL-00000025,AP-PO-000014-10,2024-04-15,2024-04,1200,CC-PROC,4363824.7,0.0,USD,INVENTORY,ACTUAL
fin-03-659650b629d6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3c4ae7c88139,GL-00000026,AP-PO-000014-10,2024-04-15,2024-04,2000,CC-PROC,0.0,4363824.7,USD,AP,ACTUAL
fin-03-4eb619d3e159,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ac5fa24a349a,GL-00000027,AP-PO-000015-10,2024-05-10,2024-05,1200,CC-PROC,3223177.36,0.0,USD,INVENTORY,ACTUAL
fin-03-67887e152381,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a73ddb06a76c,GL-00000028,AP-PO-000015-10,2024-05-10,2024-05,2000,CC-PROC,0.0,3223177.36,USD,AP,ACTUAL
fin-03-8ef00c077fdb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-129288b0caa6,GL-00000029,AP-PO-000017-10,2024-06-27,2024-06,1200,CC-PROC,6940333.68,0.0,KRW,INVENTORY,ACTUAL
fin-03-e04eb6aa6857,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-66d9f19596d2,GL-00000030,AP-PO-000017-10,2024-06-27,2024-06,2000,CC-PROC,0.0,6940333.68,KRW,AP,ACTUAL
fin-03-b91df1522f35,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-383678bb59b3,GL-00000031,AP-PO-000019-10,2024-08-14,2024-08,1200,CC-PROC,3675348.96,0.0,USD,INVENTORY,ACTUAL
fin-03-56b1b33b9d75,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5e5fcd1bdd8c,GL-00000032,AP-PO-000019-10,2024-08-14,2024-08,2000,CC-PROC,0.0,3675348.96,USD,AP,ACTUAL
fin-03-31bbf986c360,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-37f35f5cfb14,GL-00000033,AP-PO-000020-10,2024-09-07,2024-09,1200,CC-PROC,3983754.64,0.0,USD,INVENTORY,ACTUAL
fin-03-f48ac6f56a62,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-65922b3d313f,GL-00000034,AP-PO-000020-10,2024-09-07,2024-09,2000,CC-PROC,0.0,3983754.64,USD,AP,ACTUAL
fin-03-4f03f94f5e09,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9b9634117023,GL-00000035,AP-PO-000022-10,2024-08-14,2024-08,1200,CC-PROC,3029591.66,0.0,USD,INVENTORY,ACTUAL
fin-03-88d5585d5274,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-46c985dd98fa,GL-00000036,AP-PO-000022-10,2024-08-14,2024-08,2000,CC-PROC,0.0,3029591.66,USD,AP,ACTUAL
fin-03-bd84b1e343cb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-79e74ba68d5e,GL-00000037,AP-PO-000023-10,2024-09-07,2024-09,1200,CC-PROC,3309297.2,0.0,USD,INVENTORY,ACTUAL
fin-03-2ee0cc0009cd,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a4ccf6b7cbf5,GL-00000038,AP-PO-000023-10,2024-09-07,2024-09,2000,CC-PROC,0.0,3309297.2,USD,AP,ACTUAL
fin-03-5e336a037dca,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d13363581e27,GL-00000039,AP-PO-000024-10,2024-10-01,2024-10,1200,CC-PROC,3549683.45,0.0,USD,INVENTORY,ACTUAL
fin-03-0c7fe51ecebf,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1b39a9239d6b,GL-00000040,AP-PO-000024-10,2024-10-01,2024-10,2000,CC-PROC,0.0,3549683.45,USD,AP,ACTUAL
fin-03-3ddec1400b23,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bd2601dcbdd4,GL-00000041,AP-PO-000025-10,2024-10-25,2024-10,1200,CC-PROC,31985.8,0.0,KRW,INVENTORY,ACTUAL
fin-03-fa7a8bed60b0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-33daf1c08721,GL-00000042,AP-PO-000025-10,2024-10-25,2024-10,2000,CC-PROC,0.0,31985.8,KRW,AP,ACTUAL
fin-03-8bd0b0677842,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6076e7eeb3aa,GL-00000043,AP-PO-000027-10,2024-12-12,2024-12,1200,CC-PROC,474883.53,0.0,USD,INVENTORY,ACTUAL
fin-03-e955820114c5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8e88897a01b6,GL-00000044,AP-PO-000027-10,2024-12-12,2024-12,2000,CC-PROC,0.0,474883.53,USD,AP,ACTUAL
fin-03-220a2f21faa2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c377a4938312,GL-00000045,AP-PO-000028-10,2025-01-05,2025-01,1200,CC-PROC,506559.0,0.0,USD,INVENTORY,ACTUAL
fin-03-7eb4a8c46443,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-99dc6347e24f,GL-00000046,AP-PO-000028-10,2025-01-05,2025-01,2000,CC-PROC,0.0,506559.0,USD,AP,ACTUAL
fin-03-44c722c38ebe,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0d5e3a4954a0,GL-00000047,AP-PO-000029-10,2025-01-30,2025-01,1200,CC-PROC,1349771.38,0.0,KRW,INVENTORY,ACTUAL
fin-03-9a81dae6e03b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-31ff5c77242e,GL-00000048,AP-PO-000029-10,2025-01-30,2025-01,2000,CC-PROC,0.0,1349771.38,KRW,AP,ACTUAL
fin-03-7e1af3b3f83d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1111edf5bdac,GL-00000049,AP-PO-000030-10,2025-02-23,2025-02,1200,CC-PROC,638388.27,0.0,USD,INVENTORY,ACTUAL
fin-03-8fc2802a21fe,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ee836afbde8d,GL-00000050,AP-PO-000030-10,2025-02-23,2025-02,2000,CC-PROC,0.0,638388.27,USD,AP,ACTUAL
fin-03-252001e5f700,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d65fa488b9d8,GL-00000051,AP-PO-000031-10,2025-03-19,2025-03,1200,CC-PROC,705792.06,0.0,USD,INVENTORY,ACTUAL
fin-03-c94cb47c0331,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7103358f2796,GL-00000052,AP-PO-000031-10,2025-03-19,2025-03,2000,CC-PROC,0.0,705792.06,USD,AP,ACTUAL
fin-03-ff0fb448e546,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2c795131390c,GL-00000053,AP-PO-000032-10,2025-04-12,2025-04,1200,CC-PROC,774187.81,0.0,USD,INVENTORY,ACTUAL
fin-03-9f788e82a77a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0ea4284a9db7,GL-00000054,AP-PO-000032-10,2025-04-12,2025-04,2000,CC-PROC,0.0,774187.81,USD,AP,ACTUAL
fin-03-973a8a658d45,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7b116d398582,GL-00000055,AP-PO-000033-10,2025-02-22,2025-02,1200,CC-PROC,7552437.51,0.0,KRW,INVENTORY,ACTUAL
fin-03-527a22680e50,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-01a4126e624d,GL-00000056,AP-PO-000033-10,2025-02-22,2025-02,2000,CC-PROC,0.0,7552437.51,KRW,AP,ACTUAL
fin-03-77025b392d53,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-02144467d404,GL-00000057,AP-PO-000037-10,2025-05-30,2025-05,1200,CC-PROC,13277099.04,0.0,KRW,INVENTORY,ACTUAL
fin-03-ea2a44653f45,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0c5a99f74af0,GL-00000058,AP-PO-000037-10,2025-05-30,2025-05,2000,CC-PROC,0.0,13277099.04,KRW,AP,ACTUAL
fin-03-89ab2c4fecd5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-239a65fbdd0a,GL-00000059,AP-PO-000038-10,2025-06-23,2025-06,1200,CC-PROC,449410.83,0.0,USD,INVENTORY,ACTUAL
fin-03-9c654a1d2891,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-04bb0901e226,GL-00000060,AP-PO-000038-10,2025-06-23,2025-06,2000,CC-PROC,0.0,449410.83,USD,AP,ACTUAL
fin-03-801547e74750,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9a07f730f3cd,GL-00000061,AP-PO-000040-10,2025-08-10,2025-08,1200,CC-PROC,581240.52,0.0,USD,INVENTORY,ACTUAL
fin-03-cc6eb6b7dd00,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-49d2a4f95b2b,GL-00000062,AP-PO-000040-10,2025-08-10,2025-08,2000,CC-PROC,0.0,581240.52,USD,AP,ACTUAL
fin-03-4e20642743f3,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4ee9cc575a04,GL-00000063,AP-PO-000041-10,2025-07-04,2025-07,1200,CC-PROC,34635.84,0.0,KRW,INVENTORY,ACTUAL
fin-03-4d90a735cb53,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-98a984a0264b,GL-00000064,AP-PO-000041-10,2025-07-04,2025-07,2000,CC-PROC,0.0,34635.84,KRW,AP,ACTUAL
fin-03-b9292a25d363,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-17d1ee5b87ce,GL-00000065,AP-PO-000043-10,2025-08-22,2025-08,1200,CC-PROC,786427.79,0.0,USD,INVENTORY,ACTUAL
fin-03-7c424477c829,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6b7ef31337cb,GL-00000066,AP-PO-000043-10,2025-08-22,2025-08,2000,CC-PROC,0.0,786427.79,USD,AP,ACTUAL
fin-03-b6795ca2a1e5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-08ca993928d9,GL-00000067,AP-PO-000044-10,2025-09-15,2025-09,1200,CC-PROC,856808.4,0.0,USD,INVENTORY,ACTUAL
fin-03-84ab124da51a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e7b29f7d645f,GL-00000068,AP-PO-000044-10,2025-09-15,2025-09,2000,CC-PROC,0.0,856808.4,USD,AP,ACTUAL
fin-03-6c6c63f71594,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-48d6498fbf9c,GL-00000069,AP-PO-000047-10,2025-11-26,2025-11,1200,CC-PROC,326844.24,0.0,USD,INVENTORY,ACTUAL
fin-03-8f7e1da5dd31,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c66f4fe7a11b,GL-00000070,AP-PO-000047-10,2025-11-26,2025-11,2000,CC-PROC,0.0,326844.24,USD,AP,ACTUAL
fin-03-d2d35b49d02c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a602194c7b3e,GL-00000071,AP-PO-000048-10,2025-12-20,2025-12,1200,CC-PROC,391270.23,0.0,USD,INVENTORY,ACTUAL
fin-03-2261e0b5cfa2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-94f381bb45e4,GL-00000072,AP-PO-000048-10,2025-12-20,2025-12,2000,CC-PROC,0.0,391270.23,USD,AP,ACTUAL
fin-03-82cc1cff6bb3,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-319ce6eae20b,GL-00000073,AP-PO-000049-10,2026-01-13,2026-01,1200,CC-PROC,8141961.85,0.0,KRW,INVENTORY,ACTUAL
fin-03-b7ceda2337ab,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-921eef9e856b,GL-00000074,AP-PO-000049-10,2026-01-13,2026-01,2000,CC-PROC,0.0,8141961.85,KRW,AP,ACTUAL
fin-03-fea7ce1e150f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-40967f32db79,GL-00000075,AP-PO-000050-10,2026-02-07,2026-02,1200,CC-PROC,523099.88,0.0,USD,INVENTORY,ACTUAL
fin-03-7cfbc76e1d64,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bf13ef7388b4,GL-00000076,AP-PO-000050-10,2026-02-07,2026-02,2000,CC-PROC,0.0,523099.88,USD,AP,ACTUAL
fin-03-f6b599173206,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2a83b3f8e40a,GL-00000077,AP-PO-000051-10,2026-03-03,2026-03,1200,CC-PROC,590503.2,0.0,USD,INVENTORY,ACTUAL
fin-03-1c7935fa5563,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e7de7c5c096a,GL-00000078,AP-PO-000051-10,2026-03-03,2026-03,2000,CC-PROC,0.0,590503.2,USD,AP,ACTUAL
fin-03-b6a5353064bc,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-449ea59ba679,GL-00000079,AP-PO-000052-10,2026-01-13,2026-01,1200,CC-PROC,658898.96,0.0,USD,INVENTORY,ACTUAL
fin-03-ba6d555c6a4e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-148a456429f5,GL-00000080,AP-PO-000052-10,2026-01-13,2026-01,2000,CC-PROC,0.0,658898.96,USD,AP,ACTUAL
fin-03-580564c69888,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-70948e0f6569,GL-00000081,AP-PO-000054-10,2026-03-02,2026-03,1200,CC-PROC,798667.76,0.0,USD,INVENTORY,ACTUAL
