record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,equipment_event_id,equipment_id,event_type,start_at,end_at,planned,root_cause,capacity_loss_hours
mfg-03-a2c1f2c6bbf6,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-38f693887d6a,EQEV-000011,EQ-01-011,BREAKDOWN,2024-03-18T00:00:00+00:00,2024-03-18T11:00:00+00:00,False,DEMO_WEAR,11
mfg-03-fd610f7bc3aa,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e45838e21671,EQEV-000012,EQ-01-012,BREAKDOWN,2024-04-10T00:00:00+00:00,2024-04-10T01:00:00+00:00,False,DEMO_WEAR,1
mfg-03-e12013c50503,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-35620008c0ad,EQEV-000013,EQ-01-013,PLANNED_MAINTENANCE,2024-05-03T00:00:00+00:00,2024-05-03T15:00:00+00:00,True,PERIODIC_PM,15
mfg-03-189475bbab75,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-341cbbb70a99,EQEV-000014,EQ-01-014,BREAKDOWN,2024-05-26T00:00:00+00:00,2024-05-26T03:00:00+00:00,False,DEMO_WEAR,3
mfg-03-ff9a9f3b272b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bedbe83386df,EQEV-000015,EQ-01-015,BREAKDOWN,2024-06-18T00:00:00+00:00,2024-06-18T04:00:00+00:00,False,DEMO_WEAR,4
mfg-03-b75abba757d0,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6462861f01d0,EQEV-000016,EQ-01-016,BREAKDOWN,2024-07-11T00:00:00+00:00,2024-07-11T05:00:00+00:00,False,DEMO_WEAR,5
mfg-03-4cb0de724786,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-52abbfc4f4b9,EQEV-000017,EQ-01-017,PLANNED_MAINTENANCE,2024-08-03T00:00:00+00:00,2024-08-03T19:00:00+00:00,True,PERIODIC_PM,19
mfg-03-59caf997ec36,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a8438cec2fa7,EQEV-000018,EQ-01-018,BREAKDOWN,2024-08-26T00:00:00+00:00,2024-08-26T07:00:00+00:00,False,DEMO_WEAR,7
mfg-03-7de540218d66,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d7fc73151922,EQEV-000019,EQ-01-019,BREAKDOWN,2024-09-18T00:00:00+00:00,2024-09-18T08:00:00+00:00,False,DEMO_WEAR,8
mfg-03-373e58f8077e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8e131f632221,EQEV-000020,EQ-01-020,BREAKDOWN,2024-10-11T00:00:00+00:00,2024-10-11T09:00:00+00:00,False,DEMO_WEAR,9
mfg-03-5fc9dd7af4fe,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-928cd32de8bd,EQEV-000021,EQ-01-021,PLANNED_MAINTENANCE,2024-11-03T00:00:00+00:00,2024-11-03T06:00:00+00:00,True,PERIODIC_PM,6
mfg-03-cc89e58dc4c9,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4c99bf7253a3,EQEV-000022,EQ-01-022,BREAKDOWN,2024-11-26T00:00:00+00:00,2024-11-26T11:00:00+00:00,False,DEMO_WEAR,11
mfg-03-3d3a9cd80af3,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-913a6385d53e,EQEV-000023,EQ-01-023,BREAKDOWN,2024-12-19T00:00:00+00:00,2024-12-19T01:00:00+00:00,False,DEMO_WEAR,1
mfg-03-d3e046373263,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b07e9aaae79c,EQEV-000024,EQ-01-024,BREAKDOWN,2025-01-11T00:00:00+00:00,2025-01-11T02:00:00+00:00,False,DEMO_WEAR,2
mfg-03-2765ba7b25f8,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-06ebcf88a6c6,EQEV-000025,EQ-01-025,PLANNED_MAINTENANCE,2025-02-03T00:00:00+00:00,2025-02-03T10:00:00+00:00,True,PERIODIC_PM,10
mfg-03-9450aaf73f99,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c702347d34ff,EQEV-000026,EQ-01-026,BREAKDOWN,2025-02-26T00:00:00+00:00,2025-02-26T04:00:00+00:00,False,DEMO_WEAR,4
mfg-03-3cf8a9ed4151,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3932bbbdafbc,EQEV-000027,EQ-01-027,BREAKDOWN,2025-03-21T00:00:00+00:00,2025-03-21T05:00:00+00:00,False,DEMO_WEAR,5
mfg-03-abceb2c5aaa7,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e59161e5061a,EQEV-000028,EQ-01-028,BREAKDOWN,2025-04-13T00:00:00+00:00,2025-04-13T06:00:00+00:00,False,DEMO_WEAR,6
mfg-03-84b37a717ea2,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7ed958f94a26,EQEV-000029,EQ-01-029,PLANNED_MAINTENANCE,2025-05-06T00:00:00+00:00,2025-05-06T14:00:00+00:00,True,PERIODIC_PM,14
mfg-03-f29c1e381641,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-91f2e6ce8c40,EQEV-000030,EQ-01-030,BREAKDOWN,2025-05-29T00:00:00+00:00,2025-05-29T08:00:00+00:00,False,DEMO_WEAR,8
mfg-03-42f7c52adbd1,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f749f7d48bd9,EQEV-000031,EQ-01-031,BREAKDOWN,2025-06-21T00:00:00+00:00,2025-06-21T09:00:00+00:00,False,DEMO_WEAR,9
mfg-03-f1baed3b3656,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1c93e6844b3d,EQEV-000032,EQ-01-032,BREAKDOWN,2025-07-14T00:00:00+00:00,2025-07-14T10:00:00+00:00,False,DEMO_WEAR,10
mfg-03-7057f8b87d5d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f43296230bd2,EQEV-000033,EQ-01-033,PLANNED_MAINTENANCE,2025-08-06T00:00:00+00:00,2025-08-06T18:00:00+00:00,True,PERIODIC_PM,18
mfg-03-8dcfc69e3337,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-441aa982e36b,EQEV-000034,EQ-01-034,BREAKDOWN,2025-08-29T00:00:00+00:00,2025-08-29T01:00:00+00:00,False,DEMO_WEAR,1
mfg-03-7e3c4596446a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5e8fbfc26615,EQEV-000035,EQ-01-035,BREAKDOWN,2025-09-21T00:00:00+00:00,2025-09-21T02:00:00+00:00,False,DEMO_WEAR,2
mfg-03-998187b46f95,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5ed8cd829c09,EQEV-000036,EQ-01-036,BREAKDOWN,2025-10-14T00:00:00+00:00,2025-10-14T03:00:00+00:00,False,DEMO_WEAR,3
mfg-03-90e01cff4959,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8f614e4502b3,EQEV-000037,EQ-01-037,PLANNED_MAINTENANCE,2025-11-06T00:00:00+00:00,2025-11-06T05:00:00+00:00,True,PERIODIC_PM,5
mfg-03-1b4296d49483,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5b636ee9676f,EQEV-000038,EQ-01-038,BREAKDOWN,2025-11-29T00:00:00+00:00,2025-11-29T05:00:00+00:00,False,DEMO_WEAR,5
mfg-03-4c95d6692677,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c562b458e25c,EQEV-000039,EQ-01-039,BREAKDOWN,2025-12-22T00:00:00+00:00,2025-12-22T06:00:00+00:00,False,DEMO_WEAR,6
mfg-03-73f8ef29e0e8,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d6d4d3bd2aba,EQEV-000040,EQ-01-040,BREAKDOWN,2026-01-14T00:00:00+00:00,2026-01-14T07:00:00+00:00,False,DEMO_WEAR,7
mfg-03-498b0493aa88,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f2a934dfb8b4,EQEV-000041,EQ-01-041,PLANNED_MAINTENANCE,2026-02-06T00:00:00+00:00,2026-02-06T09:00:00+00:00,True,PERIODIC_PM,9
mfg-03-b560f7dec062,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b0d248744700,EQEV-000042,EQ-01-042,BREAKDOWN,2026-03-01T00:00:00+00:00,2026-03-01T09:00:00+00:00,False,DEMO_WEAR,9
mfg-03-a73b38eb762c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3dcb275683cd,EQEV-000043,EQ-01-043,BREAKDOWN,2026-03-24T00:00:00+00:00,2026-03-24T10:00:00+00:00,False,DEMO_WEAR,10
mfg-03-6872735f396b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1d2d6291a156,EQEV-000044,EQ-01-044,BREAKDOWN,2026-04-16T00:00:00+00:00,2026-04-16T11:00:00+00:00,False,DEMO_WEAR,11
mfg-03-53fb8ce00349,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-58a591a8e285,EQEV-000045,EQ-01-045,PLANNED_MAINTENANCE,2026-05-09T00:00:00+00:00,2026-05-09T13:00:00+00:00,True,PERIODIC_PM,13
mfg-03-873e7da1e690,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5303d15084d4,EQEV-000046,EQ-01-046,BREAKDOWN,2026-06-01T00:00:00+00:00,2026-06-01T02:00:00+00:00,False,DEMO_WEAR,2
mfg-03-194d1850d958,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5e73aebaa205,EQEV-000047,EQ-01-047,BREAKDOWN,2026-06-24T00:00:00+00:00,2026-06-24T03:00:00+00:00,False,DEMO_WEAR,3
mfg-03-78312f9b123e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cd900d5b0008,EQEV-000048,EQ-01-048,BREAKDOWN,2026-07-17T00:00:00+00:00,2026-07-17T04:00:00+00:00,False,DEMO_WEAR,4
mfg-03-52e62e452dd1,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2d4d23c45f90,EQEV-000049,EQ-01-001,PLANNED_MAINTENANCE,2023-08-10T00:00:00+00:00,2023-08-10T17:00:00+00:00,True,PERIODIC_PM,17
mfg-03-855d9fa3ba0c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ec8600247626,EQEV-000050,EQ-01-002,BREAKDOWN,2023-09-02T00:00:00+00:00,2023-09-02T06:00:00+00:00,False,DEMO_WEAR,6
mfg-03-dd315c3216b7,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ae183e251784,EQEV-000051,EQ-01-003,BREAKDOWN,2023-09-25T00:00:00+00:00,2023-09-25T07:00:00+00:00,False,DEMO_WEAR,7
mfg-03-231848d90509,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-549ce44663ea,EQEV-000052,EQ-01-004,BREAKDOWN,2023-10-18T00:00:00+00:00,2023-10-18T08:00:00+00:00,False,DEMO_WEAR,8
mfg-03-a7b81772bcac,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-075d7c0f55eb,EQEV-000053,EQ-01-005,PLANNED_MAINTENANCE,2023-11-10T00:00:00+00:00,2023-11-10T04:00:00+00:00,True,PERIODIC_PM,4
mfg-03-df723af8e61b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-884d5d244fcf,EQEV-000054,EQ-01-006,BREAKDOWN,2023-12-03T00:00:00+00:00,2023-12-03T10:00:00+00:00,False,DEMO_WEAR,10
mfg-03-ad5593286963,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4a1937a3a100,EQEV-000055,EQ-01-007,BREAKDOWN,2023-12-26T00:00:00+00:00,2023-12-26T11:00:00+00:00,False,DEMO_WEAR,11
mfg-03-cffdc4433fd7,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-446f83629396,EQEV-000056,EQ-01-008,BREAKDOWN,2024-01-18T00:00:00+00:00,2024-01-18T01:00:00+00:00,False,DEMO_WEAR,1
mfg-03-e63213fc7621,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3b0948a231ec,EQEV-000057,EQ-01-009,PLANNED_MAINTENANCE,2024-02-10T00:00:00+00:00,2024-02-10T08:00:00+00:00,True,PERIODIC_PM,8
mfg-03-362227c7ef58,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-23c367db4ae4,EQEV-000058,EQ-01-010,BREAKDOWN,2024-03-04T00:00:00+00:00,2024-03-04T03:00:00+00:00,False,DEMO_WEAR,3
mfg-03-c07eb72c9054,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d4ae0ae968e3,EQEV-000059,EQ-01-011,BREAKDOWN,2024-03-27T00:00:00+00:00,2024-03-27T04:00:00+00:00,False,DEMO_WEAR,4
mfg-03-726049c80ae4,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bdfcde677688,EQEV-000060,EQ-01-012,BREAKDOWN,2024-04-19T00:00:00+00:00,2024-04-19T05:00:00+00:00,False,DEMO_WEAR,5
mfg-03-88029c729f15,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9934f3f8b246,EQEV-000061,EQ-01-013,PLANNED_MAINTENANCE,2024-05-12T00:00:00+00:00,2024-05-12T12:00:00+00:00,True,PERIODIC_PM,12
mfg-03-1d21fa4abf8e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-29cf60820a41,EQEV-000062,EQ-01-014,BREAKDOWN,2024-06-04T00:00:00+00:00,2024-06-04T07:00:00+00:00,False,DEMO_WEAR,7
mfg-03-48e1930cb3c2,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6f501c78beb4,EQEV-000063,EQ-01-015,BREAKDOWN,2024-06-27T00:00:00+00:00,2024-06-27T08:00:00+00:00,False,DEMO_WEAR,8
mfg-03-b1b6bb1feea4,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7525c1dba0d4,EQEV-000064,EQ-01-016,BREAKDOWN,2024-07-20T00:00:00+00:00,2024-07-20T09:00:00+00:00,False,DEMO_WEAR,9
mfg-03-4699da6d0edc,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6db555e19ad7,EQEV-000065,EQ-01-017,PLANNED_MAINTENANCE,2024-08-12T00:00:00+00:00,2024-08-12T16:00:00+00:00,True,PERIODIC_PM,16
mfg-03-563ba0c3ef5c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5158879c1030,EQEV-000066,EQ-01-018,BREAKDOWN,2024-09-04T00:00:00+00:00,2024-09-04T11:00:00+00:00,False,DEMO_WEAR,11
mfg-03-9dddbddb4f80,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b8dbf66ae50d,EQEV-000067,EQ-01-019,BREAKDOWN,2024-09-27T00:00:00+00:00,2024-09-27T01:00:00+00:00,False,DEMO_WEAR,1
mfg-03-5fc17338453a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a5c4457db0bd,EQEV-000068,EQ-01-020,BREAKDOWN,2024-10-20T00:00:00+00:00,2024-10-20T02:00:00+00:00,False,DEMO_WEAR,2
mfg-03-910541814b54,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1c19c5574510,EQEV-000069,EQ-01-021,PLANNED_MAINTENANCE,2024-11-12T00:00:00+00:00,2024-11-12T03:00:00+00:00,True,PERIODIC_PM,3
mfg-03-7e61e8358148,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e9b14048acde,EQEV-000070,EQ-01-022,BREAKDOWN,2024-12-05T00:00:00+00:00,2024-12-05T04:00:00+00:00,False,DEMO_WEAR,4
mfg-03-2999826bc76b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-04d635c2315b,EQEV-000071,EQ-01-023,BREAKDOWN,2024-12-28T00:00:00+00:00,2024-12-28T05:00:00+00:00,False,DEMO_WEAR,5
mfg-03-1beeb71ebdb6,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-28b541051db6,EQEV-000072,EQ-01-024,BREAKDOWN,2025-01-20T00:00:00+00:00,2025-01-20T06:00:00+00:00,False,DEMO_WEAR,6
mfg-03-279ce73045f1,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7bf8751ca3db,EQEV-000073,EQ-01-025,PLANNED_MAINTENANCE,2025-02-12T00:00:00+00:00,2025-02-12T07:00:00+00:00,True,PERIODIC_PM,7
mfg-03-75a58e6fa72f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a1257c85c57a,EQEV-000074,EQ-01-026,BREAKDOWN,2025-03-07T00:00:00+00:00,2025-03-07T08:00:00+00:00,False,DEMO_WEAR,8
mfg-03-a9cf444383dc,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c181109c0b2d,EQEV-000075,EQ-01-027,BREAKDOWN,2025-03-30T00:00:00+00:00,2025-03-30T09:00:00+00:00,False,DEMO_WEAR,9
mfg-03-4b4ad60b9c71,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7b58bb2fd6f3,EQEV-000076,EQ-01-028,BREAKDOWN,2025-04-22T00:00:00+00:00,2025-04-22T10:00:00+00:00,False,DEMO_WEAR,10
