record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,plan_line_id,plan_date,site_id,product_id,plan_quantity,quantity_uom,priority,material_requirement,capacity_requirement_hours,status
mfg-01-9117c09d240f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1c88d8e96408,MPS-0000044,2024-03-06,plant-afs-smelting-01,MAT-FI-0083,20.5,TON,2,23.37,3.727,RELEASED
mfg-01-76450e8862cb,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ec95943993b4,MPS-0000045,2024-03-12,plant-afs-smelting-01,MAT-FI-0089,22.6,TON,3,26.442,4.109,RELEASED
mfg-01-351ee98f4a59,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0e00d528ade5,MPS-0000046,2024-03-17,plant-afs-smelting-01,MAT-FI-0095,24.7,TON,1,25.935,4.491,RELEASED
mfg-01-219822d86866,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8ea2e5a51a4e,MPS-0000047,2024-03-22,plant-afs-smelting-01,MAT-FI-0101,26.8,TON,2,28.944,4.873,RELEASED
mfg-01-31cec8c3b6c0,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c1240d244ac5,MPS-0000048,2024-03-27,plant-afs-smelting-01,MAT-FI-0107,28.9,TON,3,32.079,5.255,RELEASED
mfg-01-430c60e039a8,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e908ec1dc183,MPS-0000049,2024-04-01,plant-afs-smelting-01,MAT-FI-0113,31.0,TON,1,35.34,5.636,RELEASED
mfg-01-b82a56a74261,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f56b9ba7747d,MPS-0000050,2024-04-06,plant-afs-smelting-01,MAT-FI-0119,33.1,TON,2,38.727,6.018,RELEASED
mfg-01-4b2b3d98b734,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8b4f3b4680b6,MPS-0000051,2024-04-11,plant-afs-smelting-01,MAT-FI-0125,35.2,TON,3,36.96,6.4,RELEASED
mfg-01-e3502ed0c818,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-64098db7167d,MPS-0000052,2024-04-16,plant-afs-smelting-01,MAT-FI-0131,37.3,TON,1,40.284,6.782,RELEASED
mfg-01-c27c0723e3f4,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7b437844d0c0,MPS-0000053,2024-04-21,plant-afs-smelting-01,MAT-FI-0137,39.4,TON,2,43.734,7.164,RELEASED
mfg-01-2824bf14617a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5d4d5e017a58,MPS-0000054,2024-04-26,plant-afs-smelting-01,MAT-FI-0143,41.5,TON,3,47.31,7.545,RELEASED
mfg-01-bb078b819a46,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8c88a9c1894d,MPS-0000055,2024-05-01,plant-afs-smelting-01,MAT-FI-0149,43.6,TON,1,51.012,7.927,RELEASED
mfg-01-668b764495bd,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cc65c26eaff6,MPS-0000056,2024-05-07,plant-afs-smelting-01,MAT-FI-0155,45.7,TON,2,47.985,8.309,RELEASED
mfg-01-f066cc0d2e8a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-44824e647d36,MPS-0000057,2024-05-12,plant-afs-smelting-01,MAT-FI-0161,47.8,TON,3,51.624,8.691,RELEASED
mfg-01-d935fa4cf7f2,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ff4085bae5d8,MPS-0000058,2024-05-17,plant-afs-smelting-01,MAT-FI-0167,10.0,TON,1,11.1,1.818,RELEASED
mfg-01-4e4c7b7fc43f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3abd648df72d,MPS-0000059,2024-05-22,plant-afs-smelting-01,MAT-FI-0173,12.1,TON,2,13.794,2.2,RELEASED
mfg-01-c10ba9d19297,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-07ce97d9f507,MPS-0000060,2024-05-27,plant-afs-smelting-01,MAT-FI-0179,14.2,TON,3,16.614,2.582,RELEASED
mfg-01-fc0be1e07c50,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1491c3c3901d,MPS-0000061,2024-06-01,plant-afs-smelting-01,FG-CATHODE,16.3,TON,1,54.116,2.964,RELEASED
mfg-01-c97eb4a031bf,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-58196f0b5df5,MPS-0000062,2024-06-06,plant-afs-smelting-01,MAT-FI-0011,18.4,TON,2,19.872,3.345,RELEASED
mfg-01-5800eef7c666,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b95280c66f54,MPS-0000063,2024-06-11,plant-afs-smelting-01,MAT-FI-0017,20.5,TON,3,22.755,3.727,RELEASED
mfg-01-b52f65527ec8,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5406a94aa67e,MPS-0000064,2024-06-16,plant-afs-smelting-01,MAT-FI-0023,22.6,TON,1,25.764,4.109,RELEASED
mfg-01-4c5052bc872b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9d70202c964e,MPS-0000065,2024-06-21,plant-afs-smelting-01,MAT-FI-0029,24.7,TON,2,28.899,4.491,RELEASED
mfg-01-4bbaff398f67,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-85aaa54d3ac6,MPS-0000066,2024-06-26,plant-afs-smelting-01,MAT-FI-0035,26.8,TON,3,28.14,4.873,RELEASED
mfg-01-af19e96b3b97,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a70fa2b33d5f,MPS-0000067,2024-07-02,plant-afs-smelting-01,MAT-FI-0041,28.9,TON,1,31.212,5.255,RELEASED
mfg-01-bfc44fbbd2ed,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4bc3c1d1bc4c,MPS-0000068,2024-07-07,plant-afs-smelting-01,MAT-FI-0047,31.0,TON,2,34.41,5.636,RELEASED
mfg-01-65d0f05b8d0d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fb6ddc115701,MPS-0000069,2024-07-12,plant-afs-smelting-01,MAT-FI-0053,33.1,TON,3,37.734,6.018,RELEASED
mfg-01-7ec1b2c01697,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-336960f62ac0,MPS-0000070,2024-07-17,plant-afs-smelting-01,MAT-FI-0059,35.2,TON,1,41.184,6.4,RELEASED
mfg-01-fcb5911b9b48,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-31930ce33a55,MPS-0000071,2024-07-22,plant-afs-smelting-01,MAT-FI-0065,37.3,TON,2,39.165,6.782,RELEASED
mfg-01-a95006debde3,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4e41417054f7,MPS-0000072,2024-07-27,plant-afs-smelting-01,MAT-FI-0071,39.4,TON,3,42.552,7.164,RELEASED
mfg-01-8db068656449,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ca2a5c0a7000,MPS-0000073,2024-08-01,plant-afs-smelting-01,MAT-FI-0077,41.5,TON,1,46.065,7.545,RELEASED
mfg-01-93f29a8173ea,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-301a8a4d99ff,MPS-0000074,2024-08-06,plant-afs-smelting-01,MAT-FI-0083,43.6,TON,2,49.704,7.927,RELEASED
mfg-01-c1a2109a078e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-51e0752ee721,MPS-0000075,2024-08-11,plant-afs-smelting-01,MAT-FI-0089,45.7,TON,3,53.469,8.309,RELEASED
mfg-01-d1e47e0c8d13,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6e298a526e1e,MPS-0000076,2024-08-16,plant-afs-smelting-01,MAT-FI-0095,47.8,TON,1,50.19,8.691,RELEASED
mfg-01-b5ff3864551a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-04f6e7cbcd3b,MPS-0000077,2024-08-21,plant-afs-smelting-01,MAT-FI-0101,10.0,TON,2,10.8,1.818,RELEASED
mfg-01-4ed431627b4b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e8622cbb6af2,MPS-0000078,2024-08-27,plant-afs-smelting-01,MAT-FI-0107,12.1,TON,3,13.431,2.2,RELEASED
mfg-01-43defaecf04d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-161f3146fa2b,MPS-0000079,2024-09-01,plant-afs-smelting-01,MAT-FI-0113,14.2,TON,1,16.188,2.582,RELEASED
mfg-01-fc44cfac5fd2,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-76974d3dd445,MPS-0000080,2024-09-06,plant-afs-smelting-01,MAT-FI-0119,16.3,TON,2,19.071,2.964,RELEASED
mfg-01-941f717c2e33,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5d00adecdba7,MPS-0000081,2024-09-11,plant-afs-smelting-01,MAT-FI-0125,18.4,TON,3,19.32,3.345,RELEASED
mfg-01-c954a477a9aa,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f30595332704,MPS-0000082,2024-09-16,plant-afs-smelting-01,MAT-FI-0131,20.5,TON,1,22.14,3.727,RELEASED
mfg-01-2d2442547977,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1e41da8eb708,MPS-0000083,2024-09-21,plant-afs-smelting-01,MAT-FI-0137,22.6,TON,2,25.086,4.109,RELEASED
mfg-01-6a490a09c50d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e55483cb70f5,MPS-0000084,2024-09-26,plant-afs-smelting-01,MAT-FI-0143,24.7,TON,3,28.158,4.491,RELEASED
