record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,supplier_id,supplier_name,country_code,currency,lead_time_days,payment_terms,risk_grade,material_ids,active
mdm-02-f7428fd232f9,tenant-afs-demo-materials,org-afs-metals,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d4bef381e02d,SUP-0029,글로벌 원료공급사 29 (가상),PE,KRW,68,NET45,MEDIUM,"[""MAT-CO-0014"", ""MAT-CO-0170""]",True
mdm-02-ec8011b9b931,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8d15cbda42f2,SUP-0030,글로벌 원료공급사 30 (가상),CN,USD,75,NET60,HIGH,"[""MAT-CO-0092"", ""MAT-RA-0145"", ""MAT-RA-0102""]",True
mdm-02-e42ac4fcbe9d,tenant-afs-demo-materials,org-afs-metals,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f589d8e0bd35,SUP-0031,글로벌 원료공급사 31 (가상),JP,USD,82,NET30,LOW,"[""MAT-CO-0026""]",True
mdm-02-d9eb8d276c9e,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4784c64a0d1c,SUP-0032,글로벌 원료공급사 32 (가상),CA,USD,89,NET45,MEDIUM,"[""MAT-CO-0182"", ""MAT-CO-0026""]",True
mdm-02-bff490e1235a,tenant-afs-demo-materials,org-afs-metals,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-813375df9239,SUP-0033,글로벌 원료공급사 33 (가상),KR,KRW,23,NET60,HIGH,"[""MAT-CO-0194"", ""MAT-CO-0056"", ""MAT-CO-0134""]",True
mdm-02-75e4aecceea8,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-69cc09dd99c7,SUP-0034,글로벌 원료공급사 34 (가상),ID,USD,30,NET30,LOW,"[""MAT-RA-0139""]",True
mdm-02-c0a46f276bf0,tenant-afs-demo-materials,org-afs-metals,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-dc4278f2ce8c,SUP-0035,글로벌 원료공급사 35 (가상),AU,USD,37,NET45,MEDIUM,"[""MAT-CO-0087"", ""MAT-RA-0055""]",True
mdm-02-11f26ee01cf2,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cf0077a4082d,SUP-0036,글로벌 원료공급사 36 (가상),CL,USD,44,NET60,HIGH,"[""MAT-CO-0218"", ""MAT-RA-0036"", ""MAT-RA-0103""]",True
mdm-02-6cf3d9bb11f9,tenant-afs-demo-materials,org-afs-metals,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c6acb5c2a48c,SUP-0037,글로벌 원료공급사 37 (가상),PE,KRW,51,NET30,LOW,"[""MAT-CO-0188""]",True
mdm-02-48b1a8378cf3,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-36e2e2979d25,SUP-0038,글로벌 원료공급사 38 (가상),CN,USD,58,NET45,MEDIUM,"[""MAT-CO-0218"", ""MAT-RA-0013""]",True
mdm-02-c6e3406b0175,tenant-afs-demo-materials,org-afs-metals,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0360119a8111,SUP-0039,글로벌 원료공급사 39 (가상),JP,USD,65,NET60,HIGH,"[""RM-LIME"", ""MAT-RA-0138"", ""MAT-RA-0060""]",True
mdm-02-edcd775b5bc9,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7ce8ee3389b0,SUP-0040,글로벌 원료공급사 40 (가상),CA,USD,72,NET30,LOW,"[""MAT-RA-0097""]",True
