record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,po_id,po_line_id,contract_id,supplier_id,material_id,order_date,due_date,order_quantity,quantity_uom,unit_price,currency,status
prc-02-ac75aaf6dc39,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8a03a5197532,PO-000013,PO-000013-10,CTR-00013,SUP-0013,MAT-RA-0025,2024-02-22,2024-03-22,19.5,TON,32087.22,KRW,OPEN
prc-02-1972f899a214,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d4d7dbb667e0,PO-000014,PO-000014-10,CTR-00014,SUP-0014,MAT-CO-0026,2024-03-10,2024-04-15,24.0,EA,32342.89,USD,OPEN
prc-02-2bd686c68982,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d77514ac7c86,PO-000015,PO-000015-10,CTR-00015,SUP-0015,MAT-CO-0027,2024-03-28,2024-05-10,28.5,EA,32598.57,USD,DELIVERED
prc-02-4dde40cb3885,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e716ff1d9bb0,PO-000016,PO-000016-10,CTR-00016,SUP-0016,MAT-RA-0030,2024-04-14,2024-06-03,33.0,TON,32854.24,USD,OPEN
prc-02-55b5ae0e6500,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-56a401ac5ba4,PO-000017,PO-000017-10,CTR-00017,SUP-0017,MAT-RA-0031,2024-05-01,2024-06-27,37.5,TON,33109.92,KRW,DELIVERED
prc-02-aa8037161af3,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-89a4215196ca,PO-000018,PO-000018-10,CTR-00018,SUP-0018,MAT-CO-0032,2024-05-18,2024-07-21,42.0,EA,33365.59,USD,DELIVERED
prc-02-f5db9c1f52a9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-46d9e9e09169,PO-000019,PO-000019-10,CTR-00019,SUP-0019,MAT-CO-0033,2024-06-04,2024-08-14,46.5,EA,31320.19,USD,DELIVERED
prc-02-9f10253c28c0,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-52c432883174,PO-000020,PO-000020-10,CTR-00020,SUP-0020,MAT-RA-0036,2024-06-21,2024-09-07,51.0,TON,31575.87,USD,DELIVERED
prc-02-5f51eae07c12,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b6629373b94c,PO-000021,PO-000021-10,CTR-00021,SUP-0021,MAT-RA-0037,2024-07-08,2024-10-01,55.5,TON,31831.54,KRW,OPEN
prc-02-f90a32b16112,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-881edca2b1b3,PO-000022,PO-000022-10,CTR-00022,SUP-0022,MAT-CO-0038,2024-07-26,2024-08-14,60.0,EA,32087.22,USD,DELIVERED
prc-02-530fd0a37a84,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5d11402309a4,PO-000023,PO-000023-10,CTR-00023,SUP-0023,MAT-CO-0039,2024-08-12,2024-09-07,15.0,EA,32342.89,USD,DELIVERED
prc-02-c19b14ac1741,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-dc01f383b9ca,PO-000024,PO-000024-10,CTR-00024,SUP-0024,MAT-RA-0042,2024-08-29,2024-10-01,19.5,TON,32598.57,USD,DELIVERED
prc-02-37509e575a53,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-85d1a5d52fb5,PO-000025,PO-000025-10,CTR-00025,SUP-0025,MAT-RA-0043,2024-09-15,2024-10-25,24.0,TON,32854.24,KRW,DELIVERED
prc-02-4f4dd3325873,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b6ebf858d768,PO-000026,PO-000026-10,CTR-00026,SUP-0026,MAT-CO-0044,2024-10-02,2024-11-18,28.5,EA,33109.92,USD,DELIVERED
prc-02-827aeeeda0df,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-65dd3de4c6b8,PO-000027,PO-000027-10,CTR-00027,SUP-0027,MAT-CO-0045,2024-10-19,2024-12-12,33.0,EA,33365.59,USD,DELIVERED
prc-02-bcfe65313049,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fbbec93c219f,PO-000028,PO-000028-10,CTR-00028,SUP-0028,MAT-RA-0048,2024-11-05,2025-01-05,37.5,TON,31320.19,USD,DELIVERED
prc-02-e2079eab9090,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-53baadcf226d,PO-000029,PO-000029-10,CTR-00029,SUP-0029,MAT-RA-0049,2024-11-23,2025-01-30,42.0,TON,31575.87,KRW,DELIVERED
prc-02-4cc4cbcea3fb,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3a4bcdc83e9a,PO-000030,PO-000030-10,CTR-00030,SUP-0030,MAT-CO-0050,2024-12-10,2025-02-23,46.5,EA,31831.54,USD,DELIVERED
prc-02-c4986cc249e8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-afa175419bc0,PO-000031,PO-000031-10,CTR-00031,SUP-0031,MAT-CO-0051,2024-12-27,2025-03-19,51.0,EA,32087.22,USD,DELIVERED
prc-02-178227c5bbb3,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ba61fa78d741,PO-000032,PO-000032-10,CTR-00032,SUP-0032,MAT-RA-0054,2025-01-13,2025-04-12,55.5,TON,32342.89,USD,DELIVERED
prc-02-0949d646225c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d20147f8ca4d,PO-000033,PO-000033-10,CTR-00033,SUP-0033,MAT-RA-0055,2025-01-30,2025-02-22,60.0,TON,32598.57,KRW,DELIVERED
prc-02-4f6af9aef58f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ea47ced9bac5,PO-000034,PO-000034-10,CTR-00034,SUP-0034,MAT-CO-0056,2025-02-16,2025-03-18,15.0,EA,32854.24,USD,DELIVERED
prc-02-d0e67dc8f28e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8b78c23245e0,PO-000035,PO-000035-10,CTR-00035,SUP-0035,MAT-CO-0057,2025-03-05,2025-04-11,19.5,EA,33109.92,USD,DELIVERED
prc-02-d95735849182,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8428eacd8577,PO-000036,PO-000036-10,CTR-00036,SUP-0036,MAT-RA-0060,2025-03-23,2025-05-06,24.0,TON,33365.59,USD,OPEN
prc-02-5a8409e876aa,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-11fa97b1646d,PO-000037,PO-000037-10,CTR-00037,SUP-0037,MAT-RA-0061,2025-04-09,2025-05-30,28.5,TON,31320.19,KRW,DELIVERED
prc-02-3b28e1d74192,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cbb573fbdea8,PO-000038,PO-000038-10,CTR-00038,SUP-0038,MAT-CO-0062,2025-04-26,2025-06-23,33.0,EA,31575.87,USD,DELIVERED
prc-02-f7e8afa75bd5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4b434cafebec,PO-000039,PO-000039-10,CTR-00039,SUP-0039,MAT-CO-0063,2025-05-13,2025-07-17,37.5,EA,31831.54,USD,DELIVERED
prc-02-88bd7eb9c027,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-37bcc334f419,PO-000040,PO-000040-10,CTR-00040,SUP-0040,MAT-RA-0066,2025-05-30,2025-08-10,42.0,TON,32087.22,USD,DELIVERED
prc-02-31e26e47de54,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1fa062e6b99b,PO-000041,PO-000041-10,CTR-00041,SUP-0001,MAT-RA-0067,2025-06-16,2025-07-04,46.5,TON,32342.89,KRW,OPEN
prc-02-1681c5d8b64e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ba57f808e64d,PO-000042,PO-000042-10,CTR-00042,SUP-0002,MAT-CO-0068,2025-07-03,2025-07-28,51.0,EA,32598.57,USD,DELIVERED
prc-02-899dac984e72,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5483bc5203dd,PO-000043,PO-000043-10,CTR-00043,SUP-0003,MAT-RA-0072,2025-07-21,2025-08-22,55.5,TON,32854.24,USD,DELIVERED
prc-02-353a8dec0247,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-77987af50811,PO-000044,PO-000044-10,CTR-00044,SUP-0004,MAT-RA-0073,2025-08-07,2025-09-15,60.0,TON,33109.92,USD,DELIVERED
prc-02-a0d471a3aecb,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d251b5397fcf,PO-000045,PO-000045-10,CTR-00045,SUP-0005,MAT-CO-0074,2025-08-24,2025-10-09,15.0,EA,33365.59,KRW,DELIVERED
prc-02-6954d9771128,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9c88fb7b5d54,PO-000046,PO-000046-10,CTR-00046,SUP-0006,MAT-CO-0075,2025-09-10,2025-11-02,19.5,EA,31320.19,USD,DELIVERED
prc-02-b9f7ea2244f5,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ebb8eb5f2e4b,PO-000047,PO-000047-10,CTR-00047,SUP-0007,MAT-RA-0078,2025-09-27,2025-11-26,24.0,TON,31575.87,USD,DELIVERED
prc-02-eb63ea63475c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ff1e6ef0e8cf,PO-000048,PO-000048-10,CTR-00048,SUP-0008,MAT-RA-0079,2025-10-14,2025-12-20,28.5,TON,31831.54,USD,OPEN
prc-02-113fbc9c1b09,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-80c7b9aa6289,PO-000049,PO-000049-10,CTR-00049,SUP-0009,MAT-CO-0080,2025-10-31,2026-01-13,33.0,EA,32087.22,KRW,OPEN
prc-02-f489a49f797f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8efd5b67653d,PO-000050,PO-000050-10,CTR-00050,SUP-0010,MAT-CO-0081,2025-11-18,2026-02-07,37.5,EA,32342.89,USD,DELIVERED
prc-02-f5a098d3edcd,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2ee2e0a4296e,PO-000051,PO-000051-10,CTR-00051,SUP-0011,MAT-RA-0084,2025-12-05,2026-03-03,42.0,TON,32598.57,USD,OPEN
prc-02-641fc1391894,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-efdbc6291748,PO-000052,PO-000052-10,CTR-00052,SUP-0012,MAT-RA-0085,2025-12-22,2026-01-13,46.5,TON,32854.24,USD,OPEN
prc-02-9cb7c54574b1,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-182d2d031525,PO-000053,PO-000053-10,CTR-00053,SUP-0013,MAT-CO-0086,2026-01-08,2026-02-06,51.0,EA,33109.92,KRW,DELIVERED
prc-02-c1f914415b71,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4aa4b8b95d24,PO-000054,PO-000054-10,CTR-00054,SUP-0014,MAT-CO-0087,2026-01-25,2026-03-02,55.5,EA,33365.59,USD,OPEN
prc-02-eda31aefb9f8,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0c52b5b9596f,PO-000055,PO-000055-10,CTR-00055,SUP-0015,MAT-RA-0090,2026-02-11,2026-03-26,60.0,TON,31320.19,USD,DELIVERED
prc-02-5d3ddc5a8ef1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7b57e93fba61,PO-000056,PO-000056-10,CTR-00056,SUP-0016,MAT-RA-0091,2026-02-28,2026-04-19,15.0,TON,31575.87,USD,OPEN
prc-02-3c1b3e3f0ea7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2bd1582a7131,PO-000057,PO-000057-10,CTR-00057,SUP-0017,MAT-CO-0093,2026-03-18,2026-05-14,19.5,EA,31831.54,KRW,DELIVERED
prc-02-56796540920e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fc41b5105704,PO-000058,PO-000058-10,CTR-00058,SUP-0018,MAT-RA-0096,2026-04-04,2026-06-07,24.0,TON,32087.22,USD,OPEN
prc-02-42e1150f9440,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3aadb976b373,PO-000059,PO-000059-10,CTR-00059,SUP-0019,MAT-RA-0097,2026-04-21,2026-07-01,28.5,TON,32342.89,USD,DELIVERED
prc-02-b5d80b6b6e47,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cdc5084a747b,PO-000060,PO-000060-10,CTR-00060,SUP-0020,MAT-CO-0098,2026-05-08,2026-07-25,33.0,EA,32598.57,USD,OPEN
prc-02-319d8b4158da,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1ef648e8731b,PO-000061,PO-000061-10,CTR-00061,SUP-0021,MAT-CO-0099,2026-05-25,2026-08-18,37.5,EA,32854.24,KRW,DELIVERED
prc-02-3e65664a1773,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8f1d97621b4f,PO-000062,PO-000062-10,CTR-00062,SUP-0022,MAT-RA-0102,2026-06-11,2026-06-30,42.0,TON,33109.92,USD,OPEN
prc-02-d99a531fe8c5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a64388e5d09e,PO-000063,PO-000063-10,CTR-00063,SUP-0023,MAT-RA-0103,2026-06-28,2026-07-24,46.5,TON,33365.59,USD,DELIVERED
prc-02-bc301ef162c1,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1fd2cb9796f2,PO-000064,PO-000064-10,CTR-00064,SUP-0024,MAT-CO-0104,2026-07-16,2026-08-18,51.0,EA,31320.19,USD,DELIVERED
prc-02-a4d3f53b31e1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b3d98ddc46cc,PO-000065,PO-000065-10,CTR-00065,SUP-0025,MAT-CO-0105,2023-08-03,2023-09-12,55.5,EA,31575.87,KRW,OPEN
prc-02-247d84751268,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1239be3604e0,PO-000066,PO-000066-10,CTR-00066,SUP-0026,MAT-RA-0108,2023-08-20,2023-10-06,60.0,TON,31831.54,USD,DELIVERED
prc-02-4c0bc71a56a7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-91475ee5cee1,PO-000067,PO-000067-10,CTR-00067,SUP-0027,MAT-RA-0109,2023-09-06,2023-10-30,15.0,TON,32087.22,USD,OPEN
prc-02-9e9d93041786,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-49d8c164d0e4,PO-000068,PO-000068-10,CTR-00068,SUP-0028,MAT-CO-0110,2023-09-23,2023-11-23,19.5,EA,32342.89,USD,DELIVERED
prc-02-b4932d10e732,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3c74a7bb3feb,PO-000069,PO-000069-10,CTR-00069,SUP-0029,MAT-CO-0111,2023-10-10,2023-12-17,24.0,EA,32598.57,KRW,DELIVERED
prc-02-d4d37cac1f4a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-57376e0d1adb,PO-000070,PO-000070-10,CTR-00070,SUP-0030,MAT-RA-0114,2023-10-27,2024-01-10,28.5,TON,32854.24,USD,DELIVERED
prc-02-6ea2053154cd,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-90337c96e375,PO-000071,PO-000071-10,CTR-00071,SUP-0031,MAT-CO-0116,2023-11-14,2024-02-04,33.0,EA,33109.92,USD,OPEN
prc-02-8648d413475b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3ffcf06cb941,PO-000072,PO-000072-10,CTR-00072,SUP-0032,MAT-CO-0117,2023-12-01,2024-02-28,37.5,EA,33365.59,USD,OPEN
prc-02-999a1a0cc8c7,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c4bf0f223eee,PO-000073,PO-000073-10,CTR-00073,SUP-0033,MAT-RA-0120,2023-12-18,2024-01-10,42.0,TON,31320.19,KRW,DELIVERED
prc-02-ef836d39bcd8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e63dd692ab8f,PO-000074,PO-000074-10,CTR-00074,SUP-0034,MAT-RA-0121,2024-01-04,2024-02-03,46.5,TON,31575.87,USD,DELIVERED
prc-02-89b0dd097a7d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-653f87c8d9bb,PO-000075,PO-000075-10,CTR-00075,SUP-0035,MAT-CO-0122,2024-01-21,2024-02-27,51.0,EA,31831.54,USD,OPEN
prc-02-efd1637c8be1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0bb0d4736ec5,PO-000076,PO-000076-10,CTR-00076,SUP-0036,MAT-CO-0123,2024-02-07,2024-03-22,55.5,EA,32087.22,USD,DELIVERED
prc-02-2e8d9a35f9f5,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-042d10b1710f,PO-000077,PO-000077-10,CTR-00077,SUP-0037,MAT-RA-0126,2024-02-24,2024-04-15,60.0,TON,32342.89,KRW,OPEN
