record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,account_id,account_name,account_type,cost_element,cost_center_id,pnl_line,cashflow_line,currency,active
mdm-07-d8b9e4de0af6,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c1d6e9e40678,6041,관리계정 041,EXPENSE,OPEX_041,CC-LOG,OPEX,OPERATING,KRW,True
mdm-07-5a1f54de3f37,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d65a89432ae3,6042,관리계정 042,EXPENSE,OPEX_042,CC-MFG,OPEX,OPERATING,KRW,True
mdm-07-4c164f65918a,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bef89c73a9d5,6043,관리계정 043,EXPENSE,OPEX_043,CC-FIN,OPEX,OPERATING,KRW,True
mdm-07-c32553c66ce5,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b98bf73d32f7,6044,관리계정 044,EXPENSE,OPEX_044,CC-MGT,OPEX,OPERATING,KRW,True
mdm-07-2bc31c7f41ae,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d2d1f848d418,6045,관리계정 045,EXPENSE,OPEX_045,CC-PROC,OPEX,OPERATING,KRW,True
mdm-07-91b6de330cb4,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b2a7f93ee217,6046,관리계정 046,EXPENSE,OPEX_046,CC-LOG,OPEX,OPERATING,KRW,True
mdm-07-cd45fdbc1347,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-38ccbf04c874,6047,관리계정 047,EXPENSE,OPEX_047,CC-MFG,OPEX,OPERATING,KRW,True
mdm-07-4d76f4ba306e,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8d547e5a4e7a,6048,관리계정 048,EXPENSE,OPEX_048,CC-FIN,OPEX,OPERATING,KRW,True
mdm-07-494ff6dfedf3,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e3497204819f,6049,관리계정 049,EXPENSE,OPEX_049,CC-MGT,OPEX,OPERATING,KRW,True
mdm-07-8995a753b573,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c162d58339c0,6050,관리계정 050,EXPENSE,OPEX_050,CC-PROC,OPEX,OPERATING,KRW,True
mdm-07-45203a436b2f,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fda5f4c7d29c,6051,관리계정 051,EXPENSE,OPEX_051,CC-LOG,OPEX,OPERATING,KRW,True
mdm-07-0759b27e011c,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e4316bf1d68a,6052,관리계정 052,EXPENSE,OPEX_052,CC-MFG,OPEX,OPERATING,KRW,True
mdm-07-02358508d332,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5385a48081c8,6053,관리계정 053,EXPENSE,OPEX_053,CC-FIN,OPEX,OPERATING,KRW,True
mdm-07-ce8b68ec13d5,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4b97a66d5702,6054,관리계정 054,EXPENSE,OPEX_054,CC-MGT,OPEX,OPERATING,KRW,True
mdm-07-557f4efe8408,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b67384bccdec,6055,관리계정 055,EXPENSE,OPEX_055,CC-PROC,OPEX,OPERATING,KRW,True
mdm-07-00c5f050d1d6,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a7b6e11cf9fe,6056,관리계정 056,EXPENSE,OPEX_056,CC-LOG,OPEX,OPERATING,KRW,True
mdm-07-e5cc634468ec,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ca69b34b4df1,6057,관리계정 057,EXPENSE,OPEX_057,CC-MFG,OPEX,OPERATING,KRW,True
mdm-07-c963de0ab14e,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b2688f74c92a,6058,관리계정 058,EXPENSE,OPEX_058,CC-FIN,OPEX,OPERATING,KRW,True
mdm-07-3a4b978f29b5,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7a7e728764cd,6059,관리계정 059,EXPENSE,OPEX_059,CC-MGT,OPEX,OPERATING,KRW,True
mdm-07-d905ec00068d,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ec4e74b1cf7b,6060,관리계정 060,EXPENSE,OPEX_060,CC-PROC,OPEX,OPERATING,KRW,True
mdm-07-6273c3efdc1d,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1c17741cc98f,6061,관리계정 061,EXPENSE,OPEX_061,CC-LOG,OPEX,OPERATING,KRW,True
mdm-07-306be7818907,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-735758212816,6062,관리계정 062,EXPENSE,OPEX_062,CC-MFG,OPEX,OPERATING,KRW,True
mdm-07-616a5b9078db,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a1034b5895ab,6063,관리계정 063,EXPENSE,OPEX_063,CC-FIN,OPEX,OPERATING,KRW,True
mdm-07-2c37f1beee70,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0aba026665e8,6064,관리계정 064,EXPENSE,OPEX_064,CC-MGT,OPEX,OPERATING,KRW,True
mdm-07-d20863bb4841,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-51a14e42ac97,6065,관리계정 065,EXPENSE,OPEX_065,CC-PROC,OPEX,OPERATING,KRW,True
mdm-07-66a26504bad1,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f1f5bed7bef6,6066,관리계정 066,EXPENSE,OPEX_066,CC-LOG,OPEX,OPERATING,KRW,True
mdm-07-7cb93cd60774,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1d73c91a1e61,6067,관리계정 067,EXPENSE,OPEX_067,CC-MFG,OPEX,OPERATING,KRW,True
mdm-07-919f9b37759b,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2ee0b7962ae5,6068,관리계정 068,EXPENSE,OPEX_068,CC-FIN,OPEX,OPERATING,KRW,True
mdm-07-c76f3e1d4e62,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-063f50c5da21,6069,관리계정 069,EXPENSE,OPEX_069,CC-MGT,OPEX,OPERATING,KRW,True
mdm-07-fa385f83aadd,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2a5cc90aea37,6070,관리계정 070,EXPENSE,OPEX_070,CC-PROC,OPEX,OPERATING,KRW,True
mdm-07-0199b6efb4b8,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cecfdbec40b6,6071,관리계정 071,EXPENSE,OPEX_071,CC-LOG,OPEX,OPERATING,KRW,True
mdm-07-c9716fd66c55,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e9925122560d,6072,관리계정 072,EXPENSE,OPEX_072,CC-MFG,OPEX,OPERATING,KRW,True
mdm-07-55084db5e04c,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-629ff1fef075,6073,관리계정 073,EXPENSE,OPEX_073,CC-FIN,OPEX,OPERATING,KRW,True
mdm-07-77a059721cfa,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2a693a678694,6074,관리계정 074,EXPENSE,OPEX_074,CC-MGT,OPEX,OPERATING,KRW,True
mdm-07-75ba3d8900a9,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f07a11328f41,6075,관리계정 075,EXPENSE,OPEX_075,CC-PROC,OPEX,OPERATING,KRW,True
mdm-07-bf6be5e088f1,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f99ed54a01e0,6076,관리계정 076,EXPENSE,OPEX_076,CC-LOG,OPEX,OPERATING,KRW,True
mdm-07-238eaa4b4185,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7bfc0cda1407,6077,관리계정 077,EXPENSE,OPEX_077,CC-MFG,OPEX,OPERATING,KRW,True
mdm-07-125450eaa0c4,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ea11318a3d8f,6078,관리계정 078,EXPENSE,OPEX_078,CC-FIN,OPEX,OPERATING,KRW,True
mdm-07-b5678db16866,tenant-afs-demo-materials,org-afs-advanced,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e04921f140f7,6079,관리계정 079,EXPENSE,OPEX_079,CC-MGT,OPEX,OPERATING,KRW,True
