record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,finance_document_id,document_type,partner_id,reference_id,posting_date,due_date,amount,currency,paid_at,status
fin-02-7607a63e9cfc,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-601c7d243be7,AP-PO-000076-10,AP,SUP-0036,PO-000076-10,2024-03-22,2024-05-06,1780840.71,USD,2024-05-03,PAID
fin-02-75a9404234ce,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-00e0a7917299,AP-PO-000078-10,AP,SUP-0038,PO-000078-10,2024-05-10,2024-06-24,488978.55,USD,2024-06-21,PAID
fin-02-57ca24ec213a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a4024a5abbbf,AP-PO-000079-10,AP,SUP-0039,PO-000079-10,2024-06-03,2024-07-18,640657.68,USD,2024-07-15,PAID
fin-02-85fb0c6bf048,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-54ad57c08fc1,AP-PO-000080-10,AP,SUP-0040,PO-000080-10,2024-06-27,2024-08-11,794638.08,USD,2024-08-08,PAID
fin-02-952e1631716c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f654cbe6e9aa,AP-PO-000082-10,AP,SUP-0002,PO-000082-10,2024-06-14,2024-07-29,1033566.27,USD,2024-07-26,PAID
fin-02-6217a004fbe2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2ddc4e7742c8,AP-PO-000084-10,AP,SUP-0004,PO-000084-10,2024-08-01,2024-09-15,1336924.68,USD,2024-09-12,PAID
fin-02-9ddc2903b6f9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ab7c25538045,AP-PO-000085-10,AP,SUP-0005,PO-000085-10,2024-08-26,2024-10-10,1492055.73,KRW,2024-10-07,PAID
fin-02-af75d82d18fd,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-18f7dacaffb9,AP-PO-000086-10,AP,SUP-0006,PO-000086-10,2024-09-19,2024-11-03,1649487.39,USD,2024-10-31,PAID
fin-02-a26bf790dc30,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-884a1ed44e25,AP-PO-000088-10,AP,SUP-0008,PO-000088-10,2024-11-06,2024-12-21,1971254.4,USD,2024-12-18,PAID
fin-02-f181b68f7d17,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-af7131c0b4af,AP-PO-000089-10,AP,SUP-0009,PO-000089-10,2024-11-30,2025-01-14,496648.8,KRW,2025-01-11,PAID
fin-02-04ab345656df,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3d89eb8f8686,AP-PO-000090-10,AP,SUP-0010,PO-000090-10,2024-12-24,2025-02-07,650629.0,USD,2025-02-04,PAID
fin-02-0326e032eb7a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3fb01988585b,AP-PO-000091-10,AP,SUP-0011,PO-000091-10,2025-01-17,2025-03-03,751684.56,USD,2025-02-28,PAID
fin-02-6f0a8c035877,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fc8f67ebbba5,AP-PO-000092-10,AP,SUP-0012,PO-000092-10,2024-11-30,2025-01-14,899912.29,USD,2025-01-11,PAID
fin-02-c00f6fd039a4,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3815261418d5,AP-PO-000094-10,AP,SUP-0014,PO-000094-10,2025-01-17,2025-03-03,1203270.75,USD,2025-02-28,PAID
fin-02-4a8c8babae1e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d1fef5022747,AP-PO-000096-10,AP,SUP-0016,PO-000096-10,2025-03-06,2025-04-20,1515833.5,USD,2025-04-17,PAID
fin-02-c9de72745067,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2ebc9efdc0e7,AP-PO-000100-10,AP,SUP-0020,PO-000100-10,2025-06-11,2025-07-26,469802.85,USD,2025-07-23,PAID
fin-02-4f55833972e9,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f0e0e2066888,AP-PO-000101-10,AP,SUP-0001,PO-000101-10,2025-04-29,2025-06-13,610743.7,KRW,2025-06-10,PAID
fin-02-e26f4d8f378c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-85a75c28a0fd,AP-PO-000102-10,AP,SUP-0002,PO-000102-10,2025-05-23,2025-07-07,757820.88,USD,2025-07-04,PAID
fin-02-09c2d2bff9fd,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-61a113588687,AP-PO-000103-10,AP,SUP-0003,PO-000103-10,2025-06-16,2025-07-31,3028.12,USD,2025-07-28,PAID
fin-02-ff03ca43e766,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a0ab6ac8c30d,AP-PO-000106-10,AP,SUP-0006,PO-000106-10,2025-08-28,2025-10-12,1369139.94,USD,2025-10-09,PAID
fin-02-2fa6f127297d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ff9799d76d50,AP-PO-000107-10,AP,SUP-0007,PO-000107-10,2025-09-21,2025-11-05,1527722.16,USD,2025-11-02,PAID
fin-02-eb8f309593df,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-69f8f3508ba0,AP-PO-000108-10,AP,SUP-0008,PO-000108-10,2025-10-15,2025-11-29,1688605.92,USD,2025-11-26,PAID
fin-02-96d135dbb05a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-798bbd768e68,AP-PO-000109-10,AP,SUP-0009,PO-000109-10,2025-11-08,2025-12-23,1851790.24,KRW,2025-12-20,PAID
fin-02-9068b7907a9f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-df6f52127cc1,AP-PO-000110-10,AP,SUP-0010,PO-000110-10,2025-12-02,2026-01-16,1879211.4,USD,2026-01-13,PAID
fin-02-5e7713656948,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6744d8b52e46,AP-PO-000112-10,AP,SUP-0012,PO-000112-10,2025-11-07,2025-12-22,620715.03,USD,2025-12-19,PAID
fin-02-cd46c91da9e4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7cadcbba80df,AP-PO-000113-10,AP,SUP-0013,PO-000113-10,2025-12-02,2026-01-16,770093.28,KRW,2026-01-13,PAID
fin-02-4b8525451e10,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b701f71db2fc,AP-PO-000114-10,AP,SUP-0014,PO-000114-10,2025-12-26,2026-02-09,921772.36,USD,2026-02-06,PAID
fin-02-bc293b940b88,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ad8b138978be,AP-PO-000116-10,AP,SUP-0016,PO-000116-10,2026-02-12,2026-03-29,1232034.0,USD,2026-03-26,PAID
fin-02-9e20504b507a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c3c301b380ec,AP-PO-000118-10,AP,SUP-0018,PO-000118-10,2026-04-01,2026-05-16,1551499.93,USD,2026-05-13,PAID
fin-02-6145ca1909ac,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-776ceb89c7bb,AP-PO-000122-10,AP,SUP-0022,PO-000122-10,2026-04-25,2026-06-09,481308.3,USD,2026-06-06,PAID
fin-02-dbe6a977b46e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4f0c337f0617,AP-PO-000124-10,AP,SUP-0024,PO-000124-10,2026-06-12,2026-07-27,782365.68,USD,2026-07-24,PAID
