record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,routing_id,operation_seq,operation_name,equipment_id,equipment_name,product_id,rate_per_hour,rate_uom,setup_hours,rated_oee,calendar_hours_month
mdm-06-7b68e3b4d721,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bd9b202d4e35,ROUTE-MAT-FI-0077,40,결정화,EQ-02-014,결정화 설비 14,MAT-FI-0077,7.0,TON/H,0.75,0.895,720
mdm-06-bd28603ebbcd,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4850011dc292,ROUTE-MAT-FI-0083,50,건조·포장,EQ-02-015,건조·포장 설비 15,MAT-FI-0083,7.7,TON/H,1.0,0.91,720
mdm-06-a648f9867e26,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9de128e97cd9,ROUTE-MAT-FI-0089,10,원료준비,EQ-02-016,원료준비 설비 16,MAT-FI-0089,8.4,TON/H,1.25,0.925,720
mdm-06-0bc22f69f963,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2f6852996608,ROUTE-MAT-FI-0095,20,침출·용해,EQ-02-017,침출·용해 설비 17,MAT-FI-0095,3.5,TON/H,0.5,0.82,720
mdm-06-ce7c6cc4cc42,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-05fd0f8c758a,ROUTE-MAT-FI-0101,30,정제,EQ-02-018,정제 설비 18,MAT-FI-0101,4.2,TON/H,0.75,0.835,720
mdm-06-35eba0be8e72,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a1120b48b91f,ROUTE-MAT-FI-0107,40,결정화,EQ-02-019,결정화 설비 19,MAT-FI-0107,4.9,TON/H,1.0,0.85,720
mdm-06-6f403844de99,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2802927f3aa5,ROUTE-MAT-FI-0113,50,건조·포장,EQ-02-020,건조·포장 설비 20,MAT-FI-0113,5.6,TON/H,1.25,0.865,720
mdm-06-8a814fc70f17,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-975d873332b4,ROUTE-MAT-FI-0119,10,원료준비,EQ-02-021,원료준비 설비 21,MAT-FI-0119,6.3,TON/H,0.5,0.88,720
mdm-06-05d4e2cdffb0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cc8e7cfd35e7,ROUTE-MAT-FI-0125,20,침출·용해,EQ-02-022,침출·용해 설비 22,MAT-FI-0125,7.0,TON/H,0.75,0.895,720
mdm-06-7dddb3fbb690,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c777b436413d,ROUTE-MAT-FI-0131,30,정제,EQ-02-023,정제 설비 23,MAT-FI-0131,7.7,TON/H,1.0,0.91,720
mdm-06-20d143b0afbb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4ff47cae6ef5,ROUTE-MAT-FI-0137,40,결정화,EQ-02-024,결정화 설비 24,MAT-FI-0137,8.4,TON/H,1.25,0.925,720
mdm-06-63a136b0f52b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-27e09757a737,ROUTE-MAT-FI-0143,50,건조·포장,EQ-02-025,건조·포장 설비 25,MAT-FI-0143,3.5,TON/H,0.5,0.82,720
mdm-06-dc2fc19549cd,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-85438d60b80a,ROUTE-MAT-FI-0149,10,원료준비,EQ-02-026,원료준비 설비 26,MAT-FI-0149,4.2,TON/H,0.75,0.835,720
mdm-06-9b2c171ae360,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4aa20cad946c,ROUTE-MAT-FI-0155,20,침출·용해,EQ-02-027,침출·용해 설비 27,MAT-FI-0155,4.9,TON/H,1.0,0.85,720
mdm-06-6bb9038e6e90,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2f4ac0d283d3,ROUTE-MAT-FI-0161,30,정제,EQ-02-028,정제 설비 28,MAT-FI-0161,5.6,TON/H,1.25,0.865,720
mdm-06-5d462a11ec51,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e65dc6c49d4c,ROUTE-MAT-FI-0167,40,결정화,EQ-02-029,결정화 설비 29,MAT-FI-0167,6.3,TON/H,0.5,0.88,720
mdm-06-017d7751edbf,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6d433541d63d,ROUTE-MAT-FI-0173,50,건조·포장,EQ-02-030,건조·포장 설비 30,MAT-FI-0173,7.0,TON/H,0.75,0.895,720
mdm-06-bf91530891d5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1b0a36f6674b,ROUTE-MAT-FI-0179,10,원료준비,EQ-02-031,원료준비 설비 31,MAT-FI-0179,7.7,TON/H,1.0,0.91,720
mdm-06-94ada3cfa990,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d98a96643404,ROUTE-MAT-FI-0185,20,침출·용해,EQ-02-032,침출·용해 설비 32,MAT-FI-0185,8.4,TON/H,1.25,0.925,720
mdm-06-6edb4b27ad6b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fa54f4fb1bac,ROUTE-MAT-FI-0191,30,정제,EQ-02-033,정제 설비 33,MAT-FI-0191,3.5,TON/H,0.5,0.82,720
mdm-06-d901e978f8f1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1efe8c667565,ROUTE-MAT-FI-0197,40,결정화,EQ-02-034,결정화 설비 34,MAT-FI-0197,4.2,TON/H,0.75,0.835,720
mdm-06-b20a79ebc632,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-02cee36ada90,ROUTE-MAT-FI-0203,50,건조·포장,EQ-02-035,건조·포장 설비 35,MAT-FI-0203,4.9,TON/H,1.0,0.85,720
mdm-06-df3c4ecc74c6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-149b22c28206,ROUTE-MAT-FI-0209,10,원료준비,EQ-02-036,원료준비 설비 36,MAT-FI-0209,5.6,TON/H,1.25,0.865,720
mdm-06-bb4ab47aaaf9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-80203b7bf901,ROUTE-MAT-FI-0215,20,침출·용해,EQ-02-037,침출·용해 설비 37,MAT-FI-0215,6.3,TON/H,0.5,0.88,720
mdm-06-8fb4fc9bbff7,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9f016502a068,ROUTE-FG-CATHODE,30,정제,EQ-01-038,정제 설비 38,FG-CATHODE,7.0,TON/H,0.75,0.895,720
mdm-06-501977cb0a07,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2abe3667ea4a,ROUTE-FG-NISO4,40,결정화,EQ-02-039,결정화 설비 39,FG-NISO4,7.7,TON/H,1.0,0.91,720
mdm-06-cc767d80e35b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-31964de26da0,ROUTE-FG-LIOH,50,건조·포장,EQ-02-040,건조·포장 설비 40,FG-LIOH,8.4,TON/H,1.25,0.925,720
mdm-06-1df23ce95163,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8de5cddebb31,ROUTE-MAT-FI-0017,10,원료준비,EQ-02-041,원료준비 설비 41,MAT-FI-0017,3.5,TON/H,0.5,0.82,720
mdm-06-1c46c6b6b460,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-94857833ecfb,ROUTE-MAT-FI-0023,20,침출·용해,EQ-02-042,침출·용해 설비 42,MAT-FI-0023,4.2,TON/H,0.75,0.835,720
mdm-06-2dba4f8635e4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d5b7ab0e59c3,ROUTE-MAT-FI-0029,30,정제,EQ-02-043,정제 설비 43,MAT-FI-0029,4.9,TON/H,1.0,0.85,720
mdm-06-913734f2cd0d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f89b3f1faa26,ROUTE-MAT-FI-0035,40,결정화,EQ-02-044,결정화 설비 44,MAT-FI-0035,5.6,TON/H,1.25,0.865,720
mdm-06-7f6e2e867c5e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1caea0848cd2,ROUTE-MAT-FI-0041,50,건조·포장,EQ-02-045,건조·포장 설비 45,MAT-FI-0041,6.3,TON/H,0.5,0.88,720
mdm-06-5fa5161573c8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-79702afd4658,ROUTE-MAT-FI-0047,10,원료준비,EQ-02-046,원료준비 설비 46,MAT-FI-0047,7.0,TON/H,0.75,0.895,720
mdm-06-86a8c921963f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c866a8358a51,ROUTE-MAT-FI-0053,20,침출·용해,EQ-02-047,침출·용해 설비 47,MAT-FI-0053,7.7,TON/H,1.0,0.91,720
mdm-06-9ea4581d9697,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d3e393dac635,ROUTE-MAT-FI-0059,30,정제,EQ-02-048,정제 설비 48,MAT-FI-0059,8.4,TON/H,1.25,0.925,720
