record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,batch_id,plan_line_id,production_date,site_id,input_material_id,input_lot_id,input_quantity,output_material_id,output_lot_id,output_quantity,quantity_uom,actual_yield,scrap_quantity,downtime_hours,status
mfg-02-d06a7c6c739e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-765045030242,BATCH-0000015,MPS-0000015,2023-10-13,plant-afs-battery-02,MAT-CO-0027,LOT-RM-000015,37.441,MAT-FI-0083,LOT-FG-0000015,34.908,TON,0.93234,2.533,0,CONFIRMED
mfg-02-96020305a186,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-406d6b4ac47d,BATCH-0000016,MPS-0000016,2023-10-19,plant-afs-battery-02,MAT-RA-0030,LOT-RM-000016,41.215,MAT-FI-0089,LOT-FG-0000016,37.267,TON,0.9042,3.948,0,CONFIRMED
mfg-02-29796e7204b5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-59a05ffdf4e9,BATCH-0000017,MPS-0000017,2023-10-21,plant-afs-battery-02,MAT-RA-0031,LOT-RM-000017,41.228,MAT-FI-0095,LOT-FG-0000017,39.676,TON,0.96235,1.552,0,CONFIRMED
mfg-02-72fe1584ace7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-45d6cfe5c01c,BATCH-0000018,MPS-0000018,2023-10-27,plant-afs-battery-02,MAT-CO-0032,LOT-RM-000018,44.856,MAT-FI-0101,LOT-FG-0000018,42.135,TON,0.93934,2.721,0,CONFIRMED
mfg-02-a33be179893d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bbab9979fdb4,BATCH-0000019,MPS-0000019,2023-11-02,plant-afs-battery-02,MAT-CO-0033,LOT-RM-000019,47.484,MAT-FI-0107,LOT-FG-0000019,44.645,TON,0.9402,2.839,0,CONFIRMED
mfg-02-efe35fb81023,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-29e2257f22da,BATCH-0000020,MPS-0000020,2023-11-08,plant-afs-battery-02,MAT-RA-0036,LOT-RM-000020,9.826,MAT-FI-0113,LOT-FG-0000020,9.46,TON,0.96279,0.366,0,CONFIRMED
mfg-02-ec6a634a8252,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8da2cc593816,BATCH-0000021,MPS-0000021,2023-11-10,plant-afs-battery-02,MAT-RA-0037,LOT-RM-000021,12.189,MAT-FI-0119,LOT-FG-0000021,11.592,TON,0.95104,0.597,0,CONFIRMED
mfg-02-94085bcc6d0f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-791bf2b7cef4,BATCH-0000022,MPS-0000022,2023-11-16,plant-afs-battery-02,MAT-CO-0038,LOT-RM-000022,14.65,MAT-FI-0125,LOT-FG-0000022,13.774,TON,0.94019,0.876,0,CONFIRMED
mfg-02-9441b6438f0e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8e41c8452daf,BATCH-0000023,MPS-0000023,2023-11-23,plant-afs-battery-02,MAT-CO-0039,LOT-RM-000023,14.744,MAT-FI-0131,LOT-FG-0000023,13.855,TON,0.93969,0.889,0,CONFIRMED
mfg-02-6491b90a1d32,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e4463ae0cbd0,BATCH-0000024,MPS-0000024,2023-11-29,plant-afs-battery-02,MAT-RA-0042,LOT-RM-000024,16.742,MAT-FI-0137,LOT-FG-0000024,15.861,TON,0.94737,0.881,0,CONFIRMED
mfg-02-36262799f86b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a01ad6c1129b,BATCH-0000025,MPS-0000025,2023-12-01,plant-afs-battery-02,MAT-RA-0043,LOT-RM-000025,18.809,MAT-FI-0143,LOT-FG-0000025,17.917,TON,0.95258,0.892,0,CONFIRMED
mfg-02-b2da29a83606,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-39795f54e51d,BATCH-0000026,MPS-0000026,2023-12-07,plant-afs-battery-02,MAT-CO-0044,LOT-RM-000026,21.425,MAT-FI-0149,LOT-FG-0000026,20.024,TON,0.93461,1.401,0,CONFIRMED
mfg-02-869941e17960,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8d783c36d3f0,BATCH-0000027,MPS-0000027,2023-12-13,plant-afs-battery-02,MAT-CO-0045,LOT-RM-000027,24.006,MAT-FI-0155,LOT-FG-0000027,22.181,TON,0.92399,1.825,0,CONFIRMED
mfg-02-cbbbf02efe8f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1641820522a3,BATCH-0000028,MPS-0000028,2023-12-19,plant-afs-battery-02,MAT-RA-0048,LOT-RM-000028,25.197,MAT-FI-0161,LOT-FG-0000028,24.388,TON,0.96789,0.809,0,CONFIRMED
mfg-02-86702bac9b54,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-94ca9712eff0,BATCH-0000029,MPS-0000029,2023-12-21,plant-afs-battery-02,MAT-RA-0049,LOT-RM-000029,28.562,MAT-FI-0167,LOT-FG-0000029,26.646,TON,0.93291,1.916,0,CONFIRMED
mfg-02-10bc9c4a0e8c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-96916a8bbf69,BATCH-0000030,MPS-0000030,2023-12-27,plant-afs-battery-02,MAT-CO-0050,LOT-RM-000030,30.8,MAT-FI-0173,LOT-FG-0000030,28.954,TON,0.94007,1.846,4,CONFIRMED
mfg-02-11c7eee09d99,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f414813e515a,BATCH-0000031,MPS-0000031,2024-01-02,plant-afs-smelting-01,RM-CU-CONC,LOT-RM-000031,31.921,FG-CATHODE,LOT-FG-0000031,31.313,TON,0.98095,0.608,0,CONFIRMED
mfg-02-6b3afda3928c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-68f2382e9a4b,BATCH-0000032,MPS-0000032,2024-01-08,plant-afs-battery-02,RM-H2SO4,LOT-RM-000032,36.243,FG-LIOH,LOT-FG-0000032,33.722,TON,0.93043,2.521,0,CONFIRMED
mfg-02-f5982a58b681,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1ded6aead3e4,BATCH-0000033,MPS-0000033,2024-01-10,plant-afs-battery-02,RM-MHP,LOT-RM-000033,39.241,FG-NISO4,LOT-FG-0000033,36.181,TON,0.92203,3.06,0,CONFIRMED
mfg-02-3661a17585d0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-070d3532fb56,BATCH-0000034,MPS-0000034,2024-01-17,plant-afs-battery-02,RM-LIME,LOT-RM-000034,36.21,MAT-FI-0017,LOT-FG-0000034,33.49,TON,0.92489,2.72,0,CONFIRMED
mfg-02-0c848357c58a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c445bbf2aed1,BATCH-0000035,MPS-0000035,2024-01-23,plant-afs-battery-02,MAT-RA-0013,LOT-RM-000035,37.694,MAT-FI-0023,LOT-FG-0000035,35.773,TON,0.94905,1.921,0,CONFIRMED
mfg-02-b75ab6670c07,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-199f6893fc93,BATCH-0000036,MPS-0000036,2024-01-29,plant-afs-battery-02,MAT-CO-0014,LOT-RM-000036,40.887,MAT-FI-0029,LOT-FG-0000036,38.106,TON,0.93198,2.781,0,CONFIRMED
mfg-02-f70902d00516,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a8610a4d0790,BATCH-0000037,MPS-0000037,2024-01-31,plant-afs-battery-02,MAT-CO-0015,LOT-RM-000037,43.248,MAT-FI-0035,LOT-FG-0000037,40.49,TON,0.93622,2.758,0,CONFIRMED
mfg-02-c8a567022120,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a5b147668568,BATCH-0000038,MPS-0000038,2024-02-06,plant-afs-battery-02,MAT-RA-0018,LOT-RM-000038,46.22,MAT-FI-0041,LOT-FG-0000038,42.924,TON,0.92868,3.296,0,CONFIRMED
mfg-02-9ac8bae1c560,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c158a67f5ec6,BATCH-0000039,MPS-0000039,2024-02-12,plant-afs-battery-02,MAT-RA-0019,LOT-RM-000039,9.404,MAT-FI-0047,LOT-FG-0000039,9.1,TON,0.9677,0.304,0,CONFIRMED
mfg-02-0163e03404a4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c0d19f1c25fd,BATCH-0000040,MPS-0000040,2024-02-18,plant-afs-battery-02,MAT-CO-0020,LOT-RM-000040,11.761,MAT-FI-0053,LOT-FG-0000040,11.156,TON,0.94855,0.605,0,CONFIRMED
mfg-02-df24f7a520f9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-41fd9e03ba43,BATCH-0000041,MPS-0000041,2024-02-20,plant-afs-battery-02,MAT-CO-0021,LOT-RM-000041,14.108,MAT-FI-0059,LOT-FG-0000041,13.263,TON,0.94009,0.845,0,CONFIRMED
mfg-02-492fb749eda5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f13cec56b6da,BATCH-0000042,MPS-0000042,2024-02-26,plant-afs-battery-02,MAT-RA-0024,LOT-RM-000042,16.622,MAT-FI-0065,LOT-FG-0000042,15.42,TON,0.92766,1.202,0,CONFIRMED
mfg-02-7bd282c65f0f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0152816b32de,BATCH-0000043,MPS-0000043,2024-03-03,plant-afs-battery-02,MAT-RA-0025,LOT-RM-000043,19.059,MAT-FI-0071,LOT-FG-0000043,17.627,TON,0.92488,1.432,0,CONFIRMED
mfg-02-0a672b0ac7ac,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-60f60309849c,BATCH-0000044,MPS-0000044,2024-03-09,plant-afs-battery-02,MAT-CO-0026,LOT-RM-000044,20.816,MAT-FI-0077,LOT-FG-0000044,19.885,TON,0.95525,0.931,0,CONFIRMED
mfg-02-45f70dc2ba6c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-51008883a54d,BATCH-0000045,MPS-0000045,2024-03-12,plant-afs-battery-02,MAT-CO-0027,LOT-RM-000045,20.296,MAT-FI-0083,LOT-FG-0000045,19.21,TON,0.94651,1.086,0,CONFIRMED
mfg-02-451bfc4b939a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-44356bbd2498,BATCH-0000046,MPS-0000046,2024-03-18,plant-afs-battery-02,MAT-RA-0030,LOT-RM-000046,22.768,MAT-FI-0089,LOT-FG-0000046,21.291,TON,0.93511,1.477,0,CONFIRMED
mfg-02-67708a341d57,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f7d1a3725b50,BATCH-0000047,MPS-0000047,2024-03-24,plant-afs-battery-02,MAT-RA-0031,LOT-RM-000047,24.769,MAT-FI-0095,LOT-FG-0000047,23.423,TON,0.94565,1.346,0,CONFIRMED
mfg-02-0d30eae633ad,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-87a79f81e823,BATCH-0000048,MPS-0000048,2024-03-30,plant-afs-battery-02,MAT-CO-0032,LOT-RM-000048,27.237,MAT-FI-0101,LOT-FG-0000048,25.605,TON,0.9401,1.632,0,CONFIRMED
mfg-02-984c1358e9f4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6389fff41c41,BATCH-0000049,MPS-0000049,2024-04-01,plant-afs-battery-02,MAT-CO-0033,LOT-RM-000049,29.934,MAT-FI-0107,LOT-FG-0000049,27.838,TON,0.92999,2.096,0,CONFIRMED
mfg-02-c27d324f617a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-994ac7202661,BATCH-0000050,MPS-0000050,2024-04-07,plant-afs-battery-02,MAT-RA-0036,LOT-RM-000050,32.062,MAT-FI-0113,LOT-FG-0000050,30.121,TON,0.93945,1.941,0,CONFIRMED
mfg-02-caba7bf68019,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-270d505d1ca8,BATCH-0000051,MPS-0000051,2024-04-13,plant-afs-battery-02,MAT-RA-0037,LOT-RM-000051,33.678,MAT-FI-0119,LOT-FG-0000051,32.454,TON,0.96365,1.224,0,CONFIRMED
mfg-02-fef7e561b8b9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f82e0fbd612e,BATCH-0000052,MPS-0000052,2024-04-19,plant-afs-battery-02,MAT-CO-0038,LOT-RM-000052,37.269,MAT-FI-0125,LOT-FG-0000052,34.838,TON,0.93476,2.431,0,CONFIRMED
mfg-02-331210d352c7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-faa0b1922458,BATCH-0000053,MPS-0000053,2024-04-21,plant-afs-battery-02,MAT-CO-0039,LOT-RM-000053,40.096,MAT-FI-0131,LOT-FG-0000053,37.272,TON,0.92958,2.824,0,CONFIRMED
mfg-02-b0b2624752b0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-acb2939f10e6,BATCH-0000054,MPS-0000054,2024-04-27,plant-afs-battery-02,MAT-RA-0042,LOT-RM-000054,41.938,MAT-FI-0137,LOT-FG-0000054,39.757,TON,0.94799,2.181,0,CONFIRMED
mfg-02-3e3ef38c4c3d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e5c74937f061,BATCH-0000055,MPS-0000055,2024-05-03,plant-afs-battery-02,MAT-RA-0043,LOT-RM-000055,45.821,MAT-FI-0143,LOT-FG-0000055,42.292,TON,0.92299,3.529,0,CONFIRMED
mfg-02-d23bd4f45383,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-04f670e65237,BATCH-0000056,MPS-0000056,2024-05-10,plant-afs-battery-02,MAT-CO-0044,LOT-RM-000056,40.697,MAT-FI-0149,LOT-FG-0000056,38.845,TON,0.9545,1.852,0,CONFIRMED
mfg-02-2d9e61feb6f7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8faf0cb353ad,BATCH-0000057,MPS-0000057,2024-05-12,plant-afs-battery-02,MAT-CO-0045,LOT-RM-000057,44.012,MAT-FI-0155,LOT-FG-0000057,41.204,TON,0.93619,2.808,0,CONFIRMED
mfg-02-193e90940cce,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ab5f01e62b9b,BATCH-0000058,MPS-0000058,2024-05-18,plant-afs-battery-02,MAT-RA-0048,LOT-RM-000058,9.328,MAT-FI-0161,LOT-FG-0000058,8.74,TON,0.937,0.588,0,CONFIRMED
mfg-02-dc96c06ad159,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b88fabcf8507,BATCH-0000059,MPS-0000059,2024-05-24,plant-afs-battery-02,MAT-RA-0049,LOT-RM-000059,11.54,MAT-FI-0167,LOT-FG-0000059,10.721,TON,0.92907,0.819,4,CONFIRMED
mfg-02-49f65d403609,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-854ee0eab318,BATCH-0000060,MPS-0000060,2024-05-30,plant-afs-battery-02,MAT-CO-0050,LOT-RM-000060,13.291,MAT-FI-0173,LOT-FG-0000060,12.752,TON,0.95944,0.539,0,CONFIRMED
mfg-02-4cc95d700e31,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8ad6d0c3cab5,BATCH-0000061,MPS-0000061,2024-06-01,plant-afs-smelting-01,RM-CU-CONC,LOT-RM-000061,15.334,FG-CATHODE,LOT-FG-0000061,14.833,TON,0.96732,0.501,0,CONFIRMED
mfg-02-72b648b0dbc9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-61d19762a61c,BATCH-0000062,MPS-0000062,2024-06-07,plant-afs-battery-02,RM-H2SO4,LOT-RM-000062,17.735,FG-LIOH,LOT-FG-0000062,16.965,TON,0.9566,0.77,0,CONFIRMED
mfg-02-0626aeacf15f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4faa246a77bb,BATCH-0000063,MPS-0000063,2024-06-13,plant-afs-battery-02,RM-MHP,LOT-RM-000063,20.39,FG-NISO4,LOT-FG-0000063,19.147,TON,0.93902,1.243,0,CONFIRMED
mfg-02-d92e863ebbca,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-90677dcbb3b7,BATCH-0000064,MPS-0000064,2024-06-19,plant-afs-battery-02,RM-LIME,LOT-RM-000064,22.726,MAT-FI-0017,LOT-FG-0000064,21.38,TON,0.94077,1.346,0,CONFIRMED
mfg-02-b80550885f80,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-58b3d3a3768f,BATCH-0000065,MPS-0000065,2024-06-21,plant-afs-battery-02,MAT-RA-0013,LOT-RM-000065,25.568,MAT-FI-0023,LOT-FG-0000065,23.663,TON,0.9255,1.905,0,CONFIRMED
