record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,batch_id,plan_line_id,production_date,site_id,input_material_id,input_lot_id,input_quantity,output_material_id,output_lot_id,output_quantity,quantity_uom,actual_yield,scrap_quantity,downtime_hours,status
mfg-02-5963d23bec47,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bedaf1269892,BATCH-0000025,MPS-0000025,2026-06-03,plant-afs-smelting-01,RM-CU-CONC,LOT-RM-000025,8.378,FG-CATHODE,LOT-FG-0000025,8.063,TON,0.96242,0.315,0,CONFIRMED
mfg-02-7588b1fa6243,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a36914db5b31,BATCH-0000026,MPS-0000026,2026-06-09,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000026,9.622,FG-LIOH,LOT-FG-0000026,9.011,TON,0.93646,0.611,0,CONFIRMED
mfg-02-275e63c58bc2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8e74bb68a294,BATCH-0000027,MPS-0000027,2026-06-15,plant-afs-battery-02,RM-MHP,LOT-RM-000027,10.73,FG-NISO4,LOT-FG-0000027,9.981,TON,0.9302,0.749,0,CONFIRMED
mfg-02-9a2d72e4c91d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1324f129bed0,BATCH-0000028,MPS-0000028,2026-06-21,plant-afs-smelting-01,RM-CU-CONC,LOT-RM-000028,11.605,FG-CATHODE,LOT-FG-0000028,10.975,TON,0.9457,0.63,0,CONFIRMED
mfg-02-9e308dea7e85,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-25cb4c75b96a,BATCH-0000029,MPS-0000029,2026-06-23,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000029,12.48,FG-LIOH,LOT-FG-0000029,11.991,TON,0.9608,0.489,0,CONFIRMED
mfg-02-6eb883285c60,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9e95cb8c6a17,BATCH-0000030,MPS-0000030,2026-06-29,plant-afs-battery-02,RM-MHP,LOT-RM-000030,13.814,FG-NISO4,LOT-FG-0000030,13.029,TON,0.94316,0.785,4,CONFIRMED
mfg-02-07b91c6981ca,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-52d688053782,BATCH-0000031,MPS-0000031,2026-07-05,plant-afs-smelting-01,RM-CU-CONC,LOT-RM-000031,14.271,FG-CATHODE,LOT-FG-0000031,14.091,TON,0.98738,0.18,0,CONFIRMED
mfg-02-f8689b4af0d5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3884254e752a,BATCH-0000032,MPS-0000032,2026-07-11,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000032,16.452,FG-LIOH,LOT-FG-0000032,15.175,TON,0.92237,1.277,0,CONFIRMED
mfg-02-587f462b6247,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-aa2ca5b12797,BATCH-0000033,MPS-0000033,2026-07-13,plant-afs-battery-02,RM-MHP,LOT-RM-000033,17.295,FG-NISO4,LOT-FG-0000033,16.281,TON,0.94136,1.014,0,CONFIRMED
mfg-02-a50190820882,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bf414dda44f4,BATCH-0000034,MPS-0000034,2026-07-20,plant-afs-smelting-01,RM-CU-CONC,LOT-RM-000034,15.345,FG-CATHODE,LOT-FG-0000034,15.07,TON,0.98209,0.275,0,CONFIRMED
mfg-02-5434b8dbf4d8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-81dd7c5b0fa5,BATCH-0000035,MPS-0000035,2026-07-26,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000035,16.873,FG-LIOH,LOT-FG-0000035,16.098,TON,0.95409,0.775,0,CONFIRMED
mfg-02-d20e3d4ae592,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-db0d86212d35,BATCH-0000036,MPS-0000036,2026-08-01,plant-afs-battery-02,RM-MHP,LOT-RM-000036,18.311,FG-NISO4,LOT-FG-0000036,17.148,TON,0.93648,1.163,0,CONFIRMED
mfg-02-0caa538d5a73,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9829ff56f789,BATCH-0000037,MPS-0000037,2026-02-04,plant-afs-smelting-01,RM-CU-CONC,LOT-RM-000037,18.732,FG-CATHODE,LOT-FG-0000037,18.221,TON,0.97273,0.511,0,CONFIRMED
mfg-02-aee8dead873d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7d743de19f5c,BATCH-0000038,MPS-0000038,2026-02-10,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000038,20.992,FG-LIOH,LOT-FG-0000038,19.316,TON,0.92015,1.676,0,CONFIRMED
mfg-02-909f2210a3fa,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8fd1db4a6a4a,BATCH-0000039,MPS-0000039,2026-02-16,plant-afs-battery-02,RM-MHP,LOT-RM-000039,4.363,FG-NISO4,LOT-FG-0000039,4.095,TON,0.93855,0.268,0,CONFIRMED
mfg-02-14acd472a0e2,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8168b7ba977f,BATCH-0000040,MPS-0000040,2026-02-22,plant-afs-smelting-01,RM-CU-CONC,LOT-RM-000040,5.045,FG-CATHODE,LOT-FG-0000040,5.02,TON,0.995,0.025,0,CONFIRMED
mfg-02-ad43f0aad227,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6b976669ebc6,BATCH-0000041,MPS-0000041,2026-02-24,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000041,6.272,FG-LIOH,LOT-FG-0000041,5.968,TON,0.95148,0.304,0,CONFIRMED
mfg-02-7d011813c9a5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-465246bbc913,BATCH-0000042,MPS-0000042,2026-03-02,plant-afs-battery-02,RM-MHP,LOT-RM-000042,7.167,FG-NISO4,LOT-FG-0000042,6.939,TON,0.96823,0.228,0,CONFIRMED
mfg-02-61a40bd70c69,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b4e88fc2a829,BATCH-0000043,MPS-0000043,2026-03-08,plant-afs-smelting-01,RM-CU-CONC,LOT-RM-000043,7.997,FG-CATHODE,LOT-FG-0000043,7.932,TON,0.99187,0.065,0,CONFIRMED
mfg-02-9b2b7b283f08,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c66db8307edc,BATCH-0000044,MPS-0000044,2026-03-14,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000044,9.556,FG-LIOH,LOT-FG-0000044,8.948,TON,0.93638,0.608,0,CONFIRMED
mfg-02-cf67b77fba3b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a03ae052d709,BATCH-0000045,MPS-0000045,2026-03-17,plant-afs-battery-02,RM-MHP,LOT-RM-000045,9.23,FG-NISO4,LOT-FG-0000045,8.644,TON,0.93654,0.586,0,CONFIRMED
mfg-02-02fa12ed1032,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bde677ab1b52,BATCH-0000046,MPS-0000046,2026-03-23,plant-afs-smelting-01,RM-CU-CONC,LOT-RM-000046,9.816,FG-CATHODE,LOT-FG-0000046,9.581,TON,0.97606,0.235,0,CONFIRMED
mfg-02-a01daed65554,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-40e85d4f910c,BATCH-0000047,MPS-0000047,2026-03-29,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000047,11.175,FG-LIOH,LOT-FG-0000047,10.54,TON,0.94319,0.635,0,CONFIRMED
mfg-02-89578115cef9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ef49b6d6d091,BATCH-0000048,MPS-0000048,2026-04-04,plant-afs-battery-02,RM-MHP,LOT-RM-000048,12.443,FG-NISO4,LOT-FG-0000048,11.522,TON,0.92596,0.921,0,CONFIRMED
mfg-02-ecfe8f10a2f3,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-350b41d0ad59,BATCH-0000049,MPS-0000049,2026-04-06,plant-afs-smelting-01,RM-CU-CONC,LOT-RM-000049,12.839,FG-CATHODE,LOT-FG-0000049,12.527,TON,0.97567,0.312,0,CONFIRMED
mfg-02-8cc38be3325b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-092d2a04132b,BATCH-0000050,MPS-0000050,2026-04-12,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000050,14.545,FG-LIOH,LOT-FG-0000050,13.554,TON,0.93187,0.991,0,CONFIRMED
mfg-02-289747acf611,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cf80131c06d8,BATCH-0000051,MPS-0000051,2026-04-18,plant-afs-battery-02,RM-MHP,LOT-RM-000051,15.257,FG-NISO4,LOT-FG-0000051,14.604,TON,0.9572,0.653,0,CONFIRMED
mfg-02-1b40055f80b1,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c046a69b9883,BATCH-0000052,MPS-0000052,2026-04-24,plant-afs-smelting-01,RM-CU-CONC,LOT-RM-000052,15.955,FG-CATHODE,LOT-FG-0000052,15.677,TON,0.98258,0.278,0,CONFIRMED
mfg-02-597ec66c94c4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-aca4f2403bfa,BATCH-0000053,MPS-0000053,2026-04-26,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000053,17.69,FG-LIOH,LOT-FG-0000053,16.773,TON,0.94816,0.917,0,CONFIRMED
mfg-02-57608832a638,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c530b88ad380,BATCH-0000054,MPS-0000054,2026-05-02,plant-afs-battery-02,RM-MHP,LOT-RM-000054,18.685,FG-NISO4,LOT-FG-0000054,17.891,TON,0.95753,0.794,0,CONFIRMED
mfg-02-db0244e43459,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4256c75c3444,BATCH-0000055,MPS-0000055,2026-05-08,plant-afs-smelting-01,RM-CU-CONC,LOT-RM-000055,19.467,FG-CATHODE,LOT-FG-0000055,19.031,TON,0.97762,0.436,0,CONFIRMED
mfg-02-5717886d3968,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d308428f5683,BATCH-0000056,MPS-0000056,2026-05-15,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000056,18.359,FG-LIOH,LOT-FG-0000056,17.48,TON,0.95212,0.879,0,CONFIRMED
mfg-02-01b5e53f6b0d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5d11c0932198,BATCH-0000057,MPS-0000057,2026-05-17,plant-afs-battery-02,RM-MHP,LOT-RM-000057,19.809,FG-NISO4,LOT-FG-0000057,18.542,TON,0.93605,1.267,0,CONFIRMED
mfg-02-816387bccac1,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c5459a134a86,BATCH-0000058,MPS-0000058,2026-05-23,plant-afs-smelting-01,RM-CU-CONC,LOT-RM-000058,4.073,FG-CATHODE,LOT-FG-0000058,3.933,TON,0.96555,0.14,0,CONFIRMED
mfg-02-b86f273200e4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d61ea256ce1a,BATCH-0000059,MPS-0000059,2026-05-29,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000059,5.238,FG-LIOH,LOT-FG-0000059,4.824,TON,0.92103,0.414,4,CONFIRMED
mfg-02-020adfc245cb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a2e902ead91d,BATCH-0000060,MPS-0000060,2026-06-04,plant-afs-battery-02,RM-MHP,LOT-RM-000060,5.958,FG-NISO4,LOT-FG-0000060,5.738,TON,0.963,0.22,0,CONFIRMED
mfg-02-57c7a6d97599,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4a232788b665,BATCH-0000061,MPS-0000061,2026-06-06,plant-afs-smelting-01,RM-CU-CONC,LOT-RM-000061,6.709,FG-CATHODE,LOT-FG-0000061,6.675,TON,0.995,0.034,0,CONFIRMED
mfg-02-c99c104a6d0d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c8a97017b752,BATCH-0000062,MPS-0000062,2026-06-12,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000062,8.115,FG-LIOH,LOT-FG-0000062,7.634,TON,0.94077,0.481,0,CONFIRMED
mfg-02-d59c6403f6ff,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-aff3633a0089,BATCH-0000063,MPS-0000063,2026-06-18,plant-afs-battery-02,RM-MHP,LOT-RM-000063,9.14,FG-NISO4,LOT-FG-0000063,8.616,TON,0.94266,0.524,0,CONFIRMED
mfg-02-3f82b7fabe30,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ff0f83a4e745,BATCH-0000064,MPS-0000064,2026-06-24,plant-afs-smelting-01,RM-CU-CONC,LOT-RM-000064,9.669,FG-CATHODE,LOT-FG-0000064,9.621,TON,0.995,0.048,0,CONFIRMED
mfg-02-7578ac744311,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a91d0b9a0805,BATCH-0000065,MPS-0000065,2026-06-26,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000065,11.231,FG-LIOH,LOT-FG-0000065,10.648,TON,0.94812,0.583,0,CONFIRMED
mfg-02-5fd5eed4ce9d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-22ff15b3462b,BATCH-0000066,MPS-0000066,2026-07-02,plant-afs-battery-02,RM-MHP,LOT-RM-000066,12.352,FG-NISO4,LOT-FG-0000066,11.698,TON,0.94708,0.654,0,CONFIRMED
