record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,batch_id,plan_line_id,production_date,site_id,input_material_id,input_lot_id,input_quantity,output_material_id,output_lot_id,output_quantity,quantity_uom,actual_yield,scrap_quantity,downtime_hours,status
mfg-02-56850e3d338c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f90828b132ed,BATCH-0000013,MPS-0000013,2026-04-03,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000013,14.778,FG-LIOH,LOT-FG-0000013,13.654,TON,0.92396,1.124,0,CONFIRMED
mfg-02-767d45f6093a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a71517116250,BATCH-0000014,MPS-0000014,2026-04-09,plant-afs-battery-02,RM-MHP,LOT-RM-000014,15.706,FG-NISO4,LOT-FG-0000014,14.67,TON,0.93403,1.036,0,CONFIRMED
mfg-02-4d1d5cc7cf88,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6e3121b5f1ab,BATCH-0000015,MPS-0000015,2026-04-15,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000015,16.838,FG-LIOH,LOT-FG-0000015,15.709,TON,0.93298,1.129,0,CONFIRMED
mfg-02-0b027fcc5c63,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e5f513e77143,BATCH-0000016,MPS-0000016,2026-04-21,plant-afs-battery-02,RM-MHP,LOT-RM-000016,18.018,FG-NISO4,LOT-FG-0000016,16.77,TON,0.93075,1.248,0,CONFIRMED
mfg-02-e6df2ceb5c91,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4eeef84cf35b,BATCH-0000017,MPS-0000017,2026-04-23,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000017,18.677,FG-LIOH,LOT-FG-0000017,17.854,TON,0.95592,0.823,0,CONFIRMED
mfg-02-b24e02b7db39,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-808a9d813768,BATCH-0000018,MPS-0000018,2026-04-29,plant-afs-battery-02,RM-MHP,LOT-RM-000018,20.162,FG-NISO4,LOT-FG-0000018,18.961,TON,0.94044,1.201,0,CONFIRMED
mfg-02-de298b8d2033,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f9066534ed3d,BATCH-0000019,MPS-0000019,2026-05-05,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000019,21.533,FG-LIOH,LOT-FG-0000019,20.09,TON,0.93297,1.443,0,CONFIRMED
mfg-02-677bc3136912,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c7dd92855885,BATCH-0000020,MPS-0000020,2026-05-11,plant-afs-battery-02,RM-MHP,LOT-RM-000020,4.567,FG-NISO4,LOT-FG-0000020,4.257,TON,0.93204,0.31,0,CONFIRMED
mfg-02-32a126ef0816,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-87d7240742b1,BATCH-0000021,MPS-0000021,2026-05-13,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000021,5.594,FG-LIOH,LOT-FG-0000021,5.216,TON,0.93239,0.378,0,CONFIRMED
mfg-02-c59696b60654,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f029d9e25ac3,BATCH-0000022,MPS-0000022,2026-05-19,plant-afs-battery-02,RM-MHP,LOT-RM-000022,6.591,FG-NISO4,LOT-FG-0000022,6.198,TON,0.94034,0.393,0,CONFIRMED
mfg-02-f3c5144c0d4a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-85c943861cd5,BATCH-0000023,MPS-0000023,2026-05-26,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000023,6.759,FG-LIOH,LOT-FG-0000023,6.235,TON,0.92242,0.524,0,CONFIRMED
mfg-02-afc0172a0a99,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c2677d686afe,BATCH-0000024,MPS-0000024,2026-06-01,plant-afs-battery-02,RM-MHP,LOT-RM-000024,7.621,FG-NISO4,LOT-FG-0000024,7.137,TON,0.93646,0.484,0,CONFIRMED
mfg-02-5963d23bec47,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bedaf1269892,BATCH-0000025,MPS-0000025,2026-06-03,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000025,8.668,FG-LIOH,LOT-FG-0000025,8.063,TON,0.9302,0.605,0,CONFIRMED
mfg-02-7588b1fa6243,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a36914db5b31,BATCH-0000026,MPS-0000026,2026-06-09,plant-afs-battery-02,RM-MHP,LOT-RM-000026,9.949,FG-NISO4,LOT-FG-0000026,9.011,TON,0.9057,0.938,0,CONFIRMED
mfg-02-275e63c58bc2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8e74bb68a294,BATCH-0000027,MPS-0000027,2026-06-15,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000027,10.388,FG-LIOH,LOT-FG-0000027,9.981,TON,0.9608,0.407,0,CONFIRMED
mfg-02-9a2d72e4c91d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1324f129bed0,BATCH-0000028,MPS-0000028,2026-06-21,plant-afs-battery-02,RM-MHP,LOT-RM-000028,11.636,FG-NISO4,LOT-FG-0000028,10.975,TON,0.94316,0.661,0,CONFIRMED
mfg-02-9e308dea7e85,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-25cb4c75b96a,BATCH-0000029,MPS-0000029,2026-06-23,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000029,12.657,FG-LIOH,LOT-FG-0000029,11.991,TON,0.94738,0.666,0,CONFIRMED
mfg-02-6eb883285c60,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9e95cb8c6a17,BATCH-0000030,MPS-0000030,2026-06-29,plant-afs-battery-02,RM-MHP,LOT-RM-000030,14.126,FG-NISO4,LOT-FG-0000030,13.029,TON,0.92237,1.097,4,CONFIRMED
mfg-02-07b91c6981ca,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-52d688053782,BATCH-0000031,MPS-0000031,2026-07-05,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000031,14.969,FG-LIOH,LOT-FG-0000031,14.091,TON,0.94136,0.878,0,CONFIRMED
mfg-02-f8689b4af0d5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3884254e752a,BATCH-0000032,MPS-0000032,2026-07-11,plant-afs-battery-02,RM-MHP,LOT-RM-000032,16.108,FG-NISO4,LOT-FG-0000032,15.175,TON,0.94209,0.933,0,CONFIRMED
mfg-02-587f462b6247,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-aa2ca5b12797,BATCH-0000033,MPS-0000033,2026-07-13,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000033,17.064,FG-LIOH,LOT-FG-0000033,16.281,TON,0.95409,0.783,0,CONFIRMED
mfg-02-a50190820882,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bf414dda44f4,BATCH-0000034,MPS-0000034,2026-07-20,plant-afs-battery-02,RM-MHP,LOT-RM-000034,16.092,FG-NISO4,LOT-FG-0000034,15.07,TON,0.93648,1.022,0,CONFIRMED
mfg-02-5434b8dbf4d8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-81dd7c5b0fa5,BATCH-0000035,MPS-0000035,2026-07-26,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000035,17.259,FG-LIOH,LOT-FG-0000035,16.098,TON,0.93273,1.161,0,CONFIRMED
mfg-02-d20e3d4ae592,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-db0d86212d35,BATCH-0000036,MPS-0000036,2026-08-01,plant-afs-battery-02,RM-MHP,LOT-RM-000036,18.636,FG-NISO4,LOT-FG-0000036,17.148,TON,0.92015,1.488,0,CONFIRMED
mfg-02-0caa538d5a73,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9829ff56f789,BATCH-0000037,MPS-0000037,2026-02-04,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000037,19.414,FG-LIOH,LOT-FG-0000037,18.221,TON,0.93855,1.193,0,CONFIRMED
mfg-02-aee8dead873d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7d743de19f5c,BATCH-0000038,MPS-0000038,2026-02-10,plant-afs-battery-02,RM-MHP,LOT-RM-000038,20.074,FG-NISO4,LOT-FG-0000038,19.316,TON,0.96223,0.758,0,CONFIRMED
mfg-02-909f2210a3fa,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8fd1db4a6a4a,BATCH-0000039,MPS-0000039,2026-02-16,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000039,4.304,FG-LIOH,LOT-FG-0000039,4.095,TON,0.95148,0.209,0,CONFIRMED
mfg-02-14acd472a0e2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8168b7ba977f,BATCH-0000040,MPS-0000040,2026-02-22,plant-afs-battery-02,RM-MHP,LOT-RM-000040,5.185,FG-NISO4,LOT-FG-0000040,5.02,TON,0.96823,0.165,0,CONFIRMED
mfg-02-ad43f0aad227,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6b976669ebc6,BATCH-0000041,MPS-0000041,2026-02-24,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000041,6.27,FG-LIOH,LOT-FG-0000041,5.968,TON,0.95187,0.302,0,CONFIRMED
mfg-02-7d011813c9a5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-465246bbc913,BATCH-0000042,MPS-0000042,2026-03-02,plant-afs-battery-02,RM-MHP,LOT-RM-000042,7.41,FG-NISO4,LOT-FG-0000042,6.939,TON,0.93638,0.471,0,CONFIRMED
mfg-02-61a40bd70c69,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b4e88fc2a829,BATCH-0000043,MPS-0000043,2026-03-08,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000043,8.469,FG-LIOH,LOT-FG-0000043,7.932,TON,0.93654,0.537,0,CONFIRMED
mfg-02-9b2b7b283f08,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c66db8307edc,BATCH-0000044,MPS-0000044,2026-03-14,plant-afs-battery-02,RM-MHP,LOT-RM-000044,9.559,FG-NISO4,LOT-FG-0000044,8.948,TON,0.93606,0.611,0,CONFIRMED
mfg-02-cf67b77fba3b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a03ae052d709,BATCH-0000045,MPS-0000045,2026-03-17,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000045,9.165,FG-LIOH,LOT-FG-0000045,8.644,TON,0.94319,0.521,0,CONFIRMED
mfg-02-02fa12ed1032,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bde677ab1b52,BATCH-0000046,MPS-0000046,2026-03-23,plant-afs-battery-02,RM-MHP,LOT-RM-000046,10.347,FG-NISO4,LOT-FG-0000046,9.581,TON,0.92596,0.766,0,CONFIRMED
mfg-02-a01daed65554,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-40e85d4f910c,BATCH-0000047,MPS-0000047,2026-03-29,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000047,11.265,FG-LIOH,LOT-FG-0000047,10.54,TON,0.93567,0.725,0,CONFIRMED
mfg-02-89578115cef9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ef49b6d6d091,BATCH-0000048,MPS-0000048,2026-04-04,plant-afs-battery-02,RM-MHP,LOT-RM-000048,12.364,FG-NISO4,LOT-FG-0000048,11.522,TON,0.93187,0.842,0,CONFIRMED
mfg-02-ecfe8f10a2f3,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-350b41d0ad59,BATCH-0000049,MPS-0000049,2026-04-06,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000049,13.087,FG-LIOH,LOT-FG-0000049,12.527,TON,0.9572,0.56,0,CONFIRMED
mfg-02-8cc38be3325b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-092d2a04132b,BATCH-0000050,MPS-0000050,2026-04-12,plant-afs-battery-02,RM-MHP,LOT-RM-000050,14.38,FG-NISO4,LOT-FG-0000050,13.554,TON,0.94258,0.826,0,CONFIRMED
mfg-02-289747acf611,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cf80131c06d8,BATCH-0000051,MPS-0000051,2026-04-18,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000051,15.403,FG-LIOH,LOT-FG-0000051,14.604,TON,0.94816,0.799,0,CONFIRMED
mfg-02-1b40055f80b1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c046a69b9883,BATCH-0000052,MPS-0000052,2026-04-24,plant-afs-battery-02,RM-MHP,LOT-RM-000052,16.372,FG-NISO4,LOT-FG-0000052,15.677,TON,0.95753,0.695,0,CONFIRMED
mfg-02-597ec66c94c4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-aca4f2403bfa,BATCH-0000053,MPS-0000053,2026-04-26,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000053,17.889,FG-LIOH,LOT-FG-0000053,16.773,TON,0.93762,1.116,0,CONFIRMED
mfg-02-57608832a638,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c530b88ad380,BATCH-0000054,MPS-0000054,2026-05-02,plant-afs-battery-02,RM-MHP,LOT-RM-000054,18.791,FG-NISO4,LOT-FG-0000054,17.891,TON,0.95212,0.9,0,CONFIRMED
mfg-02-db0244e43459,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4256c75c3444,BATCH-0000055,MPS-0000055,2026-05-08,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000055,20.331,FG-LIOH,LOT-FG-0000055,19.031,TON,0.93605,1.3,0,CONFIRMED
mfg-02-5717886d3968,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d308428f5683,BATCH-0000056,MPS-0000056,2026-05-15,plant-afs-battery-02,RM-MHP,LOT-RM-000056,18.886,FG-NISO4,LOT-FG-0000056,17.48,TON,0.92555,1.406,0,CONFIRMED
mfg-02-01b5e53f6b0d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5d11c0932198,BATCH-0000057,MPS-0000057,2026-05-17,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000057,20.132,FG-LIOH,LOT-FG-0000057,18.542,TON,0.92103,1.59,0,CONFIRMED
mfg-02-816387bccac1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c5459a134a86,BATCH-0000058,MPS-0000058,2026-05-23,plant-afs-battery-02,RM-MHP,LOT-RM-000058,4.084,FG-NISO4,LOT-FG-0000058,3.933,TON,0.963,0.151,0,CONFIRMED
mfg-02-b86f273200e4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d61ea256ce1a,BATCH-0000059,MPS-0000059,2026-05-29,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000059,5.009,FG-LIOH,LOT-FG-0000059,4.824,TON,0.96309,0.185,4,CONFIRMED
mfg-02-020adfc245cb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a2e902ead91d,BATCH-0000060,MPS-0000060,2026-06-04,plant-afs-battery-02,RM-MHP,LOT-RM-000060,6.099,FG-NISO4,LOT-FG-0000060,5.738,TON,0.94077,0.361,0,CONFIRMED
mfg-02-57c7a6d97599,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4a232788b665,BATCH-0000061,MPS-0000061,2026-06-06,plant-afs-battery-02,RM-H2SO4,LOT-RM-000061,15.735,MAT-FI-0011,LOT-FG-0000061,14.833,TON,0.94266,0.902,0,CONFIRMED
mfg-02-c99c104a6d0d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c8a97017b752,BATCH-0000062,MPS-0000062,2026-06-12,plant-afs-battery-02,RM-LIME,LOT-RM-000062,17.699,MAT-FI-0017,LOT-FG-0000062,16.965,TON,0.95854,0.734,0,CONFIRMED
mfg-02-d59c6403f6ff,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-aff3633a0089,BATCH-0000063,MPS-0000063,2026-06-18,plant-afs-battery-02,MAT-CO-0008,LOT-RM-000063,20.195,MAT-FI-0023,LOT-FG-0000063,19.147,TON,0.94812,1.048,0,CONFIRMED
mfg-02-3f82b7fabe30,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ff0f83a4e745,BATCH-0000064,MPS-0000064,2026-06-24,plant-afs-battery-02,MAT-CO-0009,LOT-RM-000064,22.575,MAT-FI-0029,LOT-FG-0000064,21.38,TON,0.94708,1.195,0,CONFIRMED
mfg-02-7578ac744311,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a91d0b9a0805,BATCH-0000065,MPS-0000065,2026-06-26,plant-afs-battery-02,RM-BLACKMASS,LOT-RM-000065,11.471,FG-LIOH,LOT-FG-0000065,10.648,TON,0.92825,0.823,0,CONFIRMED
mfg-02-5fd5eed4ce9d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-22ff15b3462b,BATCH-0000066,MPS-0000066,2026-07-02,plant-afs-battery-02,RM-MHP,LOT-RM-000066,12.28,FG-NISO4,LOT-FG-0000066,11.698,TON,0.95264,0.582,0,CONFIRMED
