record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,material_id,material_code,material_name,aliases,material_type,grade,base_uom,valuation_class,benchmark_code,active
mdm-01-1ed655ade235,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bb9d9b94ccf4,MAT-RA-0018,MAT-RA-0018,원료첨가제 018,원료첨가제018|DEMO-018,RAW,G3,TON,RAW,,True
mdm-01-c48bf2057bed,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-38f1a5c0fdb6,MAT-RA-0019,MAT-RA-0019,공정소모품 019,공정소모품019|DEMO-019,RAW,G4,TON,RAW,,True
mdm-01-3476a0ad30ee,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4bd3f4d240ea,MAT-CO-0020,MAT-CO-0020,포장재 020,포장재020|DEMO-020,CONSUMABLE,G1,EA,CONSUMABLE,,True
mdm-01-82f1469bd6a7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f427144114d4,MAT-CO-0021,MAT-CO-0021,예비품 021,예비품021|DEMO-021,CONSUMABLE,G2,EA,CONSUMABLE,,True
mdm-01-15238681d651,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-96c307e759a4,MAT-WI-0022,MAT-WI-0022,중간재 022,중간재022|DEMO-022,WIP,G3,TON,WIP,,True
mdm-01-a6b4741cfa6d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3ac6076c2c20,MAT-FI-0023,MAT-FI-0023,완제품 023,완제품023|DEMO-023,FINISHED,G4,TON,FINISHED,,False
mdm-01-7760c85cf89c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3c16d7dae19c,MAT-RA-0024,MAT-RA-0024,원료첨가제 024,원료첨가제024|DEMO-024,RAW,G1,TON,RAW,,True
mdm-01-28608480b230,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ed373ea37ad7,MAT-RA-0025,MAT-RA-0025,공정소모품 025,공정소모품025|DEMO-025,RAW,G2,TON,RAW,,True
mdm-01-8495eaeaeccd,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c54395af28bb,MAT-CO-0026,MAT-CO-0026,포장재 026,포장재026|DEMO-026,CONSUMABLE,G3,EA,CONSUMABLE,,True
mdm-01-4efc829c7251,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-197f8668525e,MAT-CO-0027,MAT-CO-0027,예비품 027,예비품027|DEMO-027,CONSUMABLE,G4,EA,CONSUMABLE,,True
mdm-01-8ff17df7e460,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5e7eb836c3a8,MAT-WI-0028,MAT-WI-0028,중간재 028,중간재028|DEMO-028,WIP,G1,TON,WIP,,True
mdm-01-5ea23d29f8ab,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5ff1580f4fcd,MAT-FI-0029,MAT-FI-0029,완제품 029,완제품029|DEMO-029,FINISHED,G2,TON,FINISHED,,True
mdm-01-1f9073cbda88,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0bf6ca04edae,MAT-RA-0030,MAT-RA-0030,원료첨가제 030,원료첨가제030|DEMO-030,RAW,G3,TON,RAW,,True
