record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,plan_line_id,plan_date,site_id,product_id,plan_quantity,quantity_uom,priority,material_requirement,capacity_requirement_hours,status
mfg-01-8f022a0f575f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-38f1f68e0d98,MPS-0000011,2023-09-20,plant-afs-battery-02,MAT-FI-0059,31.0,TON,2,32.55,5.636,RELEASED
mfg-01-c355266eae99,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f2421521f4db,MPS-0000012,2023-09-26,plant-afs-battery-02,MAT-FI-0065,33.1,TON,3,35.748,6.018,RELEASED
mfg-01-07b135002ded,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5b14bd6a3c26,MPS-0000013,2023-10-01,plant-afs-battery-02,MAT-FI-0071,35.2,TON,1,39.072,6.4,RELEASED
mfg-01-2852a1deb2fb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5f7cddd35057,MPS-0000014,2023-10-06,plant-afs-battery-02,MAT-FI-0077,37.3,TON,2,42.522,6.782,RELEASED
mfg-01-4a0f61245354,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0b8af8c2f2aa,MPS-0000015,2023-10-11,plant-afs-battery-02,MAT-FI-0083,39.4,TON,3,46.098,7.164,RELEASED
mfg-01-62a36baf714e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-872d45285cc3,MPS-0000016,2023-10-16,plant-afs-battery-02,MAT-FI-0089,41.5,TON,1,43.575,7.545,RELEASED
mfg-01-76bac7c136b8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3fcb875b7e9f,MPS-0000017,2023-10-21,plant-afs-battery-02,MAT-FI-0095,43.6,TON,2,47.088,7.927,RELEASED
mfg-01-e59e5492c311,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-90e9c0b6d563,MPS-0000018,2023-10-26,plant-afs-battery-02,MAT-FI-0101,45.7,TON,3,50.727,8.309,RELEASED
mfg-01-54f8343dfe60,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5b9f223c047d,MPS-0000019,2023-10-31,plant-afs-battery-02,MAT-FI-0107,47.8,TON,1,54.492,8.691,RELEASED
mfg-01-aa75d7a39413,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ebff78a786a3,MPS-0000020,2023-11-05,plant-afs-battery-02,MAT-FI-0113,10.0,TON,2,11.7,1.818,RELEASED
mfg-01-4d75d4f45ade,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4d8a6a9e306f,MPS-0000021,2023-11-10,plant-afs-battery-02,MAT-FI-0119,12.1,TON,3,12.705,2.2,RELEASED
mfg-01-6da4f38d4e1f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8b69b2bd665e,MPS-0000022,2023-11-15,plant-afs-battery-02,MAT-FI-0125,14.2,TON,1,15.336,2.582,RELEASED
mfg-01-46f20d74a664,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-56371e171597,MPS-0000023,2023-11-21,plant-afs-battery-02,MAT-FI-0131,16.3,TON,2,18.093,2.964,RELEASED
mfg-01-2a549ddbf5f2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7f087a111c54,MPS-0000024,2023-11-26,plant-afs-battery-02,MAT-FI-0137,18.4,TON,3,20.976,3.345,RELEASED
mfg-01-e1a471a8e5c1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-831338b47d43,MPS-0000025,2023-12-01,plant-afs-battery-02,MAT-FI-0143,20.5,TON,1,23.985,3.727,RELEASED
mfg-01-9ce5e3ea326a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-433b3595593a,MPS-0000026,2023-12-06,plant-afs-battery-02,MAT-FI-0149,22.6,TON,2,23.73,4.109,RELEASED
mfg-01-5d2c0bd5812a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9a064f47ebdf,MPS-0000027,2023-12-11,plant-afs-battery-02,MAT-FI-0155,24.7,TON,3,26.676,4.491,RELEASED
mfg-01-4610540cc78c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e0e713f6a2e0,MPS-0000028,2023-12-16,plant-afs-battery-02,MAT-FI-0161,26.8,TON,1,29.748,4.873,RELEASED
mfg-01-886996aef320,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-857be091f12e,MPS-0000029,2023-12-21,plant-afs-battery-02,MAT-FI-0167,28.9,TON,2,32.946,5.255,RELEASED
mfg-01-21b151af93e1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-dbb71041d82d,MPS-0000030,2023-12-26,plant-afs-battery-02,MAT-FI-0173,31.0,TON,3,36.27,5.636,RELEASED
mfg-01-1fa437bfe6ee,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f0c3773e4cb8,MPS-0000031,2023-12-31,plant-afs-smelting-01,FG-CATHODE,33.1,TON,1,109.892,6.018,RELEASED
mfg-01-9288ed3ceab0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-aa37dad2ebee,MPS-0000032,2024-01-05,plant-afs-battery-02,FG-LIOH,35.2,TON,2,5.984,6.4,RELEASED
mfg-01-0e9f4c4d9fe3,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9d40485164a7,MPS-0000033,2024-01-10,plant-afs-battery-02,FG-NISO4,37.3,TON,3,57.815,6.782,RELEASED
mfg-01-a2fb9ae322e2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8e8be4f4d50b,MPS-0000034,2024-01-16,plant-afs-battery-02,MAT-FI-0017,39.4,TON,1,44.916,7.164,RELEASED
mfg-01-a9c8aa63053c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2380d0a25cb7,MPS-0000035,2024-01-21,plant-afs-battery-02,MAT-FI-0023,41.5,TON,2,48.555,7.545,RELEASED
mfg-01-817d755d7eee,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-959614372129,MPS-0000036,2024-01-26,plant-afs-battery-02,MAT-FI-0029,43.6,TON,3,45.78,7.927,RELEASED
mfg-01-7b14e4cbfc29,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-043210206a7e,MPS-0000037,2024-01-31,plant-afs-battery-02,MAT-FI-0035,45.7,TON,1,49.356,8.309,RELEASED
mfg-01-8ea1f33f99c8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3f4c72ff3f6f,MPS-0000038,2024-02-05,plant-afs-battery-02,MAT-FI-0041,47.8,TON,2,53.058,8.691,RELEASED
mfg-01-8012b4b2100d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0720a1306496,MPS-0000039,2024-02-10,plant-afs-battery-02,MAT-FI-0047,10.0,TON,3,11.4,1.818,RELEASED
mfg-01-b80c4b3bf981,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cf30d64eea8b,MPS-0000040,2024-02-15,plant-afs-battery-02,MAT-FI-0053,12.1,TON,1,14.157,2.2,RELEASED
mfg-01-84ebcf0507c3,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9052a4680956,MPS-0000041,2024-02-20,plant-afs-battery-02,MAT-FI-0059,14.2,TON,2,14.91,2.582,RELEASED
mfg-01-5b99d527b51d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d26c531d3f56,MPS-0000042,2024-02-25,plant-afs-battery-02,MAT-FI-0065,16.3,TON,3,17.604,2.964,RELEASED
mfg-01-9c66bcb30920,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-eb8e553cb746,MPS-0000043,2024-03-01,plant-afs-battery-02,MAT-FI-0071,18.4,TON,1,20.424,3.345,RELEASED
mfg-01-519524600cb1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2f67d658651d,MPS-0000044,2024-03-06,plant-afs-battery-02,MAT-FI-0077,20.5,TON,2,23.37,3.727,RELEASED
mfg-01-017a43a43569,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2068f373fee0,MPS-0000045,2024-03-12,plant-afs-battery-02,MAT-FI-0083,22.6,TON,3,26.442,4.109,RELEASED
mfg-01-2b79f855fd7f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-952e7aefa55d,MPS-0000046,2024-03-17,plant-afs-battery-02,MAT-FI-0089,24.7,TON,1,25.935,4.491,RELEASED
mfg-01-99aca587ebd0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d2d1860a70dc,MPS-0000047,2024-03-22,plant-afs-battery-02,MAT-FI-0095,26.8,TON,2,28.944,4.873,RELEASED
mfg-01-f0811334186a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1c2022d4ee16,MPS-0000048,2024-03-27,plant-afs-battery-02,MAT-FI-0101,28.9,TON,3,32.079,5.255,RELEASED
mfg-01-e6801cf75ce6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-26ca37267a99,MPS-0000049,2024-04-01,plant-afs-battery-02,MAT-FI-0107,31.0,TON,1,35.34,5.636,RELEASED
mfg-01-97229382e5a0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-585978ecda38,MPS-0000050,2024-04-06,plant-afs-battery-02,MAT-FI-0113,33.1,TON,2,38.727,6.018,RELEASED
mfg-01-a91b5eeff2d5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-678b063e4bb3,MPS-0000051,2024-04-11,plant-afs-battery-02,MAT-FI-0119,35.2,TON,3,36.96,6.4,RELEASED
mfg-01-42a4a490ba8a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2ac54a495f79,MPS-0000052,2024-04-16,plant-afs-battery-02,MAT-FI-0125,37.3,TON,1,40.284,6.782,RELEASED
mfg-01-83e1cecb44f4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9a9181abb1c0,MPS-0000053,2024-04-21,plant-afs-battery-02,MAT-FI-0131,39.4,TON,2,43.734,7.164,RELEASED
mfg-01-a11046c4938f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7ca948e96603,MPS-0000054,2024-04-26,plant-afs-battery-02,MAT-FI-0137,41.5,TON,3,47.31,7.545,RELEASED
mfg-01-7757238af3ec,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b692ed4c8b30,MPS-0000055,2024-05-01,plant-afs-battery-02,MAT-FI-0143,43.6,TON,1,51.012,7.927,RELEASED
mfg-01-8c00d524cd8d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5d93fd53117c,MPS-0000056,2024-05-07,plant-afs-battery-02,MAT-FI-0149,45.7,TON,2,47.985,8.309,RELEASED
mfg-01-35279316b1a2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b3a8577aaea6,MPS-0000057,2024-05-12,plant-afs-battery-02,MAT-FI-0155,47.8,TON,3,51.624,8.691,RELEASED
mfg-01-97c6021d4312,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ba98335e94b1,MPS-0000058,2024-05-17,plant-afs-battery-02,MAT-FI-0161,10.0,TON,1,11.1,1.818,RELEASED
mfg-01-2848325e66c4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b9a59ceedddb,MPS-0000059,2024-05-22,plant-afs-battery-02,MAT-FI-0167,12.1,TON,2,13.794,2.2,RELEASED
mfg-01-5f7041ef2846,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f26b9949eb42,MPS-0000060,2024-05-27,plant-afs-battery-02,MAT-FI-0173,14.2,TON,3,16.614,2.582,RELEASED
mfg-01-fc0be1e07c50,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1491c3c3901d,MPS-0000061,2024-06-01,plant-afs-smelting-01,FG-CATHODE,16.3,TON,1,54.116,2.964,RELEASED
mfg-01-3ef247b5f64f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e7f0dc7cbdca,MPS-0000062,2024-06-06,plant-afs-battery-02,FG-LIOH,18.4,TON,2,3.128,3.345,RELEASED
mfg-01-9678e14f5873,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a762cae56a96,MPS-0000063,2024-06-11,plant-afs-battery-02,FG-NISO4,20.5,TON,3,31.775,3.727,RELEASED
mfg-01-353fe9a7c133,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4435119b34d7,MPS-0000064,2024-06-16,plant-afs-battery-02,MAT-FI-0017,22.6,TON,1,25.764,4.109,RELEASED
mfg-01-84a07ae61f8c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d4371e8fb3e3,MPS-0000065,2024-06-21,plant-afs-battery-02,MAT-FI-0023,24.7,TON,2,28.899,4.491,RELEASED
mfg-01-a59cf4694d92,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e055a679d7fb,MPS-0000066,2024-06-26,plant-afs-battery-02,MAT-FI-0029,26.8,TON,3,28.14,4.873,RELEASED
mfg-01-b25c5159a6e7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-08f1277b55a3,MPS-0000067,2024-07-02,plant-afs-battery-02,MAT-FI-0035,28.9,TON,1,31.212,5.255,RELEASED
mfg-01-736dc71430c5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-65864bc3a6c2,MPS-0000068,2024-07-07,plant-afs-battery-02,MAT-FI-0041,31.0,TON,2,34.41,5.636,RELEASED
mfg-01-49f31388a174,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-65bf39ad99ab,MPS-0000069,2024-07-12,plant-afs-battery-02,MAT-FI-0047,33.1,TON,3,37.734,6.018,RELEASED
mfg-01-e43f8eb26df3,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8702b32bb934,MPS-0000070,2024-07-17,plant-afs-battery-02,MAT-FI-0053,35.2,TON,1,41.184,6.4,RELEASED
mfg-01-9e26d7e8bc4c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-44eb9cbc8549,MPS-0000071,2024-07-22,plant-afs-battery-02,MAT-FI-0059,37.3,TON,2,39.165,6.782,RELEASED
mfg-01-0e80f469a321,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ef0f8e043ba3,MPS-0000072,2024-07-27,plant-afs-battery-02,MAT-FI-0065,39.4,TON,3,42.552,7.164,RELEASED
mfg-01-095c65466f08,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8f0d518777fc,MPS-0000073,2024-08-01,plant-afs-battery-02,MAT-FI-0071,41.5,TON,1,46.065,7.545,RELEASED
mfg-01-9c54369cece6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0a1f0e960f48,MPS-0000074,2024-08-06,plant-afs-battery-02,MAT-FI-0077,43.6,TON,2,49.704,7.927,RELEASED
mfg-01-f2eddebaf28a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-97166b500658,MPS-0000075,2024-08-11,plant-afs-battery-02,MAT-FI-0083,45.7,TON,3,53.469,8.309,RELEASED
mfg-01-115faf50192a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-22abe6d74243,MPS-0000076,2024-08-16,plant-afs-battery-02,MAT-FI-0089,47.8,TON,1,50.19,8.691,RELEASED
mfg-01-7ae42355a7d2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-202999d64943,MPS-0000077,2024-08-21,plant-afs-battery-02,MAT-FI-0095,10.0,TON,2,10.8,1.818,RELEASED
mfg-01-c4125df849a8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5ad8e349b1f2,MPS-0000078,2024-08-27,plant-afs-battery-02,MAT-FI-0101,12.1,TON,3,13.431,2.2,RELEASED
mfg-01-45492a1b0136,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cc3ecedfb85b,MPS-0000079,2024-09-01,plant-afs-battery-02,MAT-FI-0107,14.2,TON,1,16.188,2.582,RELEASED
mfg-01-070de3c26f57,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c5f3ef897033,MPS-0000080,2024-09-06,plant-afs-battery-02,MAT-FI-0113,16.3,TON,2,19.071,2.964,RELEASED
mfg-01-2ac2df4d3cfd,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3b490e9d70f0,MPS-0000081,2024-09-11,plant-afs-battery-02,MAT-FI-0119,18.4,TON,3,19.32,3.345,RELEASED
mfg-01-bc347e3f8a61,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-78cfbf4aa71d,MPS-0000082,2024-09-16,plant-afs-battery-02,MAT-FI-0125,20.5,TON,1,22.14,3.727,RELEASED
mfg-01-7a8368bc5cfb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-82e4ee0cbcce,MPS-0000083,2024-09-21,plant-afs-battery-02,MAT-FI-0131,22.6,TON,2,25.086,4.109,RELEASED
mfg-01-5c9955d1e9f7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-caaae1649a07,MPS-0000084,2024-09-26,plant-afs-battery-02,MAT-FI-0137,24.7,TON,3,28.158,4.491,RELEASED
mfg-01-602987f66546,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d598684a5cc1,MPS-0000085,2024-10-01,plant-afs-battery-02,MAT-FI-0143,26.8,TON,1,31.356,4.873,RELEASED
