record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,bom_id,line_no,output_material_id,input_material_id,component_role,quantity_per_output,input_uom,output_uom,standard_yield,byproduct_material_id,effective_from,effective_to
mdm-05-d0c49bba2ac7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bd56025e0077,BOM-MAT-FI-0053-01,1,MAT-FI-0053,MAT-CO-0020,INPUT,1.17,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-751b7ee63381,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-88840e70b3e7,BOM-MAT-FI-0059-01,1,MAT-FI-0059,MAT-CO-0021,INPUT,1.05,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-708d844b18f8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-687cc8265c38,BOM-MAT-FI-0065-01,1,MAT-FI-0065,MAT-RA-0024,INPUT,1.08,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-436bb5d44ee7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d37fbbb9db40,BOM-MAT-FI-0071-01,1,MAT-FI-0071,MAT-RA-0025,INPUT,1.11,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-ec2946c66ad0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bb0e59740dde,BOM-MAT-FI-0077-01,1,MAT-FI-0077,MAT-CO-0026,INPUT,1.1400000000000001,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-622f0cd3a8f1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5bc4f967bdb2,BOM-MAT-FI-0083-01,1,MAT-FI-0083,MAT-CO-0027,INPUT,1.17,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-fc73241766a2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f439532a8434,BOM-MAT-FI-0089-01,1,MAT-FI-0089,MAT-RA-0030,INPUT,1.05,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-05778382a35c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e53e14ad3f53,BOM-MAT-FI-0095-01,1,MAT-FI-0095,MAT-RA-0031,INPUT,1.08,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-0322b1d5d1cb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-73b665d5d5b2,BOM-MAT-FI-0101-01,1,MAT-FI-0101,MAT-CO-0032,INPUT,1.11,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-4f9baeac50b4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d0a1191a7194,BOM-MAT-FI-0107-01,1,MAT-FI-0107,MAT-CO-0033,INPUT,1.1400000000000001,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-c7765f2c8e3c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d0a2aee13bac,BOM-MAT-FI-0113-01,1,MAT-FI-0113,MAT-RA-0036,INPUT,1.17,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-2e431db1e004,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b47e8ec92411,BOM-MAT-FI-0119-01,1,MAT-FI-0119,MAT-RA-0037,INPUT,1.05,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-8b3260cc7cc9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-54c6a3aacd9a,BOM-MAT-FI-0125-01,1,MAT-FI-0125,MAT-CO-0038,INPUT,1.08,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-eae739a54532,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f7e484e8c84e,BOM-MAT-FI-0131-01,1,MAT-FI-0131,MAT-CO-0039,INPUT,1.11,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-3f736b7d4367,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-79d6bee84919,BOM-MAT-FI-0137-01,1,MAT-FI-0137,MAT-RA-0042,INPUT,1.1400000000000001,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-33fce7ea2986,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ea8ca94ec23b,BOM-MAT-FI-0143-01,1,MAT-FI-0143,MAT-RA-0043,INPUT,1.17,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-15d017183808,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5b71b131cb1e,BOM-MAT-FI-0149-01,1,MAT-FI-0149,MAT-CO-0044,INPUT,1.05,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-59bfe2d7e418,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-440f3ecfef11,BOM-MAT-FI-0155-01,1,MAT-FI-0155,MAT-CO-0045,INPUT,1.08,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-eb4955eed4f6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0af97a77da1a,BOM-MAT-FI-0161-01,1,MAT-FI-0161,MAT-RA-0048,INPUT,1.11,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-5f10177d2178,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c1b637ed50cb,BOM-MAT-FI-0167-01,1,MAT-FI-0167,MAT-RA-0049,INPUT,1.1400000000000001,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-21a7a9a6184e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-353c35491435,BOM-MAT-FI-0173-01,1,MAT-FI-0173,MAT-CO-0050,INPUT,1.17,TON,TON,0.94,,2024-01-01,9999-12-31
