record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,material_id,material_code,material_name,aliases,material_type,grade,base_uom,valuation_class,benchmark_code,active
mdm-01-a0f6927b9619,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b5a9cb4d7dcf,BP-H2SO4,BP-H2SO4,부산물 황산,부산물 황산|BP H2SO4,BYPRODUCT,DEMO_STANDARD,TON,BYPRODUCT,SULFURIC_ACID,True
mdm-01-b465a0be1975,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-247bd9442997,BP-GOLD,BP-GOLD,부산물 금,부산물 금|BP GOLD,BYPRODUCT,DEMO_STANDARD,KG,BYPRODUCT,GOLD,True
mdm-01-5cf1b85501f6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7828d45521d0,MAT-RA-0013,MAT-RA-0013,공정소모품 013,공정소모품013|DEMO-013,RAW,G2,TON,RAW,,True
mdm-01-91c5030046f4,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1c68f16c65b6,MAT-CO-0014,MAT-CO-0014,포장재 014,포장재014|DEMO-014,CONSUMABLE,G3,EA,CONSUMABLE,,True
mdm-01-5a111bc8d665,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-79da99cda0bc,MAT-CO-0015,MAT-CO-0015,예비품 015,예비품015|DEMO-015,CONSUMABLE,G4,EA,CONSUMABLE,,True
mdm-01-8f948ba24f7f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-78299d7a1383,MAT-WI-0016,MAT-WI-0016,중간재 016,중간재016|DEMO-016,WIP,G1,TON,WIP,,True
mdm-01-a7d7f6a1fe1e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b59129b4ca71,MAT-FI-0017,MAT-FI-0017,완제품 017,완제품017|DEMO-017,FINISHED,G2,TON,FINISHED,,True
mdm-01-1ed655ade235,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bb9d9b94ccf4,MAT-RA-0018,MAT-RA-0018,원료첨가제 018,원료첨가제018|DEMO-018,RAW,G3,TON,RAW,,True
mdm-01-c48bf2057bed,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-38f1a5c0fdb6,MAT-RA-0019,MAT-RA-0019,공정소모품 019,공정소모품019|DEMO-019,RAW,G4,TON,RAW,,True
mdm-01-3476a0ad30ee,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4bd3f4d240ea,MAT-CO-0020,MAT-CO-0020,포장재 020,포장재020|DEMO-020,CONSUMABLE,G1,EA,CONSUMABLE,,True
mdm-01-82f1469bd6a7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f427144114d4,MAT-CO-0021,MAT-CO-0021,예비품 021,예비품021|DEMO-021,CONSUMABLE,G2,EA,CONSUMABLE,,True
mdm-01-15238681d651,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-96c307e759a4,MAT-WI-0022,MAT-WI-0022,중간재 022,중간재022|DEMO-022,WIP,G3,TON,WIP,,True
mdm-01-a6b4741cfa6d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3ac6076c2c20,MAT-FI-0023,MAT-FI-0023,완제품 023,완제품023|DEMO-023,FINISHED,G4,TON,FINISHED,,False
mdm-01-7760c85cf89c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3c16d7dae19c,MAT-RA-0024,MAT-RA-0024,원료첨가제 024,원료첨가제024|DEMO-024,RAW,G1,TON,RAW,,True
mdm-01-28608480b230,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ed373ea37ad7,MAT-RA-0025,MAT-RA-0025,공정소모품 025,공정소모품025|DEMO-025,RAW,G2,TON,RAW,,True
mdm-01-8495eaeaeccd,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c54395af28bb,MAT-CO-0026,MAT-CO-0026,포장재 026,포장재026|DEMO-026,CONSUMABLE,G3,EA,CONSUMABLE,,True
mdm-01-4efc829c7251,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-197f8668525e,MAT-CO-0027,MAT-CO-0027,예비품 027,예비품027|DEMO-027,CONSUMABLE,G4,EA,CONSUMABLE,,True
mdm-01-8ff17df7e460,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5e7eb836c3a8,MAT-WI-0028,MAT-WI-0028,중간재 028,중간재028|DEMO-028,WIP,G1,TON,WIP,,True
mdm-01-5ea23d29f8ab,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5ff1580f4fcd,MAT-FI-0029,MAT-FI-0029,완제품 029,완제품029|DEMO-029,FINISHED,G2,TON,FINISHED,,True
mdm-01-1f9073cbda88,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0bf6ca04edae,MAT-RA-0030,MAT-RA-0030,원료첨가제 030,원료첨가제030|DEMO-030,RAW,G3,TON,RAW,,True
mdm-01-e33f3da6856c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f15c5354a8d0,MAT-RA-0031,MAT-RA-0031,공정소모품 031,공정소모품031|DEMO-031,RAW,G4,TON,RAW,,True
mdm-01-702f92782755,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-41fa9518b439,MAT-CO-0032,MAT-CO-0032,포장재 032,포장재032|DEMO-032,CONSUMABLE,G1,EA,CONSUMABLE,,True
mdm-01-2e93ffb6cf79,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a31d9754b2db,MAT-CO-0033,MAT-CO-0033,예비품 033,예비품033|DEMO-033,CONSUMABLE,G2,EA,CONSUMABLE,,True
mdm-01-eaf7b700e3c2,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-df73c3dd556a,MAT-WI-0034,MAT-WI-0034,중간재 034,중간재034|DEMO-034,WIP,G3,TON,WIP,,True
mdm-01-2064a9c9ee28,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d63cbfa17989,MAT-FI-0035,MAT-FI-0035,완제품 035,완제품035|DEMO-035,FINISHED,G4,TON,FINISHED,,True
mdm-01-7caf2d92ba4b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-52bb8b3a31b2,MAT-RA-0036,MAT-RA-0036,원료첨가제 036,원료첨가제036|DEMO-036,RAW,G1,TON,RAW,,True
mdm-01-5b7207936244,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4d0028a59f9d,MAT-RA-0037,MAT-RA-0037,공정소모품 037,공정소모품037|DEMO-037,RAW,G2,TON,RAW,,True
mdm-01-3971ac543bc5,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6ef3030948ef,MAT-CO-0038,MAT-CO-0038,포장재 038,포장재038|DEMO-038,CONSUMABLE,G3,EA,CONSUMABLE,,True
mdm-01-66fec517b1b0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4e15f917b95e,MAT-CO-0039,MAT-CO-0039,예비품 039,예비품039|DEMO-039,CONSUMABLE,G4,EA,CONSUMABLE,,True
mdm-01-959b4ceaa4a3,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-24922a8c7e6e,MAT-WI-0040,MAT-WI-0040,중간재 040,중간재040|DEMO-040,WIP,G1,TON,WIP,,True
mdm-01-2047a1e29dcc,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5e660d75b74d,MAT-FI-0041,MAT-FI-0041,완제품 041,완제품041|DEMO-041,FINISHED,G2,TON,FINISHED,,True
mdm-01-80e1ff91339d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7ba7d178c1f6,MAT-RA-0042,MAT-RA-0042,원료첨가제 042,원료첨가제042|DEMO-042,RAW,G3,TON,RAW,,True
mdm-01-1a3279807178,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-41ba18fdabda,MAT-RA-0043,MAT-RA-0043,공정소모품 043,공정소모품043|DEMO-043,RAW,G4,TON,RAW,,True
mdm-01-e8a3dd2340d9,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5b2cc829e648,MAT-CO-0044,MAT-CO-0044,포장재 044,포장재044|DEMO-044,CONSUMABLE,G1,EA,CONSUMABLE,,True
mdm-01-1d41d9ec291e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cd57452385b9,MAT-CO-0045,MAT-CO-0045,예비품 045,예비품045|DEMO-045,CONSUMABLE,G2,EA,CONSUMABLE,,True
mdm-01-fc15a18d6c8a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a965cfb5fd95,MAT-WI-0046,MAT-WI-0046,중간재 046,중간재046|DEMO-046,WIP,G3,TON,WIP,,False
mdm-01-f001c99ffc87,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-48a23f274285,MAT-FI-0047,MAT-FI-0047,완제품 047,완제품047|DEMO-047,FINISHED,G4,TON,FINISHED,,True
mdm-01-c137ffe8b506,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1c780650528e,MAT-RA-0048,MAT-RA-0048,원료첨가제 048,원료첨가제048|DEMO-048,RAW,G1,TON,RAW,,True
mdm-01-9d4a5a3fa0d5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-213f7f9ec7c0,MAT-RA-0049,MAT-RA-0049,공정소모품 049,공정소모품049|DEMO-049,RAW,G2,TON,RAW,,True
mdm-01-162d10ae402a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f7ada3e21f73,MAT-CO-0050,MAT-CO-0050,포장재 050,포장재050|DEMO-050,CONSUMABLE,G3,EA,CONSUMABLE,,True
mdm-01-3f288300a39f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-df8023a40c66,MAT-CO-0051,MAT-CO-0051,예비품 051,예비품051|DEMO-051,CONSUMABLE,G4,EA,CONSUMABLE,,True
mdm-01-809df12ba367,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-833427df9f30,MAT-WI-0052,MAT-WI-0052,중간재 052,중간재052|DEMO-052,WIP,G1,TON,WIP,,True
mdm-01-c35dbdf5f088,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-410a344f8055,MAT-FI-0053,MAT-FI-0053,완제품 053,완제품053|DEMO-053,FINISHED,G2,TON,FINISHED,,True
mdm-01-fc0be8ea8c05,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4abf0304d844,MAT-RA-0054,MAT-RA-0054,원료첨가제 054,원료첨가제054|DEMO-054,RAW,G3,TON,RAW,,True
mdm-01-996e56a67376,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0b82e55fc96f,MAT-RA-0055,MAT-RA-0055,공정소모품 055,공정소모품055|DEMO-055,RAW,G4,TON,RAW,,True
mdm-01-9da4d92ff8ff,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fa5cbe27780f,MAT-CO-0056,MAT-CO-0056,포장재 056,포장재056|DEMO-056,CONSUMABLE,G1,EA,CONSUMABLE,,True
mdm-01-fe133efd47e5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8ec25fcf6cab,MAT-CO-0057,MAT-CO-0057,예비품 057,예비품057|DEMO-057,CONSUMABLE,G2,EA,CONSUMABLE,,True
mdm-01-02523453dad7,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ef253e66a52a,MAT-WI-0058,MAT-WI-0058,중간재 058,중간재058|DEMO-058,WIP,G3,TON,WIP,,True
mdm-01-4e341b8e45ed,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-785da6733308,MAT-FI-0059,MAT-FI-0059,완제품 059,완제품059|DEMO-059,FINISHED,G4,TON,FINISHED,,True
mdm-01-722c324c8c23,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-94b95055daa3,MAT-RA-0060,MAT-RA-0060,원료첨가제 060,원료첨가제060|DEMO-060,RAW,G1,TON,RAW,,True
mdm-01-35507ae46a9c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-89a94aff7538,MAT-RA-0061,MAT-RA-0061,공정소모품 061,공정소모품061|DEMO-061,RAW,G2,TON,RAW,,True
mdm-01-d915f9ecdcec,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-de315ac58db0,MAT-CO-0062,MAT-CO-0062,포장재 062,포장재062|DEMO-062,CONSUMABLE,G3,EA,CONSUMABLE,,True
mdm-01-de8b42e8f4d3,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-40c638700710,MAT-CO-0063,MAT-CO-0063,예비품 063,예비품063|DEMO-063,CONSUMABLE,G4,EA,CONSUMABLE,,True
mdm-01-646aac9071bf,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0abb0c996bbc,MAT-WI-0064,MAT-WI-0064,중간재 064,중간재064|DEMO-064,WIP,G1,TON,WIP,,True
mdm-01-8b39b855c155,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b04f7d92974e,MAT-FI-0065,MAT-FI-0065,완제품 065,완제품065|DEMO-065,FINISHED,G2,TON,FINISHED,,True
mdm-01-2220591f1c35,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1c845e94e05f,MAT-RA-0066,MAT-RA-0066,원료첨가제 066,원료첨가제066|DEMO-066,RAW,G3,TON,RAW,,True
mdm-01-eaeb075d5068,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-69da9ccc635b,MAT-RA-0067,MAT-RA-0067,공정소모품 067,공정소모품067|DEMO-067,RAW,G4,TON,RAW,,True
mdm-01-69bf1b60fc31,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-315c685b0726,MAT-CO-0068,MAT-CO-0068,포장재 068,포장재068|DEMO-068,CONSUMABLE,G1,EA,CONSUMABLE,,True
mdm-01-1da11f16ffac,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-804856b7d287,MAT-CO-0069,MAT-CO-0069,예비품 069,예비품069|DEMO-069,CONSUMABLE,G2,EA,CONSUMABLE,,False
mdm-01-c67b09422317,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-202de624375d,MAT-WI-0070,MAT-WI-0070,중간재 070,중간재070|DEMO-070,WIP,G3,TON,WIP,,True
mdm-01-3932e9eeb5d8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-785e7ba7b316,MAT-FI-0071,MAT-FI-0071,완제품 071,완제품071|DEMO-071,FINISHED,G4,TON,FINISHED,,True
mdm-01-1100e033527f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7802996e186a,MAT-RA-0072,MAT-RA-0072,원료첨가제 072,원료첨가제072|DEMO-072,RAW,G1,TON,RAW,,True
mdm-01-0feebd7a7908,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f79de103f448,MAT-RA-0073,MAT-RA-0073,공정소모품 073,공정소모품073|DEMO-073,RAW,G2,TON,RAW,,True
mdm-01-d8f90861e42d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-16f15ad8c6b4,MAT-CO-0074,MAT-CO-0074,포장재 074,포장재074|DEMO-074,CONSUMABLE,G3,EA,CONSUMABLE,,True
mdm-01-f44f476a7d52,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2df561e33730,MAT-CO-0075,MAT-CO-0075,예비품 075,예비품075|DEMO-075,CONSUMABLE,G4,EA,CONSUMABLE,,True
mdm-01-ea03e879b5a5,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fb02717fd66b,MAT-WI-0076,MAT-WI-0076,중간재 076,중간재076|DEMO-076,WIP,G1,TON,WIP,,True
mdm-01-fa52214ed9cb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-823366697c20,MAT-FI-0077,MAT-FI-0077,완제품 077,완제품077|DEMO-077,FINISHED,G2,TON,FINISHED,,True
mdm-01-3ab3372f2267,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-911011027cc1,MAT-RA-0078,MAT-RA-0078,원료첨가제 078,원료첨가제078|DEMO-078,RAW,G3,TON,RAW,,True
mdm-01-08cda54d0712,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-de4ffd3e9717,MAT-RA-0079,MAT-RA-0079,공정소모품 079,공정소모품079|DEMO-079,RAW,G4,TON,RAW,,True
mdm-01-d474f1d8835a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c286b7978d28,MAT-CO-0080,MAT-CO-0080,포장재 080,포장재080|DEMO-080,CONSUMABLE,G1,EA,CONSUMABLE,,True
mdm-01-5353cb3d87ad,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f086f6508e39,MAT-CO-0081,MAT-CO-0081,예비품 081,예비품081|DEMO-081,CONSUMABLE,G2,EA,CONSUMABLE,,True
mdm-01-ef5f4b7d314c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-aa603150434a,MAT-WI-0082,MAT-WI-0082,중간재 082,중간재082|DEMO-082,WIP,G3,TON,WIP,,True
