record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,snapshot_id,snapshot_date,location_id,material_id,lot_id,unrestricted_quantity,quality_quantity,blocked_quantity,safety_stock_quantity,quantity_uom
inv-01-419af9127eaa,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-98af967e3782,STK-20230831-RM-MHP-LOC-P2-RAW,2023-08-31,LOC-P2-RAW,RM-MHP,ALL,1752.643,0.0,0.0,50.0,TON
inv-01-ba77aa76c940,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f2822fcefef8,STK-20230831-RM-MHP-LOC-P2-QI,2023-08-31,LOC-P2-QI,RM-MHP,ALL,0.0,0.0,0.0,50.0,TON
inv-01-23b062a55b2e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5bed7dda42f2,STK-20230831-RM-MHP-LOC-P2-WIP,2023-08-31,LOC-P2-WIP,RM-MHP,ALL,0.0,0.0,0.0,50.0,TON
inv-01-8b8a601daacc,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4ce34690d0c2,STK-20230831-RM-MHP-LOC-P2-FG,2023-08-31,LOC-P2-FG,RM-MHP,ALL,0.14,0.0,0.0,50.0,TON
inv-01-7c9184ef23f8,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a95f243ddc9d,STK-20230831-RM-H2SO4-LOC-P1-RAW,2023-08-31,LOC-P1-RAW,RM-H2SO4,ALL,0.17,0.0,0.0,50.0,TON
inv-01-90cb10f79a6d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f484ce74c0bf,STK-20230831-RM-H2SO4-LOC-P1-WIP,2023-08-31,LOC-P1-WIP,RM-H2SO4,ALL,0.0,0.0,0.0,50.0,TON
inv-01-9fab30e95f04,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f1896a6c2346,STK-20230831-RM-H2SO4-LOC-P1-FG,2023-08-31,LOC-P1-FG,RM-H2SO4,ALL,0.11,0.0,0.0,50.0,TON
inv-01-66614cc8c958,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6a5976c69708,STK-20230831-RM-H2SO4-LOC-P2-RAW,2023-08-31,LOC-P2-RAW,RM-H2SO4,ALL,1684.814,0.0,0.0,50.0,TON
inv-01-56f69dff6ed8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0737d22d9a7c,STK-20230831-RM-H2SO4-LOC-P2-QI,2023-08-31,LOC-P2-QI,RM-H2SO4,ALL,0.0,0.0,0.0,50.0,TON
inv-01-42d06ba68c5b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-29655f30c330,STK-20230831-RM-H2SO4-LOC-P2-WIP,2023-08-31,LOC-P2-WIP,RM-H2SO4,ALL,0.0,0.0,0.0,50.0,TON
inv-01-52753fc347e0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6a902c503288,STK-20230831-RM-H2SO4-LOC-P2-FG,2023-08-31,LOC-P2-FG,RM-H2SO4,ALL,0.0,0.0,0.0,50.0,TON
inv-01-51ea9090b613,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ac036d369a1f,STK-20230831-RM-LIME-LOC-P1-RAW,2023-08-31,LOC-P1-RAW,RM-LIME,ALL,0.0,0.0,0.0,50.0,TON
inv-01-e16925984a7e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-eb6123cbec2f,STK-20230831-RM-LIME-LOC-P1-WIP,2023-08-31,LOC-P1-WIP,RM-LIME,ALL,0.2,0.0,0.0,50.0,TON
inv-01-cbe775bc1614,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-178558e7f7b7,STK-20230831-RM-LIME-LOC-P1-FG,2023-08-31,LOC-P1-FG,RM-LIME,ALL,0.0,0.0,0.0,50.0,TON
inv-01-6029498c5e47,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-95c5d498a09b,STK-20230831-RM-LIME-LOC-P2-RAW,2023-08-31,LOC-P2-RAW,RM-LIME,ALL,1818.898,0.0,0.0,50.0,TON
inv-01-edb4bbdfdee5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f51e170334d2,STK-20230831-RM-LIME-LOC-P2-QI,2023-08-31,LOC-P2-QI,RM-LIME,ALL,0.0,0.0,0.0,50.0,TON
inv-01-08567f5b8764,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9accb7eeb7ce,STK-20230831-RM-LIME-LOC-P2-WIP,2023-08-31,LOC-P2-WIP,RM-LIME,ALL,0.0,0.0,0.0,50.0,TON
inv-01-b97a9781a1cf,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-720337ef3c90,STK-20230831-RM-LIME-LOC-P2-FG,2023-08-31,LOC-P2-FG,RM-LIME,ALL,0.0,0.0,0.0,50.0,TON
inv-01-9baea1c8e6f5,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b7e3219e9f4f,STK-20230831-WIP-MATTE-LOC-P1-RAW,2023-08-31,LOC-P1-RAW,WIP-MATTE,ALL,0.0,0.0,0.0,10.0,TON
inv-01-07a3fface743,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cf485713d175,STK-20230831-WIP-MATTE-LOC-P1-WIP,2023-08-31,LOC-P1-WIP,WIP-MATTE,ALL,0.0,0.0,0.0,10.0,TON
inv-01-a9fe1ced96f8,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-02fe1118e11d,STK-20230831-WIP-MATTE-LOC-P1-FG,2023-08-31,LOC-P1-FG,WIP-MATTE,ALL,100.0,0.0,0.0,10.0,TON
inv-01-66c28de6b91a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9e3ead933b0c,STK-20230831-WIP-MATTE-LOC-P2-RAW,2023-08-31,LOC-P2-RAW,WIP-MATTE,ALL,0.0,0.0,0.0,10.0,TON
inv-01-8145d71546f0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0910c727c02c,STK-20230831-WIP-MATTE-LOC-P2-QI,2023-08-31,LOC-P2-QI,WIP-MATTE,ALL,0.17,0.0,0.0,10.0,TON
inv-01-82458f8a8c82,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f10017f785c7,STK-20230831-WIP-MATTE-LOC-P2-WIP,2023-08-31,LOC-P2-WIP,WIP-MATTE,ALL,0.0,0.0,0.0,10.0,TON
inv-01-c268d93c86de,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0ee8086ec7cb,STK-20230831-WIP-MATTE-LOC-P2-FG,2023-08-31,LOC-P2-FG,WIP-MATTE,ALL,0.0,0.0,0.0,10.0,TON
inv-01-ca34ed8abdd3,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4a4074b14b01,STK-20230831-WIP-ANODE-LOC-P1-RAW,2023-08-31,LOC-P1-RAW,WIP-ANODE,ALL,0.0,0.0,0.0,10.0,TON
inv-01-1ef1f963118f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7746dd4d9f33,STK-20230831-WIP-ANODE-LOC-P1-WIP,2023-08-31,LOC-P1-WIP,WIP-ANODE,ALL,0.0,0.0,0.0,10.0,TON
inv-01-f446217e504a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-df00f801c353,STK-20230831-WIP-ANODE-LOC-P1-FG,2023-08-31,LOC-P1-FG,WIP-ANODE,ALL,100.2,0.0,0.0,10.0,TON
inv-01-025deb899637,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c3ba9b3b45e1,STK-20230831-WIP-ANODE-LOC-P2-RAW,2023-08-31,LOC-P2-RAW,WIP-ANODE,ALL,0.0,0.0,0.0,10.0,TON
inv-01-d41902d50730,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fff0c619ff13,STK-20230831-WIP-ANODE-LOC-P2-QI,2023-08-31,LOC-P2-QI,WIP-ANODE,ALL,0.0,0.0,0.0,10.0,TON
inv-01-36e9e62d4e59,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-07183a14eb18,STK-20230831-WIP-ANODE-LOC-P2-WIP,2023-08-31,LOC-P2-WIP,WIP-ANODE,ALL,0.0,0.0,0.0,10.0,TON
inv-01-0ee75e8fe26b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f7f163359802,STK-20230831-WIP-ANODE-LOC-P2-FG,2023-08-31,LOC-P2-FG,WIP-ANODE,ALL,0.0,0.0,0.0,10.0,TON
inv-01-a02e53b64ff9,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7ce5a9c88870,STK-20230831-WIP-NISO4-LOC-P1-RAW,2023-08-31,LOC-P1-RAW,WIP-NISO4,ALL,0.0,0.0,0.0,10.0,TON
inv-01-655a9a7a4c70,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8195fedb4f62,STK-20230831-WIP-NISO4-LOC-P1-WIP,2023-08-31,LOC-P1-WIP,WIP-NISO4,ALL,0.0,0.0,0.0,10.0,TON
inv-01-bf0a801bb5bf,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7800443122c5,STK-20230831-WIP-NISO4-LOC-P1-FG,2023-08-31,LOC-P1-FG,WIP-NISO4,ALL,0.0,0.0,0.0,10.0,TON
inv-01-61f4f0692cb9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-89f554d605e0,STK-20230831-WIP-NISO4-LOC-P2-RAW,2023-08-31,LOC-P2-RAW,WIP-NISO4,ALL,100.23,0.0,0.0,10.0,TON
inv-01-f5d2159c6ce2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6afaf5a06279,STK-20230831-WIP-NISO4-LOC-P2-QI,2023-08-31,LOC-P2-QI,WIP-NISO4,ALL,0.0,0.0,0.0,10.0,TON
inv-01-9357a00528ab,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-264cbd5c298a,STK-20230831-WIP-NISO4-LOC-P2-WIP,2023-08-31,LOC-P2-WIP,WIP-NISO4,ALL,0.0,0.0,0.0,10.0,TON
inv-01-f4a442e55861,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-848d534ab6f3,STK-20230831-WIP-NISO4-LOC-P2-FG,2023-08-31,LOC-P2-FG,WIP-NISO4,ALL,0.0,0.0,0.0,10.0,TON
inv-01-b151aa3d0e48,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c4ddb2563331,STK-20230831-FG-CATHODE-LOC-P1-RAW,2023-08-31,LOC-P1-RAW,FG-CATHODE,ALL,0.0,0.0,0.0,10.0,TON
inv-01-e404f25aeb0c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a9da9a9894e9,STK-20230831-FG-CATHODE-LOC-P1-WIP,2023-08-31,LOC-P1-WIP,FG-CATHODE,ALL,0.0,0.0,0.0,10.0,TON
inv-01-f985b1c8c226,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-aa4e7e82791f,STK-20230831-FG-CATHODE-LOC-P1-FG,2023-08-31,LOC-P1-FG,FG-CATHODE,ALL,983.931,0.0,0.0,10.0,TON
inv-01-add6b2272c20,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-166283b1ea3c,STK-20230831-FG-CATHODE-LOC-P2-RAW,2023-08-31,LOC-P2-RAW,FG-CATHODE,ALL,0.0,0.0,0.0,10.0,TON
inv-01-e30bdfc8e4ef,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e87b9a9afdfb,STK-20230831-FG-CATHODE-LOC-P2-QI,2023-08-31,LOC-P2-QI,FG-CATHODE,ALL,0.26,0.0,0.0,10.0,TON
inv-01-59172bff5e34,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-92c4a8e50582,STK-20230831-FG-CATHODE-LOC-P2-WIP,2023-08-31,LOC-P2-WIP,FG-CATHODE,ALL,0.0,0.0,0.0,10.0,TON
inv-01-fc6ebce1e131,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-dd36e26f9bff,STK-20230831-FG-CATHODE-LOC-P2-FG,2023-08-31,LOC-P2-FG,FG-CATHODE,ALL,0.0,0.0,0.0,10.0,TON
inv-01-40106c9be43e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-947d044df5a1,STK-20230831-FG-NISO4-LOC-P1-RAW,2023-08-31,LOC-P1-RAW,FG-NISO4,ALL,0.0,0.0,0.0,10.0,TON
inv-01-705b2f4ac80f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-606af1549159,STK-20230831-FG-NISO4-LOC-P1-WIP,2023-08-31,LOC-P1-WIP,FG-NISO4,ALL,0.0,0.0,0.0,10.0,TON
inv-01-c2a7530c9bf4,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-227407db7a1f,STK-20230831-FG-NISO4-LOC-P1-FG,2023-08-31,LOC-P1-FG,FG-NISO4,ALL,0.0,0.0,0.0,10.0,TON
inv-01-611398e1a223,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-81c394d4c540,STK-20230831-FG-NISO4-LOC-P2-RAW,2023-08-31,LOC-P2-RAW,FG-NISO4,ALL,0.0,0.0,0.0,10.0,TON
inv-01-0832b50665f6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c34ed25b9c68,STK-20230831-FG-NISO4-LOC-P2-QI,2023-08-31,LOC-P2-QI,FG-NISO4,ALL,0.0,0.0,0.0,10.0,TON
inv-01-4fd8db71371a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3c436d996d76,STK-20230831-FG-NISO4-LOC-P2-WIP,2023-08-31,LOC-P2-WIP,FG-NISO4,ALL,0.29,0.0,0.0,10.0,TON
inv-01-c4b64d0729a0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c468eca64f32,STK-20230831-FG-NISO4-LOC-P2-FG,2023-08-31,LOC-P2-FG,FG-NISO4,ALL,1032.686,0.0,0.0,10.0,TON
inv-01-0c5196f75846,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-20d1675792fa,STK-20230831-FG-LIOH-LOC-P1-RAW,2023-08-31,LOC-P1-RAW,FG-LIOH,ALL,0.0,0.0,0.0,10.0,TON
inv-01-d14c7a04637e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5719e78a804b,STK-20230831-FG-LIOH-LOC-P1-WIP,2023-08-31,LOC-P1-WIP,FG-LIOH,ALL,0.0,0.0,0.0,10.0,TON
inv-01-827ff1f78ecd,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c6a1041570b5,STK-20230831-FG-LIOH-LOC-P1-FG,2023-08-31,LOC-P1-FG,FG-LIOH,ALL,0.0,0.0,0.0,10.0,TON
inv-01-851d95ae5e4f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-74c372a67b0e,STK-20230831-FG-LIOH-LOC-P2-RAW,2023-08-31,LOC-P2-RAW,FG-LIOH,ALL,0.0,0.0,0.0,10.0,TON
inv-01-05adb9016eaa,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5f27af4695f4,STK-20230831-FG-LIOH-LOC-P2-QI,2023-08-31,LOC-P2-QI,FG-LIOH,ALL,0.0,0.0,0.0,10.0,TON
inv-01-8c37322a9d00,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2875c87882d6,STK-20230831-FG-LIOH-LOC-P2-WIP,2023-08-31,LOC-P2-WIP,FG-LIOH,ALL,0.0,0.0,0.0,10.0,TON
inv-01-4cffea6ce1fa,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0e79d6702fff,STK-20230831-FG-LIOH-LOC-P2-FG,2023-08-31,LOC-P2-FG,FG-LIOH,ALL,1096.552,0.0,0.0,10.0,TON
inv-01-aff1b59c214f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-04fea0efeda9,STK-20230831-BP-H2SO4-LOC-P1-RAW,2023-08-31,LOC-P1-RAW,BP-H2SO4,ALL,0.0,0.0,0.0,10.0,TON
inv-01-27beee6f6fb4,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-59621757ec6c,STK-20230831-BP-H2SO4-LOC-P1-WIP,2023-08-31,LOC-P1-WIP,BP-H2SO4,ALL,0.0,0.0,0.0,10.0,TON
inv-01-e74759569b0c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ac1f35d27fc6,STK-20230831-BP-H2SO4-LOC-P1-FG,2023-08-31,LOC-P1-FG,BP-H2SO4,ALL,100.0,0.0,0.0,10.0,TON
inv-01-6014580b49ad,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-77a8f39926b5,STK-20230831-BP-H2SO4-LOC-P2-RAW,2023-08-31,LOC-P2-RAW,BP-H2SO4,ALL,0.0,0.0,0.0,10.0,TON
inv-01-9f50b3b27bae,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-29d22134e503,STK-20230831-BP-H2SO4-LOC-P2-QI,2023-08-31,LOC-P2-QI,BP-H2SO4,ALL,0.0,0.0,0.0,10.0,TON
inv-01-2dc772c46356,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3e17ef270be8,STK-20230831-BP-H2SO4-LOC-P2-WIP,2023-08-31,LOC-P2-WIP,BP-H2SO4,ALL,0.0,0.0,0.0,10.0,TON
