record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,submission_id,source_system_id,partner_id,business_ref,submission_status,submitted_at,revised_at,source_version
log-01-bb3cbb8990a4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-67edf2db3662,SUB-000015,DEMO_PARTNER_PORTAL,SUP-0015,PO-000015-10,COMPLETE,2024-03-30T00:00:00+00:00,,1
log-01-727290c985c9,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5f23220be977,SUB-000016,DEMO_PARTNER_PORTAL,SUP-0016,PO-000016-10,PENDING,,,1
log-01-608af6813292,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-42c4af41798b,SUB-000017,DEMO_PARTNER_PORTAL,SUP-0017,PO-000017-10,COMPLETE,2024-05-03T00:00:00+00:00,,1
log-01-8bd6f85b1c7b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-14078981d5c6,SUB-000018,DEMO_PARTNER_PORTAL,SUP-0018,PO-000018-10,COMPLETE,2024-05-20T00:00:00+00:00,,1
log-01-431109016f3b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-54b4e4441cf9,SUB-000019,DEMO_PARTNER_PORTAL,SUP-0019,PO-000019-10,COMPLETE,2024-06-06T00:00:00+00:00,,1
log-01-66cc2c241874,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9b3993f347b4,SUB-000020,DEMO_PARTNER_PORTAL,SUP-0020,PO-000020-10,COMPLETE,2024-06-23T00:00:00+00:00,,1
log-01-5ed1fea30980,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b64e6ee2b2db,SUB-000021,DEMO_PARTNER_PORTAL,SUP-0021,PO-000021-10,PENDING,,,1
log-01-bfd7a9d501ca,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0022531c6da5,SUB-000022,DEMO_PARTNER_PORTAL,SUP-0022,PO-000022-10,COMPLETE,2024-07-28T00:00:00+00:00,,1
log-01-6eeca494c055,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-af33e94a773c,SUB-000023,DEMO_PARTNER_PORTAL,SUP-0023,PO-000023-10,COMPLETE,2024-08-14T00:00:00+00:00,,1
log-01-ad9a626d0e1a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f0e50d45139c,SUB-000024,DEMO_PARTNER_PORTAL,SUP-0024,PO-000024-10,COMPLETE,2024-08-31T00:00:00+00:00,,1
log-01-0f5dea193021,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d46341010e79,SUB-000025,DEMO_PARTNER_PORTAL,SUP-0025,PO-000025-10,COMPLETE,2024-09-17T00:00:00+00:00,,1
log-01-8262f8879439,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bd0716703aa7,SUB-000026,DEMO_PARTNER_PORTAL,SUP-0026,PO-000026-10,COMPLETE,2024-10-04T00:00:00+00:00,,1
log-01-c7411400b221,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d7aa5ac4019f,SUB-000027,DEMO_PARTNER_PORTAL,SUP-0027,PO-000027-10,COMPLETE,2024-10-21T00:00:00+00:00,,1
log-01-d5993544d881,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-99763943db65,SUB-000028,DEMO_PARTNER_PORTAL,SUP-0028,PO-000028-10,COMPLETE,2024-11-07T00:00:00+00:00,,1
log-01-24d2af3d9e9a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f162be9f52a9,SUB-000029,DEMO_PARTNER_PORTAL,SUP-0029,PO-000029-10,COMPLETE,2024-11-25T00:00:00+00:00,,1
log-01-29691b829782,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3f3398467ad0,SUB-000030,DEMO_PARTNER_PORTAL,SUP-0030,PO-000030-10,COMPLETE,2024-12-12T00:00:00+00:00,,1
log-01-0ff784c16e9a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-87664f33b87a,SUB-000031,DEMO_PARTNER_PORTAL,SUP-0031,PO-000031-10,COMPLETE,2024-12-29T00:00:00+00:00,,1
log-01-32d6c10c72d6,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f3717a484443,SUB-000032,DEMO_PARTNER_PORTAL,SUP-0032,PO-000032-10,COMPLETE,2025-01-15T00:00:00+00:00,,1
log-01-3f64ca506881,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-acc734d0c90c,SUB-000033,DEMO_PARTNER_PORTAL,SUP-0033,PO-000033-10,COMPLETE,2025-02-01T00:00:00+00:00,,1
log-01-61531878fb81,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ef04a2212bca,SUB-000034,DEMO_PARTNER_PORTAL,SUP-0034,PO-000034-10,COMPLETE,2025-02-18T00:00:00+00:00,,1
log-01-7a488ff5e5ab,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cf953bd3b4f2,SUB-000035,DEMO_PARTNER_PORTAL,SUP-0035,PO-000035-10,COMPLETE,2025-03-07T00:00:00+00:00,,1
log-01-136ebc09bfb6,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c9f9233f25da,SUB-000036,DEMO_PARTNER_PORTAL,SUP-0036,PO-000036-10,PENDING,,,1
log-01-3c51e381ef95,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-894e9336f138,SUB-000037,DEMO_PARTNER_PORTAL,SUP-0037,PO-000037-10,COMPLETE,2025-04-11T00:00:00+00:00,,1
log-01-0d6c719483de,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-31ce7ff83a00,SUB-000038,DEMO_PARTNER_PORTAL,SUP-0038,PO-000038-10,COMPLETE,2025-04-28T00:00:00+00:00,,1
log-01-993a9f5bb340,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c6445c7bb0ba,SUB-000039,DEMO_PARTNER_PORTAL,SUP-0039,PO-000039-10,COMPLETE,2025-05-15T00:00:00+00:00,,1
log-01-2f1ada1749a4,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d72dd17b1fb3,SUB-000040,DEMO_PARTNER_PORTAL,SUP-0040,PO-000040-10,COMPLETE,2025-06-01T00:00:00+00:00,,1
log-01-7f4ea2afcf86,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b07d4b5be664,SUB-000041,DEMO_PARTNER_PORTAL,SUP-0001,PO-000041-10,PENDING,,,1
log-01-069fde841c08,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-17ae65255b2e,SUB-000042,DEMO_PARTNER_PORTAL,SUP-0002,PO-000042-10,COMPLETE,2025-07-05T00:00:00+00:00,,1
log-01-70ff194345fe,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6e49982d058e,SUB-000043,DEMO_PARTNER_PORTAL,SUP-0003,PO-000043-10,COMPLETE,2025-07-23T00:00:00+00:00,,1
log-01-4efbb091e1d2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-07a85168fae1,SUB-000044,DEMO_PARTNER_PORTAL,SUP-0004,PO-000044-10,COMPLETE,2025-08-09T00:00:00+00:00,,1
log-01-98cb4752a2b8,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9af468b52159,SUB-000045,DEMO_PARTNER_PORTAL,SUP-0005,PO-000045-10,COMPLETE,2025-08-26T00:00:00+00:00,,1
log-01-c226378e1f5e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-980aa666780f,SUB-000046,DEMO_PARTNER_PORTAL,SUP-0006,PO-000046-10,COMPLETE,2025-09-12T00:00:00+00:00,,1
log-01-e8d6e35299db,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8233fdb78286,SUB-000047,DEMO_PARTNER_PORTAL,SUP-0007,PO-000047-10,COMPLETE,2025-09-29T00:00:00+00:00,,1
log-01-ed102109aec6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-dc6a949250cf,SUB-000048,DEMO_PARTNER_PORTAL,SUP-0008,PO-000048-10,PENDING,,,1
log-01-f9cd76dc08f6,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1c38e7aa41c6,SUB-000049,DEMO_PARTNER_PORTAL,SUP-0009,PO-000049-10,PENDING,,,1
log-01-65bb6e8b0214,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-18ea0c6011c2,SUB-000050,DEMO_PARTNER_PORTAL,SUP-0010,PO-000050-10,COMPLETE,2025-11-20T00:00:00+00:00,,1
log-01-e46fca919e5a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-029bfbd03e0f,SUB-000051,DEMO_PARTNER_PORTAL,SUP-0011,PO-000051-10,PENDING,,,1
log-01-f7c815ba7df6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b599aa566332,SUB-000052,DEMO_PARTNER_PORTAL,SUP-0012,PO-000052-10,PENDING,,,1
log-01-52197882ce4d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b2c13d0802ac,SUB-000053,DEMO_PARTNER_PORTAL,SUP-0013,PO-000053-10,COMPLETE,2026-01-10T00:00:00+00:00,,1
log-01-0567693e4344,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e06299edba45,SUB-000054,DEMO_PARTNER_PORTAL,SUP-0014,PO-000054-10,PENDING,,,1
log-01-ae4937bd014e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ef0163c196fb,SUB-000055,DEMO_PARTNER_PORTAL,SUP-0015,PO-000055-10,COMPLETE,2026-02-13T00:00:00+00:00,,1
log-01-1e8f42a8bd67,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e77024d4e84f,SUB-000056,DEMO_PARTNER_PORTAL,SUP-0016,PO-000056-10,PENDING,,,1
log-01-50f8876d1d9b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-981890fac2d9,SUB-000057,DEMO_PARTNER_PORTAL,SUP-0017,PO-000057-10,COMPLETE,2026-03-20T00:00:00+00:00,,1
log-01-bfb02104cce0,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8cbc590b6ce4,SUB-000058,DEMO_PARTNER_PORTAL,SUP-0018,PO-000058-10,PENDING,,,1
log-01-3cedb1d6acc9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-23137a873f95,SUB-000059,DEMO_PARTNER_PORTAL,SUP-0019,PO-000059-10,COMPLETE,2026-04-23T00:00:00+00:00,,1
log-01-38fbf62b4cb2,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-19da82790b17,SUB-000060,DEMO_PARTNER_PORTAL,SUP-0020,PO-000060-10,PENDING,,,1
log-01-58b52d9a8855,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-27d25d7f8a75,SUB-000061,DEMO_PARTNER_PORTAL,SUP-0021,PO-000061-10,COMPLETE,2026-05-27T00:00:00+00:00,,1
log-01-d01009b1e18b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-561b395b474b,SUB-000062,DEMO_PARTNER_PORTAL,SUP-0022,PO-000062-10,PENDING,,,1
log-01-67a5b5d87d6a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-73ac7da844a0,SUB-000063,DEMO_PARTNER_PORTAL,SUP-0023,PO-000063-10,COMPLETE,2026-06-30T00:00:00+00:00,,1
log-01-b9339f3a796c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-591391f3d3bb,SUB-000064,DEMO_PARTNER_PORTAL,SUP-0024,PO-000064-10,COMPLETE,2026-07-18T00:00:00+00:00,,1
log-01-e84241ae8b4a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9d79c8be0f5f,SUB-000065,DEMO_PARTNER_PORTAL,SUP-0025,PO-000065-10,PENDING,,,1
log-01-6dc88813b96e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4ce6ae194416,SUB-000066,DEMO_PARTNER_PORTAL,SUP-0026,PO-000066-10,COMPLETE,2023-08-22T00:00:00+00:00,,1
log-01-ebd2e57d9d94,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-680ef231c922,SUB-000067,DEMO_PARTNER_PORTAL,SUP-0027,PO-000067-10,PENDING,,,1
log-01-d9b686aac8c3,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-46d763c8dce9,SUB-000068,DEMO_PARTNER_PORTAL,SUP-0028,PO-000068-10,COMPLETE,2023-09-25T00:00:00+00:00,,1
log-01-8415c572ed29,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9d92718a57a2,SUB-000069,DEMO_PARTNER_PORTAL,SUP-0029,PO-000069-10,COMPLETE,2023-10-12T00:00:00+00:00,,1
log-01-4a8dcefee0c2,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1683ae3cce26,SUB-000070,DEMO_PARTNER_PORTAL,SUP-0030,PO-000070-10,COMPLETE,2023-10-29T00:00:00+00:00,,1
log-01-267a4dcc2a82,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d4f1de0d6e92,SUB-000071,DEMO_PARTNER_PORTAL,SUP-0031,PO-000071-10,PENDING,,,1
log-01-a33ca6836ffa,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-514ff3168aba,SUB-000072,DEMO_PARTNER_PORTAL,SUP-0032,PO-000072-10,PENDING,,,1
log-01-49101513bf30,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fe49e6eae2b2,SUB-000073,DEMO_PARTNER_PORTAL,SUP-0033,PO-000073-10,COMPLETE,2023-12-20T00:00:00+00:00,,1
log-01-c194f43adca6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7daba8f16214,SUB-000074,DEMO_PARTNER_PORTAL,SUP-0034,PO-000074-10,COMPLETE,2024-01-06T00:00:00+00:00,,1
log-01-63b18651f491,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7264cf0b65f8,SUB-000075,DEMO_PARTNER_PORTAL,SUP-0035,PO-000075-10,PENDING,,,1
log-01-467ef8190346,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-15eec3cc3eb2,SUB-000076,DEMO_PARTNER_PORTAL,SUP-0036,PO-000076-10,COMPLETE,2024-02-09T00:00:00+00:00,,1
log-01-085750ba484d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-92ea668528eb,SUB-000077,DEMO_PARTNER_PORTAL,SUP-0037,PO-000077-10,PENDING,,,1
log-01-e070b18345b5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5057fb7af4b3,SUB-000078,DEMO_PARTNER_PORTAL,SUP-0038,PO-000078-10,COMPLETE,2024-03-15T00:00:00+00:00,,1
log-01-9e4eedc918a6,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0ba1029304ce,SUB-000079,DEMO_PARTNER_PORTAL,SUP-0039,PO-000079-10,COMPLETE,2024-04-01T00:00:00+00:00,,1
log-01-32d87f44a2cf,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c595c055118e,SUB-000080,DEMO_PARTNER_PORTAL,SUP-0040,PO-000080-10,COMPLETE,2024-04-18T00:00:00+00:00,,1
log-01-dbddc0bed60f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-735140db7970,SUB-000081,DEMO_PARTNER_PORTAL,SUP-0001,PO-000081-10,PENDING,,,1
log-01-daa09b03fc30,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8a421d928ddf,SUB-000082,DEMO_PARTNER_PORTAL,SUP-0002,PO-000082-10,COMPLETE,2024-05-22T00:00:00+00:00,,1
log-01-10a6436b4ff0,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-726cecfb8b14,SUB-000083,DEMO_PARTNER_PORTAL,SUP-0003,PO-000083-10,PENDING,,,1
log-01-0f06ccdca423,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-79ba388ea21c,SUB-000084,DEMO_PARTNER_PORTAL,SUP-0004,PO-000084-10,COMPLETE,2024-06-25T00:00:00+00:00,,1
