record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,cost_record_id,fiscal_period,product_id,cost_component,standard_unit_cost,actual_unit_cost,variance_amount,currency,quantity_uom
fin-01-cf0f46864be3,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5d44ab92039b,COST-202308-MAT-FI-0077-CONVERSION,2023-08,MAT-FI-0077,CONVERSION,3040.0,3027.41,-12.59,USD,TON
fin-01-9209e3bcd733,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a336a4fe6f12,COST-202308-MAT-FI-0077-LOGISTICS,2023-08,MAT-FI-0077,LOGISTICS,1330.0,1381.22,51.22,USD,TON
fin-01-f1794f1338bc,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-078238037b26,COST-202308-MAT-FI-0077-QUALITY_LOSS,2023-08,MAT-FI-0077,QUALITY_LOSS,950.0,971.35,21.35,USD,TON
fin-01-efd3d5b7c192,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c442dab08a00,COST-202308-MAT-FI-0083-MATERIAL,2023-08,MAT-FI-0083,MATERIAL,13680.0,13282.42,-397.58,USD,TON
fin-01-e0d72302767e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3d9b17ffd9ae,COST-202308-MAT-FI-0083-CONVERSION,2023-08,MAT-FI-0083,CONVERSION,3040.0,2974.52,-65.48,USD,TON
fin-01-0602bc54414e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fc5831c71d81,COST-202308-MAT-FI-0083-LOGISTICS,2023-08,MAT-FI-0083,LOGISTICS,1330.0,1388.11,58.11,USD,TON
fin-01-aae4a5b5201a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-005395b8977e,COST-202308-MAT-FI-0083-QUALITY_LOSS,2023-08,MAT-FI-0083,QUALITY_LOSS,950.0,974.71,24.71,USD,TON
fin-01-a283c189093b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3f83bdc5226e,COST-202308-MAT-FI-0089-MATERIAL,2023-08,MAT-FI-0089,MATERIAL,13680.0,14296.93,616.93,USD,TON
fin-01-4cceff1dfdab,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1a3783b13ee5,COST-202308-MAT-FI-0089-CONVERSION,2023-08,MAT-FI-0089,CONVERSION,3040.0,3080.78,40.78,USD,TON
fin-01-4745ad3147e7,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-dd9342bb5eee,COST-202308-MAT-FI-0089-LOGISTICS,2023-08,MAT-FI-0089,LOGISTICS,1330.0,1290.97,-39.03,USD,TON
fin-01-33473e8630a8,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9c8b5b8e9187,COST-202308-MAT-FI-0089-QUALITY_LOSS,2023-08,MAT-FI-0089,QUALITY_LOSS,950.0,938.52,-11.48,USD,TON
fin-01-14daa02e4db7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-339989f8f518,COST-202308-MAT-FI-0095-MATERIAL,2023-08,MAT-FI-0095,MATERIAL,13680.0,13913.94,233.94,USD,TON
fin-01-ba07ff9bb44a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cc3c3ba8682d,COST-202308-MAT-FI-0095-CONVERSION,2023-08,MAT-FI-0095,CONVERSION,3040.0,2976.72,-63.28,USD,TON
fin-01-1ef4a2e32ed8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-076769a3f8cb,COST-202308-MAT-FI-0095-LOGISTICS,2023-08,MAT-FI-0095,LOGISTICS,1330.0,1315.74,-14.26,USD,TON
fin-01-3661047a2b4d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c7024af53930,COST-202308-MAT-FI-0095-QUALITY_LOSS,2023-08,MAT-FI-0095,QUALITY_LOSS,950.0,980.84,30.84,USD,TON
fin-01-defc55453e8b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0172b11615a9,COST-202308-MAT-FI-0101-MATERIAL,2023-08,MAT-FI-0101,MATERIAL,13680.0,14027.34,347.34,USD,TON
fin-01-d3faecd5f270,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ec1fd2ab5e86,COST-202308-MAT-FI-0101-CONVERSION,2023-08,MAT-FI-0101,CONVERSION,3040.0,3144.31,104.31,USD,TON
fin-01-81db3a7ba4eb,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9066ab4c3ba1,COST-202308-MAT-FI-0101-LOGISTICS,2023-08,MAT-FI-0101,LOGISTICS,1330.0,1338.23,8.23,USD,TON
fin-01-d32aac9b638a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1d91586b227c,COST-202308-MAT-FI-0101-QUALITY_LOSS,2023-08,MAT-FI-0101,QUALITY_LOSS,950.0,952.57,2.57,USD,TON
fin-01-aed789eda484,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9eb437060019,COST-202308-MAT-FI-0107-MATERIAL,2023-08,MAT-FI-0107,MATERIAL,13680.0,13460.66,-219.34,USD,TON
fin-01-923d8ad53b88,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f4d7412ed574,COST-202308-MAT-FI-0107-CONVERSION,2023-08,MAT-FI-0107,CONVERSION,3040.0,2961.73,-78.27,USD,TON
fin-01-fc557665e4eb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-73525d8e8f46,COST-202308-MAT-FI-0107-LOGISTICS,2023-08,MAT-FI-0107,LOGISTICS,1330.0,1352.18,22.18,USD,TON
fin-01-828657617cfb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-865d935e32a0,COST-202308-MAT-FI-0107-QUALITY_LOSS,2023-08,MAT-FI-0107,QUALITY_LOSS,950.0,927.97,-22.03,USD,TON
fin-01-b51bb397c996,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-746828f0728a,COST-202308-MAT-FI-0113-MATERIAL,2023-08,MAT-FI-0113,MATERIAL,13680.0,13310.48,-369.52,USD,TON
fin-01-ebb5836d41bf,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f23573c13a90,COST-202308-MAT-FI-0113-CONVERSION,2023-08,MAT-FI-0113,CONVERSION,3040.0,3184.77,144.77,USD,TON
fin-01-630278f2f921,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2f1856787948,COST-202308-MAT-FI-0113-LOGISTICS,2023-08,MAT-FI-0113,LOGISTICS,1330.0,1343.22,13.22,USD,TON
fin-01-fc2449975f6a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-019f384bf389,COST-202308-MAT-FI-0113-QUALITY_LOSS,2023-08,MAT-FI-0113,QUALITY_LOSS,950.0,952.46,2.46,USD,TON
