record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,routing_id,operation_seq,operation_name,equipment_id,equipment_name,product_id,rate_per_hour,rate_uom,setup_hours,rated_oee,calendar_hours_month
mdm-06-83dfa2fb00da,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bda250338382,ROUTE-MAT-FI-0017,10,배소,EQ-01-011,배소 설비 11,MAT-FI-0017,4.9,TON/H,1.0,0.85,720
mdm-06-cbdd2273fc5b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a8afeacbf062,ROUTE-MAT-FI-0017,20,용련,EQ-01-012,용련 설비 12,MAT-FI-0017,5.6,TON/H,1.25,0.865,720
mdm-06-ba86c4ffbb48,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-dccc08f02cb1,ROUTE-MAT-FI-0017,30,전로정련,EQ-01-013,전로정련 설비 13,MAT-FI-0017,6.3,TON/H,0.5,0.88,720
mdm-06-a829c3bffb55,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1594e9972def,ROUTE-MAT-FI-0017,40,정제,EQ-01-014,정제 설비 14,MAT-FI-0017,7.0,TON/H,0.75,0.895,720
mdm-06-8ccbb6c6a58a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-655c8ced1f5a,ROUTE-MAT-FI-0017,50,전해정련,EQ-01-015,전해정련 설비 15,MAT-FI-0017,7.7,TON/H,1.0,0.91,720
mdm-06-e119be7ab165,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5ce2d6cced81,ROUTE-MAT-FI-0023,10,배소,EQ-01-016,배소 설비 16,MAT-FI-0023,8.4,TON/H,1.25,0.925,720
mdm-06-44cb8504ad4d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-843707fd833f,ROUTE-MAT-FI-0023,20,용련,EQ-01-017,용련 설비 17,MAT-FI-0023,3.5,TON/H,0.5,0.82,720
mdm-06-9d026f037be6,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c6aeb1580996,ROUTE-MAT-FI-0023,30,전로정련,EQ-01-018,전로정련 설비 18,MAT-FI-0023,4.2,TON/H,0.75,0.835,720
mdm-06-712e82d57dd5,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3f5686272569,ROUTE-MAT-FI-0023,40,정제,EQ-01-019,정제 설비 19,MAT-FI-0023,4.9,TON/H,1.0,0.85,720
mdm-06-766a416a8cb0,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-505145de647b,ROUTE-MAT-FI-0023,50,전해정련,EQ-01-020,전해정련 설비 20,MAT-FI-0023,5.6,TON/H,1.25,0.865,720
mdm-06-fdcc42e46e31,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f3975c181c3b,ROUTE-MAT-FI-0029,10,배소,EQ-01-021,배소 설비 21,MAT-FI-0029,6.3,TON/H,0.5,0.88,720
mdm-06-c7edc4ee99f8,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1882b25f4909,ROUTE-MAT-FI-0029,20,용련,EQ-01-022,용련 설비 22,MAT-FI-0029,7.0,TON/H,0.75,0.895,720
mdm-06-c23c0feaf66a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8fd89bb45d04,ROUTE-MAT-FI-0029,30,전로정련,EQ-01-023,전로정련 설비 23,MAT-FI-0029,7.7,TON/H,1.0,0.91,720
mdm-06-68ad6740ec7b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5b16e72756b5,ROUTE-MAT-FI-0029,40,정제,EQ-01-024,정제 설비 24,MAT-FI-0029,8.4,TON/H,1.25,0.925,720
mdm-06-7dd28df272b8,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6eaeee9e5fc3,ROUTE-MAT-FI-0029,50,전해정련,EQ-01-025,전해정련 설비 25,MAT-FI-0029,3.5,TON/H,0.5,0.82,720
mdm-06-55c240a064fd,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e2245864240c,ROUTE-MAT-FI-0035,10,배소,EQ-01-026,배소 설비 26,MAT-FI-0035,4.2,TON/H,0.75,0.835,720
mdm-06-6c5af8561f22,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-abef59400432,ROUTE-MAT-FI-0035,20,용련,EQ-01-027,용련 설비 27,MAT-FI-0035,4.9,TON/H,1.0,0.85,720
mdm-06-4ce3ba60b758,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ae3343136cca,ROUTE-MAT-FI-0035,30,전로정련,EQ-01-028,전로정련 설비 28,MAT-FI-0035,5.6,TON/H,1.25,0.865,720
mdm-06-17566ab20547,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f3ed340427c2,ROUTE-MAT-FI-0035,40,정제,EQ-01-029,정제 설비 29,MAT-FI-0035,6.3,TON/H,0.5,0.88,720
mdm-06-63d306f353be,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3be7871f9bd3,ROUTE-MAT-FI-0035,50,전해정련,EQ-01-030,전해정련 설비 30,MAT-FI-0035,7.0,TON/H,0.75,0.895,720
mdm-06-cf710f39c93d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2808293e2171,ROUTE-MAT-FI-0041,10,배소,EQ-01-031,배소 설비 31,MAT-FI-0041,7.7,TON/H,1.0,0.91,720
mdm-06-7823a6379f59,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bd77fe1ce86d,ROUTE-MAT-FI-0041,20,용련,EQ-01-032,용련 설비 32,MAT-FI-0041,8.4,TON/H,1.25,0.925,720
mdm-06-0cbe18163f80,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9bb4216baa89,ROUTE-MAT-FI-0041,30,전로정련,EQ-01-033,전로정련 설비 33,MAT-FI-0041,3.5,TON/H,0.5,0.82,720
mdm-06-dd7fb471c6be,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-74d729360217,ROUTE-MAT-FI-0041,40,정제,EQ-01-034,정제 설비 34,MAT-FI-0041,4.2,TON/H,0.75,0.835,720
mdm-06-6c3484ad92fa,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bb02c3ccc1a7,ROUTE-MAT-FI-0041,50,전해정련,EQ-01-035,전해정련 설비 35,MAT-FI-0041,4.9,TON/H,1.0,0.85,720
mdm-06-1bcbbe990e9c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b9e3518458d7,ROUTE-MAT-FI-0047,10,배소,EQ-01-036,배소 설비 36,MAT-FI-0047,5.6,TON/H,1.25,0.865,720
mdm-06-8298ef61e55c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-22a00c6ffb00,ROUTE-MAT-FI-0047,20,용련,EQ-01-037,용련 설비 37,MAT-FI-0047,6.3,TON/H,0.5,0.88,720
mdm-06-453bf0b15c30,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f4e521daaec6,ROUTE-MAT-FI-0047,30,전로정련,EQ-01-038,전로정련 설비 38,MAT-FI-0047,7.0,TON/H,0.75,0.895,720
mdm-06-4f9dae034716,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2f0e967d2c72,ROUTE-MAT-FI-0047,40,정제,EQ-01-039,정제 설비 39,MAT-FI-0047,7.7,TON/H,1.0,0.91,720
mdm-06-bf83fe22acfb,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-25b931b9d9eb,ROUTE-MAT-FI-0047,50,전해정련,EQ-01-040,전해정련 설비 40,MAT-FI-0047,8.4,TON/H,1.25,0.925,720
mdm-06-d5bd2e3e39bf,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d0fafb286bab,ROUTE-MAT-FI-0053,10,배소,EQ-01-041,배소 설비 41,MAT-FI-0053,3.5,TON/H,0.5,0.82,720
mdm-06-0d22be63c323,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e2ef4ae94bc1,ROUTE-MAT-FI-0053,20,용련,EQ-01-042,용련 설비 42,MAT-FI-0053,4.2,TON/H,0.75,0.835,720
mdm-06-e7c246b5529d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-575de4f58ed0,ROUTE-MAT-FI-0053,30,전로정련,EQ-01-043,전로정련 설비 43,MAT-FI-0053,4.9,TON/H,1.0,0.85,720
mdm-06-6dc5c6e5a2a2,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-73eb6a46f88c,ROUTE-MAT-FI-0053,40,정제,EQ-01-044,정제 설비 44,MAT-FI-0053,5.6,TON/H,1.25,0.865,720
mdm-06-18cf391fb104,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-11596e099009,ROUTE-MAT-FI-0053,50,전해정련,EQ-01-045,전해정련 설비 45,MAT-FI-0053,6.3,TON/H,0.5,0.88,720
mdm-06-201bef6c4998,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fd20d71984d9,ROUTE-MAT-FI-0059,10,배소,EQ-01-046,배소 설비 46,MAT-FI-0059,7.0,TON/H,0.75,0.895,720
mdm-06-41d039c437c0,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6825363aae73,ROUTE-MAT-FI-0059,20,용련,EQ-01-047,용련 설비 47,MAT-FI-0059,7.7,TON/H,1.0,0.91,720
mdm-06-5ff7ca02b636,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a3572802bf68,ROUTE-MAT-FI-0059,30,전로정련,EQ-01-048,전로정련 설비 48,MAT-FI-0059,8.4,TON/H,1.25,0.925,720
