record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,bom_id,line_no,output_material_id,input_material_id,component_role,quantity_per_output,input_uom,output_uom,standard_yield,byproduct_material_id,effective_from,effective_to
mdm-05-071bdd24db4e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f01d8b1b4a1f,BOM-MAT-FI-0071-01,1,MAT-FI-0071,MAT-CO-0021,INPUT,1.08,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-11f6bfd8171e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-341b215d6e4a,BOM-MAT-FI-0077-01,1,MAT-FI-0077,MAT-RA-0024,INPUT,1.11,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-889e5f0fff7c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-389ef7602e29,BOM-MAT-FI-0083-01,1,MAT-FI-0083,MAT-RA-0025,INPUT,1.1400000000000001,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-0312ec1f8c77,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-04c8b8136dbf,BOM-MAT-FI-0089-01,1,MAT-FI-0089,MAT-CO-0026,INPUT,1.17,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-8840dba70d7c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-766f59a8a108,BOM-MAT-FI-0095-01,1,MAT-FI-0095,MAT-CO-0027,INPUT,1.05,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-670a3efd3cc7,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d796c3990e22,BOM-MAT-FI-0101-01,1,MAT-FI-0101,MAT-RA-0030,INPUT,1.08,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-7bc8fb09abba,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-12c7f91ada51,BOM-MAT-FI-0107-01,1,MAT-FI-0107,MAT-RA-0031,INPUT,1.11,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-0897fe0ea795,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2c0e94a2f158,BOM-MAT-FI-0113-01,1,MAT-FI-0113,MAT-CO-0032,INPUT,1.1400000000000001,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-ac600bc76e45,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-487459ab53cf,BOM-MAT-FI-0119-01,1,MAT-FI-0119,MAT-CO-0033,INPUT,1.17,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-e839b5f14c4e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e4d00786fcb0,BOM-MAT-FI-0125-01,1,MAT-FI-0125,MAT-RA-0036,INPUT,1.05,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-8e2390701986,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c9a42ab47c4b,BOM-MAT-FI-0131-01,1,MAT-FI-0131,MAT-RA-0037,INPUT,1.08,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-2abe95fd2ef4,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7c6b7826b57f,BOM-MAT-FI-0137-01,1,MAT-FI-0137,MAT-CO-0038,INPUT,1.11,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-3d20a67d4e38,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-903d77ed639a,BOM-MAT-FI-0143-01,1,MAT-FI-0143,MAT-CO-0039,INPUT,1.1400000000000001,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-5fd5120bc8b0,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-14afc265cc71,BOM-MAT-FI-0149-01,1,MAT-FI-0149,MAT-RA-0042,INPUT,1.17,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-2074756ec6e7,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b6ffc678d346,BOM-MAT-FI-0155-01,1,MAT-FI-0155,MAT-RA-0043,INPUT,1.05,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-ec04f2274980,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7caebc531741,BOM-MAT-FI-0161-01,1,MAT-FI-0161,MAT-CO-0044,INPUT,1.08,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-7cd092e1050d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-db566e871435,BOM-MAT-FI-0167-01,1,MAT-FI-0167,MAT-CO-0045,INPUT,1.11,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-e2754767df66,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fd6a51506526,BOM-MAT-FI-0173-01,1,MAT-FI-0173,MAT-RA-0048,INPUT,1.1400000000000001,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-f67004375cba,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-99145686f6e1,BOM-MAT-FI-0179-01,1,MAT-FI-0179,MAT-RA-0049,INPUT,1.17,TON,TON,0.94,,2024-01-01,9999-12-31
