record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,bom_id,line_no,output_material_id,input_material_id,component_role,quantity_per_output,input_uom,output_uom,standard_yield,byproduct_material_id,effective_from,effective_to
mdm-05-6c6c4d3792f5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-83f547ef577f,BOM-MAT-FI-0047-01,1,MAT-FI-0047,MAT-CO-0027,INPUT,1.1400000000000001,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-b7cd8182b0e8,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-33e763be1b69,BOM-MAT-FI-0053-01,1,MAT-FI-0053,MAT-CO-0038,INPUT,1.17,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-4c48208cc303,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-64e840f6ebe1,BOM-MAT-FI-0059-01,1,MAT-FI-0059,MAT-CO-0033,INPUT,1.05,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-185601af21d4,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-356c75bf298d,BOM-MAT-FI-0065-01,1,MAT-FI-0065,MAT-CO-0044,INPUT,1.08,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-b4cc05b88abc,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-806a359b4c50,BOM-MAT-FI-0071-01,1,MAT-FI-0071,MAT-CO-0039,INPUT,1.11,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-544850a94bc5,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-66cc50fbcf78,BOM-MAT-FI-0077-01,1,MAT-FI-0077,MAT-CO-0050,INPUT,1.1400000000000001,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-f9dca7839ae1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f553ac71db39,BOM-MAT-FI-0083-01,1,MAT-FI-0083,MAT-CO-0045,INPUT,1.17,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-7dbcc637f7d4,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7ef7f027c3a5,BOM-MAT-FI-0089-01,1,MAT-FI-0089,MAT-CO-0056,INPUT,1.05,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-83364a4da0f2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c5b1ef4144b1,BOM-MAT-FI-0095-01,1,MAT-FI-0095,MAT-CO-0051,INPUT,1.08,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-d778cbe2cf2a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a3c4b718cb48,BOM-MAT-FI-0101-01,1,MAT-FI-0101,MAT-CO-0062,INPUT,1.11,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-a320e430b7dc,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d89771431990,BOM-MAT-FI-0107-01,1,MAT-FI-0107,MAT-CO-0057,INPUT,1.1400000000000001,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-c9b0f89c4fd0,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c44dcb183808,BOM-MAT-FI-0113-01,1,MAT-FI-0113,MAT-CO-0068,INPUT,1.17,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-fabf67049c75,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-da88bf85b4ab,BOM-MAT-FI-0119-01,1,MAT-FI-0119,MAT-CO-0063,INPUT,1.05,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-dacb600123a3,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bf86bf583e34,BOM-MAT-FI-0125-01,1,MAT-FI-0125,MAT-CO-0074,INPUT,1.08,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-603aaf7ad163,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ef6a9a4a7849,BOM-MAT-FI-0131-01,1,MAT-FI-0131,MAT-CO-0069,INPUT,1.11,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-708fff5b0914,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5befe471f72c,BOM-MAT-FI-0137-01,1,MAT-FI-0137,MAT-CO-0080,INPUT,1.1400000000000001,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-5b59e6aaa9c9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-09a8e5b30c06,BOM-MAT-FI-0143-01,1,MAT-FI-0143,MAT-CO-0075,INPUT,1.17,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-88a599724f04,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3dff6a1e5df6,BOM-MAT-FI-0149-01,1,MAT-FI-0149,MAT-CO-0086,INPUT,1.05,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-35a3a76b47e3,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0201967f8553,BOM-MAT-FI-0155-01,1,MAT-FI-0155,MAT-CO-0081,INPUT,1.08,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-4f50b1e4dbc1,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7abac8cb77ae,BOM-MAT-FI-0161-01,1,MAT-FI-0161,MAT-CO-0092,INPUT,1.11,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-1d7ad7c60d78,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6b76c26db815,BOM-MAT-FI-0167-01,1,MAT-FI-0167,MAT-CO-0087,INPUT,1.1400000000000001,TON,TON,0.94,,2024-01-01,9999-12-31
mdm-05-de1a60b9a590,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8a942a775d4c,BOM-MAT-FI-0173-01,1,MAT-FI-0173,MAT-CO-0098,INPUT,1.17,TON,TON,0.94,,2024-01-01,9999-12-31
