record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,plan_line_id,plan_date,site_id,product_id,plan_quantity,quantity_uom,priority,material_requirement,capacity_requirement_hours,status
mfg-01-12c2af680a64,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4539a49e25e0,MPS-0000012,2026-03-29,plant-afs-battery-02,MAT-FI-0029,33.1,TON,3,34.755,6.018,RELEASED
mfg-01-a7f2a7787505,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-369c7d33cab2,MPS-0000013,2026-04-03,plant-afs-smelting-01,FG-CATHODE,35.2,TON,1,116.864,6.4,RELEASED
mfg-01-c034c0cf8421,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a2dcbcb65ece,MPS-0000014,2026-04-08,plant-afs-battery-02,FG-LIOH,37.3,TON,2,6.341,6.782,RELEASED
mfg-01-a47cef970596,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-260e1c8f8a20,MPS-0000015,2026-04-13,plant-afs-battery-02,FG-NISO4,39.4,TON,3,61.07,7.164,RELEASED
mfg-01-21627a2dd187,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ee16635f77ee,MPS-0000016,2026-04-18,plant-afs-battery-02,MAT-FI-0017,41.5,TON,1,47.31,7.545,RELEASED
mfg-01-f27cd5f06154,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-64d28355a134,MPS-0000017,2026-04-23,plant-afs-battery-02,MAT-FI-0023,43.6,TON,2,51.012,7.927,RELEASED
mfg-01-b019176eb533,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0d589d489b08,MPS-0000018,2026-04-28,plant-afs-battery-02,MAT-FI-0029,45.7,TON,3,47.985,8.309,RELEASED
mfg-01-742bd253d4b2,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-66997d9fea60,MPS-0000019,2026-05-03,plant-afs-smelting-01,FG-CATHODE,47.8,TON,1,158.696,8.691,RELEASED
mfg-01-848e76020b76,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ea40928d022f,MPS-0000020,2026-05-08,plant-afs-battery-02,FG-LIOH,10.0,TON,2,1.7,1.818,RELEASED
mfg-01-9dd715e98f46,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2893933b782a,MPS-0000021,2026-05-13,plant-afs-battery-02,FG-NISO4,12.1,TON,3,18.755,2.2,RELEASED
mfg-01-06fefa1bd58d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e7614e081a0b,MPS-0000022,2026-05-18,plant-afs-battery-02,MAT-FI-0017,14.2,TON,1,16.188,2.582,RELEASED
mfg-01-00770c012fdb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ded70160172e,MPS-0000023,2026-05-24,plant-afs-battery-02,MAT-FI-0023,16.3,TON,2,19.071,2.964,RELEASED
mfg-01-4c73481881d3,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f3060d844109,MPS-0000024,2026-05-29,plant-afs-battery-02,MAT-FI-0029,18.4,TON,3,19.32,3.345,RELEASED
mfg-01-6e8115add1f6,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-48a641248979,MPS-0000025,2026-06-03,plant-afs-smelting-01,FG-CATHODE,20.5,TON,1,68.06,3.727,RELEASED
mfg-01-67721a24b405,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8ffef126fcdd,MPS-0000026,2026-06-08,plant-afs-battery-02,FG-LIOH,22.6,TON,2,3.842,4.109,RELEASED
mfg-01-de42991b620d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-144e4fcca11e,MPS-0000027,2026-06-13,plant-afs-battery-02,FG-NISO4,24.7,TON,3,38.285,4.491,RELEASED
mfg-01-c45ea5140c3f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f2ae375a2886,MPS-0000028,2026-06-18,plant-afs-battery-02,MAT-FI-0017,26.8,TON,1,30.552,4.873,RELEASED
mfg-01-dae3cf0980ec,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e17e73c1fa8a,MPS-0000029,2026-06-23,plant-afs-battery-02,MAT-FI-0023,28.9,TON,2,33.813,5.255,RELEASED
mfg-01-27ee19f6e507,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2c301e352765,MPS-0000030,2026-06-28,plant-afs-battery-02,MAT-FI-0029,31.0,TON,3,32.55,5.636,RELEASED
mfg-01-d7d762aafda6,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7fe0bedfc810,MPS-0000031,2026-07-03,plant-afs-smelting-01,FG-CATHODE,33.1,TON,1,109.892,6.018,RELEASED
mfg-01-6fa36b2c0901,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1ae6856e9ae7,MPS-0000032,2026-07-08,plant-afs-battery-02,FG-LIOH,35.2,TON,2,5.984,6.4,RELEASED
mfg-01-a7001aedacdb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b892e2c49ee7,MPS-0000033,2026-07-13,plant-afs-battery-02,FG-NISO4,37.3,TON,3,57.815,6.782,RELEASED
mfg-01-7faef6d00d16,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-98b94bd94555,MPS-0000034,2026-07-19,plant-afs-battery-02,MAT-FI-0017,39.4,TON,1,44.916,7.164,RELEASED
mfg-01-2172072e6fd2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f980a57986e8,MPS-0000035,2026-07-24,plant-afs-battery-02,MAT-FI-0023,41.5,TON,2,48.555,7.545,RELEASED
mfg-01-a6949d20e776,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0e830bd27b74,MPS-0000036,2026-07-29,plant-afs-battery-02,MAT-FI-0029,43.6,TON,3,45.78,7.927,RELEASED
mfg-01-b4502d378112,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a3186fbaeb78,MPS-0000037,2026-02-04,plant-afs-smelting-01,FG-CATHODE,45.7,TON,1,151.724,8.309,RELEASED
mfg-01-c0795bdd62e9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fe3fc404a701,MPS-0000038,2026-02-09,plant-afs-battery-02,FG-LIOH,47.8,TON,2,8.126,8.691,RELEASED
mfg-01-133bf498cc31,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e41528e90df9,MPS-0000039,2026-02-14,plant-afs-battery-02,FG-NISO4,10.0,TON,3,15.5,1.818,RELEASED
mfg-01-156b8ea992af,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9efb4f93bb50,MPS-0000040,2026-02-19,plant-afs-battery-02,MAT-FI-0017,12.1,TON,1,13.794,2.2,RELEASED
mfg-01-b0de72157174,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9676fccfc582,MPS-0000041,2026-02-24,plant-afs-battery-02,MAT-FI-0023,14.2,TON,2,16.614,2.582,RELEASED
mfg-01-5c2370dddd47,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-358db16aa14f,MPS-0000042,2026-03-01,plant-afs-battery-02,MAT-FI-0029,16.3,TON,3,17.115,2.964,RELEASED
mfg-01-c9b05014c8c5,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c810301d0615,MPS-0000043,2026-03-06,plant-afs-smelting-01,FG-CATHODE,18.4,TON,1,61.088,3.345,RELEASED
mfg-01-3721355f4234,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b25ba01d42c6,MPS-0000044,2026-03-11,plant-afs-battery-02,FG-LIOH,20.5,TON,2,3.485,3.727,RELEASED
mfg-01-7c8ba4472ee7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-843085b1f68d,MPS-0000045,2026-03-17,plant-afs-battery-02,FG-NISO4,22.6,TON,3,35.03,4.109,RELEASED
mfg-01-8a5a433ddc67,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e72184bdcef0,MPS-0000046,2026-03-22,plant-afs-battery-02,MAT-FI-0017,24.7,TON,1,28.158,4.491,RELEASED
mfg-01-be6b2d85ba2f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-588468e121af,MPS-0000047,2026-03-27,plant-afs-battery-02,MAT-FI-0023,26.8,TON,2,31.356,4.873,RELEASED
mfg-01-88eb22eb7950,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f002e1b26cf0,MPS-0000048,2026-04-01,plant-afs-battery-02,MAT-FI-0029,28.9,TON,3,30.345,5.255,RELEASED
mfg-01-f5d0b78b68ba,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0e1c147741bc,MPS-0000049,2026-04-06,plant-afs-smelting-01,FG-CATHODE,31.0,TON,1,102.92,5.636,RELEASED
mfg-01-4ba2c389100c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-75706dd6c13b,MPS-0000050,2026-04-11,plant-afs-battery-02,FG-LIOH,33.1,TON,2,5.627,6.018,RELEASED
mfg-01-335d5974d29d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-98b59973ea92,MPS-0000051,2026-04-16,plant-afs-battery-02,FG-NISO4,35.2,TON,3,54.56,6.4,RELEASED
mfg-01-7e89c57cfa3e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a19533eda9db,MPS-0000052,2026-04-21,plant-afs-battery-02,MAT-FI-0017,37.3,TON,1,42.522,6.782,RELEASED
mfg-01-829f03dd02ac,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b3a4e6239bf2,MPS-0000053,2026-04-26,plant-afs-battery-02,MAT-FI-0023,39.4,TON,2,46.098,7.164,RELEASED
mfg-01-0b661ab53576,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-96ca418208d8,MPS-0000054,2026-05-01,plant-afs-battery-02,MAT-FI-0029,41.5,TON,3,43.575,7.545,RELEASED
mfg-01-464c73364d32,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ed01a0cf748f,MPS-0000055,2026-05-06,plant-afs-smelting-01,FG-CATHODE,43.6,TON,1,144.752,7.927,RELEASED
mfg-01-aa7d43572e05,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3e7c6297e6c0,MPS-0000056,2026-05-12,plant-afs-battery-02,FG-LIOH,45.7,TON,2,7.769,8.309,RELEASED
mfg-01-7bcde72ed453,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-629ad733c53f,MPS-0000057,2026-05-17,plant-afs-battery-02,FG-NISO4,47.8,TON,3,74.09,8.691,RELEASED
mfg-01-a1058abeae44,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9bb206d7a9c9,MPS-0000058,2026-05-22,plant-afs-battery-02,MAT-FI-0017,10.0,TON,1,11.4,1.818,RELEASED
mfg-01-3d27bfd44990,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a54e40c5b5ed,MPS-0000059,2026-05-27,plant-afs-battery-02,MAT-FI-0023,12.1,TON,2,14.157,2.2,RELEASED
mfg-01-589301e89603,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-77980a1b2bf7,MPS-0000060,2026-06-01,plant-afs-battery-02,MAT-FI-0029,14.2,TON,3,14.91,2.582,RELEASED
mfg-01-7b2c2e8d6d5a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4f9f998e5fbd,MPS-0000061,2026-06-06,plant-afs-smelting-01,FG-CATHODE,16.3,TON,1,54.116,2.964,RELEASED
mfg-01-8c0a1bf6f2fb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2cb32a28bfca,MPS-0000062,2026-06-11,plant-afs-battery-02,FG-LIOH,18.4,TON,2,3.128,3.345,RELEASED
mfg-01-b695fb1d1e38,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a0ece9e179d7,MPS-0000063,2026-06-16,plant-afs-battery-02,FG-NISO4,20.5,TON,3,31.775,3.727,RELEASED
mfg-01-47ee1e791c1a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9b43e2fbdf13,MPS-0000064,2026-06-21,plant-afs-battery-02,MAT-FI-0017,22.6,TON,1,25.764,4.109,RELEASED
mfg-01-db8bae125420,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f5ef225785a9,MPS-0000065,2026-06-26,plant-afs-battery-02,MAT-FI-0023,24.7,TON,2,28.899,4.491,RELEASED
mfg-01-6ca4c9255805,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ff9c902a6b3d,MPS-0000066,2026-07-01,plant-afs-battery-02,MAT-FI-0029,26.8,TON,3,28.14,4.873,RELEASED
mfg-01-480cf3dd77b7,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d01a391aec6d,MPS-0000067,2026-07-07,plant-afs-smelting-01,FG-CATHODE,28.9,TON,1,95.948,5.255,RELEASED
mfg-01-d3ea854fc86f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-12b399e47d65,MPS-0000068,2026-07-12,plant-afs-battery-02,FG-LIOH,31.0,TON,2,5.27,5.636,RELEASED
mfg-01-e8b67e420a6d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e23910a57633,MPS-0000069,2026-07-17,plant-afs-battery-02,FG-NISO4,33.1,TON,3,51.305,6.018,RELEASED
mfg-01-562882fe40d8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4c5b90fa90a5,MPS-0000070,2026-07-22,plant-afs-battery-02,MAT-FI-0017,35.2,TON,1,40.128,6.4,RELEASED
mfg-01-6ca158961450,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d31ef864b890,MPS-0000071,2026-07-27,plant-afs-battery-02,MAT-FI-0023,37.3,TON,2,43.641,6.782,RELEASED
mfg-01-b969575b3a21,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1e023a44282c,MPS-0000072,2026-02-02,plant-afs-battery-02,MAT-FI-0029,39.4,TON,3,41.37,7.164,RELEASED
mfg-01-43bba722bd54,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f9f8f0d4669f,MPS-0000073,2026-02-07,plant-afs-smelting-01,FG-CATHODE,41.5,TON,1,137.78,7.545,RELEASED
mfg-01-38a3bc967dda,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a9da286186b5,MPS-0000074,2026-02-12,plant-afs-battery-02,FG-LIOH,43.6,TON,2,7.412,7.927,RELEASED
mfg-01-d93384dc8c16,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-14e1624b58fe,MPS-0000075,2026-02-17,plant-afs-battery-02,FG-NISO4,45.7,TON,3,70.835,8.309,RELEASED
mfg-01-be6c3a10c874,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8605dde4b764,MPS-0000076,2026-02-22,plant-afs-battery-02,MAT-FI-0017,47.8,TON,1,54.492,8.691,RELEASED
mfg-01-0b8095654563,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c306f522db2e,MPS-0000077,2026-02-27,plant-afs-battery-02,MAT-FI-0023,10.0,TON,2,11.7,1.818,RELEASED
mfg-01-2c038341f9a9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2ce6a3018faa,MPS-0000078,2026-03-05,plant-afs-battery-02,MAT-FI-0029,12.1,TON,3,12.705,2.2,RELEASED
mfg-01-4bb8619ac002,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4b71338c1c45,MPS-0000079,2026-03-10,plant-afs-smelting-01,FG-CATHODE,14.2,TON,1,47.144,2.582,RELEASED
mfg-01-796f71e044ff,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e7401b0c1f0e,MPS-0000080,2026-03-15,plant-afs-battery-02,FG-LIOH,16.3,TON,2,2.771,2.964,RELEASED
mfg-01-934c8c1db133,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d5c64c3fc72e,MPS-0000081,2026-03-20,plant-afs-battery-02,FG-NISO4,18.4,TON,3,28.52,3.345,RELEASED
mfg-01-de9865ed2c2e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b4a2f39efa4d,MPS-0000082,2026-03-25,plant-afs-battery-02,MAT-FI-0017,20.5,TON,1,23.37,3.727,RELEASED
mfg-01-1665d211bf40,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7846486404b0,MPS-0000083,2026-03-30,plant-afs-battery-02,MAT-FI-0023,22.6,TON,2,26.442,4.109,RELEASED
mfg-01-53e6db434fc6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-56436d418a1c,MPS-0000084,2026-04-04,plant-afs-battery-02,MAT-FI-0029,24.7,TON,3,25.935,4.491,RELEASED
mfg-01-2f93f8972dea,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,PLAN,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e313d52ff69b,MPS-0000085,2026-04-09,plant-afs-smelting-01,FG-CATHODE,26.8,TON,1,88.976,4.873,RELEASED
