record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,submission_id,source_system_id,partner_id,business_ref,submission_status,submitted_at,revised_at,source_version
log-01-807ec5c4e5b2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-37ed8a9e13eb,SUB-000011,DEMO_PARTNER_PORTAL,SUP-0001,PO-000011-10,PENDING,,,1
log-01-d6a3daa923c1,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-07e2f8eafa1f,SUB-000012,DEMO_PARTNER_PORTAL,SUP-0002,PO-000012-10,PENDING,,,1
log-01-fa547dc18c44,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1b224d656307,SUB-000013,DEMO_PARTNER_PORTAL,SUP-0003,PO-000013-10,COMPLETE,2026-02-28T00:00:00+00:00,,1
log-01-ec41de34e060,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-eba0f81ef064,SUB-000014,DEMO_PARTNER_PORTAL,SUP-0004,PO-000014-10,COMPLETE,2026-03-17T00:00:00+00:00,,1
log-01-768a6dcc11c6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e119017761bd,SUB-000015,DEMO_PARTNER_PORTAL,SUP-0005,PO-000015-10,PENDING,,,1
log-01-27149c51ac2b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ae5bb9c866dd,SUB-000016,DEMO_PARTNER_PORTAL,SUP-0006,PO-000016-10,COMPLETE,2026-04-21T00:00:00+00:00,,1
log-01-c0df27d93316,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ef47c227117d,SUB-000017,DEMO_PARTNER_PORTAL,SUP-0007,PO-000017-10,COMPLETE,2026-05-08T00:00:00+00:00,,1
log-01-434024170a66,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-19977085dc5e,SUB-000018,DEMO_PARTNER_PORTAL,SUP-0008,PO-000018-10,COMPLETE,2026-05-25T00:00:00+00:00,,1
log-01-a49766b96fb1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fcfa2ac56e3c,SUB-000019,DEMO_PARTNER_PORTAL,SUP-0009,PO-000019-10,PENDING,,,1
log-01-c2d3eee6c568,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-30900f31d81b,SUB-000020,DEMO_PARTNER_PORTAL,SUP-0010,PO-000020-10,COMPLETE,2026-06-28T00:00:00+00:00,,1
log-01-8e09fd6bb9bd,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-632c87bb568f,SUB-000021,DEMO_PARTNER_PORTAL,SUP-0001,PO-000021-10,COMPLETE,2026-07-15T00:00:00+00:00,,1
log-01-79a09261dfa9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-485433b28b89,SUB-000022,DEMO_PARTNER_PORTAL,SUP-0002,PO-000022-10,COMPLETE,2026-02-03T00:00:00+00:00,,1
log-01-1bc807305b85,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-da9f2e57c4f7,SUB-000023,DEMO_PARTNER_PORTAL,SUP-0003,PO-000023-10,PENDING,,,1
log-01-38be594280f9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-480b9bd04b55,SUB-000024,DEMO_PARTNER_PORTAL,SUP-0004,PO-000024-10,PENDING,,,1
log-01-22a5772ca99a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4a4b64d35984,SUB-000025,DEMO_PARTNER_PORTAL,SUP-0005,PO-000025-10,PENDING,,,1
log-01-80bf1b4d056e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6bd6b4dd0cae,SUB-000026,DEMO_PARTNER_PORTAL,SUP-0006,PO-000026-10,COMPLETE,2026-04-12T00:00:00+00:00,,1
log-01-ae64b21b3bb5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7226d3c4ec7c,SUB-000027,DEMO_PARTNER_PORTAL,SUP-0007,PO-000027-10,PENDING,,,1
log-01-485feee0e866,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-42871ca09fad,SUB-000028,DEMO_PARTNER_PORTAL,SUP-0008,PO-000028-10,COMPLETE,2026-05-16T00:00:00+00:00,,1
log-01-f8b69b69963c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-45c21f7fd931,SUB-000029,DEMO_PARTNER_PORTAL,SUP-0009,PO-000029-10,PENDING,,,1
log-01-9f694d151c0e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-93a30e6acb71,SUB-000030,DEMO_PARTNER_PORTAL,SUP-0010,PO-000030-10,COMPLETE,2026-06-20T00:00:00+00:00,,1
log-01-4402ecd3e156,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d676ae57ff5a,SUB-000031,DEMO_PARTNER_PORTAL,SUP-0001,PO-000031-10,PENDING,,,1
log-01-d2c05d68d310,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3df746c39e64,SUB-000032,DEMO_PARTNER_PORTAL,SUP-0002,PO-000032-10,COMPLETE,2026-07-24T00:00:00+00:00,,1
log-01-dda7712609d8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-718797ff9523,SUB-000033,DEMO_PARTNER_PORTAL,SUP-0003,PO-000033-10,COMPLETE,2026-02-11T00:00:00+00:00,,1
log-01-993bf5a98196,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-916578329bc0,SUB-000034,DEMO_PARTNER_PORTAL,SUP-0004,PO-000034-10,PENDING,,,1
log-01-aec40ce4571c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7317cd267b9c,SUB-000035,DEMO_PARTNER_PORTAL,SUP-0005,PO-000035-10,COMPLETE,2026-03-17T00:00:00+00:00,,1
log-01-b1b6daf472a8,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5c4986f74b3f,SUB-000036,DEMO_PARTNER_PORTAL,SUP-0006,PO-000036-10,COMPLETE,2026-04-04T00:00:00+00:00,,1
log-01-dcd7dbb98bb3,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9203348ff9e6,SUB-000037,DEMO_PARTNER_PORTAL,SUP-0007,PO-000037-10,COMPLETE,2026-04-21T00:00:00+00:00,,1
log-01-24d988893800,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5deb98d8b127,SUB-000038,DEMO_PARTNER_PORTAL,SUP-0008,PO-000038-10,COMPLETE,2026-05-08T00:00:00+00:00,,1
log-01-42405603df16,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-72fd5af5b72c,SUB-000039,DEMO_PARTNER_PORTAL,SUP-0009,PO-000039-10,PENDING,,,1
log-01-eebd580fa380,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-53ea1c5f674a,SUB-000040,DEMO_PARTNER_PORTAL,SUP-0010,PO-000040-10,COMPLETE,2026-06-11T00:00:00+00:00,,1
log-01-7f4ea2afcf86,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b07d4b5be664,SUB-000041,DEMO_PARTNER_PORTAL,SUP-0001,PO-000041-10,PENDING,,,1
log-01-069fde841c08,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-17ae65255b2e,SUB-000042,DEMO_PARTNER_PORTAL,SUP-0002,PO-000042-10,COMPLETE,2026-07-15T00:00:00+00:00,,1
log-01-70ff194345fe,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6e49982d058e,SUB-000043,DEMO_PARTNER_PORTAL,SUP-0003,PO-000043-10,COMPLETE,2026-02-03T00:00:00+00:00,,1
log-01-4efbb091e1d2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-07a85168fae1,SUB-000044,DEMO_PARTNER_PORTAL,SUP-0004,PO-000044-10,PENDING,,,1
log-01-98cb4752a2b8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9af468b52159,SUB-000045,DEMO_PARTNER_PORTAL,SUP-0005,PO-000045-10,COMPLETE,2026-03-09T00:00:00+00:00,,1
log-01-c226378e1f5e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-980aa666780f,SUB-000046,DEMO_PARTNER_PORTAL,SUP-0006,PO-000046-10,COMPLETE,2026-03-26T00:00:00+00:00,,1
log-01-e8d6e35299db,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8233fdb78286,SUB-000047,DEMO_PARTNER_PORTAL,SUP-0007,PO-000047-10,COMPLETE,2026-04-12T00:00:00+00:00,,1
log-01-ed102109aec6,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-dc6a949250cf,SUB-000048,DEMO_PARTNER_PORTAL,SUP-0008,PO-000048-10,PENDING,,,1
log-01-f9cd76dc08f6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1c38e7aa41c6,SUB-000049,DEMO_PARTNER_PORTAL,SUP-0009,PO-000049-10,PENDING,,,1
log-01-65bb6e8b0214,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-18ea0c6011c2,SUB-000050,DEMO_PARTNER_PORTAL,SUP-0010,PO-000050-10,PENDING,,,1
log-01-d4fcc4c00bcc,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-312438db2ded,SUB-000051,DEMO_PARTNER_PORTAL,SUP-0001,PO-000051-10,PENDING,,,1
log-01-2aa82e76e873,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fd0c72352a23,SUB-000052,DEMO_PARTNER_PORTAL,SUP-0002,PO-000052-10,COMPLETE,2026-07-07T00:00:00+00:00,,1
log-01-5890eea03ca4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-350140eaef84,SUB-000053,DEMO_PARTNER_PORTAL,SUP-0003,PO-000053-10,COMPLETE,2026-07-24T00:00:00+00:00,,1
log-01-06b7c27e109e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-39bc9ba0dd14,SUB-000054,DEMO_PARTNER_PORTAL,SUP-0004,PO-000054-10,PENDING,,,1
log-01-3cdc4b094a33,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-287a03ef44e9,SUB-000055,DEMO_PARTNER_PORTAL,SUP-0005,PO-000055-10,COMPLETE,2026-02-28T00:00:00+00:00,,1
log-01-43ed738d51ff,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ebce55a00391,SUB-000056,DEMO_PARTNER_PORTAL,SUP-0006,PO-000056-10,COMPLETE,2026-03-17T00:00:00+00:00,,1
log-01-99d0809b574a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-00ee05725323,SUB-000057,DEMO_PARTNER_PORTAL,SUP-0007,PO-000057-10,PENDING,,,1
log-01-632357f98637,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4ed4f53c8e38,SUB-000058,DEMO_PARTNER_PORTAL,SUP-0008,PO-000058-10,COMPLETE,2026-04-21T00:00:00+00:00,,1
log-01-211646549123,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-57fd66e69907,SUB-000059,DEMO_PARTNER_PORTAL,SUP-0009,PO-000059-10,COMPLETE,2026-05-08T00:00:00+00:00,,1
log-01-7b3d5ad09890,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-96302df911cd,SUB-000060,DEMO_PARTNER_PORTAL,SUP-0010,PO-000060-10,PENDING,,,1
log-01-5d4c513f6dc2,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b895f7ef9f90,SUB-000061,DEMO_PARTNER_PORTAL,SUP-0001,PO-000061-10,COMPLETE,2026-06-11T00:00:00+00:00,,1
log-01-5725efaa0855,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-02ab399cbe85,SUB-000062,DEMO_PARTNER_PORTAL,SUP-0002,PO-000062-10,PENDING,,,1
log-01-f7fb03b03572,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-beea451a954c,SUB-000063,DEMO_PARTNER_PORTAL,SUP-0003,PO-000063-10,COMPLETE,2026-07-15T00:00:00+00:00,,1
log-01-44f084b1e5fb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4f740bb9a774,SUB-000064,DEMO_PARTNER_PORTAL,SUP-0004,PO-000064-10,COMPLETE,2026-02-03T00:00:00+00:00,,1
log-01-4b190bd73ffa,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6b5f8c334ded,SUB-000065,DEMO_PARTNER_PORTAL,SUP-0005,PO-000065-10,COMPLETE,2026-02-20T00:00:00+00:00,,1
log-01-a28c1ccb4043,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f435a3d4756a,SUB-000066,DEMO_PARTNER_PORTAL,SUP-0006,PO-000066-10,PENDING,,,1
log-01-8aa62e7441b0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f72160da59e6,SUB-000067,DEMO_PARTNER_PORTAL,SUP-0007,PO-000067-10,PENDING,,,1
log-01-a282021a3d05,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-669c198a2a3a,SUB-000068,DEMO_PARTNER_PORTAL,SUP-0008,PO-000068-10,COMPLETE,2026-04-12T00:00:00+00:00,,1
log-01-91f8aec85dfd,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a26dcf1a016e,SUB-000069,DEMO_PARTNER_PORTAL,SUP-0009,PO-000069-10,COMPLETE,2026-04-29T00:00:00+00:00,,1
log-01-09bc7adcb1f1,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c2ca390ff288,SUB-000070,DEMO_PARTNER_PORTAL,SUP-0010,PO-000070-10,PENDING,,,1
log-01-835832989f79,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-36acb24497e1,SUB-000071,DEMO_PARTNER_PORTAL,SUP-0001,PO-000071-10,COMPLETE,2026-06-03T00:00:00+00:00,,1
log-01-ef3a80c7c415,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b199f8947333,SUB-000072,DEMO_PARTNER_PORTAL,SUP-0002,PO-000072-10,COMPLETE,2026-06-20T00:00:00+00:00,,1
log-01-b10c4b489629,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fad3c2e7fcda,SUB-000073,DEMO_PARTNER_PORTAL,SUP-0003,PO-000073-10,PENDING,,,1
log-01-520b4b77d36f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d99b7c92f749,SUB-000074,DEMO_PARTNER_PORTAL,SUP-0004,PO-000074-10,COMPLETE,2026-07-24T00:00:00+00:00,,1
log-01-afd3b22952e2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d072e9f2d444,SUB-000075,DEMO_PARTNER_PORTAL,SUP-0005,PO-000075-10,PENDING,,,1
log-01-72a4d938fc8a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a65098e998c6,SUB-000076,DEMO_PARTNER_PORTAL,SUP-0006,PO-000076-10,PENDING,,,1
log-01-79fbd060bac1,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-615ba958f954,SUB-000077,DEMO_PARTNER_PORTAL,SUP-0007,PO-000077-10,COMPLETE,2026-03-17T00:00:00+00:00,,1
log-01-4257f878b7fb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-47654a59a812,SUB-000078,DEMO_PARTNER_PORTAL,SUP-0008,PO-000078-10,PENDING,,,1
log-01-4166ff809d4f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6e5960432462,SUB-000079,DEMO_PARTNER_PORTAL,SUP-0009,PO-000079-10,PENDING,,,1
log-01-430e66b2c882,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7cadf44c12bb,SUB-000080,DEMO_PARTNER_PORTAL,SUP-0010,PO-000080-10,COMPLETE,2026-05-08T00:00:00+00:00,,1
log-01-dbddc0bed60f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-735140db7970,SUB-000081,DEMO_PARTNER_PORTAL,SUP-0001,PO-000081-10,COMPLETE,2026-05-25T00:00:00+00:00,,1
log-01-daa09b03fc30,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8a421d928ddf,SUB-000082,DEMO_PARTNER_PORTAL,SUP-0002,PO-000082-10,COMPLETE,2026-06-11T00:00:00+00:00,,1
log-01-10a6436b4ff0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-726cecfb8b14,SUB-000083,DEMO_PARTNER_PORTAL,SUP-0003,PO-000083-10,COMPLETE,2026-06-28T00:00:00+00:00,,1
log-01-0f06ccdca423,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-79ba388ea21c,SUB-000084,DEMO_PARTNER_PORTAL,SUP-0004,PO-000084-10,COMPLETE,2026-07-15T00:00:00+00:00,,1
log-01-654233f37b82,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-25c0fb977265,SUB-000085,DEMO_PARTNER_PORTAL,SUP-0005,PO-000085-10,PENDING,,,1
