record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,batch_id,plan_line_id,production_date,site_id,input_material_id,input_lot_id,input_quantity,output_material_id,output_lot_id,output_quantity,quantity_uom,actual_yield,scrap_quantity,downtime_hours,status
mfg-02-07b91c6981ca,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-52d688053782,BATCH-0000031,MPS-0000031,2026-07-05,plant-afs-smelting-01,RM-CU-CONC,LOT-RM-000031,32.093,FG-CATHODE,LOT-FG-0000031,31.313,TON,0.97569,0.78,0,CONFIRMED
mfg-02-f8689b4af0d5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3884254e752a,BATCH-0000032,MPS-0000032,2026-07-11,plant-afs-battery-02,RM-H2SO4,LOT-RM-000032,35.684,FG-LIOH,LOT-FG-0000032,33.722,TON,0.94502,1.962,0,CONFIRMED
mfg-02-587f462b6247,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-aa2ca5b12797,BATCH-0000033,MPS-0000033,2026-07-13,plant-afs-battery-02,RM-MHP,LOT-RM-000033,37.999,FG-NISO4,LOT-FG-0000033,36.181,TON,0.95216,1.818,0,CONFIRMED
mfg-02-a50190820882,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bf414dda44f4,BATCH-0000034,MPS-0000034,2026-07-20,plant-afs-battery-02,RM-LIME,LOT-RM-000034,35.117,MAT-FI-0017,LOT-FG-0000034,33.49,TON,0.95366,1.627,0,CONFIRMED
mfg-02-5434b8dbf4d8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-81dd7c5b0fa5,BATCH-0000035,MPS-0000035,2026-07-26,plant-afs-battery-02,MAT-RA-0013,LOT-RM-000035,37.774,MAT-FI-0023,LOT-FG-0000035,35.773,TON,0.94703,2.001,0,CONFIRMED
mfg-02-d20e3d4ae592,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-db0d86212d35,BATCH-0000036,MPS-0000036,2026-08-01,plant-afs-battery-02,MAT-CO-0014,LOT-RM-000036,40.426,MAT-FI-0029,LOT-FG-0000036,38.106,TON,0.94262,2.32,0,CONFIRMED
mfg-02-0caa538d5a73,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9829ff56f789,BATCH-0000037,MPS-0000037,2026-02-04,plant-afs-smelting-01,RM-CU-CONC,LOT-RM-000037,40.693,FG-CATHODE,LOT-FG-0000037,40.49,TON,0.995,0.203,0,CONFIRMED
mfg-02-aee8dead873d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7d743de19f5c,BATCH-0000038,MPS-0000038,2026-02-10,plant-afs-battery-02,RM-H2SO4,LOT-RM-000038,46.543,FG-LIOH,LOT-FG-0000038,42.924,TON,0.92224,3.619,0,CONFIRMED
mfg-02-909f2210a3fa,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8fd1db4a6a4a,BATCH-0000039,MPS-0000039,2026-02-16,plant-afs-battery-02,RM-MHP,LOT-RM-000039,9.674,FG-NISO4,LOT-FG-0000039,9.1,TON,0.94071,0.574,0,CONFIRMED
mfg-02-14acd472a0e2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8168b7ba977f,BATCH-0000040,MPS-0000040,2026-02-22,plant-afs-battery-02,RM-LIME,LOT-RM-000040,11.647,MAT-FI-0017,LOT-FG-0000040,11.156,TON,0.95785,0.491,0,CONFIRMED
mfg-02-ad43f0aad227,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6b976669ebc6,BATCH-0000041,MPS-0000041,2026-02-24,plant-afs-battery-02,MAT-RA-0013,LOT-RM-000041,14.424,MAT-FI-0023,LOT-FG-0000041,13.263,TON,0.91954,1.161,0,CONFIRMED
mfg-02-7d011813c9a5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-465246bbc913,BATCH-0000042,MPS-0000042,2026-03-02,plant-afs-battery-02,MAT-CO-0014,LOT-RM-000042,16.439,MAT-FI-0029,LOT-FG-0000042,15.42,TON,0.93799,1.019,0,CONFIRMED
mfg-02-61a40bd70c69,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b4e88fc2a829,BATCH-0000043,MPS-0000043,2026-03-08,plant-afs-smelting-01,RM-CU-CONC,LOT-RM-000043,17.987,FG-CATHODE,LOT-FG-0000043,17.627,TON,0.97999,0.36,0,CONFIRMED
mfg-02-9b2b7b283f08,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c66db8307edc,BATCH-0000044,MPS-0000044,2026-03-14,plant-afs-battery-02,RM-H2SO4,LOT-RM-000044,21.406,FG-LIOH,LOT-FG-0000044,19.885,TON,0.92895,1.521,0,CONFIRMED
mfg-02-cf67b77fba3b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a03ae052d709,BATCH-0000045,MPS-0000045,2026-03-17,plant-afs-battery-02,RM-MHP,LOT-RM-000045,19.797,FG-NISO4,LOT-FG-0000045,19.21,TON,0.97034,0.587,0,CONFIRMED
mfg-02-02fa12ed1032,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bde677ab1b52,BATCH-0000046,MPS-0000046,2026-03-23,plant-afs-battery-02,RM-LIME,LOT-RM-000046,22.52,MAT-FI-0017,LOT-FG-0000046,21.291,TON,0.94543,1.229,0,CONFIRMED
mfg-02-a01daed65554,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-40e85d4f910c,BATCH-0000047,MPS-0000047,2026-03-29,plant-afs-battery-02,MAT-RA-0013,LOT-RM-000047,24.702,MAT-FI-0023,LOT-FG-0000047,23.423,TON,0.94824,1.279,0,CONFIRMED
mfg-02-89578115cef9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ef49b6d6d091,BATCH-0000048,MPS-0000048,2026-04-04,plant-afs-battery-02,MAT-CO-0014,LOT-RM-000048,27.283,MAT-FI-0029,LOT-FG-0000048,25.605,TON,0.93849,1.678,0,CONFIRMED
mfg-02-ecfe8f10a2f3,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-350b41d0ad59,BATCH-0000049,MPS-0000049,2026-04-06,plant-afs-smelting-01,RM-CU-CONC,LOT-RM-000049,28.553,FG-CATHODE,LOT-FG-0000049,27.838,TON,0.97497,0.715,0,CONFIRMED
mfg-02-8cc38be3325b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-092d2a04132b,BATCH-0000050,MPS-0000050,2026-04-12,plant-afs-battery-02,RM-H2SO4,LOT-RM-000050,31.919,FG-LIOH,LOT-FG-0000050,30.121,TON,0.94366,1.798,0,CONFIRMED
mfg-02-289747acf611,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cf80131c06d8,BATCH-0000051,MPS-0000051,2026-04-18,plant-afs-battery-02,RM-MHP,LOT-RM-000051,34.31,FG-NISO4,LOT-FG-0000051,32.454,TON,0.94589,1.856,0,CONFIRMED
mfg-02-1b40055f80b1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c046a69b9883,BATCH-0000052,MPS-0000052,2026-04-24,plant-afs-battery-02,RM-LIME,LOT-RM-000052,36.504,MAT-FI-0017,LOT-FG-0000052,34.838,TON,0.95436,1.666,0,CONFIRMED
mfg-02-597ec66c94c4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-aca4f2403bfa,BATCH-0000053,MPS-0000053,2026-04-26,plant-afs-battery-02,MAT-RA-0013,LOT-RM-000053,40.278,MAT-FI-0023,LOT-FG-0000053,37.272,TON,0.92538,3.006,0,CONFIRMED
mfg-02-57608832a638,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c530b88ad380,BATCH-0000054,MPS-0000054,2026-05-02,plant-afs-battery-02,MAT-CO-0014,LOT-RM-000054,42.911,MAT-FI-0029,LOT-FG-0000054,39.757,TON,0.9265,3.154,0,CONFIRMED
mfg-02-db0244e43459,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4256c75c3444,BATCH-0000055,MPS-0000055,2026-05-08,plant-afs-smelting-01,RM-CU-CONC,LOT-RM-000055,42.753,FG-CATHODE,LOT-FG-0000055,42.292,TON,0.98921,0.461,0,CONFIRMED
mfg-02-5717886d3968,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d308428f5683,BATCH-0000056,MPS-0000056,2026-05-15,plant-afs-battery-02,RM-H2SO4,LOT-RM-000056,41.475,FG-LIOH,LOT-FG-0000056,38.845,TON,0.93659,2.63,0,CONFIRMED
mfg-02-01b5e53f6b0d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5d11c0932198,BATCH-0000057,MPS-0000057,2026-05-17,plant-afs-battery-02,RM-MHP,LOT-RM-000057,43.701,FG-NISO4,LOT-FG-0000057,41.204,TON,0.94287,2.497,0,CONFIRMED
mfg-02-816387bccac1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c5459a134a86,BATCH-0000058,MPS-0000058,2026-05-23,plant-afs-battery-02,RM-LIME,LOT-RM-000058,9.035,MAT-FI-0017,LOT-FG-0000058,8.74,TON,0.96739,0.295,0,CONFIRMED
mfg-02-b86f273200e4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d61ea256ce1a,BATCH-0000059,MPS-0000059,2026-05-29,plant-afs-battery-02,MAT-RA-0013,LOT-RM-000059,11.563,MAT-FI-0023,LOT-FG-0000059,10.721,TON,0.92718,0.842,4,CONFIRMED
mfg-02-020adfc245cb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a2e902ead91d,BATCH-0000060,MPS-0000060,2026-06-04,plant-afs-battery-02,MAT-CO-0014,LOT-RM-000060,13.306,MAT-FI-0029,LOT-FG-0000060,12.752,TON,0.9584,0.554,0,CONFIRMED
mfg-02-57c7a6d97599,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4a232788b665,BATCH-0000061,MPS-0000061,2026-06-06,plant-afs-smelting-01,RM-CU-CONC,LOT-RM-000061,14.908,FG-CATHODE,LOT-FG-0000061,14.833,TON,0.995,0.075,0,CONFIRMED
mfg-02-c99c104a6d0d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c8a97017b752,BATCH-0000062,MPS-0000062,2026-06-12,plant-afs-battery-02,RM-H2SO4,LOT-RM-000062,17.816,FG-LIOH,LOT-FG-0000062,16.965,TON,0.95221,0.851,0,CONFIRMED
mfg-02-d59c6403f6ff,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-aff3633a0089,BATCH-0000063,MPS-0000063,2026-06-18,plant-afs-battery-02,RM-MHP,LOT-RM-000063,20.848,FG-NISO4,LOT-FG-0000063,19.147,TON,0.91841,1.701,0,CONFIRMED
mfg-02-3f82b7fabe30,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ff0f83a4e745,BATCH-0000064,MPS-0000064,2026-06-24,plant-afs-battery-02,RM-LIME,LOT-RM-000064,22.768,MAT-FI-0017,LOT-FG-0000064,21.38,TON,0.93902,1.388,0,CONFIRMED
mfg-02-7578ac744311,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a91d0b9a0805,BATCH-0000065,MPS-0000065,2026-06-26,plant-afs-battery-02,MAT-RA-0013,LOT-RM-000065,25.846,MAT-FI-0023,LOT-FG-0000065,23.663,TON,0.91553,2.183,0,CONFIRMED
