record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,equipment_event_id,equipment_id,event_type,start_at,end_at,planned,root_cause,capacity_loss_hours
mfg-03-0f47b54c4f81,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-564768690d89,EQEV-000021,EQ-02-009,PLANNED_MAINTENANCE,2026-05-12T00:00:00+00:00,2026-05-12T06:00:00+00:00,True,PERIODIC_PM,6
mfg-03-69a629aa3f02,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6f83f57d316f,EQEV-000022,EQ-02-010,BREAKDOWN,2026-06-04T00:00:00+00:00,2026-06-04T11:00:00+00:00,False,DEMO_WEAR,11
mfg-03-bb2ee837abaa,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5f316b3a6d6b,EQEV-000023,EQ-02-011,BREAKDOWN,2026-06-27T00:00:00+00:00,2026-06-27T01:00:00+00:00,False,DEMO_WEAR,1
mfg-03-bee24f192595,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f9050c08da8c,EQEV-000024,EQ-02-012,BREAKDOWN,2026-07-20T00:00:00+00:00,2026-07-20T02:00:00+00:00,False,DEMO_WEAR,2
mfg-03-17db743e9313,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1be8ac2f182d,EQEV-000025,EQ-01-001,PLANNED_MAINTENANCE,2026-02-13T00:00:00+00:00,2026-02-13T10:00:00+00:00,True,PERIODIC_PM,10
mfg-03-e959347d5bd0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-15262080fc64,EQEV-000026,EQ-02-002,BREAKDOWN,2026-03-08T00:00:00+00:00,2026-03-08T04:00:00+00:00,False,DEMO_WEAR,4
mfg-03-18f388500f74,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-10a484563d8e,EQEV-000027,EQ-02-003,BREAKDOWN,2026-03-31T00:00:00+00:00,2026-03-31T05:00:00+00:00,False,DEMO_WEAR,5
mfg-03-d516d0b84021,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ec44540f5043,EQEV-000028,EQ-02-004,BREAKDOWN,2026-04-23T00:00:00+00:00,2026-04-23T06:00:00+00:00,False,DEMO_WEAR,6
mfg-03-c8de3e6b6215,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d3238e713898,EQEV-000029,EQ-02-005,PLANNED_MAINTENANCE,2026-05-16T00:00:00+00:00,2026-05-16T14:00:00+00:00,True,PERIODIC_PM,14
mfg-03-3cd902388efe,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c93f28480857,EQEV-000030,EQ-02-006,BREAKDOWN,2026-06-08T00:00:00+00:00,2026-06-08T08:00:00+00:00,False,DEMO_WEAR,8
mfg-03-e1554b8962cd,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bf5701901b48,EQEV-000031,EQ-01-007,BREAKDOWN,2026-07-01T00:00:00+00:00,2026-07-01T09:00:00+00:00,False,DEMO_WEAR,9
mfg-03-2a977ae8eb25,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f3385353c41b,EQEV-000032,EQ-02-008,BREAKDOWN,2026-07-24T00:00:00+00:00,2026-07-24T10:00:00+00:00,False,DEMO_WEAR,10
mfg-03-ed62c9348a1e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c4af87e9bc3c,EQEV-000033,EQ-02-009,PLANNED_MAINTENANCE,2026-02-17T00:00:00+00:00,2026-02-17T18:00:00+00:00,True,PERIODIC_PM,18
mfg-03-26ca69f8134a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bd5594d51cc2,EQEV-000034,EQ-02-010,BREAKDOWN,2026-03-12T00:00:00+00:00,2026-03-12T01:00:00+00:00,False,DEMO_WEAR,1
mfg-03-c5927a88fa24,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bb4539bfa4bb,EQEV-000035,EQ-02-011,BREAKDOWN,2026-04-04T00:00:00+00:00,2026-04-04T02:00:00+00:00,False,DEMO_WEAR,2
mfg-03-bcb0b2dcd5f9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9464b6ff35a1,EQEV-000036,EQ-02-012,BREAKDOWN,2026-04-27T00:00:00+00:00,2026-04-27T03:00:00+00:00,False,DEMO_WEAR,3
mfg-03-439ed2223333,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3026cbb1aa31,EQEV-000037,EQ-01-001,PLANNED_MAINTENANCE,2026-05-20T00:00:00+00:00,2026-05-20T05:00:00+00:00,True,PERIODIC_PM,5
mfg-03-558e4d4cb99e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2725ca1f5c07,EQEV-000038,EQ-02-002,BREAKDOWN,2026-06-12T00:00:00+00:00,2026-06-12T05:00:00+00:00,False,DEMO_WEAR,5
mfg-03-ce0315d8a63c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-792bdb0dfc84,EQEV-000039,EQ-02-003,BREAKDOWN,2026-07-05T00:00:00+00:00,2026-07-05T06:00:00+00:00,False,DEMO_WEAR,6
mfg-03-654701579182,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c47316c6224a,EQEV-000040,EQ-02-004,BREAKDOWN,2026-07-28T00:00:00+00:00,2026-07-28T07:00:00+00:00,False,DEMO_WEAR,7
mfg-03-d4295d736c60,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3cc58de03fcc,EQEV-000041,EQ-02-005,PLANNED_MAINTENANCE,2026-02-21T00:00:00+00:00,2026-02-21T09:00:00+00:00,True,PERIODIC_PM,9
mfg-03-7698b0b7a0aa,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-002843bcbd9c,EQEV-000042,EQ-02-006,BREAKDOWN,2026-03-16T00:00:00+00:00,2026-03-16T09:00:00+00:00,False,DEMO_WEAR,9
mfg-03-03cecd5dc134,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-864245411f6b,EQEV-000043,EQ-01-007,BREAKDOWN,2026-04-08T00:00:00+00:00,2026-04-08T10:00:00+00:00,False,DEMO_WEAR,10
mfg-03-f9a390aab67c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-58ffe9735a3a,EQEV-000044,EQ-02-008,BREAKDOWN,2026-05-01T00:00:00+00:00,2026-05-01T11:00:00+00:00,False,DEMO_WEAR,11
mfg-03-1fc8b8481aa6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8df460b0f485,EQEV-000045,EQ-02-009,PLANNED_MAINTENANCE,2026-05-24T00:00:00+00:00,2026-05-24T13:00:00+00:00,True,PERIODIC_PM,13
mfg-03-ed500d4ababb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cea166db7a12,EQEV-000046,EQ-02-010,BREAKDOWN,2026-06-16T00:00:00+00:00,2026-06-16T02:00:00+00:00,False,DEMO_WEAR,2
mfg-03-53e89b4ec5f4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d99064c3bb12,EQEV-000047,EQ-02-011,BREAKDOWN,2026-07-09T00:00:00+00:00,2026-07-09T03:00:00+00:00,False,DEMO_WEAR,3
mfg-03-51eee33393dd,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2c8a9ee77d49,EQEV-000048,EQ-02-012,BREAKDOWN,2026-02-02T00:00:00+00:00,2026-02-02T04:00:00+00:00,False,DEMO_WEAR,4
mfg-03-52e62e452dd1,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2d4d23c45f90,EQEV-000049,EQ-01-001,PLANNED_MAINTENANCE,2026-02-25T00:00:00+00:00,2026-02-25T17:00:00+00:00,True,PERIODIC_PM,17
mfg-03-6cf81db00ec4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0242d0e705bd,EQEV-000050,EQ-02-002,BREAKDOWN,2026-03-20T00:00:00+00:00,2026-03-20T06:00:00+00:00,False,DEMO_WEAR,6
mfg-03-b744df167f1b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ac051892e813,EQEV-000051,EQ-02-003,BREAKDOWN,2026-04-12T00:00:00+00:00,2026-04-12T07:00:00+00:00,False,DEMO_WEAR,7
mfg-03-1c5814daaf14,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5751835be58e,EQEV-000052,EQ-02-004,BREAKDOWN,2026-05-05T00:00:00+00:00,2026-05-05T08:00:00+00:00,False,DEMO_WEAR,8
mfg-03-dc0f74797955,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5dc5bbb5ebe0,EQEV-000053,EQ-02-005,PLANNED_MAINTENANCE,2026-05-28T00:00:00+00:00,2026-05-28T04:00:00+00:00,True,PERIODIC_PM,4
mfg-03-0556e7c98a9a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4b02fd87b038,EQEV-000054,EQ-02-006,BREAKDOWN,2026-06-20T00:00:00+00:00,2026-06-20T10:00:00+00:00,False,DEMO_WEAR,10
mfg-03-ad5593286963,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4a1937a3a100,EQEV-000055,EQ-01-007,BREAKDOWN,2026-07-13T00:00:00+00:00,2026-07-13T11:00:00+00:00,False,DEMO_WEAR,11
mfg-03-f9c434f14f4f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d9ec1599c8e8,EQEV-000056,EQ-02-008,BREAKDOWN,2026-02-06T00:00:00+00:00,2026-02-06T01:00:00+00:00,False,DEMO_WEAR,1
mfg-03-2b6c8643999b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-24eacd55a3e7,EQEV-000057,EQ-02-009,PLANNED_MAINTENANCE,2026-03-01T00:00:00+00:00,2026-03-01T08:00:00+00:00,True,PERIODIC_PM,8
mfg-03-8b7928b3c912,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-03e069380358,EQEV-000058,EQ-02-010,BREAKDOWN,2026-03-24T00:00:00+00:00,2026-03-24T03:00:00+00:00,False,DEMO_WEAR,3
mfg-03-9cf0c840a43e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-db05a2c5bc68,EQEV-000059,EQ-02-011,BREAKDOWN,2026-04-16T00:00:00+00:00,2026-04-16T04:00:00+00:00,False,DEMO_WEAR,4
mfg-03-95369739b342,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-23143c1e2b0b,EQEV-000060,EQ-02-012,BREAKDOWN,2026-05-09T00:00:00+00:00,2026-05-09T05:00:00+00:00,False,DEMO_WEAR,5
mfg-03-00327b164009,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-75652a3f51fe,EQEV-000061,EQ-01-001,PLANNED_MAINTENANCE,2026-06-01T00:00:00+00:00,2026-06-01T12:00:00+00:00,True,PERIODIC_PM,12
mfg-03-64ab1ccafbb8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-53eeedcb1843,EQEV-000062,EQ-02-002,BREAKDOWN,2026-06-24T00:00:00+00:00,2026-06-24T07:00:00+00:00,False,DEMO_WEAR,7
mfg-03-f1cf37af2e89,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-46c203556fcc,EQEV-000063,EQ-02-003,BREAKDOWN,2026-07-17T00:00:00+00:00,2026-07-17T08:00:00+00:00,False,DEMO_WEAR,8
mfg-03-c19189c1635d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4b101077073f,EQEV-000064,EQ-02-004,BREAKDOWN,2026-02-10T00:00:00+00:00,2026-02-10T09:00:00+00:00,False,DEMO_WEAR,9
mfg-03-a3e0a1c0e7fe,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-053e8e82d103,EQEV-000065,EQ-02-005,PLANNED_MAINTENANCE,2026-03-05T00:00:00+00:00,2026-03-05T16:00:00+00:00,True,PERIODIC_PM,16
mfg-03-07264fb62811,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-888285172576,EQEV-000066,EQ-02-006,BREAKDOWN,2026-03-28T00:00:00+00:00,2026-03-28T11:00:00+00:00,False,DEMO_WEAR,11
mfg-03-316f11245bee,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e1aaf56360e3,EQEV-000067,EQ-01-007,BREAKDOWN,2026-04-20T00:00:00+00:00,2026-04-20T01:00:00+00:00,False,DEMO_WEAR,1
mfg-03-489fb29ae900,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6513182abab5,EQEV-000068,EQ-02-008,BREAKDOWN,2026-05-13T00:00:00+00:00,2026-05-13T02:00:00+00:00,False,DEMO_WEAR,2
mfg-03-a733e44336e2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c868b015c454,EQEV-000069,EQ-02-009,PLANNED_MAINTENANCE,2026-06-05T00:00:00+00:00,2026-06-05T03:00:00+00:00,True,PERIODIC_PM,3
mfg-03-c96c114478a2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2755d434deb2,EQEV-000070,EQ-02-010,BREAKDOWN,2026-06-28T00:00:00+00:00,2026-06-28T04:00:00+00:00,False,DEMO_WEAR,4
mfg-03-5bd4eb3c5c15,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-680ddb2f0da5,EQEV-000071,EQ-02-011,BREAKDOWN,2026-07-21T00:00:00+00:00,2026-07-21T05:00:00+00:00,False,DEMO_WEAR,5
mfg-03-55bc1c8fad2a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0e9bec0b25fc,EQEV-000072,EQ-02-012,BREAKDOWN,2026-02-14T00:00:00+00:00,2026-02-14T06:00:00+00:00,False,DEMO_WEAR,6
mfg-03-a9a6eea036da,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-21b533e93f3e,EQEV-000073,EQ-01-001,PLANNED_MAINTENANCE,2026-03-09T00:00:00+00:00,2026-03-09T07:00:00+00:00,True,PERIODIC_PM,7
mfg-03-ba578f22a091,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-30ea9c8b5c58,EQEV-000074,EQ-02-002,BREAKDOWN,2026-04-01T00:00:00+00:00,2026-04-01T08:00:00+00:00,False,DEMO_WEAR,8
mfg-03-aa9ecc5bbe69,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4b4e3e0aea26,EQEV-000075,EQ-02-003,BREAKDOWN,2026-04-24T00:00:00+00:00,2026-04-24T09:00:00+00:00,False,DEMO_WEAR,9
mfg-03-353538abb1ce,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-34c7fa9e7415,EQEV-000076,EQ-02-004,BREAKDOWN,2026-05-17T00:00:00+00:00,2026-05-17T10:00:00+00:00,False,DEMO_WEAR,10
mfg-03-88a0fdb3ed56,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-53cc9acbf5ad,EQEV-000077,EQ-02-005,PLANNED_MAINTENANCE,2026-06-09T00:00:00+00:00,2026-06-09T11:00:00+00:00,True,PERIODIC_PM,11
