record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,ledger_line_id,document_id,posting_date,fiscal_period,account_id,cost_center_id,debit_amount,credit_amount,currency,cashflow_line,plan_actual
fin-03-570b92201323,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3cd34a623961,GL-00000021,AP-PO-000016-10,2026-06-11,2026-06,1200,CC-PROC,364541.1,0.0,USD,INVENTORY,ACTUAL
fin-03-a59eef24e440,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0e72dbd479ae,GL-00000022,AP-PO-000016-10,2026-06-11,2026-06,2000,CC-PROC,0.0,364541.1,USD,AP,ACTUAL
fin-03-c3c454916d13,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7f3bbe9008af,GL-00000023,AP-PO-000017-10,2026-07-05,2026-07,1200,CC-PROC,417475.12,0.0,USD,INVENTORY,ACTUAL
fin-03-9ae60a949205,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8020a9601fbc,GL-00000024,AP-PO-000017-10,2026-07-05,2026-07,2000,CC-PROC,0.0,417475.12,USD,AP,ACTUAL
fin-03-1546697d19ad,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-dbc11b448a1c,GL-00000025,AP-PO-000018-10,2026-07-29,2026-07,1200,CC-PROC,471182.88,0.0,USD,INVENTORY,ACTUAL
fin-03-6b141c36a846,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-932d42ed5d05,GL-00000026,AP-PO-000018-10,2026-07-29,2026-07,2000,CC-PROC,0.0,471182.88,USD,AP,ACTUAL
fin-03-7d7e8f8b2184,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-527b184fdd20,GL-00000027,AP-PO-000020-10,2026-09-15,2026-09,1200,CC-PROC,541460.37,0.0,USD,INVENTORY,ACTUAL
fin-03-a0607cfb4797,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1150a6e9f998,GL-00000028,AP-PO-000020-10,2026-09-15,2026-09,2000,CC-PROC,0.0,541460.37,USD,AP,ACTUAL
fin-03-0f7fcd73a0d8,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c475a499dd44,GL-00000029,AP-PO-000021-10,2026-07-31,2026-07,1200,CC-PROC,584464.95,0.0,KRW,INVENTORY,ACTUAL
fin-03-97683f0fc3d2,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-54c692fb59e0,GL-00000030,AP-PO-000021-10,2026-07-31,2026-07,2000,CC-PROC,0.0,584464.95,KRW,AP,ACTUAL
fin-03-bac53fbfce0c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c404a3f06731,GL-00000031,AP-PO-000022-10,2026-02-26,2026-02,1200,CC-PROC,637012.2,0.0,USD,INVENTORY,ACTUAL
fin-03-9f3ee89042ad,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c8f5d199d077,GL-00000032,AP-PO-000022-10,2026-02-26,2026-02,2000,CC-PROC,0.0,637012.2,USD,AP,ACTUAL
fin-03-236c996d820e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6e31bae12927,GL-00000033,AP-PO-000026-10,2026-06-02,2026-06,1200,CC-PROC,312381.09,0.0,USD,INVENTORY,ACTUAL
fin-03-993d23434cee,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-dcaa6d132f65,GL-00000034,AP-PO-000026-10,2026-06-02,2026-06,2000,CC-PROC,0.0,312381.09,USD,AP,ACTUAL
fin-03-c5ee63f330a1,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-588813110e09,GL-00000035,AP-PO-000028-10,2026-07-20,2026-07,1200,CC-PROC,417475.12,0.0,USD,INVENTORY,ACTUAL
fin-03-9f26013088da,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-81f1923a574a,GL-00000036,AP-PO-000028-10,2026-07-20,2026-07,2000,CC-PROC,0.0,417475.12,USD,AP,ACTUAL
fin-03-cd7520f5f283,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3ce8143ee6e8,GL-00000037,AP-PO-000030-10,2026-09-07,2026-09,1200,CC-PROC,489686.85,0.0,USD,INVENTORY,ACTUAL
fin-03-fdadc2e7c698,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e18746863bc1,GL-00000038,AP-PO-000030-10,2026-09-07,2026-09,2000,CC-PROC,0.0,489686.85,USD,AP,ACTUAL
fin-03-e6c851a9b26e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e6b35a168c02,GL-00000039,AP-PO-000032-10,2026-08-16,2026-08,1200,CC-PROC,594007.62,0.0,USD,INVENTORY,ACTUAL
fin-03-f09b0eca4d7d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bf131a81bdba,GL-00000040,AP-PO-000032-10,2026-08-16,2026-08,2000,CC-PROC,0.0,594007.62,USD,AP,ACTUAL
fin-03-ac1ed2017088,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d4b4c211ff92,GL-00000041,AP-PO-000033-10,2026-03-13,2026-03,1200,CC-PROC,647328.0,0.0,USD,INVENTORY,ACTUAL
fin-03-c9f9e64deae8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e5d36996b343,GL-00000042,AP-PO-000033-10,2026-03-13,2026-03,2000,CC-PROC,0.0,647328.0,USD,AP,ACTUAL
fin-03-4d87992d023b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3d44230f1efb,GL-00000043,AP-PO-000035-10,2026-04-30,2026-04,1200,CC-PROC,213734.43,0.0,KRW,INVENTORY,ACTUAL
fin-03-5ac7f5fd5f9b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-91b380992f9e,GL-00000044,AP-PO-000035-10,2026-04-30,2026-04,2000,CC-PROC,0.0,213734.43,KRW,AP,ACTUAL
fin-03-275fde3cd417,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-38bb767ff0ca,GL-00000045,AP-PO-000036-10,2026-05-25,2026-05,1200,CC-PROC,265120.8,0.0,USD,INVENTORY,ACTUAL
fin-03-81238499ca6a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-60ee3dd5ba6b,GL-00000046,AP-PO-000036-10,2026-05-25,2026-05,2000,CC-PROC,0.0,265120.8,USD,AP,ACTUAL
fin-03-9c761af0d82b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9317032940e6,GL-00000047,AP-PO-000037-10,2026-06-18,2026-06,1200,CC-PROC,317281.1,0.0,USD,INVENTORY,ACTUAL
fin-03-1fac2b147f3b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-61b8244a8864,GL-00000048,AP-PO-000037-10,2026-06-18,2026-06,2000,CC-PROC,0.0,317281.1,USD,AP,ACTUAL
fin-03-c519a6e529b1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-08db9da29765,GL-00000049,AP-PO-000038-10,2026-07-12,2026-07,1200,CC-PROC,370215.12,0.0,USD,INVENTORY,ACTUAL
fin-03-45f564d2cc33,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6fdac1a1d043,GL-00000050,AP-PO-000038-10,2026-07-12,2026-07,2000,CC-PROC,0.0,370215.12,USD,AP,ACTUAL
fin-03-16da92b04d28,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-614b66c7f0c1,GL-00000051,AP-PO-000040-10,2026-08-29,2026-08,1200,CC-PROC,445908.54,0.0,USD,INVENTORY,ACTUAL
fin-03-548d62a558d5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6eded072b78e,GL-00000052,AP-PO-000040-10,2026-08-29,2026-08,2000,CC-PROC,0.0,445908.54,USD,AP,ACTUAL
fin-03-0d13a4d2247a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8216f7064635,GL-00000053,AP-PO-000042-10,2026-08-07,2026-08,1200,CC-PROC,541460.37,0.0,USD,INVENTORY,ACTUAL
fin-03-fc3d0924f487,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3bab1dc717ae,GL-00000054,AP-PO-000042-10,2026-08-07,2026-08,2000,CC-PROC,0.0,541460.37,USD,AP,ACTUAL
fin-03-f5b5385f84fb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-034920170d1f,GL-00000055,AP-PO-000043-10,2026-03-05,2026-03,1200,CC-PROC,5896.88,0.0,USD,INVENTORY,ACTUAL
fin-03-101afb7bdd74,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-68de076d67c9,GL-00000056,AP-PO-000043-10,2026-03-05,2026-03,2000,CC-PROC,0.0,5896.88,USD,AP,ACTUAL
fin-03-aa843caaad95,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0d9f20186cb3,GL-00000057,AP-PO-000045-10,2026-04-22,2026-04,1200,CC-PROC,163121.55,0.0,KRW,INVENTORY,ACTUAL
fin-03-5b9c5af0ac89,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cefa7676fae5,GL-00000058,AP-PO-000045-10,2026-04-22,2026-04,2000,CC-PROC,0.0,163121.55,KRW,AP,ACTUAL
fin-03-cd4f80809180,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6bfad307f5a2,GL-00000059,AP-PO-000046-10,2026-05-16,2026-05,1200,CC-PROC,213734.43,0.0,USD,INVENTORY,ACTUAL
fin-03-d95d5bef7656,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-39ab58c83960,GL-00000060,AP-PO-000046-10,2026-05-16,2026-05,2000,CC-PROC,0.0,213734.43,USD,AP,ACTUAL
fin-03-b595008ae0ca,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5863fe666cc8,GL-00000061,AP-PO-000047-10,2026-06-09,2026-06,1200,CC-PROC,265120.8,0.0,USD,INVENTORY,ACTUAL
fin-03-0b675cf9d4d6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9b9e8bc8dcd5,GL-00000062,AP-PO-000047-10,2026-06-09,2026-06,2000,CC-PROC,0.0,265120.8,USD,AP,ACTUAL
fin-03-ad3126dbcbb0,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-033448126475,GL-00000063,AP-PO-000052-10,2026-07-30,2026-07,1200,CC-PROC,497682.06,0.0,USD,INVENTORY,ACTUAL
fin-03-080dc85d98cd,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-09f1b5f854ff,GL-00000064,AP-PO-000052-10,2026-07-30,2026-07,2000,CC-PROC,0.0,497682.06,USD,AP,ACTUAL
fin-03-4b2f3b28bd1b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b877129a27bc,GL-00000065,AP-PO-000053-10,2026-08-23,2026-08,1200,CC-PROC,550228.8,0.0,USD,INVENTORY,ACTUAL
fin-03-1a3514cf46b3,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6e6cd70f2612,GL-00000066,AP-PO-000053-10,2026-08-23,2026-08,2000,CC-PROC,0.0,550228.8,USD,AP,ACTUAL
fin-03-2dba2273197e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b33a516dda20,GL-00000067,AP-PO-000055-10,2026-04-13,2026-04,1200,CC-PROC,657644.4,0.0,KRW,INVENTORY,ACTUAL
fin-03-63af93f13575,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-20fbd402de12,GL-00000068,AP-PO-000055-10,2026-04-13,2026-04,2000,CC-PROC,0.0,657644.4,KRW,AP,ACTUAL
fin-03-6aeb95077b28,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f72780da821b,GL-00000069,AP-PO-000056-10,2026-05-07,2026-05,1200,CC-PROC,165700.5,0.0,USD,INVENTORY,ACTUAL
fin-03-86179a5ae55d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-458cc8f346a3,GL-00000070,AP-PO-000056-10,2026-05-07,2026-05,2000,CC-PROC,0.0,165700.5,USD,AP,ACTUAL
fin-03-88c8b0a759d4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-da98246fd1d8,GL-00000071,AP-PO-000058-10,2026-06-25,2026-06,1200,CC-PROC,269247.36,0.0,USD,INVENTORY,ACTUAL
fin-03-69ab2d3c980b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-81b0755fb5a9,GL-00000072,AP-PO-000058-10,2026-06-25,2026-06,2000,CC-PROC,0.0,269247.36,USD,AP,ACTUAL
fin-03-13f71850596f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d3646b66bb4c,GL-00000073,AP-PO-000059-10,2026-07-19,2026-07,1200,CC-PROC,2979.67,0.0,KRW,INVENTORY,ACTUAL
fin-03-113497db1623,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cc507315b01d,GL-00000074,AP-PO-000059-10,2026-07-19,2026-07,2000,CC-PROC,0.0,2979.67,KRW,AP,ACTUAL
fin-03-438a1a44871b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-946fa77d3609,GL-00000075,AP-PO-000061-10,2026-06-27,2026-06,1200,CC-PROC,394908.75,0.0,KRW,INVENTORY,ACTUAL
fin-03-d7cb0ae12616,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-79ccccd7f1c3,GL-00000076,AP-PO-000061-10,2026-06-27,2026-06,2000,CC-PROC,0.0,394908.75,KRW,AP,ACTUAL
fin-03-0349a4ea4db6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a2685ba59213,GL-00000077,AP-PO-000063-10,2026-08-14,2026-08,1200,CC-PROC,4940.62,0.0,USD,INVENTORY,ACTUAL
fin-03-382db59f18b7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0ede2553ecba,GL-00000078,AP-PO-000063-10,2026-08-14,2026-08,2000,CC-PROC,0.0,4940.62,USD,AP,ACTUAL
fin-03-7138b5a1d8b0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a0fd3e1944b0,GL-00000079,AP-PO-000064-10,2026-03-12,2026-03,1200,CC-PROC,550228.8,0.0,USD,INVENTORY,ACTUAL
fin-03-0785d1387dcb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b9e78fa4a580,GL-00000080,AP-PO-000064-10,2026-03-12,2026-03,2000,CC-PROC,0.0,550228.8,USD,AP,ACTUAL
fin-03-41bb905c3321,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c415606e827b,GL-00000081,AP-PO-000065-10,2026-04-05,2026-04,1200,CC-PROC,603549.73,0.0,KRW,INVENTORY,ACTUAL
fin-03-aaedeeaf3195,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f930cfeead68,GL-00000082,AP-PO-000065-10,2026-04-05,2026-04,2000,CC-PROC,0.0,603549.73,KRW,AP,ACTUAL
