record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,clearance_id,shipment_id,declaration_date,inspection_status,duty_amount,currency,cleared_at,status,source_version
log-04-b21a7bc2c1a5,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-aa03b7c9fd8e,CUSCLR-000011,SHP-000011,2026-06-19,INSPECTED,0.0,USD,2026-06-23,CLEARED,1
log-04-25a2b054a87b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7066f5cf7cec,CUSCLR-000012,SHP-000012,2026-07-06,CLEARED,0.0,USD,2026-07-07,CLEARED,1
log-04-caafcb570e72,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8154f303950d,CUSCLR-000013,SHP-000013,2026-07-31,CLEARED,0.0,USD,2026-08-02,CLEARED,1
log-04-a3a22b2ffb44,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-26c33eacb154,CUSCLR-000014,SHP-000014,2026-09-19,CLEARED,0.0,USD,2026-09-22,CLEARED,1
log-04-ad971a02653e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-00471c8746ff,CUSCLR-000015,SHP-000015,2026-08-08,CLEARED,5963.93,KRW,2026-08-12,CLEARED,1
log-04-0ed47c75b285,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e5cfaa20cc33,CUSCLR-000016,SHP-000016,2026-03-05,CLEARED,0.0,USD,2026-03-06,CLEARED,1
log-04-36d30bf8e601,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b95b037bfa88,CUSCLR-000017,SHP-000017,2026-06-04,CLEARED,0.0,USD,2026-06-06,CLEARED,1
log-04-7038b0759637,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0e956b77d6e1,CUSCLR-000018,SHP-000018,2026-07-24,CLEARED,0.0,USD,2026-07-27,CLEARED,1
log-04-cfebc42595ee,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0b277de0271f,CUSCLR-000019,SHP-000019,2026-09-13,CLEARED,0.0,USD,2026-09-17,CLEARED,1
log-04-09417505b9f1,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4fe4e03b6ea4,CUSCLR-000020,SHP-000020,2026-08-17,CLEARED,5963.93,USD,2026-08-18,CLEARED,1
log-04-2c3ef4a3d616,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-90596aab8b6f,CUSCLR-000021,SHP-000021,2026-03-17,CLEARED,0.0,USD,2026-03-19,CLEARED,1
log-04-42d7a4140533,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-aba219443c2f,CUSCLR-000022,SHP-000022,2026-05-03,INSPECTED,0.0,KRW,2026-05-06,CLEARED,1
log-04-3f63305d0dab,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-69a4c825d2f3,CUSCLR-000023,SHP-000023,2026-05-29,CLEARED,0.0,USD,2026-06-02,CLEARED,1
log-04-8bb0c75dd2fd,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4f48b4708a21,CUSCLR-000024,SHP-000024,2026-06-20,CLEARED,0.0,USD,2026-06-21,CLEARED,1
log-04-b19024d2b6ae,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5eae1aa57c36,CUSCLR-000025,SHP-000025,2026-07-17,CLEARED,3546.12,USD,2026-07-19,CLEARED,1
log-04-dfed59953a5b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4809f4b06aa6,CUSCLR-000026,SHP-000026,2026-09-02,CLEARED,0.0,USD,2026-09-05,CLEARED,1
log-04-4e507ec09cb7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f924f15da7a5,CUSCLR-000027,SHP-000027,2026-08-16,CLEARED,0.0,USD,2026-08-20,CLEARED,1
log-04-5c39b77fb814,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fd4e946d97c1,CUSCLR-000028,SHP-000028,2026-03-09,CLEARED,0.0,USD,2026-03-10,CLEARED,1
log-04-3b102f4e3360,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0c3d1e5c22d5,CUSCLR-000029,SHP-000029,2026-04-28,CLEARED,0.0,KRW,2026-04-30,CLEARED,1
log-04-809003288d12,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5ef2cf54dcf1,CUSCLR-000030,SHP-000030,2026-05-19,CLEARED,2095.43,USD,2026-05-22,CLEARED,1
log-04-f7d61e898196,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3fd1094ee694,CUSCLR-000031,SHP-000031,2026-06-12,CLEARED,0.0,USD,2026-06-16,CLEARED,1
log-04-e1443738b85b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0c04a9ac8b9f,CUSCLR-000032,SHP-000032,2026-08-01,CLEARED,0.0,USD,2026-08-02,CLEARED,1
log-04-30ceccf2adde,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-69f1ea5ebca4,CUSCLR-000033,SHP-000033,2026-08-26,INSPECTED,0.0,USD,2026-08-28,CLEARED,1
log-04-afb9519c38c5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fa1d4141e81e,CUSCLR-000034,SHP-000034,2026-04-15,CLEARED,0.0,KRW,2026-04-18,CLEARED,1
log-04-7a6efdcf9841,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b58256ebb8a3,CUSCLR-000035,SHP-000035,2026-05-09,CLEARED,1611.87,USD,2026-05-13,CLEARED,1
log-04-b4c01e1e4ed5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bcdadb13bf28,CUSCLR-000036,SHP-000036,2026-06-28,CLEARED,0.0,USD,2026-06-29,CLEARED,1
log-04-9a89c1412606,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3af1136c8486,CUSCLR-000037,SHP-000037,2026-08-05,CLEARED,0.0,KRW,2026-08-07,CLEARED,1
log-04-ccf0909733f7,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9fa1f9646427,CUSCLR-000038,SHP-000038,2026-06-30,CLEARED,0.0,KRW,2026-07-03,CLEARED,1
log-04-131da2a3a139,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f42277413c36,CUSCLR-000039,SHP-000039,2026-08-15,CLEARED,0.0,USD,2026-08-19,CLEARED,1
log-04-b62daf8b6445,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-33dc9c495a1c,CUSCLR-000040,SHP-000040,2026-03-17,CLEARED,5480.37,USD,2026-03-18,CLEARED,1
log-04-fa8e54917c01,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3542e26558cf,CUSCLR-000041,SHP-000041,2026-04-12,CLEARED,0.0,KRW,2026-04-14,CLEARED,1
log-04-3d8ffe9440ea,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-441563c5179a,CUSCLR-000042,SHP-000042,2026-06-19,CLEARED,0.0,USD,2026-06-22,CLEARED,1
log-04-d43f3aeacad0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1f9da0356df7,CUSCLR-000043,SHP-000043,2026-07-14,CLEARED,0.0,KRW,2026-07-18,CLEARED,1
log-04-92a31da6a3b4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0be11e9855ee,CUSCLR-000044,SHP-000044,2026-06-24,INSPECTED,0.0,KRW,2026-06-25,CLEARED,1
log-04-83a74c03ca49,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-64168df75e7e,CUSCLR-000045,SHP-000045,2026-07-15,CLEARED,4029.68,USD,2026-07-17,CLEARED,1
log-04-4bccfd8ad28d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-544e97acff38,CUSCLR-000046,SHP-000046,2026-09-05,CLEARED,0.0,USD,2026-09-08,CLEARED,1
log-04-81d002af2945,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0375aecd0686,CUSCLR-000047,SHP-000047,2026-05-17,CLEARED,0.0,USD,2026-05-21,CLEARED,1
log-04-8249fb6e303e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2640960413d1,CUSCLR-000048,SHP-000048,2026-07-29,CLEARED,0.0,USD,2026-07-30,CLEARED,1
log-04-700948e1cfa2,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3db838ec41e5,CUSCLR-000049,SHP-000049,2026-06-16,CLEARED,0.0,KRW,2026-06-18,CLEARED,1
log-04-7874e5530a89,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9739e708e446,CUSCLR-000050,SHP-000050,2026-07-06,CLEARED,3546.12,USD,2026-07-09,CLEARED,1
log-04-664df1078325,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c9013c624adc,CUSCLR-000051,SHP-000051,2026-07-30,CLEARED,0.0,USD,2026-08-03,CLEARED,1
log-04-cccd84652b6b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fb982508fcbb,CUSCLR-000052,SHP-000052,2026-08-23,CLEARED,0.0,USD,2026-08-24,CLEARED,1
log-04-df676acb8fa3,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-39f2e4a63879,CUSCLR-000053,SHP-000053,2026-04-14,CLEARED,0.0,USD,2026-04-16,CLEARED,1
log-04-e49275a1faaa,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c194a2efdd86,CUSCLR-000054,SHP-000054,2026-05-10,CLEARED,0.0,USD,2026-05-13,CLEARED,1
log-04-1d61c5d91e6a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3bbf9ca30ecb,CUSCLR-000055,SHP-000055,2026-06-04,INSPECTED,6447.49,USD,2026-06-08,CLEARED,1
log-04-b1d35795fdf1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8b8eaaf4cdd8,CUSCLR-000056,SHP-000056,2026-06-29,CLEARED,0.0,KRW,2026-06-30,CLEARED,1
log-04-7f7b89489cd6,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ccbac32f2663,CUSCLR-000057,SHP-000057,2026-06-29,CLEARED,0.0,USD,2026-07-01,CLEARED,1
log-04-480f27f66c80,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-973a9466b19f,CUSCLR-000058,SHP-000058,2026-07-22,CLEARED,0.0,USD,2026-07-25,CLEARED,1
log-04-64e142df2c09,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d3fb72938fa3,CUSCLR-000059,SHP-000059,2026-05-25,CLEARED,0.0,USD,2026-05-29,CLEARED,1
log-04-3c091a10bc74,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f83e37ca777c,CUSCLR-000060,SHP-000060,2026-06-20,CLEARED,64.01,KRW,2026-06-21,CLEARED,1
log-04-5e253c8f17d7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4df62c7f2d70,CUSCLR-000061,SHP-000061,2026-07-15,CLEARED,0.0,USD,2026-07-17,CLEARED,1
log-04-e4b41cbe9469,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-faae3437546f,CUSCLR-000062,SHP-000062,2026-08-11,CLEARED,0.0,USD,2026-08-14,CLEARED,1
log-04-720b93031123,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-51d65b53de66,CUSCLR-000063,SHP-000063,2026-09-01,CLEARED,0.0,KRW,2026-09-05,CLEARED,1
log-04-b31907dab317,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7ac1367fab67,CUSCLR-000064,SHP-000064,2026-03-29,CLEARED,0.0,USD,2026-03-30,CLEARED,1
log-04-0a6722226f32,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a382f70769ba,CUSCLR-000065,SHP-000065,2026-04-27,CLEARED,4996.81,USD,2026-04-29,CLEARED,1
log-04-6cfd751ce797,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-23ffc54b70c5,CUSCLR-000066,SHP-000066,2026-05-20,INSPECTED,0.0,USD,2026-05-23,CLEARED,1
log-04-be03931b632d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-230aa6c8386a,CUSCLR-000067,SHP-000067,2026-07-03,CLEARED,0.0,USD,2026-07-07,CLEARED,1
log-04-e272285b9555,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-833241ac6b16,CUSCLR-000068,SHP-000068,2026-07-30,CLEARED,0.0,USD,2026-07-31,CLEARED,1
log-04-5520b582228f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4c8c35424192,CUSCLR-000069,SHP-000069,2026-09-20,CLEARED,0.0,USD,2026-09-22,CLEARED,1
log-04-9c3aca4b66eb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a0dd271dd927,CUSCLR-000070,SHP-000070,2026-05-11,CLEARED,4996.81,USD,2026-05-14,CLEARED,1
log-04-e2997bc8dda7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-109cb280e24e,CUSCLR-000071,SHP-000071,2026-06-26,CLEARED,0.0,USD,2026-06-30,CLEARED,1
log-04-cb76b1bb5792,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6579e4aef6f7,CUSCLR-000072,SHP-000072,2026-06-04,CLEARED,0.0,USD,2026-06-05,CLEARED,1
log-04-c000606c332b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e602a069bb7d,CUSCLR-000073,SHP-000073,2026-08-18,CLEARED,0.0,KRW,2026-08-20,CLEARED,1
log-04-d97d354b3ff5,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f6379d9ac73d,CUSCLR-000074,SHP-000074,2026-09-19,CLEARED,0.0,USD,2026-09-22,CLEARED,1
log-04-09c94c5a373d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-11e5b5eb4442,CUSCLR-000075,SHP-000075,2026-04-03,CLEARED,4029.68,USD,2026-04-07,CLEARED,1
log-04-7572ea25b9b0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-59a483008b09,CUSCLR-000076,SHP-000076,2026-05-19,CLEARED,0.0,KRW,2026-05-20,CLEARED,1
log-04-490b0322175a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ae6927a6a38c,CUSCLR-000077,SHP-000077,2026-06-16,INSPECTED,0.0,USD,2026-06-18,CLEARED,1
log-04-73179e834699,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6c32ef20365e,CUSCLR-000078,SHP-000078,2026-05-25,CLEARED,0.0,USD,2026-05-28,CLEARED,1
log-04-e4155830c6b5,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8f23d9b1a5d7,CUSCLR-000079,SHP-000079,2026-07-16,CLEARED,0.0,USD,2026-07-20,CLEARED,1
log-04-2925c9921560,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-21041f6525a8,CUSCLR-000080,SHP-000080,2026-08-10,CLEARED,2579.0,KRW,2026-08-11,CLEARED,1
log-04-85c89f81c770,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6104c2caf814,CUSCLR-000081,SHP-000081,2026-08-29,CLEARED,0.0,USD,2026-08-31,CLEARED,1
log-04-4b11b75433de,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e74fbf1dfb90,CUSCLR-000082,SHP-000082,2026-04-21,CLEARED,0.0,USD,2026-04-24,CLEARED,1
log-04-0725cb6675ff,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f2b99f49a206,CUSCLR-000083,SHP-000083,2026-05-15,CLEARED,0.0,KRW,2026-05-19,CLEARED,1
log-04-4bdd12181170,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c149829408cb,CUSCLR-000084,SHP-000084,2026-06-09,CLEARED,0.0,USD,2026-06-10,CLEARED,1
log-04-0671199bd7f3,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5a6de12ce798,CUSCLR-000085,SHP-000085,2026-04-29,CLEARED,5480.37,KRW,2026-05-01,CLEARED,1
log-04-24c6b4720cd7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3d9c09c2470e,CUSCLR-000086,SHP-000086,2026-07-05,CLEARED,0.0,USD,2026-07-08,CLEARED,1
log-04-9fe115f26dc7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-47ebe3544528,CUSCLR-000087,SHP-000087,2026-07-24,CLEARED,0.0,KRW,2026-07-28,CLEARED,1
log-04-fb9840bd0745,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-78482115bc13,CUSCLR-000088,SHP-000088,2026-08-17,INSPECTED,0.0,USD,2026-08-18,CLEARED,1
log-04-3d2af370e6f2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3fd10e1e1a43,CUSCLR-000089,SHP-000089,2026-09-14,CLEARED,0.0,USD,2026-09-16,CLEARED,1
