record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,finance_document_id,document_type,partner_id,reference_id,posting_date,due_date,amount,currency,paid_at,status
fin-02-6251674543ef,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d24ec829dbfe,AP-PO-000014-10,AP,SUP-0004,PO-000014-10,2026-04-23,2026-06-07,216471.36,USD,2026-06-04,PAID
fin-02-4139180e0622,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3b70fcf543a0,AP-PO-000015-10,AP,SUP-0005,PO-000015-10,2026-05-18,2026-07-02,259091.79,KRW,2026-06-29,PAID
fin-02-74dd10e04d4d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-641f6f5045c4,AP-PO-000016-10,AP,SUP-0006,PO-000016-10,2026-06-11,2026-07-26,382349.85,USD,2026-07-23,PAID
fin-02-043900d1debb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2def2fb8187c,AP-PO-000017-10,AP,SUP-0007,PO-000017-10,2026-07-05,2026-08-19,3519607.65,USD,2026-08-16,PAID
fin-02-30f0cfa102e0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1ab06f84a79a,AP-PO-000018-10,AP,SUP-0008,PO-000018-10,2026-07-29,2026-09-12,390803.7,USD,2026-09-09,PAID
fin-02-53571c1c22a0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-33c4381af889,AP-PO-000019-10,AP,SUP-0009,PO-000019-10,2026-08-22,2026-10-06,406151.46,KRW,2026-10-03,PAID
fin-02-5fdccf366dd2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-84ef73f4e1b1,AP-PO-000021-10,AP,SUP-0001,PO-000021-10,2026-07-31,2026-09-14,4030271.51,KRW,2026-09-11,PAID
fin-02-f6b95c7edb27,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a0ca68349e71,AP-PO-000023-10,AP,SUP-0003,PO-000023-10,2026-03-22,2026-05-06,133155.6,USD,2026-05-03,PAID
fin-02-caf8a968a7ea,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e5d9e31358ec,AP-PO-000025-10,AP,SUP-0005,PO-000025-10,2026-05-09,2026-06-23,20504189.62,KRW,2026-06-20,PAID
fin-02-8e54edc031ed,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ffd8074e0874,AP-PO-000027-10,AP,SUP-0007,PO-000027-10,2026-06-26,2026-08-10,302354.25,USD,2026-08-07,PAID
fin-02-fd2d0befd80e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3c0fc43004e5,AP-PO-000028-10,AP,SUP-0008,PO-000028-10,2026-07-20,2026-09-03,346258.12,USD,2026-08-31,PAID
fin-02-d5d1c3e0ecda,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-593f319aa998,AP-PO-000031-10,AP,SUP-0001,PO-000031-10,2026-07-23,2026-09-06,449092.74,KRW,2026-09-03,PAID
fin-02-9062913746f6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2a576c68a528,AP-PO-000032-10,AP,SUP-0002,PO-000032-10,2026-08-16,2026-09-30,492675.72,USD,2026-09-27,PAID
fin-02-a9909e4fdb6e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4c5f075b792d,AP-PO-000033-10,AP,SUP-0003,PO-000033-10,2026-03-13,2026-04-27,1391198.42,USD,2026-04-24,PAID
fin-02-a6e3adc528f6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5e9f35915513,AP-PO-000034-10,AP,SUP-0004,PO-000034-10,2026-04-06,2026-05-21,135294.6,USD,2026-05-18,PAID
fin-02-e12183db4524,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-08faa0acb326,AP-PO-000036-10,AP,SUP-0006,PO-000036-10,2026-05-25,2026-07-09,361102.6,USD,2026-07-06,PAID
fin-02-483386ce9790,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9eb47989d6e2,AP-PO-000040-10,AP,SUP-0010,PO-000040-10,2026-08-29,2026-10-13,369841.08,USD,2026-10-10,PAID
fin-02-56eaae5c26a4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-00678b5a32d9,AP-PO-000042-10,AP,SUP-0002,PO-000042-10,2026-08-07,2026-09-21,497392.22,USD,2026-09-18,PAID
fin-02-128fab7180e2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-728c20fef337,AP-PO-000043-10,AP,SUP-0003,PO-000043-10,2026-03-05,2026-04-19,492675.72,USD,2026-04-16,PAID
fin-02-931628963574,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b1001521c8f8,AP-PO-000044-10,AP,SUP-0004,PO-000044-10,2026-03-29,2026-05-13,536900.4,USD,2026-05-10,PAID
fin-02-fc1ea721208b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9071fc9b5121,AP-PO-000045-10,AP,SUP-0005,PO-000045-10,2026-04-22,2026-06-06,19478971.21,KRW,2026-06-03,PAID
fin-02-8f14d72ee485,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9f0482d9eb34,AP-PO-000047-10,AP,SUP-0007,PO-000047-10,2026-06-09,2026-07-24,219894.0,USD,2026-07-21,PAID
fin-02-6ff93611e1ed,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1705cdf0bd65,AP-PO-000048-10,AP,SUP-0008,PO-000048-10,2026-07-03,2026-08-17,263156.17,USD,2026-08-14,PAID
fin-02-5f5e32abb380,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-36a8cd76e9cd,AP-PO-000049-10,AP,SUP-0009,PO-000049-10,2026-07-27,2026-09-10,48548.86,KRW,2026-09-07,PAID
fin-02-7e3f6c0337c7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-868f111de982,AP-PO-000050-10,AP,SUP-0010,PO-000050-10,2026-08-21,2026-10-05,327541.5,USD,2026-10-02,PAID
fin-02-f57a1b04baa0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a73e73c2609d,AP-PO-000051-10,AP,SUP-0001,PO-000051-10,2026-07-06,2026-08-20,369841.08,KRW,2026-08-17,PAID
fin-02-d870c3bb5de2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2c5ac142e473,AP-PO-000052-10,AP,SUP-0002,PO-000052-10,2026-07-30,2026-09-13,412782.36,USD,2026-09-10,PAID
fin-02-dc030c767ccb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ccb02f3365f1,AP-PO-000053-10,AP,SUP-0003,PO-000053-10,2026-08-23,2026-10-07,1324953.86,USD,2026-10-04,PAID
fin-02-f7f2f1ddfa1c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fb36d32ef539,AP-PO-000057-10,AP,SUP-0007,PO-000057-10,2026-06-01,2026-07-16,3149120.69,USD,2026-07-13,PAID
fin-02-23ad99e5fc06,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e6fd86a257e5,AP-PO-000058-10,AP,SUP-0008,PO-000058-10,2026-06-25,2026-08-09,223316.4,USD,2026-08-06,PAID
fin-02-3233a3200aad,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-491c4273044c,AP-PO-000059-10,AP,SUP-0009,PO-000059-10,2026-07-19,2026-09-02,248931.54,KRW,2026-08-30,PAID
fin-02-a50a79356787,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cf0c74c10c9e,AP-PO-000063-10,AP,SUP-0003,PO-000063-10,2026-08-14,2026-09-28,412782.36,USD,2026-09-25,PAID
fin-02-dfde124fb23f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a6917d620365,AP-PO-000064-10,AP,SUP-0004,PO-000064-10,2026-03-12,2026-04-26,456365.34,USD,2026-04-23,PAID
fin-02-b2d815c54514,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0d346ec0e7e1,AP-PO-000067-10,AP,SUP-0007,PO-000067-10,2026-05-23,2026-07-07,137433.75,USD,2026-07-04,PAID
fin-02-b030aeaf4953,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-05404a5f515f,AP-PO-000068-10,AP,SUP-0008,PO-000068-10,2026-06-16,2026-07-31,180054.22,USD,2026-07-28,PAID
fin-02-9aeedb67d293,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5d7e5ddf5f12,AP-PO-000070-10,AP,SUP-0010,PO-000070-10,2026-08-03,2026-09-17,248931.54,USD,2026-09-14,PAID
fin-02-c6fd4c576333,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-05dd365ab646,AP-PO-000073-10,AP,SUP-0003,PO-000073-10,2026-08-06,2026-09-20,1258709.3,USD,2026-09-17,PAID
fin-02-31d3bfa1dcf7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6210e8feaf8c,AP-PO-000074-10,AP,SUP-0004,PO-000074-10,2026-08-30,2026-10-14,419413.26,USD,2026-10-11,PAID
fin-02-303e9f94b2a5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3c9104002f27,AP-PO-000076-10,AP,SUP-0006,PO-000076-10,2026-04-20,2026-06-04,467311.4,USD,2026-06-01,PAID
fin-02-62e278fec5fb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9954c52893b4,AP-PO-000078-10,AP,SUP-0008,PO-000078-10,2026-06-08,2026-07-23,139572.75,USD,2026-07-20,PAID
fin-02-3e5cc2b2426a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b26b045c6fed,AP-PO-000079-10,AP,SUP-0009,PO-000079-10,2026-07-02,2026-08-16,170321.58,KRW,2026-08-13,PAID
fin-02-436b177eb686,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-50958d53ff77,AP-PO-000081-10,AP,SUP-0001,PO-000081-10,2026-06-10,2026-07-25,3504589.24,KRW,2026-07-22,PAID
fin-02-5743511b92b0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f2cf6e475f0b,AP-PO-000082-10,AP,SUP-0002,PO-000082-10,2026-07-04,2026-08-18,454147.23,USD,2026-08-15,PAID
fin-02-19ba5467c29b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bbfc3044b141,AP-PO-000083-10,AP,SUP-0003,PO-000083-10,2026-07-28,2026-09-11,332889.0,USD,2026-09-08,PAID
fin-02-0c9458d6deef,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-40bea4124856,AP-PO-000085-10,AP,SUP-0005,PO-000085-10,2026-03-19,2026-05-03,17428559.9,KRW,2026-04-30,PAID
fin-02-3516fa695716,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f73bd2af56f1,AP-PO-000086-10,AP,SUP-0006,PO-000086-10,2026-04-12,2026-05-27,463637.94,USD,2026-05-24,PAID
fin-02-be59cd5cf67f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-48cc3e40904a,AP-PO-000094-10,AP,SUP-0004,PO-000094-10,2026-08-13,2026-09-27,338236.5,USD,2026-09-24,PAID
fin-02-4a5387faa97d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4effc15acc56,AP-PO-000095-10,AP,SUP-0005,PO-000095-10,2026-09-06,2026-10-21,381819.48,KRW,2026-10-18,PAID
fin-02-600bb86fc274,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-184e498ef84a,AP-PO-000097-10,AP,SUP-0007,PO-000097-10,2026-04-27,2026-06-11,4075328.86,USD,2026-06-08,PAID
fin-02-60d69114ac12,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f690eed7233b,AP-PO-000100-10,AP,SUP-0010,PO-000100-10,2026-07-09,2026-08-23,132086.1,USD,2026-08-20,PAID
fin-02-5b061968fd33,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-41eee6b3a15c,AP-PO-000101-10,AP,SUP-0001,PO-000101-10,2026-05-24,2026-07-08,3329358.9,KRW,2026-07-05,PAID
fin-02-db08b529ba12,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c8e5df40f7b4,AP-PO-000103-10,AP,SUP-0003,PO-000103-10,2026-07-11,2026-08-25,252995.64,USD,2026-08-22,PAID
fin-02-7084027cfb7a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-94a229912fee,AP-PO-000104-10,AP,SUP-0004,PO-000104-10,2026-08-04,2026-09-18,295295.22,USD,2026-09-15,PAID
fin-02-c5d6c3eb086b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-da6370bf0667,AP-PO-000105-10,AP,SUP-0005,PO-000105-10,2026-08-28,2026-10-12,23579819.33,KRW,2026-10-09,PAID
fin-02-740bd1d9bfde,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-af696adb6973,AP-PO-000106-10,AP,SUP-0006,PO-000106-10,2026-03-26,2026-05-10,381819.48,USD,2026-05-07,PAID
fin-02-a21990cc4969,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1b5b72899d2d,AP-PO-000107-10,AP,SUP-0007,PO-000107-10,2026-04-19,2026-06-03,426044.62,USD,2026-05-31,PAID
fin-02-5adac30dbebf,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-99d2b3817bd6,AP-PO-000108-10,AP,SUP-0008,PO-000108-10,2026-05-13,2026-06-27,470911.05,USD,2026-06-24,PAID
fin-02-c3ee46f173f0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e93eefb63401,AP-PO-000110-10,AP,SUP-0010,PO-000110-10,2026-06-30,2026-08-14,524066.4,USD,2026-08-11,PAID
fin-02-36beb063017a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5072709e622b,AP-PO-000112-10,AP,SUP-0002,PO-000112-10,2026-06-08,2026-07-23,173102.28,USD,2026-07-20,PAID
fin-02-bd24fe4abc2d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8dee0a715000,AP-PO-000113-10,AP,SUP-0003,PO-000113-10,2026-07-03,2026-08-17,1126211.23,USD,2026-08-14,PAID
fin-02-56e483067cf9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7234245fc4b9,AP-PO-000116-10,AP,SUP-0006,PO-000116-10,2026-09-13,2026-10-28,424826.05,USD,2026-10-25,PAID
fin-02-128265a32335,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-db05b26f0a7d,AP-PO-000119-10,AP,SUP-0009,PO-000119-10,2026-05-28,2026-07-12,445456.44,KRW,2026-07-09,PAID
fin-02-f137a96ead4d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-01899e53d2d0,AP-PO-000120-10,AP,SUP-0010,PO-000120-10,2026-06-22,2026-08-06,488718.57,USD,2026-08-03,PAID
fin-02-fc057ef943c1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f5ce1c1c7eb2,AP-PO-000123-10,AP,SUP-0003,PO-000123-10,2026-06-24,2026-08-08,173102.28,USD,2026-08-05,PAID
fin-02-c91b8b474a78,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-48c55451d7a7,AP-PO-000125-10,AP,SUP-0005,PO-000125-10,2026-08-11,2026-09-25,22554600.92,KRW,2026-09-22,PAID
fin-02-1f3a53f5ec0e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fbc89ee9b792,AP-PO-000127-10,AP,SUP-0007,PO-000127-10,2026-04-02,2026-05-17,343584.38,USD,2026-05-14,PAID
fin-02-08c95b7e56d2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-31d4b8fc05d8,AP-PO-000128-10,AP,SUP-0008,PO-000128-10,2026-04-26,2026-06-10,387809.1,USD,2026-06-07,PAID
fin-02-d2ae45f0f394,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8a5f3939e624,AP-PO-000130-10,AP,SUP-0010,PO-000130-10,2026-06-13,2026-07-28,445456.44,USD,2026-07-25,PAID
fin-02-677e5efc0bb4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-65e2c1afe5bc,AP-PO-000131-10,AP,SUP-0001,PO-000131-10,2026-04-28,2026-06-12,488718.57,KRW,2026-06-09,PAID
fin-02-bb98068d11a2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-24d5424d33e7,AP-PO-000134-10,AP,SUP-0004,PO-000134-10,2026-07-10,2026-08-24,175882.98,USD,2026-08-21,PAID
fin-02-46ac55d75810,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2571e1440af1,AP-PO-000136-10,AP,SUP-0006,PO-000136-10,2026-08-27,2026-10-11,403587.95,USD,2026-10-08,PAID
fin-02-8fc60a9266b4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cb0f0a5e8c1c,AP-PO-000137-10,AP,SUP-0007,PO-000137-10,2026-09-20,2026-11-04,3704851.13,USD,2026-11-01,PAID
fin-02-6b49f596b6cc,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b11ef0f80c73,AP-PO-000138-10,AP,SUP-0008,PO-000138-10,2026-04-17,2026-06-01,348931.88,USD,2026-05-29,PAID
