record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,ledger_line_id,document_id,posting_date,fiscal_period,account_id,cost_center_id,debit_amount,credit_amount,currency,cashflow_line,plan_actual
fin-03-b376ff61c198,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-167da80546c8,GL-00000012,AP-PO-000007-10,2026-07-13,2026-07,2000,CC-PROC,0.0,384814.5,USD,AP,ACTUAL
fin-03-43294f4acdf1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-88b3e71b58b0,GL-00000013,AP-PO-000008-10,2026-08-07,2026-08,1200,CC-PROC,429360.07,0.0,USD,INVENTORY,ACTUAL
fin-03-663f0b8c2d7c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1064ffcbcf1a,GL-00000014,AP-PO-000008-10,2026-08-07,2026-08,2000,CC-PROC,0.0,429360.07,USD,AP,ACTUAL
fin-03-731c3386d472,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-211a4828cda8,GL-00000015,AP-PO-000009-10,2026-08-31,2026-08,1200,CC-PROC,37994.77,0.0,KRW,INVENTORY,ACTUAL
fin-03-767d8e09577b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3918a464b522,GL-00000016,AP-PO-000009-10,2026-08-31,2026-08,2000,CC-PROC,0.0,37994.77,KRW,AP,ACTUAL
fin-03-f6f73e02c618,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6362e9fa24be,GL-00000017,AP-PO-000010-10,2026-09-24,2026-09,1200,CC-PROC,484761.42,0.0,USD,INVENTORY,ACTUAL
fin-03-1c49791dde43,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f2fe51e4699f,GL-00000018,AP-PO-000010-10,2026-09-24,2026-09,2000,CC-PROC,0.0,484761.42,USD,AP,ACTUAL
fin-03-eb74c87761c3,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6b1a1c773481,GL-00000019,AP-PO-000012-10,2026-03-06,2026-03,1200,CC-PROC,133155.6,0.0,USD,INVENTORY,ACTUAL
fin-03-02e0792f0408,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-682eab397f7f,GL-00000020,AP-PO-000012-10,2026-03-06,2026-03,2000,CC-PROC,0.0,133155.6,USD,AP,ACTUAL
fin-03-5d4855b68d42,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-db9c9e881f81,GL-00000021,AP-PO-000014-10,2026-04-23,2026-04,1200,CC-PROC,216471.36,0.0,USD,INVENTORY,ACTUAL
fin-03-b4f987e8c7a0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5df1104cdc74,GL-00000022,AP-PO-000014-10,2026-04-23,2026-04,2000,CC-PROC,0.0,216471.36,USD,AP,ACTUAL
fin-03-067b19287b56,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-94774e586633,GL-00000023,AP-PO-000015-10,2026-05-18,2026-05,1200,CC-PROC,259091.79,0.0,KRW,INVENTORY,ACTUAL
fin-03-e11219f72665,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2114637f77e1,GL-00000024,AP-PO-000015-10,2026-05-18,2026-05,2000,CC-PROC,0.0,259091.79,KRW,AP,ACTUAL
fin-03-a38c67d38dfa,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5d476f4c9342,GL-00000025,AP-PO-000016-10,2026-06-11,2026-06,1200,CC-PROC,382349.85,0.0,USD,INVENTORY,ACTUAL
fin-03-c0dbcdeaacd1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4959c40f38be,GL-00000026,AP-PO-000016-10,2026-06-11,2026-06,2000,CC-PROC,0.0,382349.85,USD,AP,ACTUAL
fin-03-993ff1425295,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-05cfc86b1c9d,GL-00000027,AP-PO-000017-10,2026-07-05,2026-07,1200,CC-PROC,3519607.65,0.0,USD,INVENTORY,ACTUAL
fin-03-cfc7d76c44cf,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-472183ee5974,GL-00000028,AP-PO-000017-10,2026-07-05,2026-07,2000,CC-PROC,0.0,3519607.65,USD,AP,ACTUAL
fin-03-e8340bc68286,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6519a54fe29d,GL-00000029,AP-PO-000018-10,2026-07-29,2026-07,1200,CC-PROC,390803.7,0.0,USD,INVENTORY,ACTUAL
fin-03-31644ef8707f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2c31cf52f0ce,GL-00000030,AP-PO-000018-10,2026-07-29,2026-07,2000,CC-PROC,0.0,390803.7,USD,AP,ACTUAL
fin-03-d45f7b825579,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-94304829ca4f,GL-00000031,AP-PO-000019-10,2026-08-22,2026-08,1200,CC-PROC,406151.46,0.0,KRW,INVENTORY,ACTUAL
fin-03-0c708dda7603,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-44c93a1330bb,GL-00000032,AP-PO-000019-10,2026-08-22,2026-08,2000,CC-PROC,0.0,406151.46,KRW,AP,ACTUAL
fin-03-961f5ec327fe,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-381ccd434bea,GL-00000033,AP-PO-000021-10,2026-07-31,2026-07,1200,CC-PROC,4030271.51,0.0,KRW,INVENTORY,ACTUAL
fin-03-5d15847faf30,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0588d24c182f,GL-00000034,AP-PO-000021-10,2026-07-31,2026-07,2000,CC-PROC,0.0,4030271.51,KRW,AP,ACTUAL
fin-03-cf676217bdb3,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f319238059c1,GL-00000035,AP-PO-000023-10,2026-03-22,2026-03,1200,CC-PROC,133155.6,0.0,USD,INVENTORY,ACTUAL
fin-03-ef03b22d9ca9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1aa6dcaa1cff,GL-00000036,AP-PO-000023-10,2026-03-22,2026-03,2000,CC-PROC,0.0,133155.6,USD,AP,ACTUAL
fin-03-3f9d639e5aeb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-44c21dcee9c5,GL-00000037,AP-PO-000025-10,2026-05-09,2026-05,1200,CC-PROC,20504189.62,0.0,KRW,INVENTORY,ACTUAL
fin-03-ee9737ae9490,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8e0f57fa14d2,GL-00000038,AP-PO-000025-10,2026-05-09,2026-05,2000,CC-PROC,0.0,20504189.62,KRW,AP,ACTUAL
fin-03-d5d260f798b3,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1e1a13c82257,GL-00000039,AP-PO-000027-10,2026-06-26,2026-06,1200,CC-PROC,302354.25,0.0,USD,INVENTORY,ACTUAL
fin-03-394cbb7e9135,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5dd5f2d0f127,GL-00000040,AP-PO-000027-10,2026-06-26,2026-06,2000,CC-PROC,0.0,302354.25,USD,AP,ACTUAL
fin-03-6eb87e896864,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bf912a3cbc7e,GL-00000041,AP-PO-000028-10,2026-07-20,2026-07,1200,CC-PROC,346258.12,0.0,USD,INVENTORY,ACTUAL
fin-03-50c5e17b906f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-801d974bcb2f,GL-00000042,AP-PO-000028-10,2026-07-20,2026-07,2000,CC-PROC,0.0,346258.12,USD,AP,ACTUAL
fin-03-e281ce41b70d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-242d0e98d49d,GL-00000043,AP-PO-000031-10,2026-07-23,2026-07,1200,CC-PROC,449092.74,0.0,KRW,INVENTORY,ACTUAL
fin-03-5f1289ffbc57,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2c78ac48a450,GL-00000044,AP-PO-000031-10,2026-07-23,2026-07,2000,CC-PROC,0.0,449092.74,KRW,AP,ACTUAL
fin-03-3dfdc6abb717,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a8ec18519493,GL-00000045,AP-PO-000032-10,2026-08-16,2026-08,1200,CC-PROC,492675.72,0.0,USD,INVENTORY,ACTUAL
fin-03-844a431ac13e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-83fe8fc05feb,GL-00000046,AP-PO-000032-10,2026-08-16,2026-08,2000,CC-PROC,0.0,492675.72,USD,AP,ACTUAL
fin-03-e265a7fcd0ea,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6f49828f0c21,GL-00000047,AP-PO-000033-10,2026-03-13,2026-03,1200,CC-PROC,1391198.42,0.0,USD,INVENTORY,ACTUAL
fin-03-8d7ca45490df,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d82aaa9d0c22,GL-00000048,AP-PO-000033-10,2026-03-13,2026-03,2000,CC-PROC,0.0,1391198.42,USD,AP,ACTUAL
fin-03-a637f003e9d2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-762f6735fd48,GL-00000049,AP-PO-000034-10,2026-04-06,2026-04,1200,CC-PROC,135294.6,0.0,USD,INVENTORY,ACTUAL
fin-03-7724ecdf945c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5465737ebad1,GL-00000050,AP-PO-000034-10,2026-04-06,2026-04,2000,CC-PROC,0.0,135294.6,USD,AP,ACTUAL
fin-03-30f9968a5319,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b2abd32ca5c0,GL-00000051,AP-PO-000036-10,2026-05-25,2026-05,1200,CC-PROC,361102.6,0.0,USD,INVENTORY,ACTUAL
fin-03-b5880bfe06e2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a202e17e6e19,GL-00000052,AP-PO-000036-10,2026-05-25,2026-05,2000,CC-PROC,0.0,361102.6,USD,AP,ACTUAL
fin-03-c3426d84324c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-badb71697706,GL-00000053,AP-PO-000040-10,2026-08-29,2026-08,1200,CC-PROC,369841.08,0.0,USD,INVENTORY,ACTUAL
fin-03-c29c56247f41,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0b56bebe3af1,GL-00000054,AP-PO-000040-10,2026-08-29,2026-08,2000,CC-PROC,0.0,369841.08,USD,AP,ACTUAL
fin-03-f52e42b93b03,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-350d6cf8b77c,GL-00000055,AP-PO-000042-10,2026-08-07,2026-08,1200,CC-PROC,497392.22,0.0,USD,INVENTORY,ACTUAL
fin-03-89202fa1f143,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cd60c10c28cf,GL-00000056,AP-PO-000042-10,2026-08-07,2026-08,2000,CC-PROC,0.0,497392.22,USD,AP,ACTUAL
fin-03-94d50489152c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b5f0609ec407,GL-00000057,AP-PO-000043-10,2026-03-05,2026-03,1200,CC-PROC,492675.72,0.0,USD,INVENTORY,ACTUAL
fin-03-3940cff20fcf,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fade9ba9bd9b,GL-00000058,AP-PO-000043-10,2026-03-05,2026-03,2000,CC-PROC,0.0,492675.72,USD,AP,ACTUAL
fin-03-b24588cb8023,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c532ccb01bd1,GL-00000059,AP-PO-000044-10,2026-03-29,2026-03,1200,CC-PROC,536900.4,0.0,USD,INVENTORY,ACTUAL
fin-03-e00a7671d6ec,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-81bba500b042,GL-00000060,AP-PO-000044-10,2026-03-29,2026-03,2000,CC-PROC,0.0,536900.4,USD,AP,ACTUAL
fin-03-ca7fd0ce9b08,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4c987d647e1c,GL-00000061,AP-PO-000045-10,2026-04-22,2026-04,1200,CC-PROC,19478971.21,0.0,KRW,INVENTORY,ACTUAL
fin-03-9153883e2433,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-14a9c97ffe06,GL-00000062,AP-PO-000045-10,2026-04-22,2026-04,2000,CC-PROC,0.0,19478971.21,KRW,AP,ACTUAL
fin-03-0c74a3dbc316,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-56b4253893b1,GL-00000063,AP-PO-000047-10,2026-06-09,2026-06,1200,CC-PROC,219894.0,0.0,USD,INVENTORY,ACTUAL
fin-03-78be6b3db487,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-163ececb0aff,GL-00000064,AP-PO-000047-10,2026-06-09,2026-06,2000,CC-PROC,0.0,219894.0,USD,AP,ACTUAL
fin-03-0f27e01231b0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-72c0969b3787,GL-00000065,AP-PO-000048-10,2026-07-03,2026-07,1200,CC-PROC,263156.17,0.0,USD,INVENTORY,ACTUAL
fin-03-4020801f22ed,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-33753075643f,GL-00000066,AP-PO-000048-10,2026-07-03,2026-07,2000,CC-PROC,0.0,263156.17,USD,AP,ACTUAL
fin-03-2d93933b7cb1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ed030bc192df,GL-00000067,AP-PO-000049-10,2026-07-27,2026-07,1200,CC-PROC,48548.86,0.0,KRW,INVENTORY,ACTUAL
fin-03-f1d5f1ac94c0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8a17c6b123fc,GL-00000068,AP-PO-000049-10,2026-07-27,2026-07,2000,CC-PROC,0.0,48548.86,KRW,AP,ACTUAL
fin-03-f03a4277fbe8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2edea9ed6c1b,GL-00000069,AP-PO-000050-10,2026-08-21,2026-08,1200,CC-PROC,327541.5,0.0,USD,INVENTORY,ACTUAL
fin-03-a33d186e87aa,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-251e0e9bf90e,GL-00000070,AP-PO-000050-10,2026-08-21,2026-08,2000,CC-PROC,0.0,327541.5,USD,AP,ACTUAL
fin-03-0529fabb85e4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-93c47299273b,GL-00000071,AP-PO-000051-10,2026-07-06,2026-07,1200,CC-PROC,369841.08,0.0,KRW,INVENTORY,ACTUAL
fin-03-269531f54504,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-816b0f49278c,GL-00000072,AP-PO-000051-10,2026-07-06,2026-07,2000,CC-PROC,0.0,369841.08,KRW,AP,ACTUAL
fin-03-47e8fb1bad53,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0f524cea0be5,GL-00000073,AP-PO-000052-10,2026-07-30,2026-07,1200,CC-PROC,412782.36,0.0,USD,INVENTORY,ACTUAL
fin-03-c927949124ee,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c3b05a776507,GL-00000074,AP-PO-000052-10,2026-07-30,2026-07,2000,CC-PROC,0.0,412782.36,USD,AP,ACTUAL
fin-03-a22043439e2a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-48ea25035c34,GL-00000075,AP-PO-000053-10,2026-08-23,2026-08,1200,CC-PROC,1324953.86,0.0,USD,INVENTORY,ACTUAL
fin-03-442cda4419bd,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f211a218e5d2,GL-00000076,AP-PO-000053-10,2026-08-23,2026-08,2000,CC-PROC,0.0,1324953.86,USD,AP,ACTUAL
fin-03-1ea33020d693,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-88720864e3db,GL-00000077,AP-PO-000057-10,2026-06-01,2026-06,1200,CC-PROC,3149120.69,0.0,USD,INVENTORY,ACTUAL
fin-03-d8bdacf55ca8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cad5a6271911,GL-00000078,AP-PO-000057-10,2026-06-01,2026-06,2000,CC-PROC,0.0,3149120.69,USD,AP,ACTUAL
fin-03-af5042ce2a94,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6ae99432c2aa,GL-00000079,AP-PO-000058-10,2026-06-25,2026-06,1200,CC-PROC,223316.4,0.0,USD,INVENTORY,ACTUAL
fin-03-474fc7303474,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-85569a927e96,GL-00000080,AP-PO-000058-10,2026-06-25,2026-06,2000,CC-PROC,0.0,223316.4,USD,AP,ACTUAL
fin-03-8d725bf451d4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-56fbbc97d971,GL-00000081,AP-PO-000059-10,2026-07-19,2026-07,1200,CC-PROC,248931.54,0.0,KRW,INVENTORY,ACTUAL
fin-03-f4246d52f5b5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-175a578f23c6,GL-00000082,AP-PO-000059-10,2026-07-19,2026-07,2000,CC-PROC,0.0,248931.54,KRW,AP,ACTUAL
