record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,milestone_id,shipment_id,event_type,planned_at,actual_at,location,status,source_version
log-03-1e117a194927,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6c3e4aadbf42,MS-000002-05,SHP-000002,ATA,2026-04-11T00:00:00+00:00,2026-04-11T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-3e79572478cf,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-42f471662daa,MS-000002-06,SHP-000002,UNLOADED,2026-04-12T00:00:00+00:00,2026-04-12T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-6cb35b711e80,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-727ce31090ae,MS-000003-01,SHP-000003,BOOKED,2026-03-23T00:00:00+00:00,2026-03-25T00:00:00+00:00,ORIGIN,COMPLETED,1
log-03-c21db021aed5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d2e13737fcb4,MS-000003-02,SHP-000003,PICKED_UP,2026-03-29T00:00:00+00:00,2026-03-31T00:00:00+00:00,ORIGIN,COMPLETED,1
log-03-038057577692,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d2ad9c0c7088,MS-000003-03,SHP-000003,ETD,2026-03-31T00:00:00+00:00,2026-04-02T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-d8a8749c6ef5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-63037005ac5f,MS-000003-04,SHP-000003,ETA,2026-05-02T00:00:00+00:00,2026-05-04T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-207292d2df69,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2d33d46309e0,MS-000003-05,SHP-000003,ATA,2026-05-05T00:00:00+00:00,2026-05-07T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-72a0fdc23af8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1e21afe0b657,MS-000003-06,SHP-000003,UNLOADED,2026-05-06T00:00:00+00:00,2026-05-08T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-1f6e58e3bf0d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b6b4fc5b8650,MS-000004-01,SHP-000004,BOOKED,2026-04-24T00:00:00+00:00,2026-04-28T00:00:00+00:00,ORIGIN,COMPLETED,1
log-03-7469f0c2bbc4,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-559539b977c7,MS-000004-02,SHP-000004,PICKED_UP,2026-05-04T00:00:00+00:00,2026-05-08T00:00:00+00:00,ORIGIN,COMPLETED,1
log-03-2760bb723e71,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e9878f875de6,MS-000004-03,SHP-000004,ETD,2026-05-06T00:00:00+00:00,2026-05-10T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-d4bd449e666d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7fc5f4c6f8e5,MS-000004-04,SHP-000004,ETA,2026-06-19T00:00:00+00:00,2026-06-23T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-ebdb7fb36610,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f3966d02a5ba,MS-000004-05,SHP-000004,ATA,2026-06-22T00:00:00+00:00,2026-06-26T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-0b2ec6e100cc,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a36946a39255,MS-000004-06,SHP-000004,UNLOADED,2026-06-23T00:00:00+00:00,2026-06-27T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-d875dcb36213,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-655c3df59220,MS-000005-01,SHP-000005,BOOKED,2026-05-11T00:00:00+00:00,2026-05-15T00:00:00+00:00,ORIGIN,COMPLETED,1
log-03-40be7f4ef279,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9bc461725fbd,MS-000005-02,SHP-000005,PICKED_UP,2026-05-23T00:00:00+00:00,2026-05-27T00:00:00+00:00,ORIGIN,COMPLETED,1
log-03-b33ef0daa397,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-62e9a600ba3c,MS-000005-03,SHP-000005,ETD,2026-05-25T00:00:00+00:00,2026-05-29T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-16b4c980f454,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5c4c4d715c53,MS-000005-04,SHP-000005,ETA,2026-07-13T00:00:00+00:00,2026-07-17T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-c242b7005a96,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b54145cefac4,MS-000005-05,SHP-000005,ATA,2026-07-14T00:00:00+00:00,2026-07-18T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-e28891b1e7b5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e59525d146c2,MS-000005-06,SHP-000005,UNLOADED,2026-07-15T00:00:00+00:00,2026-07-19T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-a14b03267db3,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1c6d8d472221,MS-000006-01,SHP-000006,BOOKED,2026-06-02T00:00:00+00:00,2026-06-02T00:00:00+00:00,ORIGIN,COMPLETED,1
log-03-8f9f6f71c652,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a458ef242dd5,MS-000006-02,SHP-000006,PICKED_UP,2026-06-15T00:00:00+00:00,2026-06-15T00:00:00+00:00,ORIGIN,COMPLETED,1
log-03-d394180893d1,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-dff2542caf2d,MS-000006-03,SHP-000006,ETD,2026-06-17T00:00:00+00:00,2026-06-17T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-ca984583b5fb,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1aa090b0ff86,MS-000006-04,SHP-000006,ETA,2026-08-06T00:00:00+00:00,2026-08-06T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-51a6e33060be,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1c3d29869872,MS-000006-05,SHP-000006,ATA,2026-08-09T00:00:00+00:00,2026-08-09T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-012924b28ab5,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-700a03d46951,MS-000006-06,SHP-000006,UNLOADED,2026-08-10T00:00:00+00:00,2026-08-10T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-2852f2727c58,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6e180580ebd4,MS-000007-01,SHP-000007,BOOKED,2026-06-16T00:00:00+00:00,2026-06-19T00:00:00+00:00,ORIGIN,COMPLETED,1
log-03-123036d89d83,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e37b2088ef42,MS-000007-02,SHP-000007,PICKED_UP,2026-07-01T00:00:00+00:00,2026-07-04T00:00:00+00:00,ORIGIN,COMPLETED,1
log-03-134e68c4fafa,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-96c48add8340,MS-000007-03,SHP-000007,ETD,2026-07-03T00:00:00+00:00,2026-07-06T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-e165ed48b7e1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-58a326759312,MS-000007-04,SHP-000007,ETA,2026-08-31T00:00:00+00:00,2026-09-03T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-ad24ecc651c1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-63db7516abc8,MS-000007-05,SHP-000007,ATA,2026-09-01T00:00:00+00:00,2026-09-04T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-7416265f5e9f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-166378ad97b4,MS-000007-06,SHP-000007,UNLOADED,2026-09-02T00:00:00+00:00,2026-09-05T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-9ee75b96ea50,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c225cc2143ba,MS-000008-01,SHP-000008,BOOKED,2026-07-01T00:00:00+00:00,2026-07-06T00:00:00+00:00,ORIGIN,COMPLETED,1
log-03-ee97c99584e2,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-22f5b77a09dc,MS-000008-02,SHP-000008,PICKED_UP,2026-07-18T00:00:00+00:00,2026-07-23T00:00:00+00:00,ORIGIN,COMPLETED,1
log-03-0b8ea2ece50a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c5f4de474c4a,MS-000008-03,SHP-000008,ETD,2026-07-20T00:00:00+00:00,2026-07-25T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-2bd4efad0df7,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-beba56fa2a8e,MS-000008-04,SHP-000008,ETA,2026-09-24T00:00:00+00:00,2026-09-29T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-0f8c73aaa1b7,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3489f7554781,MS-000008-05,SHP-000008,ATA,2026-09-25T00:00:00+00:00,2026-09-30T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-99cb3579f251,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6326ec84cb58,MS-000008-06,SHP-000008,UNLOADED,2026-09-26T00:00:00+00:00,2026-10-01T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-1956c986f9e5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f28a658e57cf,MS-000009-01,SHP-000009,BOOKED,2026-02-25T00:00:00+00:00,2026-02-27T00:00:00+00:00,ORIGIN,COMPLETED,1
log-03-f10326156750,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0bf8653756b6,MS-000009-02,SHP-000009,PICKED_UP,2026-03-02T00:00:00+00:00,2026-03-04T00:00:00+00:00,ORIGIN,COMPLETED,1
log-03-2555fea8c14f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-05823cdd830e,MS-000009-03,SHP-000009,ETD,2026-03-04T00:00:00+00:00,2026-03-06T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-ec5e8e24fa59,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8db0a83e4e88,MS-000009-04,SHP-000009,ETA,2026-03-30T00:00:00+00:00,2026-04-01T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-4ed519e67356,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-da04022673b2,MS-000009-05,SHP-000009,ATA,2026-04-01T00:00:00+00:00,2026-04-03T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-d30ecfaba6d0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-afbbfa097c29,MS-000009-06,SHP-000009,UNLOADED,2026-04-02T00:00:00+00:00,2026-04-04T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-e015b79f1eea,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2f98e413fa1f,MS-000010-01,SHP-000010,BOOKED,2026-03-13T00:00:00+00:00,2026-03-16T00:00:00+00:00,ORIGIN,COMPLETED,1
log-03-9cd0c90516ad,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-eb1e8d6800ef,MS-000010-02,SHP-000010,PICKED_UP,2026-03-19T00:00:00+00:00,2026-03-22T00:00:00+00:00,ORIGIN,COMPLETED,1
log-03-b09952444bf8,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-750f5fee7963,MS-000010-03,SHP-000010,ETD,2026-03-21T00:00:00+00:00,2026-03-24T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-df1b7bd6dde6,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cd28d47c25b6,MS-000010-04,SHP-000010,ETA,2026-04-23T00:00:00+00:00,2026-04-26T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-c8e5dd504485,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-54aa5f207898,MS-000010-05,SHP-000010,ATA,2026-04-23T00:00:00+00:00,2026-04-26T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-df401187bd80,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-619ae0ed45bc,MS-000010-06,SHP-000010,UNLOADED,2026-04-24T00:00:00+00:00,2026-04-27T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-eea1b0206a33,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3c5e6e8853d0,MS-000011-01,SHP-000011,BOOKED,2026-04-15T00:00:00+00:00,2026-04-20T00:00:00+00:00,ORIGIN,COMPLETED,1
log-03-75990509f41b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b0a73b29d681,MS-000011-02,SHP-000011,PICKED_UP,2026-04-25T00:00:00+00:00,2026-04-30T00:00:00+00:00,ORIGIN,COMPLETED,1
log-03-1202a753c6f4,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0371d6a6982f,MS-000011-03,SHP-000011,ETD,2026-04-27T00:00:00+00:00,2026-05-02T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-11b70826f46a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ad7d4a79a27f,MS-000011-04,SHP-000011,ETA,2026-06-11T00:00:00+00:00,2026-06-16T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-07be42e79e26,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3548bf58b000,MS-000011-05,SHP-000011,ATA,2026-06-13T00:00:00+00:00,2026-06-18T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-02a6feda921c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-208d268169d8,MS-000011-06,SHP-000011,UNLOADED,2026-06-14T00:00:00+00:00,2026-06-19T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-0ab4f8fb383d,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c7308cd30969,MS-000012-01,SHP-000012,BOOKED,2026-05-07T00:00:00+00:00,2026-05-07T00:00:00+00:00,ORIGIN,COMPLETED,1
log-03-e0c2421d4c4f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6eb032db78d3,MS-000012-02,SHP-000012,PICKED_UP,2026-05-19T00:00:00+00:00,2026-05-19T00:00:00+00:00,ORIGIN,COMPLETED,1
log-03-df530bdf6071,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c263f1bd7258,MS-000012-03,SHP-000012,ETD,2026-05-21T00:00:00+00:00,2026-05-21T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-c30c6f6cb7c1,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4680210b345c,MS-000012-04,SHP-000012,ETA,2026-07-04T00:00:00+00:00,2026-07-04T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-1f3619a627cd,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e5a16813f762,MS-000012-05,SHP-000012,ATA,2026-07-05T00:00:00+00:00,2026-07-05T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-fb6540237e4b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-22cd2711e700,MS-000012-06,SHP-000012,UNLOADED,2026-07-06T00:00:00+00:00,2026-07-06T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-add9ffebad04,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-81022762a050,MS-000013-01,SHP-000013,BOOKED,2026-05-23T00:00:00+00:00,2026-05-24T00:00:00+00:00,ORIGIN,COMPLETED,1
log-03-d540ad1514ea,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e033580db57a,MS-000013-02,SHP-000013,PICKED_UP,2026-06-05T00:00:00+00:00,2026-06-06T00:00:00+00:00,ORIGIN,COMPLETED,1
log-03-683b2a074d83,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6dd2ca737a37,MS-000013-03,SHP-000013,ETD,2026-06-07T00:00:00+00:00,2026-06-08T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-6f4b7c002643,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-374d1bbd0c31,MS-000013-04,SHP-000013,ETA,2026-07-29T00:00:00+00:00,2026-07-30T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-2575de072aba,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-57bfb1af7d85,MS-000013-05,SHP-000013,ATA,2026-07-29T00:00:00+00:00,2026-07-30T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-5ad27ca7b087,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-858b75424107,MS-000013-06,SHP-000013,UNLOADED,2026-07-30T00:00:00+00:00,2026-07-31T00:00:00+00:00,DESTINATION,COMPLETED,1
log-03-74b3a72961ea,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-aec34ab2b9ed,MS-000014-01,SHP-000014,BOOKED,2026-06-26T00:00:00+00:00,2026-06-27T00:00:00+00:00,ORIGIN,COMPLETED,1
