record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,clearance_id,shipment_id,declaration_date,inspection_status,duty_amount,currency,cleared_at,status,source_version
log-04-ab0c8e569320,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9dc80964833f,CUSCLR-000011,SHP-000011,2024-07-03,INSPECTED,0.0,KRW,2024-07-07,CLEARED,1
log-04-37cf573bef98,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-89517d7461cb,CUSCLR-000012,SHP-000012,2024-07-24,CLEARED,0.0,USD,2024-07-25,CLEARED,1
log-04-0fbea6b0cc2e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0458cd239540,CUSCLR-000013,SHP-000013,2024-08-20,CLEARED,0.0,USD,2024-08-22,CLEARED,1
log-04-cc0ee3f1a4a9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-80373db741dc,CUSCLR-000014,SHP-000014,2024-09-12,CLEARED,0.0,USD,2024-09-15,CLEARED,1
log-04-2efabeb81363,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-09fd79122ec3,CUSCLR-000015,SHP-000015,2024-08-14,CLEARED,8270.35,USD,2024-08-18,CLEARED,1
log-04-8daf2614b6d5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4dfd6a4b3c40,CUSCLR-000016,SHP-000016,2024-09-11,CLEARED,0.0,USD,2024-09-12,CLEARED,1
log-04-bedfaec7596f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-779c02839617,CUSCLR-000017,SHP-000017,2024-10-01,CLEARED,0.0,USD,2024-10-03,CLEARED,1
log-04-7eea57b483f3,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e663689f66f6,CUSCLR-000018,SHP-000018,2024-10-28,CLEARED,0.0,KRW,2024-10-31,CLEARED,1
log-04-e21897fc4fb1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4a5d888b08ac,CUSCLR-000019,SHP-000019,2024-11-21,CLEARED,0.0,USD,2024-11-25,CLEARED,1
log-04-3a94b971f14b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0f0512a9872c,CUSCLR-000020,SHP-000020,2024-12-16,CLEARED,4548.69,USD,2024-12-17,CLEARED,1
log-04-801cae95e5bb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1d89bd3f06b9,CUSCLR-000021,SHP-000021,2025-01-07,CLEARED,0.0,USD,2025-01-09,CLEARED,1
log-04-2362b79cf497,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0cb9fd654916,CUSCLR-000022,SHP-000022,2025-01-30,INSPECTED,0.0,KRW,2025-02-02,CLEARED,1
log-04-aca277faf2ac,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-56cc3cf3b9c7,CUSCLR-000023,SHP-000023,2025-02-25,CLEARED,0.0,USD,2025-03-01,CLEARED,1
log-04-f0002aa281a4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-496005303df0,CUSCLR-000024,SHP-000024,2025-03-21,CLEARED,0.0,USD,2025-03-22,CLEARED,1
log-04-0b278ad9e22f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2e8f4c2feb38,CUSCLR-000025,SHP-000025,2025-04-18,CLEARED,7650.08,USD,2025-04-20,CLEARED,1
log-04-8b84f46d7fa8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b64dec56810f,CUSCLR-000026,SHP-000026,2025-02-21,CLEARED,0.0,KRW,2025-02-24,CLEARED,1
log-04-b2148ea87b3b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5d318d531a30,CUSCLR-000027,SHP-000027,2025-03-25,CLEARED,0.0,USD,2025-03-29,CLEARED,1
log-04-6d376349f7bb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9852da9d7127,CUSCLR-000028,SHP-000028,2025-04-12,CLEARED,0.0,USD,2025-04-13,CLEARED,1
log-04-91b64d89459f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-34cf3c634f3e,CUSCLR-000029,SHP-000029,2025-06-06,CLEARED,0.0,KRW,2025-06-08,CLEARED,1
log-04-6d86f467bfe5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-59725c54eeba,CUSCLR-000030,SHP-000030,2025-06-26,CLEARED,4548.69,USD,2025-06-29,CLEARED,1
log-04-364903affc91,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7ebdc2adddfb,CUSCLR-000031,SHP-000031,2025-07-26,CLEARED,0.0,USD,2025-07-30,CLEARED,1
log-04-34628c8bf6a9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bf3a708405f9,CUSCLR-000032,SHP-000032,2025-08-13,CLEARED,0.0,USD,2025-08-14,CLEARED,1
log-04-584bb32886bb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e544156b8566,CUSCLR-000033,SHP-000033,2025-08-05,INSPECTED,0.0,USD,2025-08-07,CLEARED,1
log-04-36197afd4d99,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-29d9ede29c5d,CUSCLR-000034,SHP-000034,2025-08-28,CLEARED,0.0,USD,2025-08-31,CLEARED,1
log-04-5588be151160,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7239d0ad02df,CUSCLR-000035,SHP-000035,2025-09-20,CLEARED,8270.35,USD,2025-09-24,CLEARED,1
log-04-33df6d540cde,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ca2f0f813d24,CUSCLR-000036,SHP-000036,2025-10-12,CLEARED,0.0,KRW,2025-10-13,CLEARED,1
log-04-053c72d4db88,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-501cb88f0ef2,CUSCLR-000037,SHP-000037,2025-11-20,CLEARED,0.0,USD,2025-11-22,CLEARED,1
log-04-5b2b0b5a01f9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-09019716a9b4,CUSCLR-000038,SHP-000038,2025-11-28,CLEARED,0.0,USD,2025-12-01,CLEARED,1
log-04-6adc7ca0aee7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4854bf51a44f,CUSCLR-000039,SHP-000039,2026-02-09,CLEARED,0.0,USD,2026-02-13,CLEARED,1
log-04-5e40465bc6c0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4ced9b758902,CUSCLR-000040,SHP-000040,2026-02-12,CLEARED,7029.8,KRW,2026-02-13,CLEARED,1
log-04-63b695129aaa,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cc5479930d48,CUSCLR-000041,SHP-000041,2026-03-28,CLEARED,0.0,USD,2026-03-30,CLEARED,1
log-04-235341bc5b49,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1b5cc5bca8ff,CUSCLR-000042,SHP-000042,2026-05-19,CLEARED,0.0,KRW,2026-05-22,CLEARED,1
log-04-f9376ea53c37,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-166e6a56bd62,CUSCLR-000043,SHP-000043,2026-07-07,CLEARED,0.0,USD,2026-07-11,CLEARED,1
log-04-aa8b20db7659,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-92040fa4ec83,CUSCLR-000044,SHP-000044,2026-08-26,INSPECTED,0.0,KRW,2026-08-27,CLEARED,1
log-04-11ca7761abea,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e42a5d1c92dc,CUSCLR-000045,SHP-000045,2026-07-29,CLEARED,6409.52,USD,2026-07-31,CLEARED,1
log-04-2cc031a29ecf,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3e2a80df5d23,CUSCLR-000046,SHP-000046,2026-08-18,CLEARED,0.0,USD,2026-08-21,CLEARED,1
log-04-b635229cb22a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-44235a575ce3,CUSCLR-000047,SHP-000047,2023-10-10,CLEARED,0.0,USD,2023-10-14,CLEARED,1
log-04-a7cb65e31672,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3963a3f69564,CUSCLR-000048,SHP-000048,2023-12-01,CLEARED,0.0,USD,2023-12-02,CLEARED,1
log-04-ab499aab9f7b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-03b4dbae53e6,CUSCLR-000049,SHP-000049,2023-12-19,CLEARED,0.0,KRW,2023-12-21,CLEARED,1
log-04-38518081f6af,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-141c8ddcd190,CUSCLR-000050,SHP-000050,2024-01-17,CLEARED,3928.42,USD,2024-01-20,CLEARED,1
log-04-3f3c3bae569d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-618ad650d089,CUSCLR-000051,SHP-000051,2024-01-11,CLEARED,0.0,KRW,2024-01-15,CLEARED,1
log-04-e3f4634ceafd,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-34f00d2de544,CUSCLR-000052,SHP-000052,2024-02-03,CLEARED,0.0,USD,2024-02-04,CLEARED,1
log-04-d6d033ccba89,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-30426f95f9ed,CUSCLR-000053,SHP-000053,2024-03-31,CLEARED,0.0,USD,2024-04-02,CLEARED,1
log-04-5f7cf8c60c1e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a24f66a50614,CUSCLR-000054,SHP-000054,2024-05-14,CLEARED,0.0,USD,2024-05-17,CLEARED,1
log-04-e3f2001c4926,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-496688d51114,CUSCLR-000055,SHP-000055,2024-06-06,INSPECTED,2687.86,USD,2024-06-10,CLEARED,1
log-04-4792c9183e3d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c09b434a999f,CUSCLR-000056,SHP-000056,2024-07-02,CLEARED,0.0,USD,2024-07-03,CLEARED,1
log-04-ce3b8c39d8cc,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cb4feabcdf9e,CUSCLR-000057,SHP-000057,2024-06-19,CLEARED,0.0,USD,2024-06-21,CLEARED,1
log-04-687e6be5f536,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7a646cb5738c,CUSCLR-000058,SHP-000058,2024-08-09,CLEARED,0.0,USD,2024-08-12,CLEARED,1
log-04-d6a0cfd57d35,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9b0ce6d0e754,CUSCLR-000059,SHP-000059,2024-09-03,CLEARED,0.0,KRW,2024-09-07,CLEARED,1
log-04-c6d3e6eaa343,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ebf89979f93e,CUSCLR-000060,SHP-000060,2024-09-19,CLEARED,7029.8,USD,2024-09-20,CLEARED,1
log-04-adf7661fb425,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-70016c14e1c9,CUSCLR-000061,SHP-000061,2024-11-08,CLEARED,0.0,USD,2024-11-10,CLEARED,1
log-04-0035d3c6c2ce,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b478f9fec3f3,CUSCLR-000062,SHP-000062,2024-12-02,CLEARED,0.0,KRW,2024-12-05,CLEARED,1
log-04-43b19bc03206,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-475cc914013c,CUSCLR-000063,SHP-000063,2024-12-30,CLEARED,0.0,USD,2025-01-03,CLEARED,1
log-04-daec0ad30235,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-960daf8bce68,CUSCLR-000064,SHP-000064,2025-01-24,CLEARED,0.0,USD,2025-01-25,CLEARED,1
log-04-34fe39fb02a7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-77e17551c069,CUSCLR-000065,SHP-000065,2024-12-03,CLEARED,3928.42,USD,2024-12-05,CLEARED,1
log-04-95dc8bc3e165,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-35f1da51a30c,CUSCLR-000066,SHP-000066,2025-01-23,INSPECTED,0.0,USD,2025-01-26,CLEARED,1
log-04-f244933b541a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3330558699ba,CUSCLR-000067,SHP-000067,2025-03-11,CLEARED,0.0,USD,2025-03-15,CLEARED,1
log-04-746047fe7588,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5da171ded70b,CUSCLR-000068,SHP-000068,2025-06-13,CLEARED,0.0,USD,2025-06-14,CLEARED,1
log-04-7c9f6c14da8d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-00ab316aee69,CUSCLR-000069,SHP-000069,2025-05-07,CLEARED,0.0,KRW,2025-05-09,CLEARED,1
log-04-318a1022273b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-783859529bbd,CUSCLR-000070,SHP-000070,2025-05-28,CLEARED,6050.54,USD,2025-05-31,CLEARED,1
log-04-df84ac34e804,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b4b32bc30ede,CUSCLR-000071,SHP-000071,2025-06-17,CLEARED,0.0,USD,2025-06-21,CLEARED,1
log-04-0afe67a3e2fd,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-38432798bc08,CUSCLR-000072,SHP-000072,2025-09-04,CLEARED,0.0,USD,2025-09-05,CLEARED,1
log-04-35d76d9a0929,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d3ce38efadaf,CUSCLR-000073,SHP-000073,2025-09-27,CLEARED,0.0,USD,2025-09-29,CLEARED,1
log-04-fb8512d96056,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d85bc89260d2,CUSCLR-000074,SHP-000074,2025-10-30,CLEARED,0.0,USD,2025-11-02,CLEARED,1
log-04-cc25f6e7bbf1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0dedc5127543,CUSCLR-000075,SHP-000075,2025-11-10,CLEARED,7650.08,KRW,2025-11-14,CLEARED,1
log-04-27b0c0e0716d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1c142a98f098,CUSCLR-000076,SHP-000076,2025-12-08,CLEARED,0.0,USD,2025-12-09,CLEARED,1
log-04-98080e434a06,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-061fe39e34c7,CUSCLR-000077,SHP-000077,2025-11-11,INSPECTED,0.0,USD,2025-11-13,CLEARED,1
log-04-bd89f7cfec08,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b954685129b6,CUSCLR-000078,SHP-000078,2025-12-05,CLEARED,0.0,KRW,2025-12-08,CLEARED,1
log-04-d9e971db8136,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bfd893b6fe59,CUSCLR-000079,SHP-000079,2025-12-31,CLEARED,0.0,USD,2026-01-04,CLEARED,1
log-04-0c3aee9ccc07,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5fe7313985cf,CUSCLR-000080,SHP-000080,2026-02-20,CLEARED,5168.97,USD,2026-02-21,CLEARED,1
log-04-f103383e9011,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4f74bb75f8fa,CUSCLR-000081,SHP-000081,2026-04-06,CLEARED,0.0,USD,2026-04-08,CLEARED,1
log-04-654336f68402,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5efa21f8d6a0,CUSCLR-000082,SHP-000082,2026-05-01,CLEARED,0.0,USD,2026-05-04,CLEARED,1
log-04-1a3c25094013,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cf407b429368,CUSCLR-000083,SHP-000083,2026-06-19,CLEARED,0.0,USD,2026-06-23,CLEARED,1
log-04-7bf719ee2506,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-def90182cf1d,CUSCLR-000084,SHP-000084,2026-08-05,CLEARED,0.0,USD,2026-08-06,CLEARED,1
log-04-36faffdce2ec,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-24f06f7095a4,CUSCLR-000085,SHP-000085,2023-10-12,CLEARED,6409.52,KRW,2023-10-14,CLEARED,1
log-04-ad9478114341,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-65105c045e1f,CUSCLR-000086,SHP-000086,2023-11-11,CLEARED,0.0,USD,2023-11-14,CLEARED,1
log-04-90caf86f4335,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-48c6e7436db7,CUSCLR-000087,SHP-000087,2023-12-04,CLEARED,0.0,USD,2023-12-08,CLEARED,1
log-04-70c940e57aa3,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5d4a8c758fc1,CUSCLR-000088,SHP-000088,2023-11-08,INSPECTED,0.0,KRW,2023-11-09,CLEARED,1
log-04-9c9702ded721,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9d24aa455496,CUSCLR-000089,SHP-000089,2024-01-23,CLEARED,0.0,USD,2024-01-25,CLEARED,1
