record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,ledger_line_id,document_id,posting_date,fiscal_period,account_id,cost_center_id,debit_amount,credit_amount,currency,cashflow_line,plan_actual
fin-03-81d0827856dc,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-aba428fcd4c1,GL-00000023,AP-PO-000018-10,2024-07-21,2024-07,1200,CC-PROC,604397.22,0.0,USD,INVENTORY,ACTUAL
fin-03-9d83b55a8ab9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a01c34c26dbc,GL-00000024,AP-PO-000018-10,2024-07-21,2024-07,2000,CC-PROC,0.0,604397.22,USD,AP,ACTUAL
fin-03-d781bc277034,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7289090d4e03,GL-00000025,AP-PO-000019-10,2024-08-14,2024-08,1200,CC-PROC,628133.16,0.0,USD,INVENTORY,ACTUAL
fin-03-c8fb4a12a3ad,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a0e68d5e686b,GL-00000026,AP-PO-000019-10,2024-08-14,2024-08,2000,CC-PROC,0.0,628133.16,USD,AP,ACTUAL
fin-03-e2ec59dba3f7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cfb7e0b630b4,GL-00000027,AP-PO-000020-10,2024-09-07,2024-09,1200,CC-PROC,694544.01,0.0,USD,INVENTORY,ACTUAL
fin-03-e6c299f3dcbb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ce3a37fa11af,GL-00000028,AP-PO-000020-10,2024-09-07,2024-09,2000,CC-PROC,0.0,694544.01,USD,AP,ACTUAL
fin-03-548559bad6e3,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f0111c5d7d10,GL-00000029,AP-PO-000022-10,2024-08-14,2024-08,1200,CC-PROC,830343.6,0.0,USD,INVENTORY,ACTUAL
fin-03-068f4522efc1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d4c46165218f,GL-00000030,AP-PO-000022-10,2024-08-14,2024-08,2000,CC-PROC,0.0,830343.6,USD,AP,ACTUAL
fin-03-422e664690ec,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a6c20dcffc17,GL-00000031,AP-PO-000023-10,2024-09-07,2024-09,1200,CC-PROC,209239.95,0.0,USD,INVENTORY,ACTUAL
fin-03-3dffd1221acf,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-73c7402aedcf,GL-00000032,AP-PO-000023-10,2024-09-07,2024-09,2000,CC-PROC,0.0,209239.95,USD,AP,ACTUAL
fin-03-6a6143dc7a71,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-383ee26f66c5,GL-00000033,AP-PO-000024-10,2024-10-01,2024-10,1200,CC-PROC,274162.2,0.0,USD,INVENTORY,ACTUAL
fin-03-212e0fb17587,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a67e64288604,GL-00000034,AP-PO-000024-10,2024-10-01,2024-10,2000,CC-PROC,0.0,274162.2,USD,AP,ACTUAL
fin-03-760b52f5a4a0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5fa75496347f,GL-00000035,AP-PO-000025-10,2024-10-25,2024-10,1200,CC-PROC,340076.88,0.0,KRW,INVENTORY,ACTUAL
fin-03-5d0d28b91539,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3d10dc757ed6,GL-00000036,AP-PO-000025-10,2024-10-25,2024-10,2000,CC-PROC,0.0,340076.88,KRW,AP,ACTUAL
fin-03-49eb3703a414,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-af2f38d70ce3,GL-00000037,AP-PO-000026-10,2024-11-18,2024-11,1200,CC-PROC,406983.99,0.0,USD,INVENTORY,ACTUAL
fin-03-5ba8b5d7fffe,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e6b121c5af22,GL-00000038,AP-PO-000026-10,2024-11-18,2024-11,2000,CC-PROC,0.0,406983.99,USD,AP,ACTUAL
fin-03-e6f72738def5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f21b7c371f10,GL-00000039,AP-PO-000027-10,2024-12-12,2024-12,1200,CC-PROC,474883.53,0.0,USD,INVENTORY,ACTUAL
fin-03-4979d4892533,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9b6bec5ea7e5,GL-00000040,AP-PO-000027-10,2024-12-12,2024-12,2000,CC-PROC,0.0,474883.53,USD,AP,ACTUAL
fin-03-410588140d4b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ae662db938ae,GL-00000041,AP-PO-000028-10,2025-01-05,2025-01,1200,CC-PROC,506559.0,0.0,USD,INVENTORY,ACTUAL
fin-03-7f8a17f0ae27,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fcbed74605e9,GL-00000042,AP-PO-000028-10,2025-01-05,2025-01,2000,CC-PROC,0.0,506559.0,USD,AP,ACTUAL
fin-03-900eceef819e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f4cca325d99e,GL-00000043,AP-PO-000029-10,2025-01-30,2025-01,1200,CC-PROC,571977.42,0.0,KRW,INVENTORY,ACTUAL
fin-03-aeec81c6237f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8cbc6c9a6c1b,GL-00000044,AP-PO-000029-10,2025-01-30,2025-01,2000,CC-PROC,0.0,571977.42,KRW,AP,ACTUAL
fin-03-06be98542cc0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4c5c21ac89c2,GL-00000045,AP-PO-000030-10,2025-02-23,2025-02,1200,CC-PROC,638388.27,0.0,USD,INVENTORY,ACTUAL
fin-03-012501c8488f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-def029e7e22d,GL-00000046,AP-PO-000030-10,2025-02-23,2025-02,2000,CC-PROC,0.0,638388.27,USD,AP,ACTUAL
fin-03-3a52b56ea35e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4c575cf805cb,GL-00000047,AP-PO-000031-10,2025-03-19,2025-03,1200,CC-PROC,705792.06,0.0,USD,INVENTORY,ACTUAL
fin-03-f279e4003a10,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e74fb301d965,GL-00000048,AP-PO-000031-10,2025-03-19,2025-03,2000,CC-PROC,0.0,705792.06,USD,AP,ACTUAL
fin-03-f0f1d3470777,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e2fc37043119,GL-00000049,AP-PO-000032-10,2025-04-12,2025-04,1200,CC-PROC,774187.81,0.0,USD,INVENTORY,ACTUAL
fin-03-58c9534261cd,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2a85dd746829,GL-00000050,AP-PO-000032-10,2025-04-12,2025-04,2000,CC-PROC,0.0,774187.81,USD,AP,ACTUAL
fin-03-4be72d49e0de,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-542e5ca2fbe0,GL-00000051,AP-PO-000033-10,2025-02-22,2025-02,1200,CC-PROC,843576.0,0.0,KRW,INVENTORY,ACTUAL
fin-03-0eec0e223935,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-751b8bf91eaf,GL-00000052,AP-PO-000033-10,2025-02-22,2025-02,2000,CC-PROC,0.0,843576.0,KRW,AP,ACTUAL
fin-03-0e436de861ee,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-44114a11e1d2,GL-00000053,AP-PO-000034-10,2025-03-18,2025-03,1200,CC-PROC,212548.05,0.0,USD,INVENTORY,ACTUAL
fin-03-ce8fa82295aa,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0ac6241d2113,GL-00000054,AP-PO-000034-10,2025-03-18,2025-03,2000,CC-PROC,0.0,212548.05,USD,AP,ACTUAL
fin-03-2b95344a60eb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-507cdecd2f6f,GL-00000055,AP-PO-000035-10,2025-04-11,2025-04,1200,CC-PROC,278462.73,0.0,USD,INVENTORY,ACTUAL
fin-03-3063fe7b1da8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-69c424acfdfd,GL-00000056,AP-PO-000035-10,2025-04-11,2025-04,2000,CC-PROC,0.0,278462.73,USD,AP,ACTUAL
fin-03-77025b392d53,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-02144467d404,GL-00000057,AP-PO-000037-10,2025-05-30,2025-05,1200,CC-PROC,384984.84,0.0,KRW,INVENTORY,ACTUAL
fin-03-ea2a44653f45,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0c5a99f74af0,GL-00000058,AP-PO-000037-10,2025-05-30,2025-05,2000,CC-PROC,0.0,384984.84,KRW,AP,ACTUAL
fin-03-89ab2c4fecd5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-239a65fbdd0a,GL-00000059,AP-PO-000038-10,2025-06-23,2025-06,1200,CC-PROC,449410.83,0.0,USD,INVENTORY,ACTUAL
fin-03-9c654a1d2891,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-04bb0901e226,GL-00000060,AP-PO-000038-10,2025-06-23,2025-06,2000,CC-PROC,0.0,449410.83,USD,AP,ACTUAL
fin-03-5ee016999935,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-86d2dbd3d00e,GL-00000061,AP-PO-000039-10,2025-07-17,2025-07,1200,CC-PROC,514829.25,0.0,USD,INVENTORY,ACTUAL
fin-03-c338ae96401e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2e55598aa0fa,GL-00000062,AP-PO-000039-10,2025-07-17,2025-07,2000,CC-PROC,0.0,514829.25,USD,AP,ACTUAL
fin-03-459962a5a7d9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9db5e0de4240,GL-00000063,AP-PO-000040-10,2025-08-10,2025-08,1200,CC-PROC,581240.52,0.0,USD,INVENTORY,ACTUAL
fin-03-5a5cd8a65b53,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-61e6ab96842d,GL-00000064,AP-PO-000040-10,2025-08-10,2025-08,2000,CC-PROC,0.0,581240.52,USD,AP,ACTUAL
fin-03-6005e8c3be79,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7b5c27e705e0,GL-00000065,AP-PO-000042-10,2025-07-28,2025-07,1200,CC-PROC,717039.6,0.0,USD,INVENTORY,ACTUAL
fin-03-c13e9c0dc560,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8e0cc4d6e038,GL-00000066,AP-PO-000042-10,2025-07-28,2025-07,2000,CC-PROC,0.0,717039.6,USD,AP,ACTUAL
fin-03-2a8437cf2341,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-959b08f8e382,GL-00000067,AP-PO-000043-10,2025-08-22,2025-08,1200,CC-PROC,786427.79,0.0,USD,INVENTORY,ACTUAL
fin-03-575c44c3edee,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b07a59663812,GL-00000068,AP-PO-000043-10,2025-08-22,2025-08,2000,CC-PROC,0.0,786427.79,USD,AP,ACTUAL
fin-03-82086089d83c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-38f460df2c27,GL-00000069,AP-PO-000044-10,2025-09-15,2025-09,1200,CC-PROC,856808.4,0.0,USD,INVENTORY,ACTUAL
fin-03-6373ca2820b9,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d727ac2a9b0b,GL-00000070,AP-PO-000044-10,2025-09-15,2025-09,2000,CC-PROC,0.0,856808.4,USD,AP,ACTUAL
fin-03-7898ab2a1828,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f390f223e715,GL-00000071,AP-PO-000045-10,2025-10-09,2025-10,1200,CC-PROC,215856.15,0.0,KRW,INVENTORY,ACTUAL
fin-03-efd6703840cb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4b43b0a9d831,GL-00000072,AP-PO-000045-10,2025-10-09,2025-10,2000,CC-PROC,0.0,215856.15,KRW,AP,ACTUAL
fin-03-7e3ac349c46c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9789fa5cdd01,GL-00000073,AP-PO-000046-10,2025-11-02,2025-11,1200,CC-PROC,263410.68,0.0,USD,INVENTORY,ACTUAL
fin-03-d33abe680978,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b45c596ddc2f,GL-00000074,AP-PO-000046-10,2025-11-02,2025-11,2000,CC-PROC,0.0,263410.68,USD,AP,ACTUAL
fin-03-57f57e0af517,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-85699d8ab852,GL-00000075,AP-PO-000047-10,2025-11-26,2025-11,1200,CC-PROC,326844.24,0.0,USD,INVENTORY,ACTUAL
fin-03-550060c513b4,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ddf2adc99a69,GL-00000076,AP-PO-000047-10,2025-11-26,2025-11,2000,CC-PROC,0.0,326844.24,USD,AP,ACTUAL
fin-03-217345201bb8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b44ae5a2bf58,GL-00000077,AP-PO-000050-10,2026-02-07,2026-02,1200,CC-PROC,523099.88,0.0,USD,INVENTORY,ACTUAL
fin-03-3aa0c17d0637,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f3a3eb47ea56,GL-00000078,AP-PO-000050-10,2026-02-07,2026-02,2000,CC-PROC,0.0,523099.88,USD,AP,ACTUAL
fin-03-3e7ab24f015f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4380bf64c1cd,GL-00000079,AP-PO-000053-10,2026-02-06,2026-02,1200,CC-PROC,728287.14,0.0,KRW,INVENTORY,ACTUAL
fin-03-15b3784990bd,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-dedea102f789,GL-00000080,AP-PO-000053-10,2026-02-06,2026-02,2000,CC-PROC,0.0,728287.14,KRW,AP,ACTUAL
fin-03-17345f97dee2,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5bc710204e7d,GL-00000081,AP-PO-000055-10,2026-03-26,2026-03,1200,CC-PROC,810494.4,0.0,USD,INVENTORY,ACTUAL
fin-03-679ade228ed0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5df4bc4fac76,GL-00000082,AP-PO-000055-10,2026-03-26,2026-03,2000,CC-PROC,0.0,810494.4,USD,AP,ACTUAL
