record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,shipment_id,po_line_id,vessel_or_mode,origin_port,destination_port,lane_id,shipment_quantity,quantity_uom,freight_amount,freight_currency,etd,eta,status
log-02-96d582709708,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-27fbc6fbca04,SHP-000049,PO-000069-10,DEMO-VESSEL-16,PERTH,ULSAN,LANE-020,132.0,TON,13860.0,USD,2023-10-27,2023-12-15,DELIVERED
log-02-7c510ad060ba,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6b85a8d2b58b,SHP-000050,PO-000070-10,DEMO-VESSEL-17,VALPARAISO,ULSAN,LANE-021,28.5,EA,3092.25,USD,2023-11-14,2024-01-15,DELIVERED
log-02-ecd9856db05d,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b18b8146199a,SHP-000051,PO-000073-10,DEMO-VESSEL-01,SHANGHAI,ULSAN,LANE-022,189.0,TON,21168.0,USD,2023-12-23,2024-01-09,DELIVERED
log-02-34d519b3cedb,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8c490266ba59,SHP-000052,PO-000074-10,DEMO-VESSEL-02,JAKARTA,ULSAN,LANE-023,46.5,EA,3255.0,USD,2024-01-11,2024-02-01,DELIVERED
log-02-d1df1f9b337a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2be647cca8d5,SHP-000053,PO-000076-10,DEMO-VESSEL-03,PERTH,ULSAN,LANE-024,55.5,TON,4079.25,USD,2024-02-18,2024-03-27,DELIVERED
log-02-c87bc5a23bcf,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e4fc131e017e,SHP-000054,PO-000078-10,DEMO-VESSEL-04,VALPARAISO,ULSAN,LANE-025,15.0,EA,1155.0,USD,2024-03-27,2024-05-11,DELIVERED
log-02-6388b3c1e083,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2c800b4ecf11,SHP-000055,PO-000079-10,DEMO-VESSEL-05,SHANGHAI,ULSAN,LANE-026,19.5,EA,1569.75,USD,2024-04-15,2024-06-04,DELIVERED
log-02-db6cae157302,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2bdf334245fb,SHP-000056,PO-000080-10,DEMO-VESSEL-06,JAKARTA,ULSAN,LANE-027,24.0,TON,2016.0,USD,2024-05-04,2024-07-01,DELIVERED
log-02-003436718221,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a5e7bbb9c57b,SHP-000057,PO-000082-10,DEMO-VESSEL-07,PERTH,ULSAN,LANE-028,33.0,EA,2887.5,USD,2024-05-26,2024-06-18,DELIVERED
log-02-713677c96f7b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d86ec5d7a4ef,SHP-000058,PO-000084-10,DEMO-VESSEL-08,VALPARAISO,ULSAN,LANE-029,42.0,TON,3822.0,USD,2024-07-02,2024-08-05,DELIVERED
log-02-5c0d711a9691,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b2b14228d56e,SHP-000059,PO-000085-10,DEMO-VESSEL-09,SHANGHAI,ULSAN,LANE-030,255.75,TON,24168.38,USD,2024-07-22,2024-08-30,DELIVERED
log-02-1f6f9e77c4f6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e1b17ed78b6c,SHP-000060,PO-000086-10,DEMO-VESSEL-10,JAKARTA,ULSAN,LANE-001,51.0,EA,4998.0,USD,2024-08-10,2024-09-18,DELIVERED
log-02-e145828c286e,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4c2d490a4125,SHP-000061,PO-000088-10,DEMO-VESSEL-11,PERTH,ULSAN,LANE-002,60.0,TON,6090.0,USD,2024-09-16,2024-11-07,DELIVERED
log-02-9738a8ec54d6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-adb1f81ed3e4,SHP-000062,PO-000089-10,DEMO-VESSEL-12,VALPARAISO,ULSAN,LANE-003,67.5,TON,7087.5,USD,2024-10-05,2024-11-29,DELIVERED
log-02-584eec1bcd5f,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2d623fd0cb45,SHP-000063,PO-000090-10,DEMO-VESSEL-13,SHANGHAI,ULSAN,LANE-004,19.5,EA,2115.75,USD,2024-10-24,2024-12-28,DELIVERED
log-02-b5ec0cb159b0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-23421185647c,SHP-000064,PO-000091-10,DEMO-VESSEL-14,JAKARTA,ULSAN,LANE-005,24.0,TON,2688.0,USD,2024-11-12,2025-01-20,DELIVERED
log-02-e8d4dea84e16,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1b36313b3125,SHP-000065,PO-000092-10,DEMO-VESSEL-15,PERTH,ULSAN,LANE-006,28.5,TON,1995.0,USD,2024-11-13,2024-12-01,DELIVERED
log-02-63fdb3fa68c1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-32985f11ed94,SHP-000066,PO-000094-10,DEMO-VESSEL-16,VALPARAISO,ULSAN,LANE-007,37.5,EA,2756.25,USD,2024-12-21,2025-01-22,DELIVERED
log-02-2c3c434938f8,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cfd0a5c31ebd,SHP-000067,PO-000096-10,DEMO-VESSEL-17,SHANGHAI,ULSAN,LANE-008,46.5,TON,3580.5,USD,2025-01-27,2025-03-07,DELIVERED
log-02-4f4fd864a90c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-881a49eb8ed7,SHP-000068,PO-000100-10,DEMO-VESSEL-01,JAKARTA,ULSAN,LANE-009,15.0,TON,1207.5,USD,2025-04-13,2025-06-10,DELIVERED
log-02-ab3b0f4da5d1,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-df10329ebfac,SHP-000069,PO-000101-10,DEMO-VESSEL-02,PERTH,ULSAN,LANE-010,107.25,TON,9009.0,USD,2025-04-15,2025-05-04,DELIVERED
log-02-8884ad9fe3ac,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d830b0b20872,SHP-000070,PO-000102-10,DEMO-VESSEL-03,VALPARAISO,ULSAN,LANE-011,24.0,EA,2100.0,USD,2025-05-04,2025-05-24,DELIVERED
log-02-fc5898231b2c,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2a659c8c1eeb,SHP-000071,PO-000103-10,DEMO-VESSEL-04,SHANGHAI,ULSAN,LANE-012,28.5,TON,2593.5,USD,2025-05-23,2025-06-14,DELIVERED
log-02-7b809a6f7446,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fcadea8a9286,SHP-000072,PO-000106-10,DEMO-VESSEL-05,JAKARTA,ULSAN,LANE-013,42.0,EA,3969.0,USD,2025-07-19,2025-09-01,DELIVERED
log-02-4dd79e6a0217,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5eb539d67ccf,SHP-000073,PO-000107-10,DEMO-VESSEL-06,PERTH,ULSAN,LANE-014,46.5,TON,4557.0,USD,2025-08-07,2025-09-25,DELIVERED
log-02-328601534983,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,ACTUAL,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-47722ee7cac3,SHP-000074,PO-000108-10,DEMO-VESSEL-07,VALPARAISO,ULSAN,LANE-015,51.0,TON,5176.5,USD,2025-08-25,2025-10-29,DELIVERED
