회사명,종목코드,법인등록번호,KSIC,묶음노드,보고서,부문명,주요제품,부문설명,매출,수익행,상태
에스케이(주),034730,1101110769583,K6499,Y,사업보고서 (2025.12),SK텔레콤,,,17099213,매출액 및 기타영업수익,부문
에스케이(주),034730,1101110769583,K6499,Y,사업보고서 (2025.12),SK스퀘어,,,10455553,매출액 및 기타영업수익,부문
에스케이(주),034730,1101110769583,K6499,Y,사업보고서 (2025.12),SK네트웍스,,,6745127,매출액 및 기타영업수익,부문
에스케이(주),034730,1101110769583,K6499,Y,사업보고서 (2025.12),SKC,,,1840037,매출액 및 기타영업수익,부문
에스케이(주),034730,1101110769583,K6499,Y,사업보고서 (2025.12),SK에코플랜트,,,12191569,매출액 및 기타영업수익,부문
에스케이디스커버리(주),006120,1301110005727,K6499,Y,사업보고서 (2025.12),혈액제 사업,,,218973,매출액,부문
에스케이디스커버리(주),006120,1301110005727,K6499,Y,사업보고서 (2025.12),가스사업,,"+257,616",9355395,매출액,부문
에스케이디스커버리(주),006120,1301110005727,K6499,Y,사업보고서 (2025.12),Green ChemicalsBiz.,,-24.9%p,1551421,매출액,부문
에스케이디스커버리(주),006120,1301110005727,K6499,Y,사업보고서 (2025.12),Life ScienceBiz.,,"+515,040",1139815,매출액,부문
에스케이스퀘어(주),402340,1101118077821,K6499,Y,사업보고서 (2025.12),지주사업,,SK스퀘어㈜,1574,총 영업수익,부문
에스케이스퀘어(주),402340,1101118077821,K6499,Y,사업보고서 (2025.12),커머스사업,,전자상거래 등,437623,총 영업수익,부문
에스케이스퀘어(주),402340,1101118077821,K6499,Y,사업보고서 (2025.12),플랫폼사업,,"정보통신, 인터넷 플랫폼 서비스 등",370000,총 영업수익,부문
에스케이스퀘어(주),402340,1101118077821,K6499,Y,사업보고서 (2025.12),모빌리티사업,,운송주선업 및 모빌리티 사업 등,554589,총 영업수익,부문
에스케이씨(주),011790,1301110001585,C204,Y,사업보고서 (2025.12),화학,,,1091179,순매출액,부문
에스케이씨(주),011790,1301110001585,C204,Y,사업보고서 (2025.12),반도체 소재,,,220428,순매출액,부문
에스케이씨(주),011790,1301110001585,C204,Y,사업보고서 (2025.12),2차전지 소재,,,505997,순매출액,부문
에스케이이노베이션(주),096770,1101113710385,C192,Y,사업보고서 (2025.12),에너지 및 화학,,,61314230,순매출액,부문
에스케이이노베이션(주),096770,1101113710385,C192,Y,사업보고서 (2025.12),배터리 및 소재,,,7062217,순매출액,부문
에스케이이노베이션(주),096770,1101113710385,C192,Y,사업보고서 (2025.12),E&S,,,11863100,순매출액,부문
에이치디씨(주),012630,1101110279433,K649,Y,사업보고서 (2025.12),외주주택,,"아파트, 주상복합, 오피스텔 등",78865,세로형,부문
에이치디씨(주),012630,1101110279433,K649,Y,사업보고서 (2025.12),일반건축,,"업무시설, 상업시설 등",21469,세로형,부문
에이치디씨(주),012630,1101110279433,K649,Y,사업보고서 (2025.12),토목,,"도로, 항만, 공단부지 조성,일반철도, 고속철도 등",51555,세로형,부문
에이치디씨(주),012630,1101110279433,K649,Y,사업보고서 (2025.12),자체공사,,"민간도시개발, 복합용도개발, 대단지개발 등",798079,세로형,부문
에이치디한국조선해양(주),009540,1812110000386,K6499,Y,사업보고서 (2025.12),조선,,"HD한국조선해양㈜, HD현대중공업㈜, HD현대삼호㈜, HD현대이엔티㈜,HD현대엠엔에스㈜, HD Hyundai-Vietnam Shipbuilding Co., Ltd.,HD Hyundai Heavy Industries Philippines, Inc.",26402934,세로형,부문
에이치디한국조선해양(주),009540,1812110000386,K6499,Y,사업보고서 (2025.12),해양플랜트,,"HD현대중공업㈜, HHI MAURITIUS LIMITED, Hyundai Arabia L.L.C.,Hyundai Heavy Industries Argentina S.R.L",1245050,세로형,부문
에이치디한국조선해양(주),009540,1812110000386,K6499,Y,사업보고서 (2025.12),엔진,,,4285845,세로형,부문
에이치디한국조선해양(주),009540,1812110000386,K6499,Y,사업보고서 (2025.12),그린에너지,,"HD현대에너지솔루션㈜, HD하이드로젠㈜, HD Hyundai Energy Solutions America Inc.,Convion OY",650159,세로형,부문
에이치디현대(주),267250,1701110638661,K6499,Y,사업보고서 (2025.12),조선해양,,,34182907,세로형,부문
에이치디현대(주),267250,1701110638661,K6499,Y,사업보고서 (2025.12),정유,,,45037563,세로형,부문
에이치디현대(주),267250,1701110638661,K6499,Y,사업보고서 (2025.12),전기전자,,,5622715,세로형,부문
에이치디현대(주),267250,1701110638661,K6499,Y,사업보고서 (2025.12),건설장비,,,11968405,세로형,부문
에이치디현대(주),267250,1701110638661,K6499,Y,사업보고서 (2025.12),선박서비스,,,2602695,세로형,부문
에이케이홀딩스(주),006840,1101110029721,K6499,Y,사업보고서 (2025.12),무수프탈산 및 유도품,,,1452335,세로형,부문
에이케이홀딩스(주),006840,1101110029721,K6499,Y,사업보고서 (2025.12),항공운송 등,,,1579941,세로형,부문
엘에스에코에너지(주),229640,1341110411706,M7151,Y,사업보고서 (2025.12),지주부문,,,15060,세로형,부문
오씨아이홀딩스(주),010060,1746110000981,K6499,Y,사업보고서 (2025.12),신재생에너지부문,,"태양광용 폴리실리콘 및 Slim Rod 등 관련 제품의 제조, 판매",437121,매출액,부문
오씨아이홀딩스(주),010060,1746110000981,K6499,Y,사업보고서 (2025.12),에너지솔루션부문,,"OCI Enterprises Inc.,OCI SE(주) 외",442654,매출액,부문
오씨아이홀딩스(주),010060,1746110000981,K6499,Y,사업보고서 (2025.12),화학소재부문,,"베이직케미컬, 카본케미컬 등 관련 제품의 제조, 판매",2079006,매출액,부문
오씨아이홀딩스(주),010060,1746110000981,K6499,Y,사업보고서 (2025.12),도시개발사업부문,,(주)디씨알이,451099,매출액,부문
포스코홀딩스(주),005490,1746110000741,C2411,Y,사업보고서 (2025.12),철강,철강제품의 제조와 판매,기계장치,5615425,외부매출액,부문
포스코홀딩스(주),005490,1746110000741,C2411,Y,사업보고서 (2025.12),인프라,무역,,308698,외부매출액,부문
포스코홀딩스(주),005490,1746110000741,C2411,Y,사업보고서 (2025.12),이차전지소재,"리튬, 니켈, 음/양극재 등 EV배터리 소재",,2096318,외부매출액,부문
하이트진로홀딩스(주),000140,1101110013766,K6499,Y,사업보고서 (2025.12),지주회사,,하이트진로홀딩스(주),,없음(부문명만),부문
하이트진로홀딩스(주),000140,1101110013766,K6499,Y,사업보고서 (2025.12),소주,,"하이트진로(주), (주)진로소주",,없음(부문명만),부문
하이트진로홀딩스(주),000140,1101110013766,K6499,Y,사업보고서 (2025.12),맥주,,맥주 생산 및 판매,,없음(부문명만),부문
하이트진로홀딩스(주),000140,1101110013766,K6499,Y,사업보고서 (2025.12),생수,,,,없음(부문명만),부문
한국앤컴퍼니(주),000240,1101110034233,K6499,Y,사업보고서 (2025.12),,,,,,부문없음
한솔홀딩스(주),004150,1101110017867,K6499,Y,사업보고서 (2025.12),일반제지,"펄프 및 종이의 구매, 제조 및 판매",,113906,세로형,부문
한솔홀딩스(주),004150,1101110017867,K6499,Y,사업보고서 (2025.12),지류유통 및 IT 서비스,지류유통 및 정보시스템 구축/유지보수,,306237,세로형,부문
한솔홀딩스(주),004150,1101110017867,K6499,Y,사업보고서 (2025.12),종합물류서비스,"컨테이너운송사업, 트럭운송사업, 해상 및 항공 포워딩사업, W&D사업,산업별 물류서비스 등",,674562,세로형,부문
동양밸류오션기업인수목적(주),122290,1101114245216,K64999,Y,,,,,,,사업보고서 없음
미래에셋맵스 오퍼튜니티 베트남 주식혼합형 투자회사 1호,094520,1101113569550,K64999,Y,,,,,,,사업보고서 없음
(주)온미디어,045710,1311110050169,K64992,Y,,,,,,,사업보고서 없음
(주)대우증권그린코리아기업인수목적회사,121910,1353110013507,K64999,Y,,,,,,,사업보고서 없음
대신증권그로쓰알파기업인수목적(주),123550,1101114292861,K64999,Y,,,,,,,사업보고서 없음
에스비아이앤솔로몬드림기업인수목적(주),123910,1101114316273,K64999,Y,,,,,,,사업보고서 없음
우리금융지주(주),053000,1101112202797,K64992,Y,,은행,,,,없음(부문명만),부문
우리금융지주(주),053000,1101112202797,K64992,Y,,보험,,,,없음(부문명만),부문
우리금융지주(주),053000,1101112202797,K64992,Y,,카드,,,,없음(부문명만),부문
우리금융지주(주),053000,1101112202797,K64992,Y,,캐피탈,,,,없음(부문명만),부문
거북선1호선박투자회사,092970,2201110057563,K64999,Y,,,,,,,사업보고서 없음
SK(주),003600,1101110022816,K64992,Y,,SK이노베이션,,피투자회사 ＼ 투자회사,81014683,매출액 및 기타영업수익,부문
SK(주),003600,1101110022816,K64992,Y,,SK텔레콤,,,17099213,매출액 및 기타영업수익,부문
SK(주),003600,1101110022816,K64992,Y,,SK스퀘어,,,10455553,매출액 및 기타영업수익,부문
SK(주),003600,1101110022816,K64992,Y,,SK네트웍스,,,6745127,매출액 및 기타영업수익,부문
SK(주),003600,1101110022816,K64992,Y,,SKC,,,1840037,매출액 및 기타영업수익,부문
SK(주),003600,1101110022816,K64992,Y,,SK에코플랜트,,,12191569,매출액 및 기타영업수익,부문
이베스트기업인수목적3호(주),225440,1101115769190,K64999,Y,,,,,,,사업보고서 없음
하림홀딩스,024660,2150110001021,K64992,Y,,,,,,,사업보고서 없음
일진홀딩스(주),015860,1201110011990,K64992,Y,사업보고서 (2025.12),전선전력,,,2044552,세로형,부문
일진홀딩스(주),015860,1201110011990,K64992,Y,사업보고서 (2025.12),공구소재,,,162400,세로형,부문
일진홀딩스(주),015860,1201110011990,K64992,Y,사업보고서 (2025.12),부동산임대,,,10280,세로형,부문
일진홀딩스(주),015860,1201110011990,K64992,Y,사업보고서 (2025.12),의료기기,,,66793,세로형,부문
(주)한국전자홀딩스,006200,1101110101470,K64992,Y,사업보고서 (2025.12),,,,,,부문없음
(주)유비쿼스홀딩스,078070,1101112023185,K64992,Y,사업보고서 (2025.12),지 주,,,749,순매출액,부문
(주)유비쿼스홀딩스,078070,1101112023185,K64992,Y,사업보고서 (2025.12),네트웍,유선인터넷 데이터 전송장비 판매 및 유지보수 등,,116491,순매출액,부문
(주)유비쿼스홀딩스,078070,1101112023185,K64992,Y,사업보고서 (2025.12),금 융,,㈜유비쿼스인베스트먼트,4030,순매출액,부문
(주)유비쿼스홀딩스,078070,1101112023185,K64992,Y,사업보고서 (2025.12),컴퓨터,컴퓨터 및 주변기기 판매 등,㈜넥싸이트,34298,순매출액,부문
(주)유비쿼스홀딩스,078070,1101112023185,K64992,Y,사업보고서 (2025.12),의료기기,의료기기 제조 및 판매 등,㈜바이랩,94,순매출액,부문
샘표(주),007540,1101110123797,K64992,Y,사업보고서 (2025.12),지주회사부문,,,951,순매출액,부문
샘표(주),007540,1101110123797,K64992,Y,사업보고서 (2025.12),식품사업부문,,,403664,순매출액,부문
(주)크라운해태홀딩스,005740,1101110093552,K64992,Y,사업보고서 (2025.12),지주부문,,(주)크라운해태홀딩스,21856,세로형,부문
(주)크라운해태홀딩스,005740,1101110093552,K64992,Y,사업보고서 (2025.12),제과부문,,(주)크라운제과,1119229,세로형,부문
(주)메리츠금융지주,138040,1101114566406,K64992,Y,사업보고서 (2025.12),보험부문,,,,없음(부문명만),부문
(주)메리츠금융지주,138040,1101114566406,K64992,Y,사업보고서 (2025.12),증권부문,,,,없음(부문명만),부문
(주)메리츠금융지주,138040,1101114566406,K64992,Y,사업보고서 (2025.12),캐피탈부문,,,,없음(부문명만),부문
대상홀딩스(주),084690,1101113280099,K64992,Y,사업보고서 (2025.12),지주사업,,,38068,매출액,부문
대상홀딩스(주),084690,1101113280099,K64992,Y,사업보고서 (2025.12),식품 및소재산업등,,대상(주)와 그 종속회사 등,4972169,매출액,부문
대상홀딩스(주),084690,1101113280099,K64992,Y,사업보고서 (2025.12),정보기술,,,92910,매출액,부문
대상홀딩스(주),084690,1101113280099,K64992,Y,사업보고서 (2025.12),건설,,,218178,매출액,부문
대상홀딩스(주),084690,1101113280099,K64992,Y,사업보고서 (2025.12),축산물유통,,(주)혜성프로비젼 등,555304,매출액,부문
헝셩그룹유한회사,900270,0000000000000,K64992,Y,,,,,,,주석 못찾음
CS 홀딩스(주),000590,1101110008486,K64992,Y,사업보고서 (2025.12),지주회사부문,,,6,- 외부고객매출액,부문
CS 홀딩스(주),000590,1101110008486,K64992,Y,사업보고서 (2025.12),용접재료부문,,,129369,- 외부고객매출액,부문
CS 홀딩스(주),000590,1101110008486,K64992,Y,사업보고서 (2025.12),임대 및 물류사업부문,,,5496,- 외부고객매출액,부문
(주)JB금융지주,175330,2101110091498,K64992,Y,사업보고서 (2025.12),캐피탈부문,,,203110,리스수익,부문
한국투자금융지주(주),071050,1101112691651,K64992,Y,사업보고서 (2025.12),증권,,,17934650,외부고객으로부터의 총수익,부문
한국투자금융지주(주),071050,1101112691651,K64992,Y,사업보고서 (2025.12),운용업,,,524152,외부고객으로부터의 총수익,부문
한국투자금융지주(주),071050,1101112691651,K64992,Y,사업보고서 (2025.12),저축은행업,,,684258,외부고객으로부터의 총수익,부문
한국투자금융지주(주),071050,1101112691651,K64992,Y,사업보고서 (2025.12),여신전문업,,,431726,외부고객으로부터의 총수익,부문
케이프이에스제4호기업인수목적 주식회사,347140,1101117343744,K6499,Y,,,,,,,사업보고서 없음
(주)우리금융지주,316140,1101116981206,K64992,Y,사업보고서 (2025.12),은행,,,,없음(부문명만),부문
(주)우리금융지주,316140,1101116981206,K64992,Y,사업보고서 (2025.12),보험,,,,없음(부문명만),부문
(주)우리금융지주,316140,1101116981206,K64992,Y,사업보고서 (2025.12),카드,,,,없음(부문명만),부문
(주)우리금융지주,316140,1101116981206,K64992,Y,사업보고서 (2025.12),캐피탈,,,,없음(부문명만),부문
케이씨그린홀딩스(주),009440,1101110155683,K64992,Y,사업보고서 (2024.12),환경엔지니어링사업부문,,"가스처리설비, 집진설비 등",349504,영업수익,부문
케이씨그린홀딩스(주),009440,1101110155683,K64992,Y,사업보고서 (2024.12),환경서비스사업부문,,산업폐기물 위생매립,37658,영업수익,부문
케이씨그린홀딩스(주),009440,1101110155683,K64992,Y,사업보고서 (2024.12),자원순환사업부문,,"유리병 생산, Glass Frit 생산공급, 태양광발전사업",52681,영업수익,부문
케이씨그린홀딩스(주),009440,1101110155683,K64992,Y,사업보고서 (2024.12),오피스환경사업부문,,"이동식 칸막이, 사무실 인테리어, 천장재 등",41466,영업수익,부문
케이씨그린홀딩스(주),009440,1101110155683,K64992,Y,사업보고서 (2024.12),에너지사업부문,,"태양광발전 전력 생산/판매, 태양광발전소 유지관리용역",6388,영업수익,부문
(주)BNK금융지주,138930,1801110750893,K64992,Y,사업보고서 (2025.12),국내귀속분,,,10052404,세로형,부문
(주)BNK금융지주,138930,1801110750893,K64992,Y,사업보고서 (2025.12),해외귀속분,,,98780,세로형,부문
엘비인베스트먼트(주),309960,1101111293531,K64991,Y,사업보고서 (2025.12),,,,,,단일부문
