record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,reference_type,reference_key,effective_date,value,unit,fiscal_year,fiscal_period,is_workday
fnd-03-9e2f61c03a8d,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9412d0e8d614,FISCAL_CALENDAR,2023-08-11,2023-08-11,8,MONTH,2023,8,True
fnd-03-e5d30670698f,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d158ed1f32df,FISCAL_CALENDAR,2023-08-12,2023-08-12,8,MONTH,2023,8,False
fnd-03-e2529a8f3f72,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-971865cd254c,FISCAL_CALENDAR,2023-08-13,2023-08-13,8,MONTH,2023,8,False
fnd-03-43521a6ffc8b,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-182ae6c951a2,FISCAL_CALENDAR,2023-08-14,2023-08-14,8,MONTH,2023,8,True
fnd-03-ff4c5506f360,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6a17dec9ea0a,FISCAL_CALENDAR,2023-08-15,2023-08-15,8,MONTH,2023,8,True
fnd-03-6c88477801e4,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6075dc926279,FISCAL_CALENDAR,2023-08-16,2023-08-16,8,MONTH,2023,8,True
fnd-03-8d03f42bf3e0,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-18a0c8b7e24a,FISCAL_CALENDAR,2023-08-17,2023-08-17,8,MONTH,2023,8,True
fnd-03-a38503410fb4,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0252a9dbf392,FISCAL_CALENDAR,2023-08-18,2023-08-18,8,MONTH,2023,8,True
fnd-03-0b8079ae5e90,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-77a5c99d60cd,FISCAL_CALENDAR,2023-08-19,2023-08-19,8,MONTH,2023,8,False
fnd-03-e0d35f2ad0fa,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5054d7114ae3,FISCAL_CALENDAR,2023-08-20,2023-08-20,8,MONTH,2023,8,False
fnd-03-6e42d6caf15f,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a7d64b2727a0,FISCAL_CALENDAR,2023-08-21,2023-08-21,8,MONTH,2023,8,True
fnd-03-a7252d58ea71,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-71a4530ecbfc,FISCAL_CALENDAR,2023-08-22,2023-08-22,8,MONTH,2023,8,True
fnd-03-727354186635,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3576c4354549,FISCAL_CALENDAR,2023-08-23,2023-08-23,8,MONTH,2023,8,True
fnd-03-f48c6b602b43,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bd7d1614df75,FISCAL_CALENDAR,2023-08-24,2023-08-24,8,MONTH,2023,8,True
fnd-03-6803f0689446,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-74d978970950,FISCAL_CALENDAR,2023-08-25,2023-08-25,8,MONTH,2023,8,True
fnd-03-d244db83bad3,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-699389df6522,FISCAL_CALENDAR,2023-08-26,2023-08-26,8,MONTH,2023,8,False
fnd-03-5b98bb72fde8,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-69c1d6c89f27,FISCAL_CALENDAR,2023-08-27,2023-08-27,8,MONTH,2023,8,False
fnd-03-0cd928cf7d7b,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7bd7e20ff533,FISCAL_CALENDAR,2023-08-28,2023-08-28,8,MONTH,2023,8,True
fnd-03-ae40c2268da7,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7466fcef1fb4,FISCAL_CALENDAR,2023-08-29,2023-08-29,8,MONTH,2023,8,True
fnd-03-449960065c23,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-915ae3a87f62,FISCAL_CALENDAR,2023-08-30,2023-08-30,8,MONTH,2023,8,True
fnd-03-71506192197f,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-76807d05cc06,FISCAL_CALENDAR,2023-08-31,2023-08-31,8,MONTH,2023,8,True
fnd-03-c3377ef527af,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5ca314b17c39,FISCAL_CALENDAR,2023-09-01,2023-09-01,9,MONTH,2023,9,True
fnd-03-ddba6dab6771,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3fd68c3173ab,FISCAL_CALENDAR,2023-09-02,2023-09-02,9,MONTH,2023,9,False
fnd-03-3018590f8925,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e4aeb9fda88b,FISCAL_CALENDAR,2023-09-03,2023-09-03,9,MONTH,2023,9,False
fnd-03-f1ea5121f136,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c22ce071aed4,FISCAL_CALENDAR,2023-09-04,2023-09-04,9,MONTH,2023,9,True
fnd-03-7529c2c5f3ff,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c22b5aa68077,FISCAL_CALENDAR,2023-09-05,2023-09-05,9,MONTH,2023,9,True
fnd-03-9fb8de52c7ba,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-eaead5ca36c5,FISCAL_CALENDAR,2023-09-06,2023-09-06,9,MONTH,2023,9,True
fnd-03-499c0c8ce991,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cc871469e4b4,FISCAL_CALENDAR,2023-09-07,2023-09-07,9,MONTH,2023,9,True
fnd-03-02cd72d71711,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c93e9824d4d2,FISCAL_CALENDAR,2023-09-08,2023-09-08,9,MONTH,2023,9,True
fnd-03-4a3af26b7be8,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2c94d13cc888,FISCAL_CALENDAR,2023-09-09,2023-09-09,9,MONTH,2023,9,False
fnd-03-d3ae858fc1c8,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e9c55af7da66,FISCAL_CALENDAR,2023-09-10,2023-09-10,9,MONTH,2023,9,False
fnd-03-47f2ee21d07b,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f1ee6ada1daf,FISCAL_CALENDAR,2023-09-11,2023-09-11,9,MONTH,2023,9,True
fnd-03-5a306ef5f35c,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a56752b71e62,FISCAL_CALENDAR,2023-09-12,2023-09-12,9,MONTH,2023,9,True
fnd-03-05d55fc55be3,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-36176643a25f,FISCAL_CALENDAR,2023-09-13,2023-09-13,9,MONTH,2023,9,True
fnd-03-775ce9c61e63,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-439f2780713d,FISCAL_CALENDAR,2023-09-14,2023-09-14,9,MONTH,2023,9,True
fnd-03-d0fb1ca01f6a,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f2c4a61781c8,FISCAL_CALENDAR,2023-09-15,2023-09-15,9,MONTH,2023,9,True
fnd-03-1852d45886f6,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d2e5b5548017,FISCAL_CALENDAR,2023-09-16,2023-09-16,9,MONTH,2023,9,False
fnd-03-f2aaedde2f12,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-425a17eb6ed6,FISCAL_CALENDAR,2023-09-17,2023-09-17,9,MONTH,2023,9,False
fnd-03-45201d5b89c7,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c61227a776bf,FISCAL_CALENDAR,2023-09-18,2023-09-18,9,MONTH,2023,9,True
fnd-03-fc48f22a2031,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1933046e9aa2,FISCAL_CALENDAR,2023-09-19,2023-09-19,9,MONTH,2023,9,True
fnd-03-51f61e494d45,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5b0064be4819,FISCAL_CALENDAR,2023-09-20,2023-09-20,9,MONTH,2023,9,True
fnd-03-f802a62601bd,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bf7cd67efce9,FISCAL_CALENDAR,2023-09-21,2023-09-21,9,MONTH,2023,9,True
fnd-03-282d22e82c2a,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-deb4523d0aae,FISCAL_CALENDAR,2023-09-22,2023-09-22,9,MONTH,2023,9,True
fnd-03-c472593388f4,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-08143f482fa0,FISCAL_CALENDAR,2023-09-23,2023-09-23,9,MONTH,2023,9,False
fnd-03-ae3b971b29e6,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fcd15b7a1ce1,FISCAL_CALENDAR,2023-09-24,2023-09-24,9,MONTH,2023,9,False
fnd-03-f9a38e7e2f1e,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-78c1ff820bc4,FISCAL_CALENDAR,2023-09-25,2023-09-25,9,MONTH,2023,9,True
fnd-03-ab9f382ae159,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f15d023835ab,FISCAL_CALENDAR,2023-09-26,2023-09-26,9,MONTH,2023,9,True
fnd-03-a9c96d4a168d,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-fdd190d4701c,FISCAL_CALENDAR,2023-09-27,2023-09-27,9,MONTH,2023,9,True
fnd-03-a7b5dcd757e2,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4152c5481508,FISCAL_CALENDAR,2023-09-28,2023-09-28,9,MONTH,2023,9,True
fnd-03-26b5723e782a,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-846429ea804e,FISCAL_CALENDAR,2023-09-29,2023-09-29,9,MONTH,2023,9,True
fnd-03-769522c76312,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b1af2fdf7182,FISCAL_CALENDAR,2023-09-30,2023-09-30,9,MONTH,2023,9,False
fnd-03-49129e62beea,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4045898181f3,FISCAL_CALENDAR,2023-10-01,2023-10-01,10,MONTH,2023,10,False
fnd-03-0459dba65dc5,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c88094e7cc0d,FISCAL_CALENDAR,2023-10-02,2023-10-02,10,MONTH,2023,10,True
fnd-03-599720b60419,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9b2eabd9e048,FISCAL_CALENDAR,2023-10-03,2023-10-03,10,MONTH,2023,10,True
fnd-03-9cff4bd73c85,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ea6ec5e85005,FISCAL_CALENDAR,2023-10-04,2023-10-04,10,MONTH,2023,10,True
fnd-03-f75ea05d2079,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4b1059937e22,FISCAL_CALENDAR,2023-10-05,2023-10-05,10,MONTH,2023,10,True
fnd-03-2394956b0858,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-836b7b4f3fdb,FISCAL_CALENDAR,2023-10-06,2023-10-06,10,MONTH,2023,10,True
fnd-03-e2c0382da29d,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7c0cd01dc002,FISCAL_CALENDAR,2023-10-07,2023-10-07,10,MONTH,2023,10,False
fnd-03-23a0d1b3603c,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d6376751efa5,FISCAL_CALENDAR,2023-10-08,2023-10-08,10,MONTH,2023,10,False
fnd-03-85a19034822f,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6ead11f24a91,FISCAL_CALENDAR,2023-10-09,2023-10-09,10,MONTH,2023,10,True
fnd-03-395dcaeb1764,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8bd19ae7357c,FISCAL_CALENDAR,2023-10-10,2023-10-10,10,MONTH,2023,10,True
fnd-03-72c0d66a96b4,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8b603228f3b3,FISCAL_CALENDAR,2023-10-11,2023-10-11,10,MONTH,2023,10,True
fnd-03-fe77e45ab5b0,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7c160d3196a8,FISCAL_CALENDAR,2023-10-12,2023-10-12,10,MONTH,2023,10,True
fnd-03-5987e43bd5cd,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a9502b7de76e,FISCAL_CALENDAR,2023-10-13,2023-10-13,10,MONTH,2023,10,True
fnd-03-7ccb7361bcbb,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bd5852071eea,FISCAL_CALENDAR,2023-10-14,2023-10-14,10,MONTH,2023,10,False
fnd-03-b2807af87e78,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ce81d970fc79,FISCAL_CALENDAR,2023-10-15,2023-10-15,10,MONTH,2023,10,False
fnd-03-a15c457c6125,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3ce0b921e8bf,FISCAL_CALENDAR,2023-10-16,2023-10-16,10,MONTH,2023,10,True
fnd-03-1fc8eb105cdf,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5260db576ac3,FISCAL_CALENDAR,2023-10-17,2023-10-17,10,MONTH,2023,10,True
fnd-03-90da9439d7df,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-7a5947c923ad,FISCAL_CALENDAR,2023-10-18,2023-10-18,10,MONTH,2023,10,True
fnd-03-7cd991c9a2ed,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-14604a619dc4,FISCAL_CALENDAR,2023-10-19,2023-10-19,10,MONTH,2023,10,True
fnd-03-4731302ad0f6,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-312481212deb,FISCAL_CALENDAR,2023-10-20,2023-10-20,10,MONTH,2023,10,True
fnd-03-c327f79efaef,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-36876db6f815,FISCAL_CALENDAR,2023-10-21,2023-10-21,10,MONTH,2023,10,False
fnd-03-445e9a153ce5,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-40a036e3868c,FISCAL_CALENDAR,2023-10-22,2023-10-22,10,MONTH,2023,10,False
fnd-03-aa6c63929206,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-523ceb119cef,FISCAL_CALENDAR,2023-10-23,2023-10-23,10,MONTH,2023,10,True
fnd-03-60bcb4292871,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0e85cba5a65a,FISCAL_CALENDAR,2023-10-24,2023-10-24,10,MONTH,2023,10,True
fnd-03-1e9605e6ad54,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f3e5aae9083c,FISCAL_CALENDAR,2023-10-25,2023-10-25,10,MONTH,2023,10,True
fnd-03-7cf4ca0ba829,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-707bb8615636,FISCAL_CALENDAR,2023-10-26,2023-10-26,10,MONTH,2023,10,True
fnd-03-0a7c2a6f1bd3,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-00d9f2f3920e,FISCAL_CALENDAR,2023-10-27,2023-10-27,10,MONTH,2023,10,True
fnd-03-16f1e7b8e5ad,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0bbced56aba8,FISCAL_CALENDAR,2023-10-28,2023-10-28,10,MONTH,2023,10,False
fnd-03-00b92469e6e7,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-445a4dd7ea5a,FISCAL_CALENDAR,2023-10-29,2023-10-29,10,MONTH,2023,10,False
fnd-03-9d05661900d9,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-493e0da2cb90,FISCAL_CALENDAR,2023-10-30,2023-10-30,10,MONTH,2023,10,True
fnd-03-09e4432c176a,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6c0606001ac0,FISCAL_CALENDAR,2023-10-31,2023-10-31,10,MONTH,2023,10,True
fnd-03-893f37719aeb,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-58f69f2c3ba6,FISCAL_CALENDAR,2023-11-01,2023-11-01,11,MONTH,2023,11,True
fnd-03-8b25dbbea753,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8d9d751af591,FISCAL_CALENDAR,2023-11-02,2023-11-02,11,MONTH,2023,11,True
fnd-03-e1123ea0aa4d,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9505845a7863,FISCAL_CALENDAR,2023-11-03,2023-11-03,11,MONTH,2023,11,True
