record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,reference_type,reference_key,effective_date,value,unit,fiscal_year,fiscal_period,is_workday
fnd-03-001eb570b701,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-57d14f633b7b,FISCAL_CALENDAR,2026-02-16,2026-02-16,2,MONTH,2026,2,True
fnd-03-e2ab55d656c9,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e490f791b40d,FISCAL_CALENDAR,2026-02-17,2026-02-17,2,MONTH,2026,2,True
fnd-03-d5598a066d72,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-573e2c4996db,FISCAL_CALENDAR,2026-02-18,2026-02-18,2,MONTH,2026,2,True
fnd-03-f2a4992f04a9,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1bf1c587b9c8,FISCAL_CALENDAR,2026-02-19,2026-02-19,2,MONTH,2026,2,True
fnd-03-0ff6f8384fbb,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3af950cb7340,FISCAL_CALENDAR,2026-02-20,2026-02-20,2,MONTH,2026,2,True
fnd-03-8bd698442fd7,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bf36d3133645,FISCAL_CALENDAR,2026-02-21,2026-02-21,2,MONTH,2026,2,False
fnd-03-c482906401f8,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9e1c54467509,FISCAL_CALENDAR,2026-02-22,2026-02-22,2,MONTH,2026,2,False
fnd-03-e87bff8f4caa,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9c2995634192,FISCAL_CALENDAR,2026-02-23,2026-02-23,2,MONTH,2026,2,True
fnd-03-a76602c2c7c7,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f32aff2b192f,FISCAL_CALENDAR,2026-02-24,2026-02-24,2,MONTH,2026,2,True
fnd-03-4b2884cd2ffe,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1a0e5bb9db79,FISCAL_CALENDAR,2026-02-25,2026-02-25,2,MONTH,2026,2,True
fnd-03-9fd2ff63a0e1,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d754d34668f7,FISCAL_CALENDAR,2026-02-26,2026-02-26,2,MONTH,2026,2,True
fnd-03-14de4cf06d3c,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-666b6b62f93d,FISCAL_CALENDAR,2026-02-27,2026-02-27,2,MONTH,2026,2,True
fnd-03-01eae83bac95,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-72a636e00454,FISCAL_CALENDAR,2026-02-28,2026-02-28,2,MONTH,2026,2,False
fnd-03-574225f1c935,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f4a9c202dfa8,FISCAL_CALENDAR,2026-03-01,2026-03-01,3,MONTH,2026,3,False
fnd-03-23d68ccf5e3f,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-06a01fce4a9b,FISCAL_CALENDAR,2026-03-02,2026-03-02,3,MONTH,2026,3,True
fnd-03-1f0598ce782e,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c628b6c1a5a0,FISCAL_CALENDAR,2026-03-03,2026-03-03,3,MONTH,2026,3,True
fnd-03-ed4600213b71,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c596bc65f51d,FISCAL_CALENDAR,2026-03-04,2026-03-04,3,MONTH,2026,3,True
fnd-03-444d03ddcc04,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c9d9bba0aa95,FISCAL_CALENDAR,2026-03-05,2026-03-05,3,MONTH,2026,3,True
fnd-03-13b1dd79c8f8,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2d7e2dbf5ecd,FISCAL_CALENDAR,2026-03-06,2026-03-06,3,MONTH,2026,3,True
fnd-03-233f08c92993,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c2d29d889df9,FISCAL_CALENDAR,2026-03-07,2026-03-07,3,MONTH,2026,3,False
fnd-03-d11cf25df8fc,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3300e66271e1,FISCAL_CALENDAR,2026-03-08,2026-03-08,3,MONTH,2026,3,False
fnd-03-4b919be968e0,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2717ae93af4f,FISCAL_CALENDAR,2026-03-09,2026-03-09,3,MONTH,2026,3,True
fnd-03-43ce87cf1488,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-19018daac67d,FISCAL_CALENDAR,2026-03-10,2026-03-10,3,MONTH,2026,3,True
fnd-03-c8f3e02527ab,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b90fdb2d7944,FISCAL_CALENDAR,2026-03-11,2026-03-11,3,MONTH,2026,3,True
fnd-03-2f45e9aa78cb,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ac9823b46bcc,FISCAL_CALENDAR,2026-03-12,2026-03-12,3,MONTH,2026,3,True
fnd-03-d8b1f97acbd6,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b84a037b1d44,FISCAL_CALENDAR,2026-03-13,2026-03-13,3,MONTH,2026,3,True
fnd-03-c59e9ed8e34e,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a845e4dee577,FISCAL_CALENDAR,2026-03-14,2026-03-14,3,MONTH,2026,3,False
fnd-03-250db4358f57,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b471929fe174,FISCAL_CALENDAR,2026-03-15,2026-03-15,3,MONTH,2026,3,False
fnd-03-13fbc5fefc44,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0e6c7feac051,FISCAL_CALENDAR,2026-03-16,2026-03-16,3,MONTH,2026,3,True
fnd-03-356eed7222e3,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4b3285fbe17b,FISCAL_CALENDAR,2026-03-17,2026-03-17,3,MONTH,2026,3,True
fnd-03-d8ba276731f7,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-99c0b8880e03,FISCAL_CALENDAR,2026-03-18,2026-03-18,3,MONTH,2026,3,True
fnd-03-208a43c7b45b,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f828251a3a97,FISCAL_CALENDAR,2026-03-19,2026-03-19,3,MONTH,2026,3,True
fnd-03-4c99f7632d66,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-99088430c7d2,FISCAL_CALENDAR,2026-03-20,2026-03-20,3,MONTH,2026,3,True
fnd-03-b50903ce78e1,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8b70deed6cca,FISCAL_CALENDAR,2026-03-21,2026-03-21,3,MONTH,2026,3,False
fnd-03-8740c05eecf3,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-14d18ed7f883,FISCAL_CALENDAR,2026-03-22,2026-03-22,3,MONTH,2026,3,False
fnd-03-4494dcbee19a,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-215220d8a7d5,FISCAL_CALENDAR,2026-03-23,2026-03-23,3,MONTH,2026,3,True
fnd-03-dc276fbb6e7c,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2176861ab270,FISCAL_CALENDAR,2026-03-24,2026-03-24,3,MONTH,2026,3,True
fnd-03-1afc02070947,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d5b22eba1ce9,FISCAL_CALENDAR,2026-03-25,2026-03-25,3,MONTH,2026,3,True
fnd-03-ed35c770a1ce,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e059199e320c,FISCAL_CALENDAR,2026-03-26,2026-03-26,3,MONTH,2026,3,True
fnd-03-d9309f2afef9,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1771125bcaef,FISCAL_CALENDAR,2026-03-27,2026-03-27,3,MONTH,2026,3,True
fnd-03-68eb66c39b03,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-679a90a2f6a8,FISCAL_CALENDAR,2026-03-28,2026-03-28,3,MONTH,2026,3,False
fnd-03-2bfa9c28087e,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d98b3f0dc4dc,FISCAL_CALENDAR,2026-03-29,2026-03-29,3,MONTH,2026,3,False
fnd-03-2d087787288a,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e38cee4b7d96,FISCAL_CALENDAR,2026-03-30,2026-03-30,3,MONTH,2026,3,True
fnd-03-cbb24e8f64d4,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b7c65708d5f1,FISCAL_CALENDAR,2026-03-31,2026-03-31,3,MONTH,2026,3,True
fnd-03-f7ca3cc1e230,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-236f2c709901,FISCAL_CALENDAR,2026-04-01,2026-04-01,4,MONTH,2026,4,True
fnd-03-fe95061e9c8c,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-04f5b2bcf1d1,FISCAL_CALENDAR,2026-04-02,2026-04-02,4,MONTH,2026,4,True
fnd-03-e003842f167e,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5d97e1903c50,FISCAL_CALENDAR,2026-04-03,2026-04-03,4,MONTH,2026,4,True
fnd-03-d1fc31bba5b8,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d451353d555f,FISCAL_CALENDAR,2026-04-04,2026-04-04,4,MONTH,2026,4,False
fnd-03-818aab661420,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-be7369ba321f,FISCAL_CALENDAR,2026-04-05,2026-04-05,4,MONTH,2026,4,False
fnd-03-0bb72f353aa2,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-58e63451b9b6,FISCAL_CALENDAR,2026-04-06,2026-04-06,4,MONTH,2026,4,True
fnd-03-0a25b5bfc207,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-e4ad6ab20b70,FISCAL_CALENDAR,2026-04-07,2026-04-07,4,MONTH,2026,4,True
fnd-03-2c918415f23e,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-342a5c51183c,FISCAL_CALENDAR,2026-04-08,2026-04-08,4,MONTH,2026,4,True
fnd-03-33f3a1209211,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6a3c7fb464dd,FISCAL_CALENDAR,2026-04-09,2026-04-09,4,MONTH,2026,4,True
fnd-03-96cfd2934d2d,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a14519b5b9bf,FISCAL_CALENDAR,2026-04-10,2026-04-10,4,MONTH,2026,4,True
fnd-03-b69cb100b1c5,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-143206cd73b0,FISCAL_CALENDAR,2026-04-11,2026-04-11,4,MONTH,2026,4,False
fnd-03-0da160595d8b,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ade35b203cd9,FISCAL_CALENDAR,2026-04-12,2026-04-12,4,MONTH,2026,4,False
fnd-03-38ff5b93c93f,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-60d89c89ff3e,FISCAL_CALENDAR,2026-04-13,2026-04-13,4,MONTH,2026,4,True
fnd-03-f3aa5751a33f,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ebb2c232715c,FISCAL_CALENDAR,2026-04-14,2026-04-14,4,MONTH,2026,4,True
fnd-03-c406e7ab71c7,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c1a29925efa0,FISCAL_CALENDAR,2026-04-15,2026-04-15,4,MONTH,2026,4,True
fnd-03-2af1bb0fc1be,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8dcb4bb60d66,FISCAL_CALENDAR,2026-04-16,2026-04-16,4,MONTH,2026,4,True
fnd-03-fe3ec3cd5158,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-4168b1a0d2e3,FISCAL_CALENDAR,2026-04-17,2026-04-17,4,MONTH,2026,4,True
fnd-03-f76b3a8328ed,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6c5749349076,FISCAL_CALENDAR,2026-04-18,2026-04-18,4,MONTH,2026,4,False
fnd-03-11503f30e1c2,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cf5e00c42cac,FISCAL_CALENDAR,2026-04-19,2026-04-19,4,MONTH,2026,4,False
fnd-03-3958ae855ede,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3f2e85e38fb1,FISCAL_CALENDAR,2026-04-20,2026-04-20,4,MONTH,2026,4,True
fnd-03-7f5762fd4e06,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-75c2c53972ff,FISCAL_CALENDAR,2026-04-21,2026-04-21,4,MONTH,2026,4,True
fnd-03-f0c5651f0179,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2aa2ecc83ef5,FISCAL_CALENDAR,2026-04-22,2026-04-22,4,MONTH,2026,4,True
fnd-03-34b1b0b22723,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a67866a06356,FISCAL_CALENDAR,2026-04-23,2026-04-23,4,MONTH,2026,4,True
fnd-03-347e16ec38ec,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-712ca4cdaf8b,FISCAL_CALENDAR,2026-04-24,2026-04-24,4,MONTH,2026,4,True
fnd-03-59f5367ea722,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-047424ae7533,FISCAL_CALENDAR,2026-04-25,2026-04-25,4,MONTH,2026,4,False
fnd-03-8fc8f17c3366,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-51524f0ce4c6,FISCAL_CALENDAR,2026-04-26,2026-04-26,4,MONTH,2026,4,False
fnd-03-a7bf15893be5,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-d330b8afc27e,FISCAL_CALENDAR,2026-04-27,2026-04-27,4,MONTH,2026,4,True
fnd-03-e7261755ca46,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-44a2315485be,FISCAL_CALENDAR,2026-04-28,2026-04-28,4,MONTH,2026,4,True
fnd-03-420a0e916499,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-547fa4542b97,FISCAL_CALENDAR,2026-04-29,2026-04-29,4,MONTH,2026,4,True
fnd-03-239e3c76ead3,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-08f9db4d9222,FISCAL_CALENDAR,2026-04-30,2026-04-30,4,MONTH,2026,4,True
fnd-03-1d0195fe0b93,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-40710309cbe3,FISCAL_CALENDAR,2026-05-01,2026-05-01,5,MONTH,2026,5,True
fnd-03-e7fc227da6e5,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2da6a3b9dfb0,FISCAL_CALENDAR,2026-05-02,2026-05-02,5,MONTH,2026,5,False
fnd-03-c2920d2c8e3e,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bffae9cfc310,FISCAL_CALENDAR,2026-05-03,2026-05-03,5,MONTH,2026,5,False
fnd-03-b261ef13493c,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9e13f1eaac6c,FISCAL_CALENDAR,2026-05-04,2026-05-04,5,MONTH,2026,5,True
fnd-03-62ef07ce01da,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-88b745896ee1,FISCAL_CALENDAR,2026-05-05,2026-05-05,5,MONTH,2026,5,True
fnd-03-ad0925380e84,tenant-afs-demo-materials,org-afs-demo-group,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ab15112a89ce,FISCAL_CALENDAR,2026-05-06,2026-05-06,5,MONTH,2026,5,True
