record_id,tenant_id,scope_node_id,data_class,business_data_kind,data_origin,quality_status,certification_status,as_of_date,lineage_id,routing_id,operation_seq,operation_name,equipment_id,equipment_name,product_id,rate_per_hour,rate_uom,setup_hours,rated_oee,calendar_hours_month
mdm-06-e5a0b15dc547,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0f8838c80e78,ROUTE-MAT-FI-0059,10,배소,EQ-02-011,배소 설비 11,MAT-FI-0059,4.9,TON/H,1.0,0.85,720
mdm-06-dff08e5836a1,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c2ef5bee0c70,ROUTE-MAT-FI-0065,20,용련,EQ-01-012,용련 설비 12,MAT-FI-0065,5.6,TON/H,1.25,0.865,720
mdm-06-13cff2f98de7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ce6d84eb8954,ROUTE-MAT-FI-0071,30,전로정련,EQ-02-013,전로정련 설비 13,MAT-FI-0071,6.3,TON/H,0.5,0.88,720
mdm-06-6230f091f27c,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-cc4b8e28cc35,ROUTE-MAT-FI-0077,40,정제,EQ-01-014,정제 설비 14,MAT-FI-0077,7.0,TON/H,0.75,0.895,720
mdm-06-fedf7a80faf7,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bd33dee2ec95,ROUTE-MAT-FI-0083,50,전해정련,EQ-02-015,전해정련 설비 15,MAT-FI-0083,7.7,TON/H,1.0,0.91,720
mdm-06-05b53b71e21f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ae3b0894dc93,ROUTE-MAT-FI-0089,10,배소,EQ-01-016,배소 설비 16,MAT-FI-0089,8.4,TON/H,1.25,0.925,720
mdm-06-7c7fdc741eaf,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-24c80d780d0a,ROUTE-MAT-FI-0095,20,용련,EQ-02-017,용련 설비 17,MAT-FI-0095,3.5,TON/H,0.5,0.82,720
mdm-06-f2019422a675,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-f6640eb58f07,ROUTE-MAT-FI-0101,30,전로정련,EQ-01-018,전로정련 설비 18,MAT-FI-0101,4.2,TON/H,0.75,0.835,720
mdm-06-c34995b0e7d5,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0e6063f0053c,ROUTE-MAT-FI-0107,40,정제,EQ-02-019,정제 설비 19,MAT-FI-0107,4.9,TON/H,1.0,0.85,720
mdm-06-7c084b9fb64f,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-91ebf3de5fb1,ROUTE-MAT-FI-0113,50,전해정련,EQ-01-020,전해정련 설비 20,MAT-FI-0113,5.6,TON/H,1.25,0.865,720
mdm-06-1712aaeb8863,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-8595aa7f1279,ROUTE-MAT-FI-0119,10,배소,EQ-02-021,배소 설비 21,MAT-FI-0119,6.3,TON/H,0.5,0.88,720
mdm-06-f82e8f03feab,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-be6a7a9f08fe,ROUTE-MAT-FI-0125,20,용련,EQ-01-022,용련 설비 22,MAT-FI-0125,7.0,TON/H,0.75,0.895,720
mdm-06-a74a46a985af,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-b26bb640a117,ROUTE-MAT-FI-0131,30,전로정련,EQ-02-023,전로정련 설비 23,MAT-FI-0131,7.7,TON/H,1.0,0.91,720
mdm-06-ba3e983ae315,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-3971dfea049b,ROUTE-MAT-FI-0137,40,정제,EQ-01-024,정제 설비 24,MAT-FI-0137,8.4,TON/H,1.25,0.925,720
mdm-06-a9ab8eec5cd6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-04a37527f0c7,ROUTE-MAT-FI-0143,50,전해정련,EQ-02-025,전해정련 설비 25,MAT-FI-0143,3.5,TON/H,0.5,0.82,720
mdm-06-573d7bf223c4,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-c5dbba3581da,ROUTE-MAT-FI-0149,10,배소,EQ-01-026,배소 설비 26,MAT-FI-0149,4.2,TON/H,0.75,0.835,720
mdm-06-4077532a8206,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-385c24e5bc9b,ROUTE-MAT-FI-0155,20,용련,EQ-02-027,용련 설비 27,MAT-FI-0155,4.9,TON/H,1.0,0.85,720
mdm-06-557c64012a3b,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6b389d66b015,ROUTE-MAT-FI-0161,30,전로정련,EQ-01-028,전로정련 설비 28,MAT-FI-0161,5.6,TON/H,1.25,0.865,720
mdm-06-0ed605526d4b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6ed38907c384,ROUTE-MAT-FI-0167,40,정제,EQ-02-029,정제 설비 29,MAT-FI-0167,6.3,TON/H,0.5,0.88,720
mdm-06-44dec8a5685e,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-694e4dd7e44b,ROUTE-MAT-FI-0173,50,전해정련,EQ-01-030,전해정련 설비 30,MAT-FI-0173,7.0,TON/H,0.75,0.895,720
mdm-06-a3966bd4633a,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-1dd700de2428,ROUTE-MAT-FI-0179,10,배소,EQ-02-031,배소 설비 31,MAT-FI-0179,7.7,TON/H,1.0,0.91,720
mdm-06-f85f50c3f915,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-21c65e9eabe4,ROUTE-MAT-FI-0185,20,용련,EQ-01-032,용련 설비 32,MAT-FI-0185,8.4,TON/H,1.25,0.925,720
mdm-06-e5708e08a921,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bf841eb81b0d,ROUTE-MAT-FI-0191,30,전로정련,EQ-02-033,전로정련 설비 33,MAT-FI-0191,3.5,TON/H,0.5,0.82,720
mdm-06-be105cc77799,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-82cffebadbfd,ROUTE-MAT-FI-0197,40,정제,EQ-01-034,정제 설비 34,MAT-FI-0197,4.2,TON/H,0.75,0.835,720
mdm-06-c4e60497069b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-bec8692058fa,ROUTE-MAT-FI-0203,50,전해정련,EQ-02-035,전해정련 설비 35,MAT-FI-0203,4.9,TON/H,1.0,0.85,720
mdm-06-c367d232f9e6,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-366abcc98e7f,ROUTE-MAT-FI-0209,10,배소,EQ-01-036,배소 설비 36,MAT-FI-0209,5.6,TON/H,1.25,0.865,720
mdm-06-dce61e918085,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0f429a46e6f5,ROUTE-MAT-FI-0215,20,용련,EQ-02-037,용련 설비 37,MAT-FI-0215,6.3,TON/H,0.5,0.88,720
mdm-06-2dd28b4409d0,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-9f26e13b8fbf,ROUTE-FG-CATHODE,30,전로정련,EQ-01-038,전로정련 설비 38,FG-CATHODE,7.0,TON/H,0.75,0.895,720
mdm-06-501977cb0a07,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-2abe3667ea4a,ROUTE-FG-NISO4,40,결정화,EQ-02-039,결정화 설비 39,FG-NISO4,7.7,TON/H,1.0,0.91,720
mdm-06-cc767d80e35b,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-31964de26da0,ROUTE-FG-LIOH,50,건조·포장,EQ-02-040,건조·포장 설비 40,FG-LIOH,8.4,TON/H,1.25,0.925,720
mdm-06-9482f19aa0c8,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-dd75b46b5442,ROUTE-MAT-FI-0017,10,배소,EQ-01-041,배소 설비 41,MAT-FI-0017,3.5,TON/H,0.5,0.82,720
mdm-06-1c8197425aa6,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-6ed02476c202,ROUTE-MAT-FI-0023,20,용련,EQ-02-042,용련 설비 42,MAT-FI-0023,4.2,TON/H,0.75,0.835,720
mdm-06-9f4df05d2538,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-0b6073edde1c,ROUTE-MAT-FI-0029,30,전로정련,EQ-01-043,전로정련 설비 43,MAT-FI-0029,4.9,TON/H,1.0,0.85,720
mdm-06-899bedbf29b0,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-5bdafc784656,ROUTE-MAT-FI-0035,40,정제,EQ-02-044,정제 설비 44,MAT-FI-0035,5.6,TON/H,1.25,0.865,720
mdm-06-b9e37a3dd87a,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-847efae97b1c,ROUTE-MAT-FI-0041,50,전해정련,EQ-01-045,전해정련 설비 45,MAT-FI-0041,6.3,TON/H,0.5,0.88,720
mdm-06-f419fd31a107,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ad3e1ce4b1b1,ROUTE-MAT-FI-0047,10,배소,EQ-02-046,배소 설비 46,MAT-FI-0047,7.0,TON/H,0.75,0.895,720
mdm-06-79fb085fea05,tenant-afs-demo-materials,plant-afs-smelting-01,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-ff7be5aa0339,ROUTE-MAT-FI-0053,20,용련,EQ-01-047,용련 설비 47,MAT-FI-0053,7.7,TON/H,1.0,0.91,720
mdm-06-5ff7ca02b636,tenant-afs-demo-materials,plant-afs-battery-02,SYNTHETIC,REFERENCE,SYNTHETIC,PASS,CERTIFIED_FOR_DEMO,2026-08-11,lin-a3572802bf68,ROUTE-MAT-FI-0059,30,전로정련,EQ-02-048,전로정련 설비 48,MAT-FI-0059,8.4,TON/H,1.25,0.925,720
